year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,QB,Lamar Jackson,30.09,38.64,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,1
2021,9,Patty Primetimes,Uncle Rico,110.76,102.94,right,QB,Josh Allen,31.7,11.56,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,1
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,WR,Ja'Marr Chase,14.31,5.9,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,2
2021,9,Patty Primetimes,Uncle Rico,110.76,102.94,right,WR,DeVonta Smith,11.72,20.1,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,2
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,WR,Van Jefferson,8.97,5.6,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,3
2021,9,Patty Primetimes,Uncle Rico,110.76,102.94,right,WR,Tee Higgins,11.51,10.8,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,3
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,RB,Khalil Herbert,5.22,1.3,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,4
2021,9,Patty Primetimes,Uncle Rico,110.76,102.94,right,RB,Alvin Kamara,18.67,18.4,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,4
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,RB,Boston Scott,8.77,4.0,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,5
2021,9,Patty Primetimes,Uncle Rico,110.76,102.94,right,RB,Jeremy McNichols,10.86,5.0,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,5
2021,9,Uncle Rico,Patty Primetimes,102.94,110.76,left,TE,Mark Andrews,13.19,6.9,,True,False,False,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=11,starters,6
