year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,QB,Josh AllenVideo Forecast,25.73,32.76,"359 Pass Yds, 2 Pass TD, 1 Rush TD",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,1
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,QB,Anthony Richardson Sr.,20.98,4.42,"98 Pass Yds, 5 Rush Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,1
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,WR,Terry McLaurinVideo Forecast,9.86,6.9,"49 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,2
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,WR,Stefon DiggsVideo Forecast,15.96,20.1,"121 Rec Yds, 1 Rec TD, 8 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,2
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,WR,Cooper KuppVideo Forecast Bye,14.29,15.8,"118 Rec Yds, 8 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,3
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,WR,Jaylen WaddleVideo Forecast,11.9,12.0,"1 Rec TD, 35 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,3
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,RB,Joe Mixon,13.88,11.4,"81 Rush Yds, 4 Rec, 13 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,4
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,RB,Travis Etienne Jr.Video Forecast,12.06,34.4,"136 Rush Yds, 2 Rush TD, 48 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,4
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,RB,James ConnerVideo Forecast,12.12,4.6,46 Rush Yds,True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,5
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,RB,Dameon Pierce,10.97,8.7,"66 Rush Yds, 16 Rec Yds, 1 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,5
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,TE,Tyler Higbee,6.18,3.0,"20 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,6
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,TE,Darren Waller,8.37,12.6,"86 Rec Yds, 8 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,6
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,W/R/T,Michael Thomas,8.98,8.5,"65 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,7
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,W/R/T,Michael Pittman Jr.,10.88,7.7,"52 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,7
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,K,Evan McPherson,9.2,12.0,"2 FG 40-49, 4 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,8
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,K,Riley Patterson,9.06,6.0,6 PAT Made,True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,8
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,DEF,Jets - DEF,6.11,18.0,"1 TD, 3 Fum Rec, 4 Sack",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,9
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,DEF,Eagles - DEF,5.78,5.0,"4 Sack, Pts Allow 14-20",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,starters,9
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,BN,Amari Cooper,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,bench,1
2023,5,Patty Primetimes,malle_dips_pouches,110.92,112.96,right,BN,Tua TagovailoaVideo Forecast,25.35,22.92,"308 Pass Yds, 2 Pass TD, 2 Int",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,bench,1
2023,5,malle_dips_pouches,Patty Primetimes,112.96,110.92,left,BN,Damien Harris,3.81,1.3,13 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,bench,2
