year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,QB,Jordan LoveVideo Forecast,17.89,27.26,"259 Pass Yds, 1 Pass TD, 1 Rush TD",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,1
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,QB,Tua TagovailoaVideo Forecast,22.37,36.36,"4 Pass TD, 309 Pass Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,1
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,WR,Ja'Marr ChaseVideo Forecast,15.96,20.1,"141 Rec Yds, 12 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,2
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,WR,Stefon DiggsVideo Forecast,14.88,15.1,"111 Rec Yds, 8 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,2
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,WR,A.J. BrownVideo Forecast,13.95,17.6,"131 Rec Yds, 9 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,3
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,WR,DeAndre Hopkins,10.0,6.3,"48 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,3
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,RB,Josh JacobsVideo Forecast,12.65,9.5,"62 Rush Yds, 18 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,4
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,RB,Travis Etienne Jr.Video Forecast,12.97,15.8,"88 Rush Yds, 50 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,4
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,RB,Gus Edwards,9.11,5.1,51 Rush Yds,True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,5
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,RB,Dameon Pierce,10.37,13.4,"1 Rush TD, 31 Rush Yds, 28 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,5
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,TE,Hunter Henry,6.08,2.7,"17 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,6
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,TE,Darren Waller,7.64,3.5,"20 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,6
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,W/R/T,Gabe Davis,9.47,9.8,"1 Rec TD, 35 Rec Yds, 1 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,7
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,W/R/T,Michael Pittman Jr.,11.12,12.2,"77 Rec Yds, 9 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,7
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,K,Chris Boswell,7.2,15.0,"2 FG 40-49, 1 FG 50+, 2 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,8
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,K,Riley Patterson,8.87,8.0,"1 FG 20-29, 1 FG 30-39, 2 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,8
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,DEF,Patriots - DEF,8.19,9.0,"Pts Allow 7-13, 3 Sack, 1 Safe",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,9
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,DEF,Eagles - DEF,6.44,12.0,"Pts Allow 7-13, 2 Sack, 1 Int",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,starters,9
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Joshua Kelley,9.97,2.2,"12 Rush Yds, 1 Rec, 5 Rec Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,1
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Jaylen WaddleVideo Forecast,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,1
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Alexander Mattison,10.26,15.0,"93 Rush Yds, 32 Rec Yds, 5 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,2
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Jamaal Williams,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,2
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Joe BurrowVideo Forecast,21.98,9.16,"259 Pass Yds, 1 Int, -2 Rush Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,3
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Antonio Gibson,5.97,1.9,"1 Fum Lost, 17 Rush Yds, 3 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,3
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Romeo DoubsVideo Forecast,7.68,15.8,"73 Rec Yds, 1 Rec TD, 5 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,4
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Anthony Richardson Sr.,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,4
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Diontae Johnson,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,5
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Justice Hill,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,5
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,BN,Tank DellVideo Forecast,7.3,23.0,"145 Rec Yds, 1 Rec TD, 5 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,6
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,BN,Robert Woods,7.87,4.9,"34 Rec Yds, 3 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,6
2023,3,Uncle Rico,Patty Primetimes,116.06,122.66,left,IR,Jeff Wilson Jr.,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,7
2023,3,Patty Primetimes,Uncle Rico,122.66,116.06,right,IR,(Empty),0.0,,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=11,bench,7
