year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,QB,Patrick Mahomes,29.59,21.3,"2 Pass TD, 235 Pass Yds, -1 Rush Yds",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,1
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,QB,Lamar Jackson,25.98,48.62,"3 Pass TD, 318 Pass Yds, 119 Rush Yds",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,1
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,WR,Ja'Marr Chase,15.97,8.3,"54 Rec Yds, 5 Rec, 4 Rush Yds",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,2
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,WR,Jaylen Waddle,10.69,34.6,"171 Rec Yds, 2 Rec TD, 11 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,2
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,WR,Brandon Aiyuk,10.07,8.8,"63 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,3
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,WR,Amari Cooper,9.78,20.6,"101 Rec Yds, 1 Rec TD, 9 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,3
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,RB,Saquon Barkley,17.39,10.3,"72 Rush Yds, 16 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,4
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,RB,Christian McCaffrey,18.05,14.8,"102 Rush Yds, 26 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,4
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,RB,Nick Chubb,13.3,30.8,"3 Rush TD, 87 Rush Yds, 26 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,5
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,RB,Josh Jacobs,11.74,8.6,"69 Rush Yds, 12 Rec Yds, 1 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,5
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,TE,Kyle Pitts Sr.,9.82,2.9,"19 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,6
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,TE,Mark Andrews,12.18,21.2,"104 Rec Yds, 1 Rec TD, 9 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,6
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,W/R/T,Cordarrelle Patterson,12.12,4.1,41 Rush Yds,True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,7
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,W/R/T,James Conner,13.89,6.1,"26 Rec Yds, 25 Rush Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,7
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,K,Jake Elliott,8.78,6.0,"1 FG 30-39, 3 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,8
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,K,Matt Gay,10.68,7.0,"4 PAT Made, 1 FG 20-29",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,8
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,DEF,Browns - DEF,8.1,3.0,"2 Sack, 1 Fum Rec, Pts Allow 28-34",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,9
