year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,DEF,Ravens - DEF,7.97,7.0,"1 Ret TD, 2 Int, Pts Allow 35+",True,False,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,starters,9
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,Kadarius Toney,3.76,1.0,2 Rec,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,1
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,DeVonta Smith,8.12,11.5,"80 Rec Yds, 7 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,1
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,George Pickens,5.7,2.8,"23 Rec Yds, 1 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,2
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,Michael Carter,10.28,7.5,"27 Rec Yds, 5 Rec, 23 Rush Yds",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,2
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,Jakobi Meyers,7.96,14.0,"95 Rec Yds, 9 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,3
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,Tyler Boyd,8.79,4.7,"1 2-PT, 17 Rec Yds, 2 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,3
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,Isiah Pacheco,4.55,0.6,6 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,4
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,Pat Freiermuth,8.9,10.2,"1 Rec TD, 22 Rec Yds, 4 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,4
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,Jahan Dotson,7.25,15.9,"1 Rec TD, 59 Rec Yds, 4 Rec",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,5
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,DeVante Parker,6.88,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,5
2022,2,Uncle Rico,malle_dips_pouches,95.5,168.52,left,BN,Taysom Hill,7.62,1.4,14 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,6
2022,2,malle_dips_pouches,Uncle Rico,168.52,95.5,right,BN,Justin Fields,19.28,9.8,"1 Rush TD, 70 Pass Yds, 20 Rush Yds",False,True,False,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=10,bench,6
