year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,DEF,Chiefs - DEF,8.18,2.0,"1 Sack, Pts Allow 14-20",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,9
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,DEF,Jets - DEF,5.68,13.0,"1 TD, 2 Int, 2 Sack",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,9
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,Gabe Davis,9.01,19.5,"105 Rec Yds, 1 Rec TD, 6 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,1
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Latavius Murray,5.76,6.3,"30 Rush Yds, 18 Rec Yds, 3 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,1
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,Romeo DoubsVideo Forecast,8.42,5.2,"37 Rec Yds, 3 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,2
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Russell Wilson,15.1,18.76,"1 Pass TD, 1 Rush TD, 134 Pass Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,2
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,Jordan LoveVideo Forecast,17.57,32.62,"3 Pass TD, 268 Pass Yds, 39 Rush Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,3
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Isaiah LikelyVideo Forecast,6.27,6.0,"40 Rec Yds, 4 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,3
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,Emari Demercado,3.33,1.5,15 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,4
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Brandin Cooks,8.25,15.2,"72 Rec Yds, 1 Rec TD, 4 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,4
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,Seahawks - DEF,4.97,8.0,"1 TD, 1 Int, 1 Sack",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,5
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Zay Jones,7.02,1.5,"10 Rec Yds, 1 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,5
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,BN,(Empty),0.0,,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,6
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,BN,Buccaneers - DEF,5.69,4.0,"2 Sack, 1 Int",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,6
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,IR,(Empty),0.0,,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,7
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,IR,Michael Thomas,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,bench,7
