year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,QB,Justin Fields,22.72,10.58,"217 Pass Yds, 59 Rush Yds, 2 Fum Lost",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,1
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,QB,Josh AllenVideo Forecast,23.49,44.66,"339 Pass Yds, 2 Pass TD, 2 Rush TD",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,1
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,WR,Ja'Marr ChaseVideo Forecast,13.41,10.1,"81 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,2
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,WR,Terry McLaurinVideo Forecast,10.07,7.0,"50 Rec Yds, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,2
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,WR,A.J. BrownVideo Forecast,15.2,12.2,"1 Rec TD, 37 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,3
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,WR,Cooper KuppVideo Forecast,14.71,3.3,"18 Rec Yds, 3 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,3
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,RB,Josh JacobsVideo Forecast,12.37,20.5,"110 Rush Yds, 1 Rush TD, 4 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,4
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,RB,Joe Mixon,11.32,7.0,"44 Rec Yds, 16 Rush Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,4
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,RB,Alexander Mattison,9.7,7.3,"52 Rush Yds, 11 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,5
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,RB,James ConnerVideo Forecast,11.76,5.2,"27 Rush Yds, 4 Rec, 5 Rec Yds",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,5
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,TE,Dalton KincaidVideo Forecast,7.83,6.3,"38 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,6
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,TE,Logan Thomas,6.42,2.5,"15 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,6
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,W/R/T,Tank DellVideo Forecast,12.0,14.7,"1 Rec TD, 50 Rec Yds, 5 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,7
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,W/R/T,Amari Cooper,9.86,2.6,"16 Rec Yds, 2 Rec",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,7
2023,12,Uncle Rico,malle_dips_pouches,89.68,90.26,left,K,Dustin Hopkins,6.88,6.0,"1 FG 20-29, 1 FG 30-39",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,8
2023,12,malle_dips_pouches,Uncle Rico,90.26,89.68,right,K,Evan McPherson,8.18,5.0,"1 FG 40-49, 1 PAT Made",True,False,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=12&mid1=10,starters,8
