year,week,fantasy_team,opponent,team_score,opponent_score,side,lineup_slot,player,projection,fantasy_points,stat_summary,is_starter,is_bench,is_ir,source_url,source_table,source_row
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,Jordan LoveVideo Forecast,19.85,11.92,"218 Pass Yds, 1 Pass TD, 1 Fum Lost",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,1
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,DeAndre Hopkins,9.65,21.9,"124 Rec Yds, 1 Rec TD, 7 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,1
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,Chig OkonkwoVideo Forecast Bye,4.72,7.1,"46 Rec Yds, 5 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,2
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,Will Levis,15.06,19.58,"327 Pass Yds, 1 Pass TD, 1 2-PT",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,2
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,Samaje Perine,2.8,6.9,"36 Rec Yds, 5 Rec, 8 Rush Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,3
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,Keaton MitchellVideo Forecast,7.2,6.7,"54 Rush Yds, 8 Rec Yds, 1 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,3
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,Miles Sanders,5.22,7.4,74 Rush Yds,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,4
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,Dameon Pierce,4.94,1.2,"9 Rush Yds, 1 Rec, -2 Rec Yds",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,4
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,Romeo DoubsVideo Forecast,8.77,5.2,"32 Rec Yds, 4 Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,5
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,Antonio Gibson,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,5
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,BN,(Empty),0.0,,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,6
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,BN,Eagles - DEF,4.19,10.0,"1 TD, 3 Sack, 1 Fum Rec",False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,6
2023,14,Uncle Rico,Patty Primetimes,75.22,85.8,left,IR,Tank DellVideo Forecast,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,7
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,right,IR,Anthony Richardson Sr.,0.0,0.0,,False,True,False,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=14&mid1=11,bench,7
