year,week,team_1,team_1_record,team_1_score,team_1_projected,team_2,team_2_record,team_2_score,team_2_projected,winner,loser,margin,is_playoffs
2023,6,Joe Mantegna,13-1-0 | 1st,112.34,111.56,ThreatLevelMidnight,10-4-0 | 2nd,98.14,108.98,Joe Mantegna,ThreatLevelMidnight,14.2,False
2023,6,Malle ❤️ 🐸,7-7-0 | 8th,99.9,94.91,Post Mahomes,8-6-0 | 3rd,98.84,118.54,Malle ❤️ 🐸,Post Mahomes,1.06,False
2023,6,Uncle Rico,4-10-0 | 12th,92.2,111.82,The Big Gronkowski,7-7-0 | 6th,81.88,111.87,Uncle Rico,The Big Gronkowski,10.32,False
2023,6,Voldemort,7-7-0 | 5th,80.12,110.53,Pop Lockett Drop it,5-9-0 | 10th,126.52,112.0,Pop Lockett Drop it,Voldemort,46.4,False
2023,6,You Better Park It,6-8-0 | 7th,124.98,110.7,malle_dips_pouches,8-6-0 | 4th,95.86,101.45,You Better Park It,malle_dips_pouches,29.12,False
2023,7,Ginger FC,4-10-0 | 11th,67.48,83.37,malle_dips_pouches,8-6-0 | 4th,76.1,97.24,malle_dips_pouches,Ginger FC,8.62,False
2023,7,Joe Mantegna,13-1-0 | 1st,115.46,101.03,Patty Primetimes,5-9-0 | 9th,109.84,101.89,Joe Mantegna,Patty Primetimes,5.62,False
2023,7,Malle ❤️ 🐸,7-7-0 | 8th,115.26,96.45,Voldemort,7-7-0 | 5th,150.68,105.9,Voldemort,Malle ❤️ 🐸,35.42,False
2023,7,Pop Lockett Drop it,5-9-0 | 10th,123.24,94.97,You Better Park It,6-8-0 | 7th,104.56,111.87,Pop Lockett Drop it,You Better Park It,18.68,False
2023,7,The Big Gronkowski,7-7-0 | 6th,74.56,97.88,ThreatLevelMidnight,10-4-0 | 2nd,119.5,106.11,ThreatLevelMidnight,The Big Gronkowski,44.94,False
2023,7,Uncle Rico,4-10-0 | 12th,81.2,93.3,Post Mahomes,8-6-0 | 3rd,134.56,113.58,Post Mahomes,Uncle Rico,53.36,False
2023,8,Joe Mantegna,13-1-0 | 1st,118.58,109.24,Ginger FC,4-10-0 | 11th,96.36,93.6,Joe Mantegna,Ginger FC,22.22,False
2023,8,Malle ❤️ 🐸,7-7-0 | 8th,120.66,98.41,You Better Park It,6-8-0 | 7th,93.48,115.22,Malle ❤️ 🐸,You Better Park It,27.18,False
2023,8,Pop Lockett Drop it,5-9-0 | 10th,131.1,103.72,malle_dips_pouches,8-6-0 | 4th,104.96,97.38,Pop Lockett Drop it,malle_dips_pouches,26.14,False
2023,8,The Big Gronkowski,7-7-0 | 6th,118.52,111.73,Patty Primetimes,5-9-0 | 9th,108.76,111.28,The Big Gronkowski,Patty Primetimes,9.76,False
2023,8,ThreatLevelMidnight,10-4-0 | 2nd,127.28,110.73,Post Mahomes,8-6-0 | 3rd,107.3,119.95,ThreatLevelMidnight,Post Mahomes,19.98,False
2023,8,Uncle Rico,4-10-0 | 12th,154.62,108.63,Voldemort,7-7-0 | 5th,66.88,106.87,Uncle Rico,Voldemort,87.74,False
2023,9,Joe Mantegna,13-1-0 | 1st,86.8,100.28,malle_dips_pouches,8-6-0 | 4th,89.52,94.08,malle_dips_pouches,Joe Mantegna,2.72,False
2023,9,Malle ❤️ 🐸,7-7-0 | 8th,100.58,95.09,Pop Lockett Drop it,5-9-0 | 10th,94.04,100.38,Malle ❤️ 🐸,Pop Lockett Drop it,6.54,False
2023,9,Post Mahomes,8-6-0 | 3rd,97.62,98.15,Patty Primetimes,5-9-0 | 9th,88.92,95.27,Post Mahomes,Patty Primetimes,8.7,False
2023,9,The Big Gronkowski,7-7-0 | 6th,69.44,99.37,Ginger FC,4-10-0 | 11th,106.08,87.84,Ginger FC,The Big Gronkowski,36.64,False
2023,9,Uncle Rico,4-10-0 | 12th,120.62,106.24,You Better Park It,6-8-0 | 7th,87.16,99.96,Uncle Rico,You Better Park It,33.46,False
2023,9,Voldemort,7-7-0 | 5th,80.38,99.58,ThreatLevelMidnight,10-4-0 | 2nd,121.5,108.27,ThreatLevelMidnight,Voldemort,41.12,False
2023,10,Malle ❤️ 🐸,7-7-0 | 8th,130.4,93.7,malle_dips_pouches,8-6-0 | 4th,87.18,105.06,Malle ❤️ 🐸,malle_dips_pouches,43.22,False
2023,10,Post Mahomes,8-6-0 | 3rd,98.3,108.52,Ginger FC,4-10-0 | 11th,74.94,84.64,Post Mahomes,Ginger FC,23.36,False
2023,10,The Big Gronkowski,7-7-0 | 6th,116.52,108.75,Joe Mantegna,13-1-0 | 1st,118.46,104.4,Joe Mantegna,The Big Gronkowski,1.94,False
2023,10,ThreatLevelMidnight,10-4-0 | 2nd,90.22,104.88,You Better Park It,6-8-0 | 7th,149.16,101.51,You Better Park It,ThreatLevelMidnight,58.94,False
2023,10,Uncle Rico,4-10-0 | 12th,112.78,104.0,Pop Lockett Drop it,5-9-0 | 10th,143.84,91.97,Pop Lockett Drop it,Uncle Rico,31.06,False
2023,10,Voldemort,7-7-0 | 5th,121.72,96.31,Patty Primetimes,5-9-0 | 9th,84.46,101.8,Voldemort,Patty Primetimes,37.26,False
2023,11,Joe Mantegna,13-1-0 | 1st,148.34,109.01,Post Mahomes,8-6-0 | 3rd,112.18,111.5,Joe Mantegna,Post Mahomes,36.16,False
2023,11,The Big Gronkowski,7-7-0 | 6th,149.8,110.4,malle_dips_pouches,8-6-0 | 4th,87.4,105.74,The Big Gronkowski,malle_dips_pouches,62.4,False
2023,11,ThreatLevelMidnight,10-4-0 | 2nd,156.98,102.22,Pop Lockett Drop it,5-9-0 | 10th,95.34,110.12,ThreatLevelMidnight,Pop Lockett Drop it,61.64,False
2023,11,Uncle Rico,4-10-0 | 12th,89.34,108.83,Malle ❤️ 🐸,7-7-0 | 8th,106.9,106.57,Malle ❤️ 🐸,Uncle Rico,17.56,False
2023,11,Voldemort,7-7-0 | 5th,119.96,102.96,Ginger FC,4-10-0 | 11th,60.44,83.39,Voldemort,Ginger FC,59.52,False
2023,11,You Better Park It,6-8-0 | 7th,91.06,108.84,Patty Primetimes,5-9-0 | 9th,90.8,104.48,You Better Park It,Patty Primetimes,0.26,False
2023,12,Ginger FC,4-10-0 | 11th,95.3,81.85,You Better Park It,6-8-0 | 7th,122.34,108.11,You Better Park It,Ginger FC,27.04,False
2023,12,Malle ❤️ 🐸,7-7-0 | 8th,121.8,102.19,ThreatLevelMidnight,10-4-0 | 2nd,125.36,110.33,ThreatLevelMidnight,Malle ❤️ 🐸,3.56,False
2023,12,Pop Lockett Drop it,5-9-0 | 10th,110.66,110.1,Patty Primetimes,5-9-0 | 9th,97.62,103.86,Pop Lockett Drop it,Patty Primetimes,13.04,False
2023,12,The Big Gronkowski,7-7-0 | 6th,112.98,107.86,Post Mahomes,8-6-0 | 3rd,156.02,117.47,Post Mahomes,The Big Gronkowski,43.04,False
2023,12,Uncle Rico,4-10-0 | 12th,89.68,108.29,malle_dips_pouches,8-6-0 | 4th,90.26,101.49,malle_dips_pouches,Uncle Rico,0.58,False
2023,12,Voldemort,7-7-0 | 5th,126.08,110.85,Joe Mantegna,13-1-0 | 1st,126.54,110.21,Joe Mantegna,Voldemort,0.46,False
2023,13,Joe Mantegna,13-1-0 | 1st,92.88,101.6,You Better Park It,6-8-0 | 7th,91.06,97.99,Joe Mantegna,You Better Park It,1.82,False
2023,13,Malle ❤️ 🐸,7-7-0 | 8th,127.72,105.2,Patty Primetimes,5-9-0 | 9th,134.9,101.48,Patty Primetimes,Malle ❤️ 🐸,7.18,False
2023,13,Pop Lockett Drop it,5-9-0 | 10th,102.16,98.52,Ginger FC,4-10-0 | 11th,116.46,96.21,Ginger FC,Pop Lockett Drop it,14.3,False
2023,13,Post Mahomes,8-6-0 | 3rd,102.3,113.46,malle_dips_pouches,8-6-0 | 4th,109.84,94.09,malle_dips_pouches,Post Mahomes,7.54,False
2023,13,The Big Gronkowski,7-7-0 | 6th,114.08,105.58,Voldemort,7-7-0 | 5th,132.88,99.87,Voldemort,The Big Gronkowski,18.8,False
2023,13,Uncle Rico,4-10-0 | 12th,94.1,82.8,ThreatLevelMidnight,10-4-0 | 2nd,146.82,105.39,ThreatLevelMidnight,Uncle Rico,52.72,False
