year,week,team_1,team_1_record,team_1_score,team_1_projected,team_2,team_2_record,team_2_score,team_2_projected,winner,loser,margin,is_playoffs
2025,14,Ginger FC,10-4-0 | 1st,87.56,115.05,malle_dips_pouches,6-8-0 | 11th,79.5,100.38,Ginger FC,malle_dips_pouches,8.06,False
2025,14,Malle ❤️ 🐸,3-11-0 | 9th,80.66,80.21,Pop Lockett Drop it,8-6-0 | 6th,137.74,120.25,Pop Lockett Drop it,Malle ❤️ 🐸,57.08,False
2025,14,The Big Gronkowski,4-10-0 | 12th,101.34,103.75,Joe Mantegna,6-8-0 | 7th,124.88,105.69,Joe Mantegna,The Big Gronkowski,23.54,False
2025,14,ThreatLevelMidnight,9-5-0 | 3rd,105.28,115.78,Patty Primetimes,12-2-0 | 2nd,134.64,113.81,Patty Primetimes,ThreatLevelMidnight,29.36,False
2025,14,Uncle Rico,7-7-0 | 5th,103.16,109.49,Buttermilk Puuump,4-10-0 | 10th,89.76,126.82,Uncle Rico,Buttermilk Puuump,13.4,False
2025,14,Voldemort,6-8-0 | 8th,135.46,108.61,Post Mahomes,9-5-0 | 4th,117.7,114.66,Voldemort,Post Mahomes,17.76,False
