year,round,pick_in_round,overall_pick,team,player,keeper
2020,13,9,153,ThreatLevelMidnight,Chris Herndon,False
2020,13,10,154,malle_dips_pouches,Eric Ebron,False
2020,13,11,155,Patty Primetimes,Chase Edmonds,False
2020,13,12,156,Pop Lockett Drop it,Vikings,False
2020,14,1,157,Pop Lockett Drop it,Daniel Jones,False
2020,14,2,158,Patty Primetimes,Colts,False
2020,14,3,159,malle_dips_pouches,Robbie Gould,False
2020,14,4,160,ThreatLevelMidnight,Saints,False
2020,14,5,161,Voldemort,Chiefs,False
2020,14,6,162,Joe Mantegna,Zane Gonzalez,False
2020,14,7,163,The Big Gronkowski,Boston Scott,False
2020,14,8,164,Malle ❤️ 🐸,Blake Jarwin,False
2020,14,9,165,Uncle Rico,Rams,False
2020,14,10,166,Big Sack Jack,Baker Mayfield,False
2020,14,11,167,Post Mahomes,Broncos,False
2020,14,12,168,Ginger FC,Brandon Aiyuk,False
2020,15,1,169,Ginger FC,Chris Thompson,False
2020,15,2,170,Post Mahomes,Matt Prater,False
2020,15,3,171,Big Sack Jack,Dallas Goedert,False
2020,15,4,172,Uncle Rico,Jake Elliott,False
2020,15,5,173,Malle ❤️ 🐸,Damien Harris,False
2020,15,6,174,The Big Gronkowski,Jonnu Smith,False
2020,15,7,175,Joe Mantegna,Kirk Cousins,False
2020,15,8,176,Voldemort,Ka'imi Fairbairn,False
2020,15,9,177,ThreatLevelMidnight,Jason Myers,False
2020,15,10,178,malle_dips_pouches,Derek Carr,False
2020,15,11,179,Patty Primetimes,Michael Badgley,False
2020,15,12,180,Pop Lockett Drop it,Mason Crosby,False
