year,round,pick_in_round,overall_pick,team,player,keeper,position,position_source
2024,10,7,115,Pop Lockett Drop it,C.J. Stroud,True,QB,Weekly Lineup
2024,10,8,116,The Big Gronkowski,Matthew Stafford,False,QB,Weekly Lineup
2024,10,9,117,ThreatLevelMidnight,Sam LaPorta,True,TE,Weekly Lineup
2024,10,10,118,Patty Primetimes,Anthony Richardson Sr.,True,QB,Weekly Lineup
2024,10,11,119,Buttermilk Puuump,Joshua Palmer,False,WR,Manual Override
2024,10,12,120,Ginger FC,De'Von Achane,True,RB,Weekly Lineup
2024,11,1,121,Ginger FC,Brian Thomas Jr.,False,WR,Weekly Lineup
2024,11,2,122,Buttermilk Puuump,Blake Corum,False,RB,NFLverse Exact
2024,11,3,123,Patty Primetimes,Khalil Herbert,False,RB,NFLverse Exact
2024,11,4,124,ThreatLevelMidnight,Curtis Samuel,False,WR,NFLverse Exact
2024,11,5,125,The Big Gronkowski,Cowboys,False,DEF,Defense
2024,11,6,126,Pop Lockett Drop it,Jameson Williams,False,WR,Weekly Lineup
2024,11,7,127,malle_dips_pouches,Justin Herbert,False,QB,Weekly Lineup
2024,11,8,128,Voldemort,Chuba Hubbard,False,RB,Weekly Lineup
2024,11,9,129,Uncle Rico,Zach Charbonnet,False,RB,Weekly Lineup
2024,11,10,130,Joe Mantegna,Ty Chandler,False,RB,NFLverse Exact
2024,11,11,131,Post Mahomes,Brock Bowers,False,TE,Weekly Lineup
2024,11,12,132,Malle ❤️ 🐸,Rashid Shaheed,False,WR,Weekly Lineup
2024,12,1,133,Malle ❤️ 🐸,Tyler Lockett,False,WR,Weekly Lineup
2024,12,2,134,Post Mahomes,Keon Coleman,False,WR,Weekly Lineup
2024,12,3,135,Joe Mantegna,Jakobi Meyers,False,WR,NFLverse Exact
2024,12,4,136,Uncle Rico,Romeo Doubs,False,WR,NFLverse Exact
2024,12,5,137,Voldemort,J.K. Dobbins,False,RB,Weekly Lineup
2024,12,6,138,malle_dips_pouches,Caleb Williams,False,QB,Weekly Lineup
2024,12,7,139,Pop Lockett Drop it,Trevor Lawrence,False,QB,NFLverse Exact
2024,12,8,140,The Big Gronkowski,Brandon Aubrey,False,K,Weekly Lineup
2024,12,9,141,ThreatLevelMidnight,Deshaun Watson,False,QB,NFLverse Exact
2024,12,10,142,Patty Primetimes,Dalton Schultz,False,TE,Weekly Lineup
2024,12,11,143,Buttermilk Puuump,Younghoe Koo,False,K,Weekly Lineup
2024,12,12,144,Ginger FC,Antonio Gibson,False,RB,Weekly Lineup
2024,13,1,145,Ginger FC,Jake Elliott,False,K,Weekly Lineup
2024,13,2,146,Buttermilk Puuump,Jerry Jeudy,False,WR,NFLverse Exact
2024,13,3,147,Patty Primetimes,Evan McPherson,False,K,Weekly Lineup
2024,13,4,148,ThreatLevelMidnight,Cameron Dicker,False,K,Weekly Lineup
2024,13,5,149,The Big Gronkowski,Luke Musgrave,False,TE,NFLverse Exact
2024,13,6,150,Pop Lockett Drop it,Ka'imi Fairbairn,False,K,Weekly Lineup
2024,13,7,151,malle_dips_pouches,Pat Freiermuth,False,TE,NFLverse Exact
2024,13,8,152,Voldemort,Jets,False,DEF,Defense
2024,13,9,153,Uncle Rico,Browns,False,DEF,Defense
2024,13,10,154,Joe Mantegna,Jason Sanders,False,K,Weekly Lineup
2024,13,11,155,Post Mahomes,Chiefs,False,DEF,Defense
2024,13,12,156,Malle ❤️ 🐸,Jaleel McLaughlin,False,RB,Weekly Lineup
2024,14,1,157,Malle ❤️ 🐸,Cole Kmet,False,TE,Weekly Lineup
2024,14,2,158,Post Mahomes,Jake Moody,False,K,Weekly Lineup
2024,14,3,159,Joe Mantegna,Mike Williams,False,WR,NFLverse Exact
2024,14,4,160,Uncle Rico,Brandin Cooks,False,WR,NFLverse Exact
2024,14,5,161,Voldemort,Tyler Allgeier,False,RB,Weekly Lineup
2024,14,6,162,malle_dips_pouches,Steelers,False,DEF,Defense
2024,14,7,163,Pop Lockett Drop it,Kirk Cousins,False,QB,Weekly Lineup
2024,14,8,164,The Big Gronkowski,Adonai Mitchell,False,WR,NFLverse Exact
2024,14,9,165,ThreatLevelMidnight,Ja'Lynn Polk,False,WR,NFLverse Exact
2024,14,10,166,Patty Primetimes,Bears,False,DEF,Defense
2024,14,11,167,Buttermilk Puuump,Aaron Rodgers,False,QB,Weekly Lineup
2024,14,12,168,Ginger FC,Gabe Davis,False,WR,NFLverse Exact
2024,15,1,169,Ginger FC,Dameon Pierce,False,RB,NFLverse Exact
2024,15,2,170,Buttermilk Puuump,Bills,False,DEF,Defense
2024,15,3,171,Patty Primetimes,Tank Bigsby,False,RB,Weekly Lineup
2024,15,4,172,ThreatLevelMidnight,Dolphins,False,DEF,Defense
2024,15,5,173,The Big Gronkowski,MarShawn Lloyd,False,RB,NFLverse Exact
2024,15,6,174,Pop Lockett Drop it,Texans,False,DEF,Defense
2024,15,7,175,malle_dips_pouches,Josh Downs,False,WR,Weekly Lineup
2024,15,8,176,Voldemort,Matt Gay,False,K,NFLverse Exact
2024,15,9,177,Uncle Rico,Tyler Bass,False,K,Weekly Lineup
2024,15,10,178,Joe Mantegna,Eagles,False,DEF,Defense
2024,15,11,179,Post Mahomes,T.J. Hockenson,False,TE,Weekly Lineup
2024,15,12,180,Malle ❤️ 🐸,Vikings,False,DEF,Defense
2025,1,1,1,Joe Mantegna,Ja'Marr Chase,False,WR,Weekly Lineup
2025,1,2,2,Patty Primetimes,Saquon Barkley,False,RB,Weekly Lineup
2025,1,3,3,ThreatLevelMidnight,Bijan Robinson,False,RB,Weekly Lineup
2025,1,4,4,Post Mahomes,Jahmyr Gibbs,False,RB,Weekly Lineup
2025,1,5,5,Pop Lockett Drop it,CeeDee Lamb,False,WR,Weekly Lineup
2025,1,6,6,Voldemort,Justin Jefferson,False,WR,Weekly Lineup
2025,1,7,7,Uncle Rico,Christian McCaffrey,False,RB,Weekly Lineup
2025,1,8,8,Ginger FC,Derrick Henry,False,RB,Weekly Lineup
2025,1,9,9,Buttermilk Puuump,Josh Jacobs,False,RB,Weekly Lineup
2025,1,10,10,malle_dips_pouches,Ashton Jeanty,False,RB,Weekly Lineup
2025,1,11,11,The Big Gronkowski,Nico Collins,False,WR,Weekly Lineup
2025,1,12,12,Malle ❤️ 🐸,Drake London,False,WR,Weekly Lineup
2025,2,1,13,Malle ❤️ 🐸,Brian Thomas Jr.,False,WR,Weekly Lineup
2025,2,2,14,The Big Gronkowski,A.J. Brown,False,WR,Weekly Lineup
2025,2,3,15,malle_dips_pouches,Bucky Irving,False,RB,Weekly Lineup
2025,2,4,16,Buttermilk Puuump,Amon-Ra St. Brown,True,WR,Weekly Lineup
2025,2,5,17,Ginger FC,Tyreek Hill,False,WR,Weekly Lineup
2025,2,6,18,Uncle Rico,Jonathan Taylor,False,RB,Weekly Lineup
2025,2,7,19,Voldemort,Chase Brown,False,RB,Weekly Lineup
2025,2,8,20,Pop Lockett Drop it,Kenneth Walker III,False,RB,Weekly Lineup
2025,2,9,21,Post Mahomes,Brock Bowers,False,TE,Weekly Lineup
2025,2,10,22,ThreatLevelMidnight,James Conner,False,RB,Weekly Lineup
2025,2,11,23,Patty Primetimes,Josh Allen,False,QB,Weekly Lineup
2025,2,12,24,Joe Mantegna,Omarion Hampton,False,RB,Weekly Lineup
2025,3,1,25,Joe Mantegna,Malik Nabers,True,WR,Weekly Lineup
2025,3,2,26,Patty Primetimes,James Cook III,False,RB,Weekly Lineup
2025,3,3,27,ThreatLevelMidnight,Marvin Harrison Jr.,False,WR,Weekly Lineup
2025,3,4,28,Post Mahomes,Tee Higgins,False,WR,Weekly Lineup
2025,3,5,29,Pop Lockett Drop it,Lamar Jackson,False,QB,Weekly Lineup
2025,3,6,30,Voldemort,Jaxon Smith-Njigba,False,WR,Weekly Lineup
2025,3,7,31,Uncle Rico,Terry McLaurin,False,WR,Weekly Lineup
2025,3,8,32,Ginger FC,Davante Adams,False,WR,Weekly Lineup
2025,3,9,33,Buttermilk Puuump,Breece Hall,False,RB,Weekly Lineup
2025,3,10,34,malle_dips_pouches,Mike Evans,False,WR,Weekly Lineup
2025,3,11,35,The Big Gronkowski,Chuba Hubbard,False,RB,Weekly Lineup
2025,3,12,36,Malle ❤️ 🐸,George Kittle,False,TE,Weekly Lineup
2025,4,1,37,Malle ❤️ 🐸,Jayden Daniels,False,QB,Weekly Lineup
2025,4,2,38,The Big Gronkowski,TreVeyon Henderson,False,RB,Weekly Lineup
2025,4,3,39,malle_dips_pouches,Jalen Hurts,False,QB,Weekly Lineup
2025,4,4,40,Buttermilk Puuump,George Pickens,False,WR,Weekly Lineup
2025,4,5,41,Ginger FC,DeVonta Smith,False,WR,Weekly Lineup
2025,4,6,42,Uncle Rico,Joe Burrow,False,QB,Weekly Lineup
2025,4,7,43,Voldemort,Alvin Kamara,False,RB,Weekly Lineup
2025,4,8,44,Pop Lockett Drop it,Trey McBride,True,TE,Weekly Lineup
2025,4,9,45,Post Mahomes,Garrett Wilson,False,WR,Weekly Lineup
2025,4,10,46,ThreatLevelMidnight,Tony Pollard,False,RB,Weekly Lineup
2025,4,11,47,Patty Primetimes,DK Metcalf,False,WR,Weekly Lineup
2025,4,12,48,Joe Mantegna,RJ Harvey,False,RB,Weekly Lineup
2025,5,1,49,Joe Mantegna,Zay Flowers,False,WR,Weekly Lineup
2025,5,2,50,Patty Primetimes,Courtland Sutton,False,WR,Weekly Lineup
2025,5,3,51,ThreatLevelMidnight,DJ Moore,False,WR,Weekly Lineup
2025,5,4,52,Post Mahomes,Patrick Mahomes,False,QB,Weekly Lineup
2025,5,5,53,Pop Lockett Drop it,Tetairoa McMillan,False,WR,Weekly Lineup
2025,5,6,54,Voldemort,David Montgomery,False,RB,Weekly Lineup
2025,5,7,55,Uncle Rico,Jaylen Waddle,False,WR,Weekly Lineup
2025,5,8,56,Ginger FC,Mark Andrews,False,TE,Weekly Lineup
2025,5,9,57,Buttermilk Puuump,Travis Hunter,False,WR,NFLverse Exact
2025,5,10,58,malle_dips_pouches,Calvin Ridley,False,WR,Weekly Lineup
2025,5,11,59,The Big Gronkowski,T.J. Hockenson,False,TE,Weekly Lineup
2025,5,12,60,Malle ❤️ 🐸,D'Andre Swift,False,RB,Weekly Lineup
2025,6,1,61,Malle ❤️ 🐸,Isiah Pacheco,False,RB,Weekly Lineup
2025,6,2,62,The Big Gronkowski,Jameson Williams,False,WR,Weekly Lineup
2025,6,3,63,malle_dips_pouches,Tyrone Tracy Jr.,False,RB,Weekly Lineup
2025,6,4,64,Buttermilk Puuump,Aaron Jones Sr.,False,RB,Weekly Lineup
2025,6,5,65,Ginger FC,Chris Olave,False,WR,Weekly Lineup
2025,6,6,66,Uncle Rico,Emeka Egbuka,False,WR,Weekly Lineup
2025,6,7,67,Voldemort,Jaylen Warren,False,RB,Weekly Lineup
2025,6,8,68,Pop Lockett Drop it,Kaleb Johnson,False,RB,NFLverse Exact
2025,6,9,69,Post Mahomes,Ricky Pearsall,False,WR,Weekly Lineup
2025,6,10,70,ThreatLevelMidnight,Xavier Worthy,True,WR,Weekly Lineup
2025,6,11,71,Patty Primetimes,Travis Kelce,False,TE,Weekly Lineup
2025,6,12,72,Joe Mantegna,Tucker Kraft,False,TE,Weekly Lineup
2025,7,1,73,Joe Mantegna,Bo Nix,False,QB,Weekly Lineup
2025,7,2,74,Patty Primetimes,J.K. Dobbins,False,RB,Weekly Lineup
2025,7,3,75,ThreatLevelMidnight,Rashee Rice,False,WR,Weekly Lineup
2025,7,4,76,Post Mahomes,Jordan Mason,False,RB,Weekly Lineup
2025,7,5,77,Pop Lockett Drop it,Rome Odunze,False,WR,Weekly Lineup
2025,7,6,78,Voldemort,David Njoku,False,TE,Weekly Lineup
2025,7,7,79,Uncle Rico,Jerry Jeudy,False,WR,Weekly Lineup
2025,7,8,80,Ginger FC,Travis Etienne Jr.,False,RB,Weekly Lineup
2025,7,9,81,Buttermilk Puuump,Evan Engram,False,TE,Weekly Lineup
2025,7,10,82,malle_dips_pouches,Stefon Diggs,False,WR,Weekly Lineup
2025,7,11,83,The Big Gronkowski,Dak Prescott,False,QB,Weekly Lineup
2025,7,12,84,Malle ❤️ 🐸,Jordan Addison,False,WR,Weekly Lineup
2025,8,1,85,Malle ❤️ 🐸,Brock Purdy,False,QB,Weekly Lineup
2025,8,2,86,The Big Gronkowski,Braelon Allen,False,RB,NFLverse Exact
2025,8,3,87,malle_dips_pouches,Jakobi Meyers,False,WR,Weekly Lineup
2025,8,4,88,Buttermilk Puuump,Deebo Samuel Sr.,False,WR,Weekly Lineup
2025,8,5,89,Ginger FC,Michael Pittman Jr.,False,WR,Weekly Lineup
2025,8,6,90,Uncle Rico,Matthew Golden,False,WR,NFLverse Exact
2025,8,7,91,Voldemort,Kyler Murray,False,QB,Weekly Lineup
2025,8,8,92,Pop Lockett Drop it,Javonte Williams,False,RB,Weekly Lineup
2025,8,9,93,Post Mahomes,Austin Ekeler,False,RB,NFLverse Exact
2025,8,10,94,ThreatLevelMidnight,Baker Mayfield,False,QB,Weekly Lineup
2025,8,11,95,Patty Primetimes,Ladd McConkey,True,WR,Weekly Lineup
2025,8,12,96,Joe Mantegna,Jauan Jennings,False,WR,Weekly Lineup
2025,9,1,97,Joe Mantegna,Jacory Croskey-Merritt,False,RB,Weekly Lineup
2025,9,2,98,Patty Primetimes,Tank Bigsby,False,RB,NFLverse Exact
2025,9,3,99,ThreatLevelMidnight,Rhamondre Stevenson,False,RB,Weekly Lineup
2025,9,4,100,Post Mahomes,Kyren Williams,True,RB,Weekly Lineup
2025,9,5,101,Pop Lockett Drop it,Jayden Reed,False,WR,NFLverse Exact
2025,9,6,102,Voldemort,Puka Nacua,True,WR,Weekly Lineup
2025,9,7,103,Uncle Rico,Bhayshul Tuten,False,RB,Weekly Lineup
2025,9,8,104,Ginger FC,De'Von Achane,True,RB,Weekly Lineup
2025,9,9,105,Buttermilk Puuump,Jared Goff,False,QB,Weekly Lineup
2025,9,10,106,malle_dips_pouches,Sam LaPorta,True,TE,Weekly Lineup
2025,9,11,107,The Big Gronkowski,Drake Maye,False,QB,Weekly Lineup
2025,9,12,108,Malle ❤️ 🐸,Khalil Shakir,False,WR,Weekly Lineup
2025,10,1,109,Malle ❤️ 🐸,Rashid Shaheed,True,WR,Weekly Lineup
2025,10,2,110,The Big Gronkowski,Dylan Sampson,False,RB,NFLverse Exact
2025,10,3,111,malle_dips_pouches,Josh Downs,False,WR,NFLverse Exact
2025,10,4,112,Buttermilk Puuump,Nick Chubb,False,RB,Weekly Lineup
2025,10,5,113,Ginger FC,Justin Herbert,False,QB,Weekly Lineup
2025,10,6,114,Uncle Rico,Zach Charbonnet,True,RB,Weekly Lineup
2025,10,7,115,Voldemort,Keenan Allen,False,WR,Weekly Lineup
2025,10,8,116,Pop Lockett Drop it,Brian Robinson,False,RB,Weekly Lineup
2025,10,9,117,Post Mahomes,Cam Skattebo,False,RB,Weekly Lineup
2025,10,10,118,ThreatLevelMidnight,Jake Ferguson,False,TE,Weekly Lineup
2025,10,11,119,Patty Primetimes,Keon Coleman,False,WR,NFLverse Exact
2025,10,12,120,Joe Mantegna,Tyler Warren,False,TE,Weekly Lineup
2025,11,1,121,Joe Mantegna,Cooper Kupp,False,WR,NFLverse Exact
2025,11,2,122,Patty Primetimes,Colston Loveland,False,TE,Weekly Lineup
2025,11,3,123,ThreatLevelMidnight,Darnell Mooney,False,WR,Weekly Lineup
2025,11,4,124,Post Mahomes,Chris Godwin Jr.,False,WR,Weekly Lineup
2025,11,5,125,Pop Lockett Drop it,Cedric Tillman,False,WR,Weekly Lineup
2025,11,6,126,Voldemort,Tyler Allgeier,False,RB,NFLverse Exact
2025,11,7,127,Uncle Rico,Dalton Kincaid,False,TE,Weekly Lineup
2025,11,8,128,Ginger FC,Trey Benson,False,RB,NFLverse Exact
2025,11,9,129,Buttermilk Puuump,Luther Burden III,False,WR,NFLverse Exact
2025,11,10,130,malle_dips_pouches,Rachaad White,False,RB,Weekly Lineup
2025,11,11,131,The Big Gronkowski,Rashod Bateman,False,WR,NFLverse Exact
2025,11,12,132,Malle ❤️ 🐸,Dallas Goedert,False,TE,Weekly Lineup
2025,12,1,133,Malle ❤️ 🐸,Jerome Ford,False,RB,NFLverse Exact
2025,12,2,134,The Big Gronkowski,Hunter Henry,False,TE,Weekly Lineup
2025,12,3,135,malle_dips_pouches,Christian Kirk,False,WR,NFLverse Exact
2025,12,4,136,Buttermilk Puuump,Najee Harris,False,RB,NFLverse Exact
2025,12,5,137,Ginger FC,Ray Davis,False,RB,NFLverse Exact
2025,12,6,138,Uncle Rico,J.J. McCarthy,False,QB,Weekly Lineup
2025,12,7,139,Voldemort,Justin Fields,False,QB,Weekly Lineup
2025,12,8,140,Pop Lockett Drop it,Brandon Aiyuk,False,WR,NFLverse Exact
2025,12,9,141,Post Mahomes,Broncos,False,DEF,Defense
2025,12,10,142,ThreatLevelMidnight,Jaydon Blue,False,RB,NFLverse Exact
2025,12,11,143,Patty Primetimes,Caleb Williams,False,QB,Weekly Lineup
2025,12,12,144,Joe Mantegna,Jayden Higgins,False,WR,NFLverse Exact
2025,13,1,145,Joe Mantegna,Brandon Aubrey,False,K,Weekly Lineup
2025,13,2,146,Patty Primetimes,Cameron Dicker,False,K,Weekly Lineup
2025,13,3,147,ThreatLevelMidnight,Quinshon Judkins,False,RB,Weekly Lineup
2025,13,4,148,Post Mahomes,Joe Mixon,False,RB,NFLverse Exact
2025,13,5,149,Pop Lockett Drop it,Jake Bates,False,K,Weekly Lineup
2025,13,6,150,Voldemort,Chig Okonkwo,False,TE,NFLverse Exact
2025,13,7,151,Uncle Rico,Joshua Palmer,False,WR,Manual Override
2025,13,8,152,Ginger FC,Marvin Mims Jr.,False,WR,NFLverse Exact
2025,13,9,153,Buttermilk Puuump,Jordan Love,False,QB,Weekly Lineup
2025,13,10,154,malle_dips_pouches,Zach Ertz,False,TE,Weekly Lineup
2025,13,11,155,The Big Gronkowski,C.J. Stroud,False,QB,NFLverse Exact
2025,13,12,156,Malle ❤️ 🐸,Tyjae Spears,False,RB,NFLverse Exact
2025,14,1,157,Malle ❤️ 🐸,Eagles,False,DEF,Defense
2025,14,2,158,The Big Gronkowski,Ka'imi Fairbairn,False,K,Weekly Lineup
2025,14,3,159,malle_dips_pouches,Ravens,False,DEF,Defense
2025,14,4,160,Buttermilk Puuump,Tyler Bass,False,K,NFLverse Exact
2025,14,5,161,Ginger FC,Chiefs,False,DEF,Defense
2025,14,6,162,Uncle Rico,Steelers,False,DEF,Defense
2025,14,7,163,Voldemort,Vikings,False,DEF,Defense
2025,14,8,164,Pop Lockett Drop it,Ollie Gordon II,False,RB,NFLverse Exact
2025,14,9,165,Post Mahomes,DeMario Douglas,False,WR,NFLverse Exact
2025,14,10,166,ThreatLevelMidnight,Bills,False,DEF,Defense
2025,14,11,167,Patty Primetimes,Will Shipley,False,RB,NFLverse Exact
2025,14,12,168,Joe Mantegna,Trevor Lawrence,False,QB,Weekly Lineup
2025,15,1,169,Joe Mantegna,Lions,False,DEF,Defense
2025,15,2,170,Patty Primetimes,Texans,False,DEF,Defense
2025,15,3,171,ThreatLevelMidnight,Chase McLaughlin,False,K,Weekly Lineup
2025,15,4,172,Post Mahomes,Harrison Butker,False,K,Weekly Lineup
2025,15,5,173,Pop Lockett Drop it,Packers,False,DEF,Defense
2025,15,6,174,Voldemort,Chris Boswell,False,K,Weekly Lineup
2025,15,7,175,Uncle Rico,Wil Lutz,False,K,Weekly Lineup
2025,15,8,176,Ginger FC,Evan McPherson,False,K,Weekly Lineup
2025,15,9,177,Buttermilk Puuump,49ers,False,DEF,Defense
2025,15,10,178,malle_dips_pouches,Jake Elliott,False,K,Weekly Lineup
2025,15,11,179,The Big Gronkowski,Jets,False,DEF,Defense
2025,15,12,180,Malle ❤️ 🐸,Jason Sanders,False,K,NFLverse Exact
2026,1,1,1,malle_dips_pouches,Jahmyr Gibbs,False,RB,NFLverse Exact
2026,1,2,2,Patty Primetimes,Bijan Robinson,False,RB,NFLverse Exact
2026,1,3,3,Joe Mantegna,Ja'Marr Chase,False,WR,NFLverse Exact
2026,1,4,4,Malle ❤️ 🐸,Puka Nacua,False,WR,NFLverse Exact
2026,1,5,5,Buttermilk Puuump,De'Von Achane,False,RB,NFLverse Exact
2026,1,6,6,ThreatLevelMidnight,Christian McCaffrey,False,RB,NFLverse Exact
2026,1,7,7,The Big Gronkowski,CeeDee Lamb,False,WR,NFLverse Exact
2026,1,8,8,Pop Lockett Drop it,Amon-Ra St. Brown,False,WR,NFLverse Exact
2026,1,9,9,Voldemort,Saquon Barkley,False,RB,NFLverse Exact
2026,1,10,10,Post Mahomes,Chase Brown,False,RB,NFLverse Exact
2026,1,11,11,Uncle Rico,Jonathan Taylor,True,RB,NFLverse Exact
2026,1,12,12,Ginger FC,Justin Jefferson,False,WR,NFLverse Exact
2026,2,1,13,Ginger FC,Derrick Henry,False,RB,NFLverse Exact
2026,2,2,14,Uncle Rico,Nico Collins,False,WR,NFLverse Exact
2026,2,3,15,Post Mahomes,A.J. Brown,False,WR,NFLverse Exact
2026,2,4,16,Voldemort,Jaxon Smith-Njigba,True,WR,NFLverse Exact
2026,2,5,17,Pop Lockett Drop it,Kenneth Walker III,False,RB,NFLverse Exact
2026,2,6,18,The Big Gronkowski,Malik Nabers,False,WR,NFLverse Exact
2026,2,7,19,ThreatLevelMidnight,Kyren Williams,False,RB,NFLverse Exact
2026,2,8,20,Buttermilk Puuump,Breece Hall,False,RB,NFLverse Exact
2026,2,9,21,Malle ❤️ 🐸,Omarion Hampton,False,RB,NFLverse Exact
2026,2,10,22,Joe Mantegna,Brock Bowers,False,TE,NFLverse Exact
2026,2,11,23,Patty Primetimes,James Cook III,True,RB,NFLverse Exact
2026,2,12,24,malle_dips_pouches,Ashton Jeanty,False,RB,NFLverse Exact
2026,3,1,25,malle_dips_pouches,Drake London,False,WR,NFLverse Exact
2026,3,2,26,Patty Primetimes,Josh Allen,False,QB,NFLverse Exact
2026,3,3,27,Joe Mantegna,DeVonta Smith,False,WR,NFLverse Exact
2026,3,4,28,Malle ❤️ 🐸,Jeremiyah Love,False,RB,NFLverse Exact
2026,3,5,29,Buttermilk Puuump,George Pickens,True,WR,NFLverse Exact
2026,3,6,30,ThreatLevelMidnight,Zay Flowers,False,WR,NFLverse Exact
2026,3,7,31,The Big Gronkowski,Travis Etienne Jr.,False,RB,NFLverse Exact
2026,3,8,32,Pop Lockett Drop it,Trey McBride,False,TE,NFLverse Exact
2026,3,9,33,Voldemort,Bucky Irving,False,RB,NFLverse Exact
2026,3,10,34,Post Mahomes,Tee Higgins,False,WR,NFLverse Exact
2026,3,11,35,Uncle Rico,Colston Loveland,False,TE,NFLverse Exact
2026,3,12,36,Ginger FC,David Montgomery,False,RB,NFLverse Exact
2026,4,1,37,Ginger FC,Tetairoa McMillan,False,WR,NFLverse Exact
2026,4,2,38,Uncle Rico,Lamar Jackson,False,QB,NFLverse Exact
2026,4,3,39,Post Mahomes,Ladd McConkey,False,WR,NFLverse Exact
2026,4,4,40,Voldemort,Jaylen Waddle,False,WR,NFLverse Exact
2026,4,5,41,Pop Lockett Drop it,Emeka Egbuka,False,WR,NFLverse Exact
2026,4,6,42,The Big Gronkowski,Bhayshul Tuten,False,RB,NFLverse Exact
2026,4,7,43,ThreatLevelMidnight,Quinshon Judkins,False,RB,NFLverse Exact
2026,4,8,44,Buttermilk Puuump,Luther Burden III,False,WR,NFLverse Exact
2026,4,9,45,Malle ❤️ 🐸,D'Andre Swift,True,RB,NFLverse Exact
2026,4,10,46,Joe Mantegna,Jadarian Price,False,RB,NFLverse Exact
2026,4,11,47,Patty Primetimes,DJ Moore,False,WR,NFLverse Exact
2026,4,12,48,malle_dips_pouches,Tucker Kraft,False,TE,NFLverse Exact
2026,5,1,49,malle_dips_pouches,Garrett Wilson,False,WR,NFLverse Exact
2026,5,2,50,Patty Primetimes,Jameson Williams,False,WR,NFLverse Exact
2026,5,3,51,Joe Mantegna,Rhamondre Stevenson,False,RB,NFLverse Exact
2026,5,4,52,Malle ❤️ 🐸,Davante Adams,False,WR,NFLverse Exact
2026,5,5,53,Buttermilk Puuump,Terry McLaurin,False,WR,NFLverse Exact
2026,5,6,54,ThreatLevelMidnight,Joe Burrow,False,QB,NFLverse Exact
2026,5,7,55,The Big Gronkowski,DK Metcalf,False,WR,NFLverse Exact
2026,5,8,56,Pop Lockett Drop it,Christian Watson,False,WR,NFLverse Exact
2026,5,9,57,Voldemort,TreVeyon Henderson,False,RB,NFLverse Exact
2026,5,10,58,Post Mahomes,Jaylen Warren,False,RB,NFLverse Exact
2026,5,11,59,Uncle Rico,Rome Odunze,False,WR,NFLverse Exact
2026,5,12,60,Ginger FC,Chris Olave,True,WR,NFLverse Exact
2026,6,1,61,Ginger FC,Parker Washington,False,WR,NFLverse Exact
2026,6,2,62,Uncle Rico,Jonathon Brooks,False,RB,NFLverse Exact
2026,6,3,63,Post Mahomes,Harold Fannin Jr.,False,TE,NFLverse Exact
2026,6,4,64,Voldemort,Jayden Daniels,False,QB,NFLverse Exact
2026,6,5,65,Pop Lockett Drop it,MarShawn Lloyd,False,RB,NFLverse Exact
2026,6,6,66,The Big Gronkowski,Tony Pollard,False,RB,NFLverse Exact
2026,6,7,67,ThreatLevelMidnight,Rashee Rice,True,WR,NFLverse Exact
2026,6,8,68,Buttermilk Puuump,Rico Dowdle,False,RB,NFLverse Exact
2026,6,9,69,Malle ❤️ 🐸,Jalen Hurts,False,QB,NFLverse Exact
2026,6,10,70,Joe Mantegna,Caleb Williams,False,QB,NFLverse Exact
2026,6,11,71,Patty Primetimes,Carnell Tate,False,WR,NFLverse Exact
2026,6,12,72,malle_dips_pouches,Jacory Croskey-Merritt,False,RB,NFLverse Exact
2026,7,1,73,malle_dips_pouches,Brian Thomas Jr.,False,WR,NFLverse Exact
2026,7,2,74,Patty Primetimes,George Kittle,False,TE,NFLverse Exact
2026,7,3,75,Joe Mantegna,Mike Evans,False,WR,NFLverse Exact
2026,7,4,76,Malle ❤️ 🐸,Travis Kelce,False,TE,NFLverse Exact
2026,7,5,77,Buttermilk Puuump,Dak Prescott,False,QB,NFLverse Exact
2026,7,6,78,ThreatLevelMidnight,Chuba Hubbard,False,RB,NFLverse Exact
2026,7,7,79,The Big Gronkowski,Sam LaPorta,False,TE,NFLverse Exact
2026,7,8,80,Pop Lockett Drop it,Javonte Williams,True,RB,NFLverse Exact
2026,7,9,81,Voldemort,Kyle Pitts Sr.,False,TE,NFLverse Exact
2026,7,10,82,Post Mahomes,Marvin Harrison Jr.,False,WR,NFLverse Exact
2026,7,11,83,Uncle Rico,Chris Godwin Jr.,False,WR,NFLverse Exact
2026,7,12,84,Ginger FC,Jordan Mason,False,RB,NFLverse Exact
2026,8,1,85,Ginger FC,J.K. Dobbins,False,RB,NFLverse Exact
2026,8,2,86,Uncle Rico,Blake Corum,False,RB,NFLverse Exact
2026,8,3,87,Post Mahomes,RJ Harvey,False,RB,NFLverse Exact
2026,8,4,88,Voldemort,Josh Jacobs,False,RB,NFLverse Exact
2026,8,5,89,Pop Lockett Drop it,Justin Herbert,False,QB,NFLverse Exact
2026,8,6,90,The Big Gronkowski,Drake Maye,True,QB,NFLverse Exact
2026,8,7,91,ThreatLevelMidnight,Jayden Reed,False,WR,NFLverse Exact
2026,8,8,92,Buttermilk Puuump,Mark Andrews,False,TE,NFLverse Exact
2026,8,9,93,Malle ❤️ 🐸,Stefon Diggs,False,WR,NFLverse Exact
2026,8,10,94,Joe Mantegna,Trevor Lawrence,False,QB,NFLverse Exact
2026,8,11,95,Patty Primetimes,Courtland Sutton,False,WR,NFLverse Exact
