year,round,pick_in_round,overall_pick,team,player,keeper,position,position_source
2018,14,8,164,Dillon Panthers,Austin Hooper,False,TE,Weekly Lineup
2018,14,9,165,Big Sack Jack,Chris Boswell,False,K,Weekly Lineup
2018,14,10,166,Malle ❤️ 🐸,Ricky Seals-Jones,False,TE,Weekly Lineup
2018,14,11,167,Post Mahomes,Jordan Wilkins,False,RB,NFLverse Exact
2018,14,12,168,Uncle Rico,Patriots,False,DEF,Defense
2018,15,1,169,Uncle Rico,Robbie Gould,False,K,Weekly Lineup
2018,15,2,170,Post Mahomes,Ryan Succop,False,K,Weekly Lineup
2018,15,3,171,Malle ❤️ 🐸,Falcons,False,DEF,Defense
2018,15,4,172,Big Sack Jack,Derek Carr,False,QB,Weekly Lineup
2018,15,5,173,Dillon Panthers,Mohamed Sanu,False,WR,NFLverse Exact
2018,15,6,174,Ginger FC,Vance McDonald,False,TE,Weekly Lineup
2018,15,7,175,Joe Mantegna,Giovani Bernard,False,RB,Weekly Lineup
2018,15,8,176,ThreatLevelMidnight,Chris Godwin Jr.,False,WR,Weekly Lineup
2018,15,9,177,Voldemort,Panthers,False,DEF,Defense
2018,15,10,178,malle_dips_pouches,Theo Riddick,False,RB,Weekly Lineup
2018,15,11,179,Pop Lockett Drop it,Cameron Meredith,False,WR,NFLverse Exact
2018,15,12,180,The Big Gronkowski,Calvin Ridley,False,WR,Weekly Lineup
2019,1,1,1,Pop Lockett Drop it,Saquon Barkley,False,RB,Weekly Lineup
2019,1,2,2,The Big Gronkowski,Alvin Kamara,False,RB,Weekly Lineup
2019,1,3,3,malle_dips_pouches,Ezekiel Elliott,False,RB,Weekly Lineup
2019,1,4,4,Voldemort,Christian McCaffrey,False,RB,Weekly Lineup
2019,1,5,5,Patty Primetimes,Nick Chubb,False,RB,Weekly Lineup
2019,1,6,6,Ginger FC,Todd Gurley,False,RB,Weekly Lineup
2019,1,7,7,ThreatLevelMidnight,James Conner,False,RB,Weekly Lineup
2019,1,8,8,Post Mahomes,David Johnson,False,RB,Weekly Lineup
2019,1,9,9,Malle ❤️ 🐸,Le'Veon Bell,False,RB,Weekly Lineup
2019,1,10,10,Joe Mantegna,DeAndre Hopkins,False,WR,Weekly Lineup
2019,1,11,11,Uncle Rico,Julio Jones,False,WR,Weekly Lineup
2019,1,12,12,Big Sack Jack,Tyreek Hill,False,WR,Weekly Lineup
2019,2,1,13,Big Sack Jack,Sony Michel,False,RB,Weekly Lineup
2019,2,2,14,Uncle Rico,Davante Adams,False,WR,Weekly Lineup
2019,2,3,15,Joe Mantegna,Odell Beckham Jr.,False,WR,Weekly Lineup
2019,2,4,16,Malle ❤️ 🐸,Devonta Freeman,False,RB,Weekly Lineup
2019,2,5,17,Post Mahomes,Dalvin Cook,False,RB,Weekly Lineup
2019,2,6,18,ThreatLevelMidnight,Aaron Jones Sr.,False,RB,Weekly Lineup
2019,2,7,19,Ginger FC,Michael Thomas,False,WR,Weekly Lineup
2019,2,8,20,Patty Primetimes,Travis Kelce,False,TE,Weekly Lineup
2019,2,9,21,Voldemort,Patrick Mahomes,False,QB,Weekly Lineup
2019,2,10,22,malle_dips_pouches,Joe Mixon,False,RB,Weekly Lineup
2019,2,11,23,The Big Gronkowski,JuJu Smith-Schuster,False,WR,Weekly Lineup
2019,2,12,24,Pop Lockett Drop it,Mike Evans,False,WR,Weekly Lineup
2019,3,1,25,Pop Lockett Drop it,George Kittle,False,TE,Weekly Lineup
2019,3,2,26,The Big Gronkowski,Antonio Brown,False,WR,Weekly Lineup
2019,3,3,27,malle_dips_pouches,Brandin Cooks,False,WR,Weekly Lineup
2019,3,4,28,Voldemort,Keenan Allen,False,WR,Weekly Lineup
2019,3,5,29,Patty Primetimes,Kerryon Johnson,False,RB,Weekly Lineup
2019,3,6,30,Ginger FC,Baker Mayfield,False,QB,Weekly Lineup
2019,3,7,31,ThreatLevelMidnight,Leonard Fournette,False,RB,Weekly Lineup
2019,3,8,32,Post Mahomes,Adam Thielen,False,WR,Weekly Lineup
2019,3,9,33,Malle ❤️ 🐸,Amari Cooper,False,WR,Weekly Lineup
2019,3,10,34,Joe Mantegna,Stefon Diggs,False,WR,Weekly Lineup
2019,3,11,35,Uncle Rico,Damien Williams,False,RB,Weekly Lineup
2019,3,12,36,Big Sack Jack,Zach Ertz,False,TE,Weekly Lineup
2019,4,1,37,Big Sack Jack,Chris Godwin Jr.,False,WR,Weekly Lineup
2019,4,2,38,Uncle Rico,Derrick Henry,False,RB,Weekly Lineup
2019,4,3,39,Joe Mantegna,David Montgomery,False,RB,Weekly Lineup
2019,4,4,40,Malle ❤️ 🐸,Allen Robinson,False,WR,Weekly Lineup
2019,4,5,41,Post Mahomes,Deshaun Watson,False,QB,Weekly Lineup
2019,4,6,42,ThreatLevelMidnight,Robert Woods,False,WR,Weekly Lineup
2019,4,7,43,Ginger FC,Phillip Lindsay,False,RB,Weekly Lineup
2019,4,8,44,Patty Primetimes,Tyler Lockett,False,WR,Weekly Lineup
2019,4,9,45,Voldemort,Chris Carson,False,RB,Weekly Lineup
2019,4,10,46,malle_dips_pouches,Julian Edelman,False,WR,Weekly Lineup
2019,4,11,47,The Big Gronkowski,Marlon Mack,False,RB,Weekly Lineup
2019,4,12,48,Pop Lockett Drop it,Josh Jacobs,False,RB,Weekly Lineup
2019,5,1,49,Pop Lockett Drop it,Kenny Golladay,False,WR,Weekly Lineup
2019,5,2,50,The Big Gronkowski,Mark Ingram II,False,RB,Weekly Lineup
2019,5,3,51,malle_dips_pouches,Aaron Rodgers,False,QB,Weekly Lineup
2019,5,4,52,Voldemort,O.J. Howard,False,TE,Weekly Lineup
2019,5,5,53,Patty Primetimes,Austin Ekeler,False,RB,Weekly Lineup
2019,5,6,54,Ginger FC,Mike Williams,False,WR,Weekly Lineup
2019,5,7,55,ThreatLevelMidnight,Robbie Chosen,False,WR,Weekly Lineup
2019,5,8,56,Post Mahomes,T.Y. Hilton,False,WR,Weekly Lineup
2019,5,9,57,Malle ❤️ 🐸,Matt Ryan,False,QB,Weekly Lineup
2019,5,10,58,Joe Mantegna,Miles Sanders,False,RB,Weekly Lineup
2019,5,11,59,Uncle Rico,Tyler Boyd,False,WR,Weekly Lineup
2019,5,12,60,Big Sack Jack,Cooper Kupp,False,WR,Weekly Lineup
2019,6,1,61,Big Sack Jack,Melvin Gordon III,False,RB,Weekly Lineup
2019,6,2,62,Uncle Rico,Evan Engram,False,TE,Weekly Lineup
2019,6,3,63,Joe Mantegna,Duke Johnson,False,RB,Weekly Lineup
2019,6,4,64,Malle ❤️ 🐸,Calvin Ridley,False,WR,Weekly Lineup
2019,6,5,65,Post Mahomes,James White,False,RB,Weekly Lineup
2019,6,6,66,ThreatLevelMidnight,Josh Gordon,False,WR,Weekly Lineup
2019,6,7,67,Ginger FC,Kenyan Drake,False,RB,Weekly Lineup
2019,6,8,68,Patty Primetimes,Will Fuller V,False,WR,Weekly Lineup
2019,6,9,69,Voldemort,Tevin Coleman,False,RB,Weekly Lineup
2019,6,10,70,malle_dips_pouches,DJ Moore,False,WR,NFLverse Exact
2019,6,11,71,The Big Gronkowski,Hunter Henry,False,TE,Weekly Lineup
2019,6,12,72,Pop Lockett Drop it,Alshon Jeffery,False,WR,Weekly Lineup
2019,7,1,73,Pop Lockett Drop it,Russell Wilson,False,QB,Weekly Lineup
2019,7,2,74,The Big Gronkowski,Jarvis Landry,False,WR,Weekly Lineup
2019,7,3,75,malle_dips_pouches,Tarik Cohen,False,RB,NFLverse Exact
2019,7,4,76,Voldemort,Latavius Murray,False,RB,Weekly Lineup
2019,7,5,77,Patty Primetimes,Drew Brees,False,QB,Weekly Lineup
2019,7,6,78,Ginger FC,Jared Cook,False,TE,Weekly Lineup
2019,7,7,79,ThreatLevelMidnight,Vance McDonald,False,TE,Weekly Lineup
2019,7,8,80,Post Mahomes,Derrius Guice,False,RB,Weekly Lineup
2019,7,9,81,Malle ❤️ 🐸,David Njoku,False,TE,Weekly Lineup
2019,7,10,82,Joe Mantegna,Carson Wentz,False,QB,Weekly Lineup
2019,7,11,83,Uncle Rico,Cam Newton,False,QB,Weekly Lineup
2019,7,12,84,Big Sack Jack,Dede Westbrook,False,WR,Weekly Lineup
2019,8,1,85,Big Sack Jack,Tom Brady,False,QB,Weekly Lineup
2019,8,2,86,Uncle Rico,Christian Kirk,False,WR,Weekly Lineup
2019,8,3,87,Joe Mantegna,Austin Hooper,False,TE,Weekly Lineup
2019,8,4,88,Malle ❤️ 🐸,Kareem Hunt,False,RB,Weekly Lineup
2019,8,5,89,Post Mahomes,A.J. Green,False,WR,NFLverse Exact
2019,8,6,90,ThreatLevelMidnight,Jared Goff,False,QB,Weekly Lineup
2019,8,7,91,Ginger FC,Sammy Watkins,False,WR,NFLverse Exact
2019,8,8,92,Patty Primetimes,Marvin Jones Jr.,False,WR,Weekly Lineup
2019,8,9,93,Voldemort,Curtis Samuel,False,WR,Weekly Lineup
2019,8,10,94,malle_dips_pouches,Sterling Shepard,False,WR,NFLverse Exact
2019,8,11,95,The Big Gronkowski,Philip Rivers,False,QB,Weekly Lineup
2019,8,12,96,Pop Lockett Drop it,Devin Singletary,False,RB,Weekly Lineup
2019,9,1,97,Pop Lockett Drop it,Tyrell Williams,False,WR,NFLverse Exact
2019,9,2,98,The Big Gronkowski,Greg Zuerlein,False,K,Weekly Lineup
2019,9,3,99,malle_dips_pouches,LeSean McCoy,False,RB,Weekly Lineup
2019,9,4,100,Voldemort,Royce Freeman,False,RB,NFLverse Exact
2019,9,5,101,Patty Primetimes,Lamar Jackson,False,QB,Weekly Lineup
2019,9,6,102,Ginger FC,Justin Tucker,False,K,Weekly Lineup
2019,9,7,103,ThreatLevelMidnight,Corey Davis,False,WR,Weekly Lineup
2019,9,8,104,Post Mahomes,Rashaad Penny,False,RB,NFLverse Exact
2019,9,9,105,Malle ❤️ 🐸,Larry Fitzgerald,False,WR,NFLverse Exact
2019,9,10,106,Joe Mantegna,Bears,False,DEF,Defense
2019,9,11,107,Uncle Rico,Matt Breida,False,RB,Weekly Lineup
2019,9,12,108,Big Sack Jack,Rams,False,DEF,Defense
2019,10,1,109,Big Sack Jack,Jordan Howard,False,RB,Weekly Lineup
2019,10,2,110,Uncle Rico,Michael Gallup,False,WR,Weekly Lineup
2019,10,3,111,Joe Mantegna,Harrison Butker,False,K,Weekly Lineup
2019,10,4,112,Malle ❤️ 🐸,Darrell Henderson Jr.,False,RB,NFLverse Exact
2019,10,5,113,Post Mahomes,Kyler Murray,False,QB,Weekly Lineup
2019,10,6,114,ThreatLevelMidnight,Stephen Gostkowski,False,K,Weekly Lineup
2019,10,7,115,Ginger FC,Browns,False,DEF,Defense
2019,10,8,116,Patty Primetimes,Donte Moncrief,False,WR,NFLverse Exact
2019,10,9,117,Voldemort,Dante Pettis,False,WR,NFLverse Exact
2019,10,10,118,malle_dips_pouches,Delanie Walker,False,TE,Weekly Lineup
2019,10,11,119,The Big Gronkowski,Jaguars,False,DEF,Defense
2019,10,12,120,Pop Lockett Drop it,DK Metcalf,False,WR,NFLverse Exact
2019,11,1,121,Pop Lockett Drop it,Mark Andrews,False,TE,Weekly Lineup
2019,11,2,122,The Big Gronkowski,Eric Ebron,False,TE,Weekly Lineup
2019,11,3,123,malle_dips_pouches,Carlos Hyde,False,RB,Weekly Lineup
2019,11,4,124,Voldemort,Justin Jackson,False,RB,NFLverse Exact
2019,11,5,125,Patty Primetimes,Tony Pollard,False,RB,NFLverse Exact
2019,11,6,126,Ginger FC,John Brown,False,WR,Weekly Lineup
2019,11,7,127,ThreatLevelMidnight,DeSean Jackson,False,WR,NFLverse Exact
2019,11,8,128,Post Mahomes,Courtland Sutton,False,WR,Weekly Lineup
2019,11,9,129,Malle ❤️ 🐸,Wil Lutz,False,K,Weekly Lineup
2019,11,10,130,Joe Mantegna,Jameis Winston,False,QB,Weekly Lineup
2019,11,11,131,Uncle Rico,Trey Burton,False,TE,NFLverse Exact
2019,11,12,132,Big Sack Jack,Ka'imi Fairbairn,False,K,Weekly Lineup
2019,12,1,133,Big Sack Jack,Mohamed Sanu,False,WR,Weekly Lineup
2019,12,2,134,Uncle Rico,Peyton Barber,False,RB,Weekly Lineup
2019,12,3,135,Joe Mantegna,Marquez Valdes-Scantling,False,WR,NFLverse Exact
2019,12,4,136,Malle ❤️ 🐸,Geronimo Allison,False,WR,NFLverse Exact
2019,12,5,137,Post Mahomes,Greg Olsen,False,TE,Weekly Lineup
2019,12,6,138,ThreatLevelMidnight,Darwin Thompson,False,RB,NFLverse Exact
2019,12,7,139,Ginger FC,Ben Roethlisberger,False,QB,NFLverse Exact
2019,12,8,140,Patty Primetimes,Ravens,False,DEF,Defense
2019,12,9,141,Voldemort,Jaylen Samuels,False,RB,NFLverse Exact
2019,12,10,142,malle_dips_pouches,Emmanuel Sanders,False,WR,Weekly Lineup
2019,12,11,143,The Big Gronkowski,Jimmy Garoppolo,False,QB,Weekly Lineup
2019,12,12,144,Pop Lockett Drop it,Chris Thompson,False,RB,Weekly Lineup
2019,13,1,145,Pop Lockett Drop it,Kirk Cousins,False,QB,Weekly Lineup
2019,13,2,146,The Big Gronkowski,Dion Lewis,False,RB,NFLverse Exact
2019,13,3,147,malle_dips_pouches,Matt Bryant,False,K,Weekly Lineup
2019,13,4,148,Voldemort,Damien Harris,False,RB,NFLverse Exact
2019,13,5,149,Patty Primetimes,Michael Badgley,False,K,NFLverse Cross-Year
2019,13,6,150,Ginger FC,Kyle Rudolph,False,TE,Weekly Lineup
2019,13,7,151,ThreatLevelMidnight,Patriots,False,DEF,Defense
2019,13,8,152,Post Mahomes,Kalen Ballage,False,RB,Weekly Lineup
2019,13,9,153,Malle ❤️ 🐸,Dak Prescott,False,QB,Weekly Lineup
2019,13,10,154,Joe Mantegna,Jordan Reed,False,TE,NFLverse Exact
2019,13,11,155,Uncle Rico,Josh Allen,False,QB,Weekly Lineup
2019,13,12,156,Big Sack Jack,Ty Montgomery II,False,RB,NFLverse Exact
2019,14,1,157,Big Sack Jack,Anthony Miller,False,WR,NFLverse Exact
2019,14,2,158,Uncle Rico,Texans,False,DEF,Defense
2019,14,3,159,Joe Mantegna,Vikings,False,DEF,Defense
2019,14,4,160,Malle ❤️ 🐸,Chargers,False,DEF,Defense
2019,14,5,161,Post Mahomes,Saints,False,DEF,Defense
2019,14,6,162,ThreatLevelMidnight,Nyheim Miller-Hines,False,RB,Weekly Lineup
2019,14,7,163,Ginger FC,Hollywood Brown,False,WR,Weekly Lineup
2019,14,8,164,Patty Primetimes,Keke Coutee,False,WR,NFLverse Exact
2019,14,9,165,Voldemort,Seahawks,False,DEF,Defense
2019,14,10,166,malle_dips_pouches,Chiefs,False,DEF,Defense
2019,14,11,167,The Big Gronkowski,Jamison Crowder,False,WR,Weekly Lineup
2019,14,12,168,Pop Lockett Drop it,Bills,False,DEF,Defense
2019,15,1,169,Pop Lockett Drop it,Robbie Gould,False,K,Weekly Lineup
2019,15,2,170,The Big Gronkowski,Ronald Jones,False,RB,Weekly Lineup
2019,15,3,171,malle_dips_pouches,Jack Doyle,False,TE,Weekly Lineup
2019,15,4,172,Voldemort,Jake Elliott,False,K,Weekly Lineup
2019,15,5,173,Patty Primetimes,Darren Waller,False,TE,Weekly Lineup
2019,15,6,174,Ginger FC,Tre'Quan Smith,False,WR,NFLverse Exact
2019,15,7,175,ThreatLevelMidnight,Jamaal Williams,False,RB,NFLverse Exact
2019,15,8,176,Post Mahomes,Mason Crosby,False,K,Weekly Lineup
2019,15,9,177,Malle ❤️ 🐸,T.J. Hockenson,False,TE,Weekly Lineup
2019,15,10,178,Joe Mantegna,Justice Hill,False,RB,NFLverse Exact
2019,15,11,179,Uncle Rico,Matt Prater,False,K,Weekly Lineup
2019,15,12,180,Big Sack Jack,Mitchell Trubisky,False,QB,NFLverse Exact
2020,1,1,1,Ginger FC,Christian McCaffrey,False,RB,Weekly Lineup
2020,1,2,2,Post Mahomes,Saquon Barkley,False,RB,Weekly Lineup
2020,1,3,3,Big Sack Jack,Ezekiel Elliott,False,RB,Weekly Lineup
2020,1,4,4,Uncle Rico,Michael Thomas,False,WR,Weekly Lineup
2020,1,5,5,Malle ❤️ 🐸,Alvin Kamara,False,RB,Weekly Lineup
2020,1,6,6,The Big Gronkowski,Dalvin Cook,False,RB,Weekly Lineup
2020,1,7,7,Joe Mantegna,Clyde Edwards-Helaire,False,RB,Weekly Lineup
2020,1,8,8,Voldemort,Tyreek Hill,False,WR,Weekly Lineup
2020,1,9,9,ThreatLevelMidnight,Joe Mixon,False,RB,Weekly Lineup
2020,1,10,10,malle_dips_pouches,Aaron Jones Sr.,False,RB,Weekly Lineup
2020,1,11,11,Patty Primetimes,Nick Chubb,False,RB,Weekly Lineup
2020,1,12,12,Pop Lockett Drop it,David Johnson,False,RB,Weekly Lineup
2020,2,1,13,Pop Lockett Drop it,Julio Jones,False,WR,Weekly Lineup
2020,2,2,14,Patty Primetimes,Austin Ekeler,False,RB,Weekly Lineup
2020,2,3,15,malle_dips_pouches,DeAndre Hopkins,False,WR,Weekly Lineup
2020,2,4,16,ThreatLevelMidnight,Davante Adams,False,WR,Weekly Lineup
2020,2,5,17,Voldemort,Kenyan Drake,False,RB,Weekly Lineup
2020,2,6,18,Joe Mantegna,George Kittle,False,TE,Weekly Lineup
2020,2,7,19,The Big Gronkowski,James Conner,False,RB,Weekly Lineup
2020,2,8,20,Malle ❤️ 🐸,Travis Kelce,False,TE,Weekly Lineup
2020,2,9,21,Uncle Rico,Chris Godwin Jr.,False,WR,Weekly Lineup
2020,2,10,22,Big Sack Jack,Patrick Mahomes,False,QB,Weekly Lineup
2020,2,11,23,Post Mahomes,Kenny Golladay,False,WR,Weekly Lineup
2020,2,12,24,Ginger FC,Mike Evans,False,WR,Weekly Lineup
2020,3,1,25,Ginger FC,Russell Wilson,False,QB,Weekly Lineup
2020,3,2,26,Post Mahomes,Chris Carson,False,RB,Weekly Lineup
2020,3,3,27,Big Sack Jack,Odell Beckham Jr.,False,WR,Weekly Lineup
2020,3,4,28,Uncle Rico,Derrick Henry,True,RB,Weekly Lineup
2020,3,5,29,Malle ❤️ 🐸,Adam Thielen,False,WR,Weekly Lineup
2020,3,6,30,The Big Gronkowski,Allen Robinson,False,WR,Weekly Lineup
2020,3,7,31,Joe Mantegna,Todd Gurley,False,RB,Weekly Lineup
2020,3,8,32,Voldemort,Jonathan Taylor,False,RB,Weekly Lineup
2020,3,9,33,ThreatLevelMidnight,A.J. Brown,False,WR,Weekly Lineup
2020,3,10,34,malle_dips_pouches,Le'Veon Bell,False,RB,Weekly Lineup
2020,3,11,35,Patty Primetimes,Mark Andrews,False,TE,Weekly Lineup
2020,3,12,36,Pop Lockett Drop it,Josh Jacobs,True,RB,Weekly Lineup
2020,4,1,37,Pop Lockett Drop it,Courtland Sutton,False,WR,NFLverse Exact
2020,4,2,38,Patty Primetimes,Tyler Lockett,False,WR,Weekly Lineup
2020,4,3,39,malle_dips_pouches,Amari Cooper,False,WR,Weekly Lineup
2020,4,4,40,ThreatLevelMidnight,Raheem Mostert,False,RB,Weekly Lineup
2020,4,5,41,Voldemort,Mark Ingram II,False,RB,Weekly Lineup
2020,4,6,42,Joe Mantegna,JuJu Smith-Schuster,False,WR,Weekly Lineup
2020,4,7,43,The Big Gronkowski,Cooper Kupp,False,WR,Weekly Lineup
2020,4,8,44,Malle ❤️ 🐸,Calvin Ridley,False,WR,Weekly Lineup
2020,4,9,45,Uncle Rico,Zach Ertz,False,TE,Weekly Lineup
2020,4,10,46,Big Sack Jack,Hollywood Brown,False,WR,Weekly Lineup
2020,4,11,47,Post Mahomes,DJ Moore,False,WR,Weekly Lineup
2020,4,12,48,Ginger FC,Cam Akers,False,RB,Weekly Lineup
2020,5,1,49,Ginger FC,DK Metcalf,False,WR,Weekly Lineup
2020,5,2,50,Post Mahomes,David Montgomery,False,RB,Weekly Lineup
2020,5,3,51,Big Sack Jack,Melvin Gordon III,True,RB,Weekly Lineup
2020,5,4,52,Uncle Rico,D'Andre Swift,False,RB,Weekly Lineup
2020,5,5,53,Malle ❤️ 🐸,Tom Brady,False,QB,Weekly Lineup
2020,5,6,54,The Big Gronkowski,Keenan Allen,False,WR,Weekly Lineup
2020,5,7,55,Joe Mantegna,DJ Chark,False,WR,Weekly Lineup
2020,5,8,56,Voldemort,Dak Prescott,False,QB,Weekly Lineup
2020,5,9,57,ThreatLevelMidnight,Michael Gallup,False,WR,Weekly Lineup
2020,5,10,58,malle_dips_pouches,Hunter Henry,False,TE,Weekly Lineup
2020,5,11,59,Patty Primetimes,T.Y. Hilton,False,WR,Weekly Lineup
2020,5,12,60,Pop Lockett Drop it,Stefon Diggs,False,WR,Weekly Lineup
2020,6,1,61,Pop Lockett Drop it,Austin Hooper,False,TE,Weekly Lineup
2020,6,2,62,Patty Primetimes,J.K. Dobbins,False,RB,Weekly Lineup
2020,6,3,63,malle_dips_pouches,Devin Singletary,False,RB,Weekly Lineup
2020,6,4,64,ThreatLevelMidnight,Tyler Boyd,False,WR,Weekly Lineup
2020,6,5,65,Voldemort,Leonard Fournette,False,RB,Weekly Lineup
2020,6,6,66,Joe Mantegna,Deshaun Watson,False,QB,Weekly Lineup
2020,6,7,67,The Big Gronkowski,Darren Waller,False,TE,Weekly Lineup
2020,6,8,68,Malle ❤️ 🐸,Jordan Howard,False,RB,Weekly Lineup
2020,6,9,69,Uncle Rico,Antonio Gibson,False,RB,Weekly Lineup
2020,6,10,70,Big Sack Jack,Julian Edelman,False,WR,NFLverse Exact
2020,6,11,71,Post Mahomes,Robert Woods,False,WR,Weekly Lineup
2020,6,12,72,Ginger FC,DeVante Parker,False,WR,Weekly Lineup
2020,7,1,73,Ginger FC,Sony Michel,False,RB,NFLverse Exact
2020,7,2,74,Post Mahomes,A.J. Green,False,WR,Weekly Lineup
2020,7,3,75,Big Sack Jack,Evan Engram,False,TE,Weekly Lineup
2020,7,4,76,Uncle Rico,Josh Allen,False,QB,Weekly Lineup
2020,7,5,77,Malle ❤️ 🐸,Kareem Hunt,True,RB,Weekly Lineup
2020,7,6,78,The Big Gronkowski,Ronald Jones,False,RB,Weekly Lineup
2020,7,7,79,Joe Mantegna,Jarvis Landry,False,WR,Weekly Lineup
2020,7,8,80,Voldemort,Tyler Higbee,False,TE,Weekly Lineup
2020,7,9,81,ThreatLevelMidnight,Matt Ryan,False,QB,Weekly Lineup
2020,7,10,82,malle_dips_pouches,Deebo Samuel Sr.,False,WR,Weekly Lineup
2020,7,11,83,Patty Primetimes,Rob Gronkowski,False,TE,Weekly Lineup
2020,7,12,84,Pop Lockett Drop it,Aaron Rodgers,False,QB,Weekly Lineup
2020,8,1,85,Pop Lockett Drop it,Will Fuller V,False,WR,Weekly Lineup
2020,8,2,86,Patty Primetimes,Lamar Jackson,True,QB,Weekly Lineup
2020,8,3,87,malle_dips_pouches,Mecole Hardman Jr.,False,WR,NFLverse Exact
2020,8,4,88,ThreatLevelMidnight,Marvin Jones Jr.,False,WR,Weekly Lineup
2020,8,5,89,Voldemort,Brandin Cooks,False,WR,NFLverse Exact
2020,8,6,90,Joe Mantegna,Zack Moss,False,RB,Weekly Lineup
2020,8,7,91,The Big Gronkowski,Sterling Shepard,False,WR,NFLverse Exact
2020,8,8,92,Malle ❤️ 🐸,Latavius Murray,False,RB,Weekly Lineup
2020,8,9,93,Uncle Rico,Diontae Johnson,False,WR,Weekly Lineup
2020,8,10,94,Big Sack Jack,James White,False,RB,Weekly Lineup
2020,8,11,95,Post Mahomes,Phillip Lindsay,False,RB,Weekly Lineup
2020,8,12,96,Ginger FC,Matt Breida,False,RB,Weekly Lineup
2020,9,1,97,Ginger FC,Jared Cook,False,TE,Weekly Lineup
2020,9,2,98,Post Mahomes,Kyler Murray,True,QB,Weekly Lineup
2020,9,3,99,Big Sack Jack,CeeDee Lamb,False,WR,Weekly Lineup
2020,9,4,100,Uncle Rico,Tevin Coleman,False,RB,NFLverse Exact
2020,9,5,101,Malle ❤️ 🐸,Justin Tucker,False,K,Weekly Lineup
2020,9,6,102,The Big Gronkowski,Drew Brees,False,QB,Weekly Lineup
2020,9,7,103,Joe Mantegna,Tarik Cohen,False,RB,NFLverse Exact
2020,9,8,104,Voldemort,John Brown,False,WR,NFLverse Exact
2020,9,9,105,ThreatLevelMidnight,Kerryon Johnson,False,RB,Weekly Lineup
2020,9,10,106,malle_dips_pouches,Jerry Jeudy,False,WR,Weekly Lineup
2020,9,11,107,Patty Primetimes,Matthew Stafford,False,QB,Weekly Lineup
2020,9,12,108,Pop Lockett Drop it,Henry Ruggs III,False,WR,Weekly Lineup
2020,10,1,109,Pop Lockett Drop it,Emmanuel Sanders,False,WR,Weekly Lineup
2020,10,2,110,Patty Primetimes,Christian Kirk,False,WR,Weekly Lineup
2020,10,3,111,malle_dips_pouches,Marlon Mack,False,RB,NFLverse Exact
2020,10,4,112,ThreatLevelMidnight,Joe Burrow,False,QB,Weekly Lineup
2020,10,5,113,Voldemort,Terry McLaurin,True,WR,Weekly Lineup
2020,10,6,114,Joe Mantegna,Miles Sanders,True,RB,Weekly Lineup
2020,10,7,115,The Big Gronkowski,Darius Slayton,False,WR,NFLverse Exact
2020,10,8,116,Malle ❤️ 🐸,Ben Roethlisberger,False,QB,Weekly Lineup
2020,10,9,117,Uncle Rico,Jamison Crowder,False,WR,Weekly Lineup
2020,10,10,118,Big Sack Jack,Sammy Watkins,False,WR,NFLverse Exact
2020,10,11,119,Post Mahomes,Hayden Hurst,False,TE,Weekly Lineup
2020,10,12,120,Ginger FC,Allen Lazard,False,WR,NFLverse Exact
2020,11,1,121,Ginger FC,Harrison Butker,False,K,Weekly Lineup
2020,11,2,122,Post Mahomes,Carson Wentz,False,QB,Weekly Lineup
2020,11,3,123,Big Sack Jack,Anthony Miller,False,WR,NFLverse Exact
2020,11,4,124,Uncle Rico,Cam Newton,False,QB,Weekly Lineup
2020,11,5,125,Malle ❤️ 🐸,DeSean Jackson,False,WR,Weekly Lineup
2020,11,6,126,The Big Gronkowski,49ers,False,DEF,Defense
2020,11,7,127,Joe Mantegna,Cole Beasley,False,WR,Weekly Lineup
2020,11,8,128,Voldemort,Alexander Mattison,False,RB,Weekly Lineup
2020,11,9,129,ThreatLevelMidnight,Tony Pollard,False,RB,NFLverse Exact
2020,11,10,130,malle_dips_pouches,Bills,False,DEF,Defense
2020,11,11,131,Patty Primetimes,Golden Tate,False,WR,NFLverse Exact
2020,11,12,132,Pop Lockett Drop it,Ryquell Armstead,False,RB,NFLverse Exact
2020,12,1,133,Pop Lockett Drop it,Justin Jefferson,False,WR,Weekly Lineup
2020,12,2,134,Patty Primetimes,Adrian Peterson,False,RB,Weekly Lineup
2020,12,3,135,malle_dips_pouches,Ryan Tannehill,False,QB,Weekly Lineup
2020,12,4,136,ThreatLevelMidnight,Mike Williams,False,WR,Weekly Lineup
2020,12,5,137,Voldemort,T.J. Hockenson,False,TE,Weekly Lineup
2020,12,6,138,Joe Mantegna,Curtis Samuel,False,WR,Weekly Lineup
2020,12,7,139,The Big Gronkowski,Wil Lutz,False,K,Weekly Lineup
2020,12,8,140,Malle ❤️ 🐸,Preston Williams,False,WR,Weekly Lineup
2020,12,9,141,Uncle Rico,Mike Gesicki,False,TE,Weekly Lineup
2020,12,10,142,Big Sack Jack,Ravens,False,DEF,Defense
2020,12,11,143,Post Mahomes,Noah Fant,False,TE,Weekly Lineup
2020,12,12,144,Ginger FC,Steelers,False,DEF,Defense
2020,13,1,145,Ginger FC,Jimmy Garoppolo,False,QB,Weekly Lineup
2020,13,2,146,Post Mahomes,Darrell Henderson Jr.,False,RB,Weekly Lineup
2020,13,3,147,Big Sack Jack,Greg Zuerlein,False,K,Weekly Lineup
