table_index,row_index,cell_index,tag,class,data_pos,text
13,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
13,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
13,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
13,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
13,1,0,TD,ysf-stat-name P-sm,,Receptions
13,1,1,TD,Ta-end P-sm,,11
13,1,2,TD,Ta-end P-sm,,0.50
13,1,3,TD,Ta-end P-sm,,5.50
13,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
13,2,1,TD,Ta-end P-sm,,171
13,2,2,TD,Ta-end P-sm,,0.10
13,2,3,TD,Ta-end P-sm,,17.10
13,3,0,TD,ysf-stat-name P-sm,,Receiving Touchdowns
13,3,1,TD,Ta-end P-sm,,2
13,3,2,TD,Ta-end P-sm,,6.00
13,3,3,TD,Ta-end P-sm,,12.00
13,4,0,TD,P-sm,,
13,4,1,TD,P-sm,,
13,4,2,TD,P-sm,,
13,4,3,TD,P-sm,,
13,5,0,TH,P-sm Fz-med Fw-b,,Total
13,5,1,TH,P-sm,,
13,5,2,TH,P-sm,,
13,5,3,TH,P-sm Fz-med Fw-b Ta-end,,34.60
14,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
14,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
14,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
14,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
14,1,0,TD,ysf-stat-name P-sm,,Receptions
14,1,1,TD,Ta-end P-sm,,9
14,1,2,TD,Ta-end P-sm,,0.50
14,1,3,TD,Ta-end P-sm,,4.50
14,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
14,2,1,TD,Ta-end P-sm,,101
14,2,2,TD,Ta-end P-sm,,0.10
14,2,3,TD,Ta-end P-sm,,10.10
14,3,0,TD,ysf-stat-name P-sm,,Receiving Touchdowns
14,3,1,TD,Ta-end P-sm,,1
14,3,2,TD,Ta-end P-sm,,6.00
14,3,3,TD,Ta-end P-sm,,6.00
14,4,0,TD,P-sm,,
14,4,1,TD,P-sm,,
14,4,2,TD,P-sm,,
14,4,3,TD,P-sm,,
14,5,0,TH,P-sm Fz-med Fw-b,,Total
14,5,1,TH,P-sm,,
14,5,2,TH,P-sm,,
14,5,3,TH,P-sm Fz-med Fw-b Ta-end,,20.60
15,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
15,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
15,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
15,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
15,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
15,1,1,TD,Ta-end P-sm,,102
15,1,2,TD,Ta-end P-sm,,0.10
15,1,3,TD,Ta-end P-sm,,10.20
15,2,0,TD,ysf-stat-name P-sm,,Receptions
15,2,1,TD,Ta-end P-sm,,4
15,2,2,TD,Ta-end P-sm,,0.50
15,2,3,TD,Ta-end P-sm,,2.00
15,3,0,TD,ysf-stat-name P-sm,,Receiving Yards
15,3,1,TD,Ta-end P-sm,,26
15,3,2,TD,Ta-end P-sm,,0.10
15,3,3,TD,Ta-end P-sm,,2.60
15,4,0,TD,P-sm,,
15,4,1,TD,P-sm,,
15,4,2,TD,P-sm,,
15,4,3,TD,P-sm,,
15,5,0,TH,P-sm Fz-med Fw-b,,Total
15,5,1,TH,P-sm,,
15,5,2,TH,P-sm,,
15,5,3,TH,P-sm Fz-med Fw-b Ta-end,,14.80
16,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
16,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
16,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
16,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
16,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
16,1,1,TD,Ta-end P-sm,,69
16,1,2,TD,Ta-end P-sm,,0.10
16,1,3,TD,Ta-end P-sm,,6.90
16,2,0,TD,ysf-stat-name P-sm,,Receptions
16,2,1,TD,Ta-end P-sm,,1
16,2,2,TD,Ta-end P-sm,,0.50
16,2,3,TD,Ta-end P-sm,,0.50
16,3,0,TD,ysf-stat-name P-sm,,Receiving Yards
16,3,1,TD,Ta-end P-sm,,12
16,3,2,TD,Ta-end P-sm,,0.10
16,3,3,TD,Ta-end P-sm,,1.20
16,4,0,TD,P-sm,,
16,4,1,TD,P-sm,,
16,4,2,TD,P-sm,,
16,4,3,TD,P-sm,,
16,5,0,TH,P-sm Fz-med Fw-b,,Total
16,5,1,TH,P-sm,,
16,5,2,TH,P-sm,,
16,5,3,TH,P-sm Fz-med Fw-b Ta-end,,8.60
17,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
17,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
17,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
17,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
17,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
17,1,1,TD,Ta-end P-sm,,3
17,1,2,TD,Ta-end P-sm,,0.10
17,1,3,TD,Ta-end P-sm,,0.30
17,2,0,TD,ysf-stat-name P-sm,,Receptions
17,2,1,TD,Ta-end P-sm,,9
17,2,2,TD,Ta-end P-sm,,0.50
17,2,3,TD,Ta-end P-sm,,4.50
17,3,0,TD,ysf-stat-name P-sm,,Receiving Yards
17,3,1,TD,Ta-end P-sm,,104
17,3,2,TD,Ta-end P-sm,,0.10
17,3,3,TD,Ta-end P-sm,,10.40
17,4,0,TD,ysf-stat-name P-sm,,Receiving Touchdowns
17,4,1,TD,Ta-end P-sm,,1
17,4,2,TD,Ta-end P-sm,,6.00
17,4,3,TD,Ta-end P-sm,,6.00
17,5,0,TD,P-sm,,
17,5,1,TD,P-sm,,
17,5,2,TD,P-sm,,
17,5,3,TD,P-sm,,
17,6,0,TH,P-sm Fz-med Fw-b,,Total
17,6,1,TH,P-sm,,
17,6,2,TH,P-sm,,
17,6,3,TH,P-sm Fz-med Fw-b Ta-end,,21.20
18,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
18,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
18,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
18,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
18,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
18,1,1,TD,Ta-end P-sm,,25
18,1,2,TD,Ta-end P-sm,,0.10
18,1,3,TD,Ta-end P-sm,,2.50
18,2,0,TD,ysf-stat-name P-sm,,Receptions
18,2,1,TD,Ta-end P-sm,,2
18,2,2,TD,Ta-end P-sm,,0.50
18,2,3,TD,Ta-end P-sm,,1.00
18,3,0,TD,ysf-stat-name P-sm,,Receiving Yards
18,3,1,TD,Ta-end P-sm,,26
18,3,2,TD,Ta-end P-sm,,0.10
18,3,3,TD,Ta-end P-sm,,2.60
18,4,0,TD,P-sm,,
18,4,1,TD,P-sm,,
18,4,2,TD,P-sm,,
18,4,3,TD,P-sm,,
18,5,0,TH,P-sm Fz-med Fw-b,,Total
18,5,1,TH,P-sm,,
18,5,2,TH,P-sm,,
18,5,3,TH,P-sm Fz-med Fw-b Ta-end,,6.10
19,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
19,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
19,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
19,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
19,1,0,TD,ysf-stat-name P-sm,,Field Goals 20-29 Yards
19,1,1,TD,Ta-end P-sm,,1
19,1,2,TD,Ta-end P-sm,,3.00
19,1,3,TD,Ta-end P-sm,,3.00
19,2,0,TD,ysf-stat-name P-sm,,Point After Attempt Made
19,2,1,TD,Ta-end P-sm,,4
19,2,2,TD,Ta-end P-sm,,1.00
19,2,3,TD,Ta-end P-sm,,4.00
19,3,0,TD,P-sm,,
19,3,1,TD,P-sm,,
19,3,2,TD,P-sm,,
19,3,3,TD,P-sm,,
19,4,0,TH,P-sm Fz-med Fw-b,,Total
19,4,1,TH,P-sm,,
19,4,2,TH,P-sm,,
19,4,3,TH,P-sm Fz-med Fw-b Ta-end,,7.00
20,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
20,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
20,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
20,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
20,1,0,TD,ysf-stat-name P-sm,,Sack
20,1,1,TD,Ta-end P-sm,,1
20,1,2,TD,Ta-end P-sm,,1.00
20,1,3,TD,Ta-end P-sm,,1.00
20,2,0,TD,ysf-stat-name P-sm,,Interception
20,2,1,TD,Ta-end P-sm,,2
20,2,2,TD,Ta-end P-sm,,2.00
20,2,3,TD,Ta-end P-sm,,4.00
20,3,0,TD,ysf-stat-name P-sm,,Kickoff and Punt Return Touchdowns
20,3,1,TD,Ta-end P-sm,,1
20,3,2,TD,Ta-end P-sm,,6.00
20,3,3,TD,Ta-end P-sm,,6.00
20,4,0,TD,ysf-stat-name P-sm,,Points Allowed 35+ points
20,4,1,TD,Ta-end P-sm,,1
20,4,2,TD,Ta-end P-sm,,-4.00
20,4,3,TD,Ta-end P-sm,,-4.00
20,5,0,TD,P-sm,,
20,5,1,TD,P-sm,,
20,5,2,TD,P-sm,,
20,5,3,TD,P-sm,,
20,6,0,TH,P-sm Fz-med Fw-b,,Total
20,6,1,TH,P-sm,,
20,6,2,TH,P-sm,,
20,6,3,TH,P-sm Fz-med Fw-b Ta-end,,7.00
21,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
21,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
21,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
21,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
21,1,0,TD,ysf-stat-name P-sm,,Receptions
21,1,1,TD,Ta-end P-sm,,2
21,1,2,TD,Ta-end P-sm,,0.50
21,1,3,TD,Ta-end P-sm,,1.00
21,2,0,TD,P-sm,,
21,2,1,TD,P-sm,,
21,2,2,TD,P-sm,,
21,2,3,TD,P-sm,,
21,3,0,TH,P-sm Fz-med Fw-b,,Total
21,3,1,TH,P-sm,,
21,3,2,TH,P-sm,,
21,3,3,TH,P-sm Fz-med Fw-b Ta-end,,1.00
22,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
22,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
22,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
22,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
22,1,0,TD,ysf-stat-name P-sm,,Receptions
22,1,1,TD,Ta-end P-sm,,1
22,1,2,TD,Ta-end P-sm,,0.50
22,1,3,TD,Ta-end P-sm,,0.50
22,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
22,2,1,TD,Ta-end P-sm,,23
22,2,2,TD,Ta-end P-sm,,0.10
22,2,3,TD,Ta-end P-sm,,2.30
22,3,0,TD,P-sm,,
22,3,1,TD,P-sm,,
22,3,2,TD,P-sm,,
22,3,3,TD,P-sm,,
22,4,0,TH,P-sm Fz-med Fw-b,,Total
22,4,1,TH,P-sm,,
22,4,2,TH,P-sm,,
22,4,3,TH,P-sm Fz-med Fw-b Ta-end,,2.80
23,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
23,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
23,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
23,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
23,1,0,TD,ysf-stat-name P-sm,,Receptions
23,1,1,TD,Ta-end P-sm,,9
23,1,2,TD,Ta-end P-sm,,0.50
23,1,3,TD,Ta-end P-sm,,4.50
23,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
23,2,1,TD,Ta-end P-sm,,95
23,2,2,TD,Ta-end P-sm,,0.10
23,2,3,TD,Ta-end P-sm,,9.50
23,3,0,TD,P-sm,,
23,3,1,TD,P-sm,,
23,3,2,TD,P-sm,,
23,3,3,TD,P-sm,,
23,4,0,TH,P-sm Fz-med Fw-b,,Total
23,4,1,TH,P-sm,,
23,4,2,TH,P-sm,,
23,4,3,TH,P-sm Fz-med Fw-b Ta-end,,14.00
24,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
24,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
24,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
24,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
24,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
24,1,1,TD,Ta-end P-sm,,6
24,1,2,TD,Ta-end P-sm,,0.10
24,1,3,TD,Ta-end P-sm,,0.60
24,2,0,TD,P-sm,,
24,2,1,TD,P-sm,,
24,2,2,TD,P-sm,,
24,2,3,TD,P-sm,,
24,3,0,TH,P-sm Fz-med Fw-b,,Total
24,3,1,TH,P-sm,,
24,3,2,TH,P-sm,,
24,3,3,TH,P-sm Fz-med Fw-b Ta-end,,0.60
25,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
25,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
25,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
25,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
25,1,0,TD,ysf-stat-name P-sm,,Receptions
25,1,1,TD,Ta-end P-sm,,4
25,1,2,TD,Ta-end P-sm,,0.50
25,1,3,TD,Ta-end P-sm,,2.00
25,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
25,2,1,TD,Ta-end P-sm,,59
25,2,2,TD,Ta-end P-sm,,0.10
25,2,3,TD,Ta-end P-sm,,5.90
25,3,0,TD,ysf-stat-name P-sm,,Receiving Touchdowns
25,3,1,TD,Ta-end P-sm,,1
25,3,2,TD,Ta-end P-sm,,6.00
25,3,3,TD,Ta-end P-sm,,6.00
25,4,0,TD,ysf-stat-name P-sm,,2-Point Conversions
25,4,1,TD,Ta-end P-sm,,1
25,4,2,TD,Ta-end P-sm,,2.00
25,4,3,TD,Ta-end P-sm,,2.00
25,5,0,TD,P-sm,,
25,5,1,TD,P-sm,,
25,5,2,TD,P-sm,,
25,5,3,TD,P-sm,,
25,6,0,TH,P-sm Fz-med Fw-b,,Total
25,6,1,TH,P-sm,,
25,6,2,TH,P-sm,,
25,6,3,TH,P-sm Fz-med Fw-b Ta-end,,15.90
26,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
26,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
26,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
26,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
26,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
26,1,1,TD,Ta-end P-sm,,14
26,1,2,TD,Ta-end P-sm,,0.10
26,1,3,TD,Ta-end P-sm,,1.40
26,2,0,TD,P-sm,,
26,2,1,TD,P-sm,,
26,2,2,TD,P-sm,,
26,2,3,TD,P-sm,,
26,3,0,TH,P-sm Fz-med Fw-b,,Total
26,3,1,TH,P-sm,,
26,3,2,TH,P-sm,,
26,3,3,TH,P-sm Fz-med Fw-b Ta-end,,1.40
27,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
27,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
27,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
27,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
27,1,0,TD,ysf-stat-name P-sm,,Receptions
27,1,1,TD,Ta-end P-sm,,7
27,1,2,TD,Ta-end P-sm,,0.50
27,1,3,TD,Ta-end P-sm,,3.50
27,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
27,2,1,TD,Ta-end P-sm,,80
27,2,2,TD,Ta-end P-sm,,0.10
27,2,3,TD,Ta-end P-sm,,8.00
27,3,0,TD,P-sm,,
27,3,1,TD,P-sm,,
27,3,2,TD,P-sm,,
27,3,3,TD,P-sm,,
27,4,0,TH,P-sm Fz-med Fw-b,,Total
27,4,1,TH,P-sm,,
27,4,2,TH,P-sm,,
27,4,3,TH,P-sm Fz-med Fw-b Ta-end,,11.50
28,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
28,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
28,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
28,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
28,1,0,TD,ysf-stat-name P-sm,,Rushing Yards
28,1,1,TD,Ta-end P-sm,,23
28,1,2,TD,Ta-end P-sm,,0.10
28,1,3,TD,Ta-end P-sm,,2.30
28,2,0,TD,ysf-stat-name P-sm,,Receptions
28,2,1,TD,Ta-end P-sm,,5
28,2,2,TD,Ta-end P-sm,,0.50
28,2,3,TD,Ta-end P-sm,,2.50
28,3,0,TD,ysf-stat-name P-sm,,Receiving Yards
28,3,1,TD,Ta-end P-sm,,27
28,3,2,TD,Ta-end P-sm,,0.10
28,3,3,TD,Ta-end P-sm,,2.70
28,4,0,TD,P-sm,,
28,4,1,TD,P-sm,,
28,4,2,TD,P-sm,,
28,4,3,TD,P-sm,,
28,5,0,TH,P-sm Fz-med Fw-b,,Total
28,5,1,TH,P-sm,,
28,5,2,TH,P-sm,,
28,5,3,TH,P-sm Fz-med Fw-b Ta-end,,7.50
29,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
29,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
29,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
29,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
29,1,0,TD,ysf-stat-name P-sm,,Receptions
29,1,1,TD,Ta-end P-sm,,2
29,1,2,TD,Ta-end P-sm,,0.50
29,1,3,TD,Ta-end P-sm,,1.00
29,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
29,2,1,TD,Ta-end P-sm,,17
29,2,2,TD,Ta-end P-sm,,0.10
29,2,3,TD,Ta-end P-sm,,1.70
29,3,0,TD,ysf-stat-name P-sm,,2-Point Conversions
29,3,1,TD,Ta-end P-sm,,1
29,3,2,TD,Ta-end P-sm,,2.00
29,3,3,TD,Ta-end P-sm,,2.00
29,4,0,TD,P-sm,,
29,4,1,TD,P-sm,,
29,4,2,TD,P-sm,,
29,4,3,TD,P-sm,,
29,5,0,TH,P-sm Fz-med Fw-b,,Total
29,5,1,TH,P-sm,,
29,5,2,TH,P-sm,,
29,5,3,TH,P-sm Fz-med Fw-b Ta-end,,4.70
30,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
30,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
30,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
30,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
30,1,0,TD,ysf-stat-name P-sm,,Receptions
30,1,1,TD,Ta-end P-sm,,4
30,1,2,TD,Ta-end P-sm,,0.50
30,1,3,TD,Ta-end P-sm,,2.00
30,2,0,TD,ysf-stat-name P-sm,,Receiving Yards
30,2,1,TD,Ta-end P-sm,,22
30,2,2,TD,Ta-end P-sm,,0.10
30,2,3,TD,Ta-end P-sm,,2.20
30,3,0,TD,ysf-stat-name P-sm,,Receiving Touchdowns
30,3,1,TD,Ta-end P-sm,,1
30,3,2,TD,Ta-end P-sm,,6.00
30,3,3,TD,Ta-end P-sm,,6.00
30,4,0,TD,P-sm,,
30,4,1,TD,P-sm,,
30,4,2,TD,P-sm,,
30,4,3,TD,P-sm,,
30,5,0,TH,P-sm Fz-med Fw-b,,Total
30,5,1,TH,P-sm,,
30,5,2,TH,P-sm,,
30,5,3,TH,P-sm Fz-med Fw-b Ta-end,,10.20
31,0,0,TH,ysf-stat-name P-sm Fw-b,,Stat
31,0,1,TH,Ta-end Nowrap P-sm Fw-b,,
31,0,2,TH,Ta-end Nowrap P-sm Fw-b,,Pts Per
31,0,3,TH,Ta-end Nowrap P-sm Fw-b,,Fan Pts
31,1,0,TD,ysf-stat-name P-sm,,Passing Yards
31,1,1,TD,Ta-end P-sm,,70
31,1,2,TD,Ta-end P-sm,,0.04
31,1,3,TD,Ta-end P-sm,,2.80
31,2,0,TD,ysf-stat-name P-sm,,Interceptions
31,2,1,TD,Ta-end P-sm,,1
31,2,2,TD,Ta-end P-sm,,-1.00
31,2,3,TD,Ta-end P-sm,,-1.00
31,3,0,TD,ysf-stat-name P-sm,,Rushing Yards
31,3,1,TD,Ta-end P-sm,,20
31,3,2,TD,Ta-end P-sm,,0.10
31,3,3,TD,Ta-end P-sm,,2.00
31,4,0,TD,ysf-stat-name P-sm,,Rushing Touchdowns
31,4,1,TD,Ta-end P-sm,,1
31,4,2,TD,Ta-end P-sm,,6.00
31,4,3,TD,Ta-end P-sm,,6.00
31,5,0,TD,P-sm,,
31,5,1,TD,P-sm,,
31,5,2,TD,P-sm,,
31,5,3,TD,P-sm,,
31,6,0,TH,P-sm Fz-med Fw-b,,Total
31,6,1,TH,P-sm,,
31,6,2,TH,P-sm,,
31,6,3,TH,P-sm Fz-med Fw-b Ta-end,,9.80
32,0,0,TH,Ta-end Nowrap Fw-b F-reset Fz-sm Wpx-200 D-ib Ell Px-xl,,Tim View Profile
32,0,1,TH,Ta-c Wpx-200,,Category
32,0,2,TH,Ta-start Nowrap Fw-b F-reset Fz-sm Wpx-200 D-ib Ell Px-xl,,Tanner View Profile
32,1,0,TD,Ta-end Relative F-reset Px-xl,,Bronze
32,1,1,TD,F-shade Ta-c Va-mid,,Level
32,1,2,TD,Ta-start Relative F-reset Px-xl,,Bronze
32,2,0,TD,Ta-end Relative F-reset Px-xl,,534
32,2,1,TD,F-shade Ta-c Va-mid,,Current Rating
32,2,2,TD,Ta-start Relative Fw-b Bg-selected Px-xl,,575
32,3,0,TD,Ta-end Relative F-reset Px-xl,,82-124-0
32,3,1,TD,F-shade Ta-c Va-mid,,Record (W-L-T)
32,3,2,TD,Ta-start Relative Fw-b Bg-selected Px-xl,,68-74-0
32,4,0,TD,Ta-end Relative F-reset Px-xl,,.398
32,4,1,TD,F-shade Ta-c Va-mid,,Winning %
32,4,2,TD,Ta-start Relative Fw-b Bg-selected Px-xl,,.479
32,5,0,TD,Ta-end Relative Fw-b Bg-selected Px-xl,,2
32,5,1,TD,F-shade Ta-c Va-mid,,Trophies Won
32,5,2,TD,Ta-start Relative F-reset Px-xl,,1
32,6,0,TD,Ta-end Relative F-reset Px-xl,,0
32,6,1,TD,F-shade Ta-c Va-mid,,First Place Trophies
32,6,2,TD,Ta-start Relative Fw-b Bg-selected Px-xl,,1
32,7,0,TD,Ta-end Relative F-reset Px-xl,,Bronze (9x)
32,7,1,TD,F-shade Ta-c Va-mid,,Best Season Finish
32,7,2,TD,Ta-start Relative F-reset Px-xl,,Silver (1x)
32,8,0,TD,Ta-end Relative F-reset Px-xl,,2008
32,8,1,TD,F-shade Ta-c Va-mid,,Playing Since *
32,8,2,TD,Ta-start Relative F-reset Px-xl,,2017
32,9,0,TD,Ta-end Relative F-reset Px-xl,,13
32,9,1,TD,F-shade Ta-c Va-mid,,Teams Managed
32,9,2,TD,Ta-start Relative F-reset Px-xl,,9
