year,week,fantasy_team,edge_position,starter_points,starters_used,league_total_points,teams_in_week,other_team_avg_points,positional_edge
2017,2,Big Sack Jack,WR,17.9,3,245.60000000000002,12,20.700000000000003,-2.8000000000000043
2017,2,Big Sack Jack,TE,8.0,1,83.4,12,6.854545454545455,1.1454545454545446
2017,2,Joe Mantegna,QB,18.88,1,262.68,12,22.163636363636364,-3.283636363636365
2017,2,Joe Mantegna,RB,15.6,3,275.7,12,23.64545454545454,-8.045454545454541
2017,2,Joe Mantegna,WR,11.3,2,245.60000000000002,12,21.3,-10.0
2017,2,Joe Mantegna,TE,16.3,1,83.4,12,6.1000000000000005,10.2
2017,2,Dillon Panthers,QB,23.52,1,262.68,12,21.741818181818182,1.7781818181818174
2017,2,Dillon Panthers,RB,37.2,2,275.7,12,21.681818181818183,15.51818181818182
2017,2,Dillon Panthers,WR,39.2,3,245.60000000000002,12,18.763636363636365,20.436363636363637
2017,2,Dillon Panthers,TE,1.0,1,83.4,12,7.490909090909091,-6.490909090909091
2017,2,Hello Harvard,QB,17.18,1,262.68,12,22.318181818181817,-5.138181818181817
2017,2,Hello Harvard,RB,24.099999999999998,3,275.7,12,22.87272727272727,1.2272727272727266
2017,2,Hello Harvard,WR,11.3,2,245.60000000000002,12,21.3,-10.0
2017,2,Hello Harvard,TE,0.7,1,83.4,12,7.5181818181818185,-6.818181818181818
2017,2,Ginger FC,QB,16.0,1,262.68,12,22.425454545454546,-6.425454545454546
2017,2,Ginger FC,RB,29.1,3,275.7,12,22.418181818181818,6.681818181818183
2017,2,Ginger FC,WR,22.6,2,245.60000000000002,12,20.272727272727277,2.3272727272727245
2017,2,Ginger FC,TE,0.1,1,83.4,12,7.572727272727274,-7.472727272727274
2017,2,Pop Lockett Drop it,QB,16.88,1,262.68,12,22.345454545454547,-5.4654545454545485
2017,2,Pop Lockett Drop it,RB,12.8,2,275.7,12,23.9,-11.099999999999998
2017,2,Pop Lockett Drop it,WR,20.9,3,245.60000000000002,12,20.42727272727273,0.4727272727272691
2017,2,Pop Lockett Drop it,TE,4.2,1,83.4,12,7.2,-3.0
2017,2,Post Mahomes,QB,26.24,1,262.68,12,21.494545454545456,4.7454545454545425
2017,2,Post Mahomes,RB,13.4,2,275.7,12,23.845454545454547,-10.445454545454547
2017,2,Post Mahomes,WR,13.6,3,245.60000000000002,12,21.090909090909093,-7.490909090909094
2017,2,Post Mahomes,TE,9.3,1,83.4,12,6.736363636363637,2.5636363636363635
2017,2,ThreatLevelMidnight,QB,21.92,1,262.68,12,21.887272727272727,0.032727272727274936
2017,2,ThreatLevelMidnight,RB,36.099999999999994,2,275.7,12,21.78181818181818,14.318181818181813
2017,2,ThreatLevelMidnight,WR,19.3,3,245.60000000000002,12,20.572727272727274,-1.2727272727272734
2017,2,ThreatLevelMidnight,TE,4.7,1,83.4,12,7.154545454545455,-2.454545454545455
2017,3,The Big Gronkowski,QB,14.0,1,247.4,12,21.21818181818182,-7.218181818181819
2017,3,The Big Gronkowski,RB,21.1,3,310.9,12,26.34545454545454,-5.245454545454539
2017,3,The Big Gronkowski,WR,23.1,2,338.4,12,28.66363636363636,-5.563636363636359
2017,3,The Big Gronkowski,TE,3.1,1,43.400000000000006,12,3.663636363636364,-0.5636363636363639
2017,3,Joe Mantegna,QB,22.52,1,247.4,12,20.44363636363636,2.076363636363638
2017,3,Joe Mantegna,RB,20.299999999999997,2,310.9,12,26.418181818181814,-6.118181818181817
2017,3,Joe Mantegna,WR,43.3,3,338.4,12,26.827272727272724,16.472727272727273
2017,3,Joe Mantegna,TE,0.1,1,43.400000000000006,12,3.936363636363637,-3.836363636363637
2017,3,Malle ❤️ 🐸,QB,15.24,1,247.4,12,21.105454545454545,-5.865454545454545
2017,3,Malle ❤️ 🐸,RB,29.799999999999997,2,310.9,12,25.55454545454545,4.245454545454546
2017,3,Malle ❤️ 🐸,WR,19.9,3,338.4,12,28.954545454545453,-9.054545454545455
2017,3,Malle ❤️ 🐸,TE,0.4,1,43.400000000000006,12,3.9090909090909096,-3.5090909090909097
2017,3,Voldemort,QB,45.72,1,247.4,12,18.334545454545456,27.385454545454543
2017,3,Voldemort,RB,41.0,3,310.9,12,24.536363636363635,16.463636363636365
2017,3,Voldemort,WR,36.0,2,338.4,12,27.49090909090909,8.509090909090911
2017,3,Voldemort,TE,10.3,1,43.400000000000006,12,3.0090909090909097,7.290909090909091
2017,3,Big Sack Jack,QB,6.48,1,247.4,12,21.901818181818182,-15.421818181818182
2017,3,Big Sack Jack,RB,33.4,2,310.9,12,25.227272727272727,8.172727272727272
2017,3,Big Sack Jack,WR,45.1,3,338.4,12,26.66363636363636,18.43636363636364
2017,3,Big Sack Jack,TE,0.0,1,43.400000000000006,12,3.9454545454545458,-3.9454545454545458
2017,3,Dillon Panthers,QB,31.82,1,247.4,12,19.598181818181818,12.221818181818183
2017,3,Dillon Panthers,RB,26.200000000000003,2,310.9,12,25.88181818181818,0.3181818181818237
2017,3,Dillon Panthers,WR,15.5,3,338.4,12,29.354545454545452,-13.854545454545452
2017,3,Dillon Panthers,TE,0.9,1,43.400000000000006,12,3.863636363636364,-2.9636363636363643
2017,3,Hello Harvard,QB,18.46,1,247.4,12,20.812727272727273,-2.3527272727272717
2017,3,Hello Harvard,RB,17.2,3,310.9,12,26.7,-9.5
2017,3,Hello Harvard,WR,28.299999999999997,2,338.4,12,28.190909090909088,0.10909090909090935
2017,3,Hello Harvard,TE,0.9,1,43.400000000000006,12,3.863636363636364,-2.9636363636363643
2017,3,Pop Lockett Drop it,QB,20.66,1,247.4,12,20.612727272727273,0.04727272727272691
2017,3,Pop Lockett Drop it,RB,21.200000000000003,2,310.9,12,26.336363636363636,-5.136363636363633
2017,3,Pop Lockett Drop it,WR,29.4,3,338.4,12,28.09090909090909,1.3090909090909086
2017,3,Pop Lockett Drop it,TE,0.0,1,43.400000000000006,12,3.9454545454545458,-3.9454545454545458
2017,3,Ginger FC,QB,9.56,1,247.4,12,21.62181818181818,-12.06181818181818
2017,3,Ginger FC,RB,25.4,3,310.9,12,25.954545454545453,-0.5545454545454547
2017,3,Ginger FC,WR,14.3,2,338.4,12,29.46363636363636,-15.16363636363636
2017,3,Ginger FC,TE,9.5,1,43.400000000000006,12,3.0818181818181825,6.418181818181818
2017,3,ThreatLevelMidnight,QB,26.92,1,247.4,12,20.043636363636367,6.876363636363635
2017,3,ThreatLevelMidnight,RB,10.6,2,310.9,12,27.299999999999997,-16.699999999999996
2017,3,ThreatLevelMidnight,WR,25.0,3,338.4,12,28.49090909090909,-3.4909090909090885
2017,3,ThreatLevelMidnight,TE,1.2,1,43.400000000000006,12,3.8363636363636364,-2.6363636363636367
2017,3,Post Mahomes,QB,26.8,1,247.4,12,20.054545454545455,6.745454545454546
2017,3,Post Mahomes,RB,25.7,2,310.9,12,25.927272727272726,-0.22727272727272663
2017,3,Post Mahomes,WR,47.2,3,338.4,12,26.472727272727273,20.72727272727273
2017,3,Post Mahomes,TE,2.1,1,43.400000000000006,12,3.754545454545455,-1.6545454545454548
2017,3,malle_dips_pouches,QB,9.22,1,247.4,12,21.652727272727272,-12.432727272727272
2017,3,malle_dips_pouches,RB,39.0,2,310.9,12,24.718181818181815,14.281818181818185
2017,3,malle_dips_pouches,WR,11.299999999999999,3,338.4,12,29.736363636363635,-18.436363636363637
2017,3,malle_dips_pouches,TE,14.9,1,43.400000000000006,12,2.5909090909090917,12.309090909090909
2017,4,Dillon Panthers,QB,31.06,1,242.64,12,19.234545454545454,11.825454545454544
2017,4,Dillon Panthers,RB,14.5,2,324.9,12,28.218181818181815,-13.718181818181815
2017,4,Dillon Panthers,WR,14.600000000000001,3,232.70000000000002,12,19.827272727272728,-5.227272727272727
2017,4,Dillon Panthers,TE,0.9,1,67.39999999999999,12,6.045454545454544,-5.145454545454544
2017,4,The Big Gronkowski,QB,13.54,1,242.64,12,20.827272727272728,-7.287272727272729
2017,4,The Big Gronkowski,RB,32.0,3,324.9,12,26.627272727272725,5.372727272727275
2017,4,The Big Gronkowski,WR,19.6,2,232.70000000000002,12,19.372727272727275,0.22727272727272663
2017,4,The Big Gronkowski,TE,5.1,1,67.39999999999999,12,5.663636363636363,-0.5636363636363635
2017,4,Malle ❤️ 🐸,QB,17.08,1,242.64,12,20.505454545454544,-3.4254545454545458
2017,4,Malle ❤️ 🐸,RB,22.200000000000003,2,324.9,12,27.518181818181816,-5.318181818181813
2017,4,Malle ❤️ 🐸,WR,4.2,3,232.70000000000002,12,20.772727272727277,-16.572727272727278
2017,4,Malle ❤️ 🐸,TE,3.4,1,67.39999999999999,12,5.8181818181818175,-2.4181818181818175
2017,4,Joe Mantegna,QB,32.48,1,242.64,12,19.105454545454545,13.374545454545451
2017,4,Joe Mantegna,RB,21.799999999999997,2,324.9,12,27.55454545454545,-5.754545454545454
2017,4,Joe Mantegna,WR,21.1,3,232.70000000000002,12,19.236363636363638,1.8636363636363633
2017,4,Joe Mantegna,TE,17.4,1,67.39999999999999,12,4.545454545454545,12.854545454545454
2017,4,Voldemort,QB,24.48,1,242.64,12,19.832727272727272,4.647272727272728
2017,4,Voldemort,RB,21.6,3,324.9,12,27.572727272727267,-5.972727272727266
2017,4,Voldemort,WR,31.5,2,232.70000000000002,12,18.290909090909093,13.209090909090907
2017,4,Voldemort,TE,2.1,1,67.39999999999999,12,5.9363636363636365,-3.8363636363636364
2017,4,malle_dips_pouches,QB,11.72,1,242.64,12,20.992727272727272,-9.272727272727272
2017,4,malle_dips_pouches,RB,41.7,2,324.9,12,25.745454545454546,15.954545454545457
2017,4,malle_dips_pouches,WR,24.7,3,232.70000000000002,12,18.90909090909091,5.790909090909089
2017,4,malle_dips_pouches,TE,8.0,1,67.39999999999999,12,5.3999999999999995,2.6000000000000005
2017,4,Big Sack Jack,QB,23.88,1,242.64,12,19.887272727272727,3.9927272727272722
2017,4,Big Sack Jack,RB,6.9,2,324.9,12,28.90909090909091,-22.009090909090908
2017,4,Big Sack Jack,WR,17.5,3,232.70000000000002,12,19.563636363636366,-2.063636363636366
2017,4,Big Sack Jack,TE,7.6,1,67.39999999999999,12,5.436363636363636,2.163636363636364
2017,4,Pop Lockett Drop it,QB,12.48,1,242.64,12,20.923636363636362,-8.443636363636362
2017,4,Pop Lockett Drop it,RB,33.300000000000004,2,324.9,12,26.509090909090904,6.7909090909091
2017,4,Pop Lockett Drop it,WR,15.9,3,232.70000000000002,12,19.70909090909091,-3.8090909090909104
2017,4,Pop Lockett Drop it,TE,4.5,1,67.39999999999999,12,5.718181818181818,-1.2181818181818178
2017,4,Hello Harvard,QB,10.06,1,242.64,12,21.14363636363636,-11.08363636363636
2017,4,Hello Harvard,RB,19.9,3,324.9,12,27.727272727272727,-7.827272727272728
2017,4,Hello Harvard,WR,21.8,2,232.70000000000002,12,19.172727272727272,2.6272727272727288
2017,4,Hello Harvard,TE,4.3,1,67.39999999999999,12,5.736363636363635,-1.4363636363636356
2017,4,ThreatLevelMidnight,QB,29.58,1,242.64,12,19.36909090909091,10.210909090909087
2017,4,ThreatLevelMidnight,RB,36.3,2,324.9,12,26.236363636363635,10.063636363636363
2017,4,ThreatLevelMidnight,WR,22.1,3,232.70000000000002,12,19.145454545454548,2.9545454545454533
2017,4,ThreatLevelMidnight,TE,3.9,1,67.39999999999999,12,5.7727272727272725,-1.8727272727272726
2017,4,Ginger FC,QB,13.26,1,242.64,12,20.85272727272727,-7.592727272727272
2017,4,Ginger FC,RB,25.700000000000003,3,324.9,12,27.2,-1.4999999999999964
2017,4,Ginger FC,WR,29.4,2,232.70000000000002,12,18.481818181818184,10.918181818181814
2017,4,Ginger FC,TE,8.1,1,67.39999999999999,12,5.39090909090909,2.70909090909091
2017,4,Post Mahomes,QB,23.02,1,242.64,12,19.965454545454545,3.0545454545454547
2017,4,Post Mahomes,RB,49.0,3,324.9,12,25.08181818181818,23.91818181818182
2017,4,Post Mahomes,WR,10.299999999999999,2,232.70000000000002,12,20.21818181818182,-9.91818181818182
2017,4,Post Mahomes,TE,2.1,1,67.39999999999999,12,5.9363636363636365,-3.8363636363636364
2017,5,Pop Lockett Drop it,QB,3.7,1,264.58,12,23.716363636363635,-20.016363636363636
2017,5,Pop Lockett Drop it,RB,23.6,2,234.8,12,19.200000000000003,4.399999999999999
2017,5,Pop Lockett Drop it,WR,31.2,3,260.4,12,20.836363636363636,10.363636363636363
2017,5,Pop Lockett Drop it,TE,2.4,1,70.4,12,6.181818181818182,-3.7818181818181817
2017,5,The Big Gronkowski,QB,7.58,1,264.58,12,23.363636363636363,-15.783636363636363
2017,5,The Big Gronkowski,RB,29.7,3,234.8,12,18.645454545454548,11.054545454545451
2017,5,The Big Gronkowski,WR,27.7,2,260.4,12,21.154545454545453,6.545454545454547
2017,5,The Big Gronkowski,TE,2.5,1,70.4,12,6.172727272727273,-3.672727272727273
2017,5,Dillon Panthers,QB,30.04,1,264.58,12,21.32181818181818,8.718181818181819
2017,5,Dillon Panthers,RB,6.9,2,234.8,12,20.71818181818182,-13.818181818181818
2017,5,Dillon Panthers,WR,19.5,3,260.4,12,21.9,-2.3999999999999986
2017,5,Dillon Panthers,TE,4.1,1,70.4,12,6.027272727272728,-1.9272727272727286
2017,5,Malle ❤️ 🐸,QB,36.26,1,264.58,12,20.756363636363634,15.503636363636364
2017,5,Malle ❤️ 🐸,RB,10.6,2,234.8,12,20.381818181818183,-9.781818181818183
2017,5,Malle ❤️ 🐸,WR,14.8,3,260.4,12,22.327272727272724,-7.527272727272724
2017,5,Malle ❤️ 🐸,TE,10.5,1,70.4,12,5.445454545454546,5.054545454545454
2017,5,Joe Mantegna,QB,20.46,1,264.58,12,22.19272727272727,-1.7327272727272707
2017,5,Joe Mantegna,RB,13.200000000000001,2,234.8,12,20.145454545454548,-6.945454545454547
2017,5,Joe Mantegna,WR,28.3,3,260.4,12,21.099999999999998,7.200000000000003
2017,5,Joe Mantegna,TE,9.8,1,70.4,12,5.50909090909091,4.290909090909091
2017,5,Voldemort,QB,15.62,1,264.58,12,22.63272727272727,-7.01272727272727
2017,5,Voldemort,RB,44.2,3,234.8,12,17.327272727272728,26.872727272727275
2017,5,Voldemort,WR,21.8,2,260.4,12,21.690909090909088,0.1090909090909129
2017,5,Voldemort,TE,0.5,1,70.4,12,6.354545454545455,-5.854545454545455
2017,5,Big Sack Jack,QB,27.82,1,264.58,12,21.523636363636363,6.296363636363637
2017,5,Big Sack Jack,RB,17.4,2,234.8,12,19.763636363636365,-2.363636363636367
2017,5,Big Sack Jack,WR,21.700000000000003,3,260.4,12,21.7,3.552713678800501e-15
2017,5,Big Sack Jack,TE,10.2,1,70.4,12,5.472727272727273,4.727272727272727
2017,5,ThreatLevelMidnight,QB,36.74,1,264.58,12,20.71272727272727,16.02727272727273
2017,5,ThreatLevelMidnight,RB,17.1,2,234.8,12,19.790909090909093,-2.6909090909090914
2017,5,ThreatLevelMidnight,WR,25.5,3,260.4,12,21.354545454545452,4.145454545454548
2017,5,ThreatLevelMidnight,TE,5.3,1,70.4,12,5.918181818181819,-0.618181818181819
2017,5,Hello Harvard,QB,19.16,1,264.58,12,22.31090909090909,-3.1509090909090887
2017,5,Hello Harvard,RB,13.899999999999999,2,234.8,12,20.081818181818182,-6.181818181818183
2017,5,Hello Harvard,WR,14.5,3,260.4,12,22.354545454545452,-7.854545454545452
2017,5,Hello Harvard,TE,0.2,1,70.4,12,6.381818181818182,-6.181818181818182
2017,5,Post Mahomes,QB,45.54,1,264.58,12,19.91272727272727,25.62727272727273
2017,5,Post Mahomes,RB,38.6,3,234.8,12,17.83636363636364,20.763636363636362
2017,5,Post Mahomes,WR,8.8,2,260.4,12,22.87272727272727,-14.07272727272727
2017,5,Post Mahomes,TE,9.7,1,70.4,12,5.5181818181818185,4.181818181818181
2017,5,Ginger FC,QB,9.72,1,264.58,12,23.169090909090908,-13.449090909090907
2017,5,Ginger FC,RB,9.2,3,234.8,12,20.50909090909091,-11.309090909090912
2017,5,Ginger FC,WR,28.1,2,260.4,12,21.118181818181817,6.981818181818184
2017,5,Ginger FC,TE,12.1,1,70.4,12,5.300000000000001,6.799999999999999
2017,5,malle_dips_pouches,QB,11.94,1,264.58,12,22.967272727272725,-11.027272727272726
2017,5,malle_dips_pouches,RB,10.4,2,234.8,12,20.400000000000002,-10.000000000000002
2017,5,malle_dips_pouches,WR,18.5,3,260.4,12,21.99090909090909,-3.4909090909090885
2017,5,malle_dips_pouches,TE,3.1,1,70.4,12,6.118181818181819,-3.018181818181819
2017,6,ThreatLevelMidnight,QB,17.14,1,214.01999999999998,12,17.89818181818182,-0.7581818181818178
2017,6,ThreatLevelMidnight,RB,9.799999999999999,2,315.7,12,27.80909090909091,-18.009090909090908
2017,6,ThreatLevelMidnight,WR,38.2,3,259.1,12,20.081818181818186,18.118181818181817
2017,6,ThreatLevelMidnight,TE,13.6,1,88.6,12,6.818181818181818,6.781818181818181
2017,6,The Big Gronkowski,QB,14.88,1,214.01999999999998,12,18.10363636363636,-3.223636363636361
2017,6,The Big Gronkowski,RB,8.7,2,315.7,12,27.90909090909091,-19.20909090909091
2017,6,The Big Gronkowski,WR,30.0,3,259.1,12,20.827272727272728,9.172727272727272
2017,6,The Big Gronkowski,TE,1.4,1,88.6,12,7.927272727272726,-6.527272727272726
2017,6,Malle ❤️ 🐸,QB,27.38,1,214.01999999999998,12,16.967272727272725,10.412727272727274
2017,6,Malle ❤️ 🐸,RB,13.299999999999999,2,315.7,12,27.49090909090909,-14.19090909090909
2017,6,Malle ❤️ 🐸,WR,21.400000000000002,3,259.1,12,21.60909090909091,-0.20909090909090722
2017,6,Malle ❤️ 🐸,TE,4.7,1,88.6,12,7.627272727272726,-2.927272727272726
2017,6,Pop Lockett Drop it,QB,14.92,1,214.01999999999998,12,18.099999999999998,-3.179999999999998
2017,6,Pop Lockett Drop it,RB,29.0,2,315.7,12,26.063636363636363,2.9363636363636374
2017,6,Pop Lockett Drop it,WR,21.2,3,259.1,12,21.62727272727273,-0.42727272727272947
2017,6,Pop Lockett Drop it,TE,1.4,1,88.6,12,7.927272727272726,-6.527272727272726
2017,6,Dillon Panthers,QB,0.72,1,214.01999999999998,12,19.39090909090909,-18.670909090909092
2017,6,Dillon Panthers,RB,12.4,2,315.7,12,27.572727272727274,-15.172727272727274
2017,6,Dillon Panthers,WR,22.6,3,259.1,12,21.500000000000004,1.0999999999999979
2017,6,Dillon Panthers,TE,8.6,1,88.6,12,7.2727272727272725,1.3272727272727272
2017,6,Voldemort,QB,21.18,1,214.01999999999998,12,17.530909090909088,3.649090909090912
2017,6,Voldemort,RB,44.6,3,315.7,12,24.64545454545454,19.95454545454546
2017,6,Voldemort,WR,7.9,2,259.1,12,22.83636363636364,-14.93636363636364
2017,6,Voldemort,TE,3.7,1,88.6,12,7.718181818181818,-4.018181818181818
2017,6,Joe Mantegna,QB,2.44,1,214.01999999999998,12,19.234545454545454,-16.794545454545453
2017,6,Joe Mantegna,RB,43.2,3,315.7,12,24.772727272727273,18.42727272727273
2017,6,Joe Mantegna,WR,11.0,2,259.1,12,22.55454545454546,-11.554545454545458
2017,6,Joe Mantegna,TE,3.7,1,88.6,12,7.718181818181818,-4.018181818181818
2017,6,malle_dips_pouches,QB,10.84,1,214.01999999999998,12,18.47090909090909,-7.630909090909089
2017,6,malle_dips_pouches,RB,30.299999999999997,3,315.7,12,25.94545454545454,4.354545454545455
2017,6,malle_dips_pouches,WR,18.4,2,259.1,12,21.881818181818183,-3.481818181818184
2017,6,malle_dips_pouches,TE,20.3,1,88.6,12,6.209090909090909,14.090909090909092
2017,6,Big Sack Jack,QB,32.8,1,214.01999999999998,12,16.474545454545453,16.325454545454544
2017,6,Big Sack Jack,RB,28.200000000000003,2,315.7,12,26.136363636363637,2.063636363636366
2017,6,Big Sack Jack,WR,19.700000000000003,3,259.1,12,21.763636363636365,-2.0636363636363626
2017,6,Big Sack Jack,TE,9.0,1,88.6,12,7.236363636363635,1.7636363636363646
2017,6,Post Mahomes,QB,17.54,1,214.01999999999998,12,17.86181818181818,-0.32181818181818045
2017,6,Post Mahomes,RB,38.7,3,315.7,12,25.181818181818183,13.51818181818182
2017,6,Post Mahomes,WR,26.8,2,259.1,12,21.11818181818182,5.68181818181818
2017,6,Post Mahomes,TE,3.6,1,88.6,12,7.7272727272727275,-4.127272727272727
2017,6,Ginger FC,QB,30.3,1,214.01999999999998,12,16.70181818181818,13.598181818181821
2017,6,Ginger FC,RB,39.9,3,315.7,12,25.072727272727274,14.827272727272724
2017,6,Ginger FC,WR,25.700000000000003,2,259.1,12,21.218181818181822,4.481818181818181
2017,6,Ginger FC,TE,13.8,1,88.6,12,6.8,7.000000000000001
2017,6,Hello Harvard,QB,23.88,1,214.01999999999998,12,17.285454545454545,6.594545454545454
2017,6,Hello Harvard,RB,17.6,2,315.7,12,27.099999999999998,-9.499999999999996
2017,6,Hello Harvard,WR,16.2,3,259.1,12,22.081818181818186,-5.881818181818186
2017,6,Hello Harvard,TE,4.8,1,88.6,12,7.618181818181818,-2.8181818181818183
2017,7,Post Mahomes,QB,23.14,1,295.38,12,24.74909090909091,-1.6090909090909093
2017,7,Post Mahomes,RB,27.4,2,289.2,12,23.8,3.599999999999998
2017,7,Post Mahomes,WR,30.9,3,236.2,12,18.66363636363636,12.236363636363638
2017,7,Post Mahomes,TE,11.1,1,107.8,12,8.790909090909091,2.3090909090909086
