year,week,fantasy_team,opponent,team_score,opponent_score,margin,result,win,starting_qb,qb_nfl_team,qb_points,starting_qb_count,starting_wrs,starting_wr_count,starting_wr_points,stack_pairs,stack_nfl_teams,stacked_wr_count,stacked_wr_points,has_qb_wr_stack,team_avg_score,score_vs_team_average,season_team_avg_score,score_vs_season_team_average,season_score_percentile,top_quartile_score,canonical_team
2018,6,Uncle Rico,Ginger FC 🏆🏆,124.1,81.08,43.019999999999996,W,1,Aaron Rodgers,GB,32.4,1,Keenan Allen | Tyler Boyd,2,28.5,,,0,0.0,False,104.54612612612614,19.553873873873854,96.79076923076923,27.309230769230766,0.8974358974358975,True,Uncle Rico
2018,6,Voldemort,Dillon Panthers,95.7,106.52,-10.819999999999993,L,0,Tom Brady,NE,23.8,1,DeSean Jackson | Julian Edelman | Stefon Diggs,3,24.7,Tom Brady + Julian Edelman,NE,1,12.1,True,111.55117117117118,-15.851171171171174,102.02461538461537,-6.32461538461537,0.38461538461538464,False,Voldemort
2018,6,malle_dips_pouches,Joe Mantegna,70.24,116.08,-45.84,L,0,Jared Goff,LA,8.44,1,Cooper Kupp | Davante Adams,2,26.4,Jared Goff + Cooper Kupp,LA,1,1.2,True,102.96270270270271,-32.72270270270272,104.62923076923077,-34.38923076923078,0.038461538461538464,False,malle_dips_pouches
2018,7,Big Sack Jack,Ginger FC 🏆🏆,111.78,80.1,31.680000000000007,W,1,Matthew Stafford,DET,21.58,1,Jarvis Landry | Robert Woods | Tyreek Hill,3,37.7,,,0,0.0,False,105.14716417910448,6.632835820895522,106.34153846153846,5.438461538461539,0.75,True,Big Sack Jack
2018,7,Dillon Panthers,Joe Mantegna,104.6,101.32,3.280000000000001,W,1,Drew Brees,NO,20.78,1,A.J. Green | Emmanuel Sanders,2,35.019999999999996,,,0,0.0,False,101.96615384615384,2.63384615384615,101.96615384615384,2.63384615384615,0.5961538461538461,False,Dillon Panthers
2018,7,Ginger FC 🏆🏆,Big Sack Jack,80.1,111.78,-31.680000000000007,L,0,Carson Wentz,PHI,22.7,1,Allen Robinson | Devin Funchess | Kenny Golladay,3,16.3,,,0,0.0,False,103.91405405405405,-23.814054054054054,91.21846153846153,-11.118461538461531,0.09615384615384616,False,Ginger FC 🏆🏆
2018,7,Joe Mantegna,Dillon Panthers,101.32,104.6,-3.280000000000001,L,0,Patrick Mahomes,KC,41.82,1,Julio Jones | Keelan Cole Sr.,2,10.5,,,0,0.0,False,105.7209009009009,-4.400900900900908,104.84461538461538,-3.5246153846153874,0.5448717948717948,False,Joe Mantegna
2018,7,Malle ❤️ 🐸,Pop Lockett Drop it,107.34,142.86,-35.52000000000001,L,0,Andrew Luck,IND,30.74,1,Alshon Jeffery | Mike Evans | Sterling Shepard,3,42.2,,,0,0.0,False,104.92054054054054,2.4194594594594605,92.8876923076923,14.452307692307699,0.6634615384615384,False,Malle ❤️ 🐸
2018,7,Pop Lockett Drop it,Malle ❤️ 🐸,142.86,107.34,35.52000000000001,W,1,Matt Ryan,ATL,21.26,1,Golden Tate | Odell Beckham Jr.,2,26.799999999999997,,,0,0.0,False,108.5572972972973,34.30270270270272,113.86153846153846,28.998461538461555,0.9615384615384616,True,Pop Lockett Drop it
2018,7,Post Mahomes,The Big Gronkowski,86.66,87.64,-0.980000000000004,L,0,Cam Newton,CAR,29.66,1,DeAndre Hopkins,1,11.0,,,0,0.0,False,111.91063063063064,-25.25063063063064,111.17384615384616,-24.51384615384616,0.1858974358974359,False,Post Mahomes
2018,7,The Big Gronkowski,Post Mahomes,87.64,86.66,0.980000000000004,W,1,Philip Rivers,LAC,24.14,1,Brandin Cooks | Calvin Ridley,2,17.4,,,0,0.0,False,106.0845045045045,-18.444504504504494,97.10769230769232,-9.467692307692317,0.21153846153846154,False,The Big Gronkowski
2018,7,ThreatLevelMidnight,Voldemort,119.34,111.38,7.960000000000008,W,1,Kirk Cousins,MIN,21.54,1,Adam Thielen | John Brown,2,36.4,Kirk Cousins + Adam Thielen,MIN,1,17.0,True,110.93585585585585,8.404144144144155,104.14,15.200000000000003,0.8076923076923077,True,ThreatLevelMidnight
2018,7,Uncle Rico,malle_dips_pouches,73.24,93.78,-20.540000000000006,L,0,Blake Bortles,JAX,1.44,1,Chris Hogan | Keenan Allen | Tyler Boyd,3,16.2,,,0,0.0,False,104.54612612612614,-31.306126126126145,96.79076923076923,-23.550769230769234,0.0641025641025641,False,Uncle Rico
2018,7,Voldemort,ThreatLevelMidnight,111.38,119.34,-7.960000000000008,L,0,Tom Brady,NE,28.68,1,Julian Edelman | Stefon Diggs | Taylor Gabriel,3,14.8,Tom Brady + Julian Edelman,NE,1,9.6,True,111.55117117117118,-0.1711711711711814,102.02461538461537,9.355384615384622,0.7307692307692307,False,Voldemort
