team_seasons,stack_weeks,nonstack_weeks,mean_team_season_score_difference,median_team_season_score_difference,team_seasons_stack_scored_more,pct_team_seasons_stack_scored_more,mean_team_season_win_rate_difference,mean_team_season_margin_difference,mean_team_season_top_quartile_difference
52,203,505,2.9482229970883846,0.5592777777777798,27,0.5192307692307693,-0.02691870095716251,0.21209501396039893,0.07690728075343459
