year,canonical_team,rated_picks,avg_draft_value,median_draft_value,total_draft_value,avg_actual_percentile,avg_expected_percentile,steals,elite_steals,busts,major_busts,avg_capture_rate,steal_rate,bust_rate,net_hits,draft_class_rank
2019,ThreatLevelMidnight,13,-10.052991161646657,-3.0586080586080584,-130.68888510140656,51.57721313377422,61.630204295420874,1,0,4,1,0.747400030705794,0.07692307692307693,0.3076923076923077,-3,12
2019,Uncle Rico,13,-2.545959683223347,1.2777777777777857,-33.09747588190351,60.06938159879336,62.61534128201671,1,1,3,1,0.8972279812412651,0.07692307692307693,0.23076923076923078,-2,8
2019,Voldemort,12,-6.338479640981672,-1.8522071479194153,-76.06175569178006,57.85671191553544,64.19519155651712,0,0,3,1,0.8341336941084821,0.0,0.25,-3,11
2019,malle_dips_pouches,13,6.42781119161063,7.530704589528121,83.56154549093819,68.6248984801021,62.19708728849147,2,0,1,0,0.8934752963970737,0.15384615384615385,0.07692307692307693,1,2
2020,Big Sack Jack,12,-6.781584091494241,-11.128899835796389,-81.37900909793089,55.16129584017515,61.94287993166939,0,0,2,0,0.8718285827218054,0.0,0.16666666666666666,-2,9
2020,Ginger FC,13,-9.915638422243415,-11.582670203359854,-128.9032994891644,52.26237842617153,62.17801684841494,1,0,4,2,0.933143663488906,0.07692307692307693,0.3076923076923077,-3,11
2020,Joe Mantegna,12,1.0849783228806913,1.9377690100430414,13.019739874568295,64.57041940339354,63.48544108051285,1,0,2,0,0.8501016029192815,0.08333333333333333,0.16666666666666666,-1,3
2020,Malle ❤️ 🐸,12,3.347885808094363,12.134413067552607,40.17462969713236,64.7837130541872,61.43582724609283,1,0,3,0,1.0,0.08333333333333333,0.25,-2,2
2020,Patty Primetimes,12,0.37183189877701334,9.12443930473788,4.46198278532416,63.636853448275865,63.26502154949885,2,0,3,1,0.7806414586068854,0.16666666666666666,0.25,-1,4
2020,Pop Lockett Drop it,11,-3.0673050940777626,-14.079985652797703,-33.74035603485539,60.436539035676965,63.503844129754725,2,1,2,1,0.9339305711086227,0.18181818181818182,0.18181818181818182,0,5
2020,Post Mahomes,12,-4.2867872551591715,2.4681616832779696,-51.441447061910054,59.07147988505747,63.35826714021664,2,0,3,2,0.7304443020856467,0.16666666666666666,0.25,-1,8
2020,The Big Gronkowski,13,12.190930238646716,8.694581280788178,158.4820931024073,74.23921624352658,62.04828600487987,4,1,0,0,0.8656774697383833,0.3076923076923077,0.0,4,1
2020,ThreatLevelMidnight,13,-12.720574494448183,-13.131808278867098,-165.36746842782637,49.7534577491474,62.47403224359559,0,0,2,1,0.7148789522077048,0.0,0.15384615384615385,-2,12
2020,Uncle Rico,12,-9.60697562185923,0.4426299009632366,-115.28370746231076,51.816502463054185,61.42347808491342,1,0,5,3,0.8262830344588719,0.08333333333333333,0.4166666666666667,-4,10
2020,Voldemort,12,-3.9040596967226207,-10.531253845207326,-46.848716360671446,59.68938149972632,63.59344119644894,1,1,1,0,0.8710109161662846,0.08333333333333333,0.08333333333333333,0,7
2020,malle_dips_pouches,13,-3.1714804901605875,5.955882352941174,-41.22924637208764,59.71501199949476,62.88649248965534,1,1,3,1,0.8465069593110274,0.07692307692307693,0.23076923076923078,-2,6
2021,Big Sack Jack,11,-11.431305049616713,-5.668136597488996,-125.74435554578383,49.809711658147904,61.24101670776462,0,0,3,2,0.8763837638376384,0.0,0.2727272727272727,-3,12
2021,Ginger FC,12,2.6179901078426036,0.2569187182848225,31.415881294111244,64.06236259688467,61.44437248904206,1,0,1,0,0.9156286186209401,0.08333333333333333,0.08333333333333333,0,3
2021,Joe Mantegna,10,0.5695611607130495,2.5806756437514764,5.695611607130495,65.96138357329923,65.39182241258618,2,1,3,0,0.9470588235294117,0.2,0.3,-1,5
2021,Malle ❤️ 🐸,12,2.0323176571746537,8.155338469433765,24.387811886095847,64.1544427031557,62.12212504598104,3,0,2,1,0.9680473372781065,0.25,0.16666666666666666,1,4
2021,Patty Primetimes,12,-4.588771565602111,0.9915876535056753,-55.06525878722533,57.62268806064111,62.21145962624322,1,0,3,1,0.8093583881413244,0.08333333333333333,0.25,-2,9
2021,Pop Lockett Drop it,12,-3.106568416611965,-5.247872672191033,-37.27882099934358,58.6328175274981,61.73938594411006,1,0,1,0,0.930496129753967,0.08333333333333333,0.08333333333333333,0,7
2021,Post Mahomes,12,-3.709743065421972,4.397513739935551,-44.516916785063664,58.83961012603086,62.54935319145284,1,0,2,1,0.7972251498241093,0.08333333333333333,0.16666666666666666,-1,8
2021,The Big Gronkowski,12,12.343306460806723,12.56961785829202,148.11967752968067,74.99241462007001,62.649108159263285,3,0,0,0,0.9922455220620359,0.25,0.0,3,1
2021,ThreatLevelMidnight,12,0.45941960101255813,5.867387085293558,5.513035212150697,64.5574214716627,64.09800187065015,1,0,2,1,0.9404996964897356,0.08333333333333333,0.16666666666666666,-1,6
2021,Uncle Rico,12,-5.958797076732772,-8.630198993598665,-71.50556492079326,54.879750617167474,60.838547693900246,2,0,2,0,0.7882204587804408,0.16666666666666666,0.16666666666666666,0,10
2021,Voldemort,11,-7.016524564674845,-4.1936501261564345,-77.1817702114233,58.88883568137306,65.9053602460479,1,0,2,2,0.8,0.09090909090909091,0.18181818181818182,-1,11
2021,malle_dips_pouches,12,4.133025627034834,3.9836232160702423,49.59630752441801,67.146416468515,63.01339084148015,3,0,2,0,0.9326127568721644,0.25,0.16666666666666666,1,2
2022,Big Sack Jack,11,12.295729105814349,12.428842504743827,135.25302016395784,71.96364599171183,59.66791688589748,2,0,0,0,1.0,0.18181818181818182,0.0,2,2
2022,Ginger FC,12,1.142227104138824,-2.162504251273397,13.706725249665887,63.5532780253887,62.411050921249874,1,0,0,0,0.9593280282935455,0.08333333333333333,0.0,1,5
2022,Joe Mantegna,12,-8.279046719272392,-8.201487491548349,-99.34856063126871,53.75075386493682,62.02980058420922,0,0,3,0,1.0,0.0,0.25,-3,10
2022,Malle ❤️ 🐸,11,7.509871815917432,-0.018315018315021803,82.60858997509175,67.04891463507589,59.53904281915845,4,2,0,0,0.8352312533488292,0.36363636363636365,0.0,4,3
2022,Patty Primetimes,12,-9.858016373682418,-7.095813587543226,-118.29619648418901,53.55824250180192,63.41625887548434,1,0,5,3,0.8407230099963089,0.08333333333333333,0.4166666666666667,-4,12
2022,Pop Lockett Drop it,12,-3.6677147127249845,-3.512929562068738,-44.01257655269981,59.30133268611271,62.96904739883769,1,0,2,0,0.6229646793320213,0.08333333333333333,0.16666666666666666,-1,9
2022,Post Mahomes,12,-2.7410972376021765,0.7920054337908802,-32.89316685122612,60.66641660415104,63.40751384175322,0,0,1,0,0.6678740130944739,0.0,0.08333333333333333,-1,8
2022,The Big Gronkowski,11,6.821033525079908,10.57065584854631,75.03136877587899,68.25254441952734,61.431510894447435,2,0,1,1,0.9047595585134709,0.18181818181818182,0.09090909090909091,1,4
2022,ThreatLevelMidnight,13,-8.599440409602222,-9.487842045981576,-111.79272532482888,52.89383997583106,61.49328038543328,1,0,4,2,0.8253409793000037,0.07692307692307693,0.3076923076923077,-3,11
2022,Uncle Rico,12,0.3691281062657037,9.23446195454309,4.429537275188444,62.33380036185517,61.96467225558947,0,0,3,1,0.6429876260514847,0.0,0.25,-3,6
2022,Voldemort,11,-0.6905397532111611,0.24563671622495065,-7.595937285322773,64.25364362480994,64.94418337802111,1,0,1,1,-0.04791015273423025,0.09090909090909091,0.09090909090909091,0,7
2022,malle_dips_pouches,12,14.020789310774958,17.07977151850988,168.2494717292995,75.70091052174809,61.68012121097312,2,1,1,0,0.9371226821905995,0.16666666666666666,0.08333333333333333,1,1
2023,Buttermilk Puuump,12,6.133562168185402,3.3931133428981326,73.60274601822482,68.20531214361917,62.07174997543377,2,1,1,0,0.9166666666666666,0.16666666666666666,0.08333333333333333,1,2
2023,Ginger FC,12,-21.56599334712526,-18.755441073983537,-258.79192016550314,42.372585369357246,63.93857871648251,0,0,5,3,0.8588751289989679,0.0,0.4166666666666667,-5,12
2023,Joe Mantegna,12,5.8372109315693335,11.16319530335263,70.046531178832,69.25323699893283,63.416026067363504,1,0,1,0,0.9360871686453082,0.08333333333333333,0.08333333333333333,0,3
2023,Malle ❤️ 🐸,11,4.45036537371105,5.741311533994448,48.954019110821555,65.88995544258358,61.43959006887253,3,1,2,0,0.8937118371939277,0.2727272727272727,0.18181818181818182,1,5
2023,Patty Primetimes,12,-9.475828646757853,-7.570432018961434,-113.70994376109422,54.99539317688528,64.47122182364313,1,0,3,1,0.8348997493734336,0.08333333333333333,0.25,-2,9
2023,Pop Lockett Drop it,12,-4.106952556798498,-2.159657587148601,-49.283430681581976,60.38917045014606,64.49612300694456,0,0,3,1,0.7604891032464957,0.0,0.25,-3,6
2023,Post Mahomes,12,-6.5622219632369,-0.3036805490522845,-78.7466635588428,57.407326453237495,63.969548416474396,0,0,3,1,0.819006502720114,0.0,0.25,-3,7
2023,The Big Gronkowski,12,4.574099925162437,5.440994748223666,54.889199101949245,67.81917468789779,63.24507476273535,4,0,2,0,0.982379767827529,0.3333333333333333,0.16666666666666666,2,4
2023,ThreatLevelMidnight,12,8.698816893311793,11.211800403574678,104.38580271974152,72.5955715733334,63.896754680021616,3,1,1,1,0.7288501560744846,0.25,0.08333333333333333,2,1
2023,Uncle Rico,12,-9.658459131069097,-9.877834645808981,-115.90150957282917,52.96810136300811,62.626560494077204,0,0,1,0,0.6988993909265363,0.0,0.08333333333333333,-1,10
2023,Voldemort,12,-9.172247403481578,-2.7913444580111175,-110.06696884177893,54.913900860816206,64.08614826429779,1,0,5,1,0.8196753759178419,0.08333333333333333,0.4166666666666667,-4,8
2023,malle_dips_pouches,12,-11.736781249202386,-13.241219140817536,-140.84137499042862,50.79902064299481,62.535801892197206,1,1,3,2,0.9922360248447205,0.08333333333333333,0.25,-2,11
2024,Buttermilk Puuump,12,-0.3843723891558343,-0.7139737776992732,-4.612468669870012,60.970568783068785,61.35494117222461,3,1,3,2,0.36436425517374393,0.25,0.25,0,6
2024,Ginger FC,11,-16.709647740165487,-22.81408859840233,-183.80612514182036,47.241462241462244,63.951109981627724,1,1,4,2,0.6986303086781059,0.09090909090909091,0.36363636363636365,-3,12
2024,Joe Mantegna,12,-11.124557270951561,-6.418106464734869,-133.49468725141872,50.36265432098765,61.48721159193922,0,0,3,2,0.38471456580417884,0.0,0.25,-3,10
2024,Malle ❤️ 🐸,11,4.454659981884024,6.196581196581199,49.00125980072427,66.5079365079365,62.053276526052485,2,0,1,0,0.42414467244759435,0.18181818181818182,0.09090909090909091,1,2
2024,Patty Primetimes,12,6.12086167882677,8.283186837953572,73.45034014592123,70.1032480893592,63.98238641053243,2,0,1,0,0.24417199471526038,0.16666666666666666,0.08333333333333333,1,1
2024,Pop Lockett Drop it,12,1.4983127570368244,8.220853599250908,17.979753084441892,65.49015285126396,63.991840094227136,0,0,1,0,0.37395766702140526,0.0,0.08333333333333333,-1,4
2024,Post Mahomes,12,-12.436093627108596,-16.23812726753903,-149.23312352530314,52.1604938271605,64.59658745426908,1,1,5,1,0.7063293394077684,0.08333333333333333,0.4166666666666667,-4,11
2024,The Big Gronkowski,13,-7.375479668728318,-6.277672359266283,-95.88123569346814,54.721543888210554,62.09702355693888,2,0,4,1,0.3821470117416012,0.15384615384615385,0.3076923076923077,-2,8
2024,ThreatLevelMidnight,10,-8.48914509783393,-5.813970887500304,-84.89145097833931,59.720017636684304,68.20916273451823,0,0,2,1,0.38661566207385517,0.0,0.2,-2,9
2024,Uncle Rico,12,-4.156569356307686,-1.3686374635987058,-49.87883227569223,59.69135802469136,63.847927380999046,0,0,2,1,0.08066005093993539,0.0,0.16666666666666666,-2,7
2024,Voldemort,12,1.742916972803594,-1.4737654320987588,20.915003673643128,65.88624338624338,64.1433264134398,3,1,1,0,0.29272372930550644,0.25,0.08333333333333333,2,3
2024,malle_dips_pouches,13,0.7450832281336317,-0.3067826863007639,9.686081965737213,63.229209062542395,62.484125834408765,1,0,1,0,0.1787906515024752,0.07692307692307693,0.07692307692307693,0,5
2025,Buttermilk Puuump,12,-4.112554267221255,-1.0487299885384687,-49.350651206655066,57.31908738006299,61.431641647284245,2,0,3,0,0.45045745591134995,0.16666666666666666,0.25,-1,6
2025,Ginger FC,12,1.6787635723773093,0.5261307529958827,20.145162868527713,65.97451109646231,64.295747524085,2,0,2,1,0.6445357953946935,0.16666666666666666,0.16666666666666666,0,2
2025,Joe Mantegna,12,0.5109012021614318,2.697274031563836,6.1308144259371815,61.99690544202739,61.48600423986596,1,1,2,0,0.4327042381704525,0.08333333333333333,0.16666666666666666,-1,3
2025,Malle ❤️ 🐸,12,-9.65715538444454,-13.443328550932566,-115.88586461333448,54.51768842012745,64.17484380457198,1,0,5,0,0.5268118718271876,0.08333333333333333,0.4166666666666667,-4,10
2025,Patty Primetimes,12,2.4528414031813646,2.74749224550699,29.434096838176377,66.16824141214386,63.71540000896249,2,0,2,0,0.11312868748488124,0.16666666666666666,0.16666666666666666,0,1
2025,Pop Lockett Drop it,12,-18.193512704259987,-26.057408147238057,-218.32215245111985,43.73150589614004,61.92501860040003,1,0,6,2,0.2737452583678546,0.08333333333333333,0.5,-5,12
2025,Post Mahomes,12,-11.65349473022279,-12.643588647266945,-139.84193676267347,52.169395004760865,63.82288973498365,0,0,5,1,0.6191064666280753,0.0,0.4166666666666667,-5,11
2025,The Big Gronkowski,13,-1.7392498380369998,-5.757575757575758,-22.610247894481,61.99448979936785,63.73373963740485,3,0,2,0,0.35599689512242755,0.23076923076923078,0.15384615384615385,1,5
2025,ThreatLevelMidnight,11,-1.2425664533056924,-5.576265921093508,-13.668230986362616,63.73943788577935,64.98200433908504,2,1,1,1,0.360494581674415,0.18181818181818182,0.09090909090909091,1,4
2025,Uncle Rico,12,-9.285314524805294,-11.90818163379139,-111.42377429766353,55.180546400058596,64.46586092486389,0,0,3,2,0.0719507011999296,0.0,0.25,-3,9
2025,Voldemort,12,-7.187434348142283,-9.544573267672263,-86.24921217770739,57.04735223027905,64.23478657842135,0,0,2,0,0.33757975188259537,0.0,0.16666666666666666,-2,7
2025,malle_dips_pouches,12,-8.72072602460157,-4.076570539985173,-104.64871229521883,55.83122756903245,64.55195359363402,1,0,3,1,0.22531063276617488,0.08333333333333333,0.25,-2,8
