stack_status,team_weeks,wins,win_rate,avg_score,median_score,avg_margin,avg_vs_team_baseline,avg_vs_season_team_baseline,top_quartile_rate
No QB/WR Stack,1133,570,0.5030891438658429,106.65620476610768,105.02,0.005719329214474812,-0.20934840572455732,-0.25655218567839827,0.2506619593998235
QB/WR Stack,199,96,0.4824120603015075,107.65366834170855,106.22,-0.03256281407035164,1.1919183099795132,1.460671489314704,0.2914572864321608
