year,team,schedule_team,wins,losses,ties,games,win_equivalent,is_actual_schedule
2019,Malle ❤️ 🐸,Post Mahomes,3.0,10.0,0.0,13,3.0,False
2019,Malle ❤️ 🐸,The Big Gronkowski,4.0,9.0,0.0,13,4.0,False
2019,Malle ❤️ 🐸,ThreatLevelMidnight,4.0,9.0,0.0,13,4.0,False
2019,Malle ❤️ 🐸,Uncle Rico,4.0,9.0,0.0,13,4.0,False
2019,Malle ❤️ 🐸,Voldemort,7.0,6.0,0.0,13,7.0,False
2019,Malle ❤️ 🐸,malle_dips_pouches,3.0,10.0,0.0,13,3.0,False
2019,Patty Primetimes,Big Sack Jack,10.0,3.0,0.0,13,10.0,False
2019,Patty Primetimes,Ginger FC,10.0,3.0,0.0,13,10.0,False
2019,Patty Primetimes,Joe Mantegna,9.0,4.0,0.0,13,9.0,False
2019,Patty Primetimes,Malle ❤️ 🐸,8.0,5.0,0.0,13,8.0,False
2019,Patty Primetimes,Patty Primetimes,10.0,3.0,0.0,13,10.0,True
2019,Patty Primetimes,Pop Lockett Drop it,11.0,2.0,0.0,13,11.0,False
2019,Patty Primetimes,Post Mahomes,11.0,2.0,0.0,13,11.0,False
2019,Patty Primetimes,The Big Gronkowski,11.0,2.0,0.0,13,11.0,False
2019,Patty Primetimes,ThreatLevelMidnight,9.0,4.0,0.0,13,9.0,False
2019,Patty Primetimes,Uncle Rico,9.0,4.0,0.0,13,9.0,False
2019,Patty Primetimes,Voldemort,11.0,2.0,0.0,13,11.0,False
2019,Patty Primetimes,malle_dips_pouches,7.0,6.0,0.0,13,7.0,False
2019,Pop Lockett Drop it,Big Sack Jack,8.0,5.0,0.0,13,8.0,False
2019,Pop Lockett Drop it,Ginger FC,9.0,4.0,0.0,13,9.0,False
2019,Pop Lockett Drop it,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2019,Pop Lockett Drop it,Malle ❤️ 🐸,7.0,6.0,0.0,13,7.0,False
2019,Pop Lockett Drop it,Patty Primetimes,10.0,3.0,0.0,13,10.0,False
2019,Pop Lockett Drop it,Pop Lockett Drop it,10.0,3.0,0.0,13,10.0,True
2019,Pop Lockett Drop it,Post Mahomes,8.0,5.0,0.0,13,8.0,False
2019,Pop Lockett Drop it,The Big Gronkowski,9.0,4.0,0.0,13,9.0,False
2019,Pop Lockett Drop it,ThreatLevelMidnight,9.0,4.0,0.0,13,9.0,False
2019,Pop Lockett Drop it,Uncle Rico,6.0,7.0,0.0,13,6.0,False
2019,Pop Lockett Drop it,Voldemort,9.0,4.0,0.0,13,9.0,False
2019,Pop Lockett Drop it,malle_dips_pouches,8.0,5.0,0.0,13,8.0,False
2019,Post Mahomes,Big Sack Jack,7.0,6.0,0.0,13,7.0,False
2019,Post Mahomes,Ginger FC,9.0,4.0,0.0,13,9.0,False
2019,Post Mahomes,Joe Mantegna,6.0,7.0,0.0,13,6.0,False
2019,Post Mahomes,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2019,Post Mahomes,Patty Primetimes,8.0,5.0,0.0,13,8.0,False
2019,Post Mahomes,Pop Lockett Drop it,7.0,6.0,0.0,13,7.0,False
2019,Post Mahomes,Post Mahomes,8.0,5.0,0.0,13,8.0,True
2019,Post Mahomes,The Big Gronkowski,9.0,4.0,0.0,13,9.0,False
2019,Post Mahomes,ThreatLevelMidnight,7.0,6.0,0.0,13,7.0,False
2019,Post Mahomes,Uncle Rico,7.0,6.0,0.0,13,7.0,False
2019,Post Mahomes,Voldemort,10.0,3.0,0.0,13,10.0,False
2019,Post Mahomes,malle_dips_pouches,7.0,6.0,0.0,13,7.0,False
2019,The Big Gronkowski,Big Sack Jack,4.0,9.0,0.0,13,4.0,False
2019,The Big Gronkowski,Ginger FC,6.0,7.0,0.0,13,6.0,False
2019,The Big Gronkowski,Joe Mantegna,4.0,9.0,0.0,13,4.0,False
2019,The Big Gronkowski,Malle ❤️ 🐸,5.0,8.0,0.0,13,5.0,False
2019,The Big Gronkowski,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2019,The Big Gronkowski,Pop Lockett Drop it,5.0,8.0,0.0,13,5.0,False
2019,The Big Gronkowski,Post Mahomes,4.0,9.0,0.0,13,4.0,False
2019,The Big Gronkowski,The Big Gronkowski,6.0,7.0,0.0,13,6.0,True
2019,The Big Gronkowski,ThreatLevelMidnight,3.0,10.0,0.0,13,3.0,False
2019,The Big Gronkowski,Uncle Rico,4.0,9.0,0.0,13,4.0,False
2019,The Big Gronkowski,Voldemort,8.0,5.0,0.0,13,8.0,False
2019,The Big Gronkowski,malle_dips_pouches,4.0,9.0,0.0,13,4.0,False
2019,ThreatLevelMidnight,Big Sack Jack,6.0,7.0,0.0,13,6.0,False
2019,ThreatLevelMidnight,Ginger FC,8.0,5.0,0.0,13,8.0,False
2019,ThreatLevelMidnight,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2019,ThreatLevelMidnight,Malle ❤️ 🐸,5.0,8.0,0.0,13,5.0,False
2019,ThreatLevelMidnight,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2019,ThreatLevelMidnight,Pop Lockett Drop it,7.0,6.0,0.0,13,7.0,False
2019,ThreatLevelMidnight,Post Mahomes,4.0,9.0,0.0,13,4.0,False
2019,ThreatLevelMidnight,The Big Gronkowski,7.0,6.0,0.0,13,7.0,False
2019,ThreatLevelMidnight,ThreatLevelMidnight,7.0,6.0,0.0,13,7.0,True
2019,ThreatLevelMidnight,Uncle Rico,7.0,6.0,0.0,13,7.0,False
2019,ThreatLevelMidnight,Voldemort,11.0,2.0,0.0,13,11.0,False
2019,ThreatLevelMidnight,malle_dips_pouches,6.0,7.0,0.0,13,6.0,False
2019,Uncle Rico,Big Sack Jack,4.0,9.0,0.0,13,4.0,False
2019,Uncle Rico,Ginger FC,5.0,8.0,0.0,13,5.0,False
2019,Uncle Rico,Joe Mantegna,4.0,9.0,0.0,13,4.0,False
2019,Uncle Rico,Malle ❤️ 🐸,3.0,10.0,0.0,13,3.0,False
2019,Uncle Rico,Patty Primetimes,4.0,9.0,0.0,13,4.0,False
2019,Uncle Rico,Pop Lockett Drop it,9.0,4.0,0.0,13,9.0,False
2019,Uncle Rico,Post Mahomes,5.0,8.0,0.0,13,5.0,False
2019,Uncle Rico,The Big Gronkowski,3.0,10.0,0.0,13,3.0,False
2019,Uncle Rico,ThreatLevelMidnight,7.0,6.0,0.0,13,7.0,False
2019,Uncle Rico,Uncle Rico,2.0,11.0,0.0,13,2.0,True
2019,Uncle Rico,Voldemort,8.0,5.0,0.0,13,8.0,False
2019,Uncle Rico,malle_dips_pouches,4.0,9.0,0.0,13,4.0,False
2019,Voldemort,Big Sack Jack,8.0,5.0,0.0,13,8.0,False
2019,Voldemort,Ginger FC,10.0,3.0,0.0,13,10.0,False
2019,Voldemort,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2019,Voldemort,Malle ❤️ 🐸,9.0,4.0,0.0,13,9.0,False
2019,Voldemort,Patty Primetimes,9.0,4.0,0.0,13,9.0,False
2019,Voldemort,Pop Lockett Drop it,9.0,4.0,0.0,13,9.0,False
2019,Voldemort,Post Mahomes,9.0,4.0,0.0,13,9.0,False
2019,Voldemort,The Big Gronkowski,9.0,4.0,0.0,13,9.0,False
2019,Voldemort,ThreatLevelMidnight,8.0,5.0,0.0,13,8.0,False
2019,Voldemort,Uncle Rico,8.0,5.0,0.0,13,8.0,False
2019,Voldemort,Voldemort,12.0,1.0,0.0,13,12.0,True
2019,Voldemort,malle_dips_pouches,9.0,4.0,0.0,13,9.0,False
2019,malle_dips_pouches,Big Sack Jack,4.0,9.0,0.0,13,4.0,False
2019,malle_dips_pouches,Ginger FC,6.0,7.0,0.0,13,6.0,False
2019,malle_dips_pouches,Joe Mantegna,4.0,9.0,0.0,13,4.0,False
2019,malle_dips_pouches,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2019,malle_dips_pouches,Patty Primetimes,5.0,8.0,0.0,13,5.0,False
2019,malle_dips_pouches,Pop Lockett Drop it,6.0,7.0,0.0,13,6.0,False
2019,malle_dips_pouches,Post Mahomes,4.0,9.0,0.0,13,4.0,False
2019,malle_dips_pouches,The Big Gronkowski,5.0,8.0,0.0,13,5.0,False
2019,malle_dips_pouches,ThreatLevelMidnight,6.0,7.0,0.0,13,6.0,False
2019,malle_dips_pouches,Uncle Rico,5.0,8.0,0.0,13,5.0,False
2019,malle_dips_pouches,Voldemort,7.0,6.0,0.0,13,7.0,False
2019,malle_dips_pouches,malle_dips_pouches,4.0,9.0,0.0,13,4.0,True
2020,Big Sack Jack,Big Sack Jack,6.0,7.0,0.0,13,6.0,True
2020,Big Sack Jack,Ginger FC,4.0,9.0,0.0,13,4.0,False
2020,Big Sack Jack,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2020,Big Sack Jack,Malle ❤️ 🐸,5.0,8.0,0.0,13,5.0,False
2020,Big Sack Jack,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2020,Big Sack Jack,Pop Lockett Drop it,5.0,8.0,0.0,13,5.0,False
2020,Big Sack Jack,Post Mahomes,7.0,6.0,0.0,13,7.0,False
2020,Big Sack Jack,The Big Gronkowski,5.0,8.0,0.0,13,5.0,False
2020,Big Sack Jack,ThreatLevelMidnight,4.0,9.0,0.0,13,4.0,False
2020,Big Sack Jack,Uncle Rico,7.0,6.0,0.0,13,7.0,False
2020,Big Sack Jack,Voldemort,6.0,7.0,0.0,13,6.0,False
2020,Big Sack Jack,malle_dips_pouches,3.0,10.0,0.0,13,3.0,False
2020,Ginger FC,Big Sack Jack,9.0,4.0,0.0,13,9.0,False
2020,Ginger FC,Ginger FC,5.0,8.0,0.0,13,5.0,True
2020,Ginger FC,Joe Mantegna,6.0,7.0,0.0,13,6.0,False
2020,Ginger FC,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2020,Ginger FC,Patty Primetimes,5.0,8.0,0.0,13,5.0,False
2020,Ginger FC,Pop Lockett Drop it,5.0,8.0,0.0,13,5.0,False
2020,Ginger FC,Post Mahomes,8.0,5.0,0.0,13,8.0,False
2020,Ginger FC,The Big Gronkowski,7.0,6.0,0.0,13,7.0,False
2020,Ginger FC,ThreatLevelMidnight,4.0,9.0,0.0,13,4.0,False
2020,Ginger FC,Uncle Rico,7.0,6.0,0.0,13,7.0,False
2020,Ginger FC,Voldemort,8.0,5.0,0.0,13,8.0,False
2020,Ginger FC,malle_dips_pouches,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,Big Sack Jack,7.0,6.0,0.0,13,7.0,False
2020,Joe Mantegna,Ginger FC,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,Joe Mantegna,7.0,6.0,0.0,13,7.0,True
2020,Joe Mantegna,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,Pop Lockett Drop it,5.0,8.0,0.0,13,5.0,False
2020,Joe Mantegna,Post Mahomes,8.0,5.0,0.0,13,8.0,False
2020,Joe Mantegna,The Big Gronkowski,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,ThreatLevelMidnight,2.0,11.0,0.0,13,2.0,False
2020,Joe Mantegna,Uncle Rico,7.0,6.0,0.0,13,7.0,False
2020,Joe Mantegna,Voldemort,6.0,7.0,0.0,13,6.0,False
2020,Joe Mantegna,malle_dips_pouches,5.0,8.0,0.0,13,5.0,False
2020,Malle ❤️ 🐸,Big Sack Jack,10.0,3.0,0.0,13,10.0,False
2020,Malle ❤️ 🐸,Ginger FC,7.0,6.0,0.0,13,7.0,False
2020,Malle ❤️ 🐸,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2020,Malle ❤️ 🐸,Malle ❤️ 🐸,8.0,5.0,0.0,13,8.0,True
2020,Malle ❤️ 🐸,Patty Primetimes,9.0,4.0,0.0,13,9.0,False
2020,Malle ❤️ 🐸,Pop Lockett Drop it,10.0,3.0,0.0,13,10.0,False
2020,Malle ❤️ 🐸,Post Mahomes,12.0,1.0,0.0,13,12.0,False
2020,Malle ❤️ 🐸,The Big Gronkowski,11.0,2.0,0.0,13,11.0,False
2020,Malle ❤️ 🐸,ThreatLevelMidnight,8.0,5.0,0.0,13,8.0,False
2020,Malle ❤️ 🐸,Uncle Rico,12.0,1.0,0.0,13,12.0,False
2020,Malle ❤️ 🐸,Voldemort,11.0,2.0,0.0,13,11.0,False
2020,Malle ❤️ 🐸,malle_dips_pouches,8.0,5.0,0.0,13,8.0,False
2020,Patty Primetimes,Big Sack Jack,4.0,9.0,0.0,13,4.0,False
2020,Patty Primetimes,Ginger FC,3.0,10.0,0.0,13,3.0,False
2020,Patty Primetimes,Joe Mantegna,2.0,11.0,0.0,13,2.0,False
2020,Patty Primetimes,Malle ❤️ 🐸,4.0,9.0,0.0,13,4.0,False
2020,Patty Primetimes,Patty Primetimes,3.0,10.0,0.0,13,3.0,True
2020,Patty Primetimes,Pop Lockett Drop it,4.0,9.0,0.0,13,4.0,False
2020,Patty Primetimes,Post Mahomes,6.0,7.0,0.0,13,6.0,False
2020,Patty Primetimes,The Big Gronkowski,2.0,11.0,0.0,13,2.0,False
2020,Patty Primetimes,ThreatLevelMidnight,2.0,11.0,0.0,13,2.0,False
2020,Patty Primetimes,Uncle Rico,8.0,5.0,0.0,13,8.0,False
2020,Patty Primetimes,Voldemort,7.0,6.0,0.0,13,7.0,False
2020,Patty Primetimes,malle_dips_pouches,5.0,8.0,0.0,13,5.0,False
2020,Pop Lockett Drop it,Big Sack Jack,10.0,3.0,0.0,13,10.0,False
2020,Pop Lockett Drop it,Ginger FC,8.0,5.0,0.0,13,8.0,False
2020,Pop Lockett Drop it,Joe Mantegna,8.0,5.0,0.0,13,8.0,False
2020,Pop Lockett Drop it,Malle ❤️ 🐸,7.0,6.0,0.0,13,7.0,False
2020,Pop Lockett Drop it,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2020,Pop Lockett Drop it,Pop Lockett Drop it,10.0,3.0,0.0,13,10.0,True
2020,Pop Lockett Drop it,Post Mahomes,10.0,3.0,0.0,13,10.0,False
2020,Pop Lockett Drop it,The Big Gronkowski,10.0,3.0,0.0,13,10.0,False
2020,Pop Lockett Drop it,ThreatLevelMidnight,4.0,9.0,0.0,13,4.0,False
2020,Pop Lockett Drop it,Uncle Rico,10.0,3.0,0.0,13,10.0,False
2020,Pop Lockett Drop it,Voldemort,7.0,6.0,0.0,13,7.0,False
2020,Pop Lockett Drop it,malle_dips_pouches,6.0,7.0,0.0,13,6.0,False
2020,Post Mahomes,Big Sack Jack,7.0,6.0,0.0,13,7.0,False
2020,Post Mahomes,Ginger FC,6.0,7.0,0.0,13,6.0,False
2020,Post Mahomes,Joe Mantegna,5.0,8.0,0.0,13,5.0,False
2020,Post Mahomes,Malle ❤️ 🐸,5.0,8.0,0.0,13,5.0,False
2020,Post Mahomes,Patty Primetimes,6.0,7.0,0.0,13,6.0,False
2020,Post Mahomes,Pop Lockett Drop it,6.0,7.0,0.0,13,6.0,False
2020,Post Mahomes,Post Mahomes,6.0,7.0,0.0,13,6.0,True
2020,Post Mahomes,The Big Gronkowski,8.0,5.0,0.0,13,8.0,False
2020,Post Mahomes,ThreatLevelMidnight,3.0,10.0,0.0,13,3.0,False
2020,Post Mahomes,Uncle Rico,8.0,5.0,0.0,13,8.0,False
2020,Post Mahomes,Voldemort,8.0,5.0,0.0,13,8.0,False
2020,Post Mahomes,malle_dips_pouches,3.0,10.0,0.0,13,3.0,False
2020,The Big Gronkowski,Big Sack Jack,8.0,5.0,0.0,13,8.0,False
2020,The Big Gronkowski,Ginger FC,6.0,7.0,0.0,13,6.0,False
2020,The Big Gronkowski,Joe Mantegna,8.0,5.0,0.0,13,8.0,False
2020,The Big Gronkowski,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2020,The Big Gronkowski,Patty Primetimes,5.0,8.0,0.0,13,5.0,False
2020,The Big Gronkowski,Pop Lockett Drop it,4.0,9.0,0.0,13,4.0,False
2020,The Big Gronkowski,Post Mahomes,8.0,5.0,0.0,13,8.0,False
2020,The Big Gronkowski,The Big Gronkowski,8.0,5.0,0.0,13,8.0,True
2020,The Big Gronkowski,ThreatLevelMidnight,4.0,9.0,0.0,13,4.0,False
2020,The Big Gronkowski,Uncle Rico,9.0,4.0,0.0,13,9.0,False
2020,The Big Gronkowski,Voldemort,9.0,4.0,0.0,13,9.0,False
2020,The Big Gronkowski,malle_dips_pouches,5.0,8.0,0.0,13,5.0,False
2020,ThreatLevelMidnight,Big Sack Jack,9.0,4.0,0.0,13,9.0,False
2020,ThreatLevelMidnight,Ginger FC,4.0,9.0,0.0,13,4.0,False
2020,ThreatLevelMidnight,Joe Mantegna,8.0,5.0,0.0,13,8.0,False
2020,ThreatLevelMidnight,Malle ❤️ 🐸,5.0,8.0,0.0,13,5.0,False
2020,ThreatLevelMidnight,Patty Primetimes,7.0,6.0,0.0,13,7.0,False
2020,ThreatLevelMidnight,Pop Lockett Drop it,5.0,8.0,0.0,13,5.0,False
2020,ThreatLevelMidnight,Post Mahomes,9.0,4.0,0.0,13,9.0,False
2020,ThreatLevelMidnight,The Big Gronkowski,6.0,7.0,0.0,13,6.0,False
2020,ThreatLevelMidnight,ThreatLevelMidnight,3.0,10.0,0.0,13,3.0,True
2020,ThreatLevelMidnight,Uncle Rico,8.0,5.0,0.0,13,8.0,False
2020,ThreatLevelMidnight,Voldemort,9.0,4.0,0.0,13,9.0,False
2020,ThreatLevelMidnight,malle_dips_pouches,5.0,8.0,0.0,13,5.0,False
2020,Uncle Rico,Big Sack Jack,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,Ginger FC,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,Joe Mantegna,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,Malle ❤️ 🐸,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,Patty Primetimes,5.0,8.0,0.0,13,5.0,False
2020,Uncle Rico,Pop Lockett Drop it,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,Post Mahomes,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,The Big Gronkowski,6.0,7.0,0.0,13,6.0,False
2020,Uncle Rico,ThreatLevelMidnight,3.0,10.0,0.0,13,3.0,False
2020,Uncle Rico,Uncle Rico,8.0,5.0,0.0,13,8.0,True
2020,Uncle Rico,Voldemort,8.0,5.0,0.0,13,8.0,False
2020,Uncle Rico,malle_dips_pouches,5.0,8.0,0.0,13,5.0,False
2020,Voldemort,Big Sack Jack,9.0,4.0,0.0,13,9.0,False
2020,Voldemort,Ginger FC,8.0,5.0,0.0,13,8.0,False
2020,Voldemort,Joe Mantegna,7.0,6.0,0.0,13,7.0,False
2020,Voldemort,Malle ❤️ 🐸,8.0,5.0,0.0,13,8.0,False
2020,Voldemort,Patty Primetimes,7.0,6.0,0.0,13,7.0,False
2020,Voldemort,Pop Lockett Drop it,10.0,3.0,0.0,13,10.0,False
2020,Voldemort,Post Mahomes,9.0,4.0,0.0,13,9.0,False
2020,Voldemort,The Big Gronkowski,7.0,6.0,0.0,13,7.0,False
2020,Voldemort,ThreatLevelMidnight,5.0,8.0,0.0,13,5.0,False
2020,Voldemort,Uncle Rico,10.0,3.0,0.0,13,10.0,False
2020,Voldemort,Voldemort,9.0,4.0,0.0,13,9.0,True
2020,Voldemort,malle_dips_pouches,8.0,5.0,0.0,13,8.0,False
2020,malle_dips_pouches,Big Sack Jack,6.0,7.0,0.0,13,6.0,False
2020,malle_dips_pouches,Ginger FC,6.0,7.0,0.0,13,6.0,False
2020,malle_dips_pouches,Joe Mantegna,5.0,8.0,0.0,13,5.0,False
2020,malle_dips_pouches,Malle ❤️ 🐸,4.0,9.0,0.0,13,4.0,False
2020,malle_dips_pouches,Patty Primetimes,4.0,9.0,0.0,13,4.0,False
2020,malle_dips_pouches,Pop Lockett Drop it,4.0,9.0,0.0,13,4.0,False
2020,malle_dips_pouches,Post Mahomes,9.0,4.0,0.0,13,9.0,False
2020,malle_dips_pouches,The Big Gronkowski,6.0,7.0,0.0,13,6.0,False
2020,malle_dips_pouches,ThreatLevelMidnight,2.0,11.0,0.0,13,2.0,False
2020,malle_dips_pouches,Uncle Rico,9.0,4.0,0.0,13,9.0,False
2020,malle_dips_pouches,Voldemort,8.0,5.0,0.0,13,8.0,False
2020,malle_dips_pouches,malle_dips_pouches,5.0,8.0,0.0,13,5.0,True
2021,Big Sack Jack,Big Sack Jack,3.0,11.0,0.0,14,3.0,True
2021,Big Sack Jack,Ginger FC,2.0,12.0,0.0,14,2.0,False
2021,Big Sack Jack,Joe Mantegna,6.0,8.0,0.0,14,6.0,False
2021,Big Sack Jack,Malle ❤️ 🐸,8.0,6.0,0.0,14,8.0,False
2021,Big Sack Jack,Patty Primetimes,3.0,11.0,0.0,14,3.0,False
2021,Big Sack Jack,Pop Lockett Drop it,7.0,7.0,0.0,14,7.0,False
2021,Big Sack Jack,Post Mahomes,5.0,9.0,0.0,14,5.0,False
2021,Big Sack Jack,The Big Gronkowski,3.0,11.0,0.0,14,3.0,False
2021,Big Sack Jack,ThreatLevelMidnight,4.0,10.0,0.0,14,4.0,False
2021,Big Sack Jack,Uncle Rico,5.0,9.0,0.0,14,5.0,False
2021,Big Sack Jack,Voldemort,6.0,8.0,0.0,14,6.0,False
2021,Big Sack Jack,malle_dips_pouches,6.0,8.0,0.0,14,6.0,False
2021,Ginger FC,Big Sack Jack,8.0,6.0,0.0,14,8.0,False
2021,Ginger FC,Ginger FC,5.0,9.0,0.0,14,5.0,True
2021,Ginger FC,Joe Mantegna,9.0,5.0,0.0,14,9.0,False
2021,Ginger FC,Malle ❤️ 🐸,8.0,6.0,0.0,14,8.0,False
2021,Ginger FC,Patty Primetimes,7.0,7.0,0.0,14,7.0,False
2021,Ginger FC,Pop Lockett Drop it,9.0,5.0,0.0,14,9.0,False
2021,Ginger FC,Post Mahomes,8.0,6.0,0.0,14,8.0,False
2021,Ginger FC,The Big Gronkowski,6.0,8.0,0.0,14,6.0,False
2021,Ginger FC,ThreatLevelMidnight,8.0,6.0,0.0,14,8.0,False
2021,Ginger FC,Uncle Rico,5.0,9.0,0.0,14,5.0,False
2021,Ginger FC,Voldemort,7.0,7.0,0.0,14,7.0,False
2021,Ginger FC,malle_dips_pouches,8.0,6.0,0.0,14,8.0,False
2021,Joe Mantegna,Big Sack Jack,5.0,9.0,0.0,14,5.0,False
2021,Joe Mantegna,Ginger FC,7.0,7.0,0.0,14,7.0,False
2021,Joe Mantegna,Joe Mantegna,9.0,5.0,0.0,14,9.0,True
2021,Joe Mantegna,Malle ❤️ 🐸,10.0,4.0,0.0,14,10.0,False
2021,Joe Mantegna,Patty Primetimes,5.0,9.0,0.0,14,5.0,False
2021,Joe Mantegna,Pop Lockett Drop it,7.0,7.0,0.0,14,7.0,False
2021,Joe Mantegna,Post Mahomes,8.0,6.0,0.0,14,8.0,False
2021,Joe Mantegna,The Big Gronkowski,8.0,6.0,0.0,14,8.0,False
2021,Joe Mantegna,ThreatLevelMidnight,6.0,8.0,0.0,14,6.0,False
2021,Joe Mantegna,Uncle Rico,6.0,8.0,0.0,14,6.0,False
2021,Joe Mantegna,Voldemort,8.0,6.0,0.0,14,8.0,False
2021,Joe Mantegna,malle_dips_pouches,9.0,5.0,0.0,14,9.0,False
2021,Malle ❤️ 🐸,Big Sack Jack,7.0,7.0,0.0,14,7.0,False
2021,Malle ❤️ 🐸,Ginger FC,6.0,8.0,0.0,14,6.0,False
2021,Malle ❤️ 🐸,Joe Mantegna,8.0,6.0,0.0,14,8.0,False
2021,Malle ❤️ 🐸,Malle ❤️ 🐸,11.0,3.0,0.0,14,11.0,True
2021,Malle ❤️ 🐸,Patty Primetimes,8.0,6.0,0.0,14,8.0,False
2021,Malle ❤️ 🐸,Pop Lockett Drop it,11.0,3.0,0.0,14,11.0,False
2021,Malle ❤️ 🐸,Post Mahomes,7.0,7.0,0.0,14,7.0,False
2021,Malle ❤️ 🐸,The Big Gronkowski,5.0,9.0,0.0,14,5.0,False
2021,Malle ❤️ 🐸,ThreatLevelMidnight,11.0,3.0,0.0,14,11.0,False
2021,Malle ❤️ 🐸,Uncle Rico,7.0,7.0,0.0,14,7.0,False
2021,Malle ❤️ 🐸,Voldemort,8.0,6.0,0.0,14,8.0,False
2021,Malle ❤️ 🐸,malle_dips_pouches,6.0,8.0,0.0,14,6.0,False
2021,Patty Primetimes,Big Sack Jack,6.0,8.0,0.0,14,6.0,False
2021,Patty Primetimes,Ginger FC,4.0,10.0,0.0,14,4.0,False
2021,Patty Primetimes,Joe Mantegna,9.0,5.0,0.0,14,9.0,False
2021,Patty Primetimes,Malle ❤️ 🐸,9.0,5.0,0.0,14,9.0,False
2021,Patty Primetimes,Patty Primetimes,6.0,8.0,0.0,14,6.0,True
2021,Patty Primetimes,Pop Lockett Drop it,6.0,8.0,0.0,14,6.0,False
2021,Patty Primetimes,Post Mahomes,5.0,9.0,0.0,14,5.0,False
2021,Patty Primetimes,The Big Gronkowski,5.0,9.0,0.0,14,5.0,False
2021,Patty Primetimes,ThreatLevelMidnight,8.0,6.0,0.0,14,8.0,False
2021,Patty Primetimes,Uncle Rico,5.0,9.0,0.0,14,5.0,False
2021,Patty Primetimes,Voldemort,7.0,7.0,0.0,14,7.0,False
2021,Patty Primetimes,malle_dips_pouches,3.0,11.0,0.0,14,3.0,False
2021,Pop Lockett Drop it,Big Sack Jack,4.0,10.0,0.0,14,4.0,False
2021,Pop Lockett Drop it,Ginger FC,5.0,9.0,0.0,14,5.0,False
2021,Pop Lockett Drop it,Joe Mantegna,5.0,9.0,0.0,14,5.0,False
2021,Pop Lockett Drop it,Malle ❤️ 🐸,8.0,6.0,0.0,14,8.0,False
2021,Pop Lockett Drop it,Patty Primetimes,6.0,8.0,0.0,14,6.0,False
2021,Pop Lockett Drop it,Pop Lockett Drop it,7.0,7.0,0.0,14,7.0,True
2021,Pop Lockett Drop it,Post Mahomes,5.0,9.0,0.0,14,5.0,False
2021,Pop Lockett Drop it,The Big Gronkowski,6.0,8.0,0.0,14,6.0,False
2021,Pop Lockett Drop it,ThreatLevelMidnight,3.0,11.0,0.0,14,3.0,False
2021,Pop Lockett Drop it,Uncle Rico,6.0,8.0,0.0,14,6.0,False
2021,Pop Lockett Drop it,Voldemort,7.0,7.0,0.0,14,7.0,False
2021,Pop Lockett Drop it,malle_dips_pouches,6.0,8.0,0.0,14,6.0,False
2021,Post Mahomes,Big Sack Jack,5.0,9.0,0.0,14,5.0,False
2021,Post Mahomes,Ginger FC,5.0,9.0,0.0,14,5.0,False
2021,Post Mahomes,Joe Mantegna,8.0,6.0,0.0,14,8.0,False
2021,Post Mahomes,Malle ❤️ 🐸,10.0,4.0,0.0,14,10.0,False
2021,Post Mahomes,Patty Primetimes,6.0,8.0,0.0,14,6.0,False
2021,Post Mahomes,Pop Lockett Drop it,8.0,6.0,0.0,14,8.0,False
2021,Post Mahomes,Post Mahomes,8.0,6.0,0.0,14,8.0,True
2021,Post Mahomes,The Big Gronkowski,8.0,6.0,0.0,14,8.0,False
2021,Post Mahomes,ThreatLevelMidnight,9.0,5.0,0.0,14,9.0,False
2021,Post Mahomes,Uncle Rico,4.0,10.0,0.0,14,4.0,False
2021,Post Mahomes,Voldemort,10.0,4.0,0.0,14,10.0,False
2021,Post Mahomes,malle_dips_pouches,9.0,5.0,0.0,14,9.0,False
2021,The Big Gronkowski,Big Sack Jack,8.0,6.0,0.0,14,8.0,False
2021,The Big Gronkowski,Ginger FC,8.0,6.0,0.0,14,8.0,False
2021,The Big Gronkowski,Joe Mantegna,9.0,5.0,0.0,14,9.0,False
