year,week,fantasy_team,opponent,score,opponent_score,canonical_team,canonical_opponent,margin,win,loss,tie,all_play_wins,all_play_losses,all_play_ties,expected_win_rate,weekly_score_rank,teams_that_week,bad_beat_value,bad_beat,severe_bad_beat,brutal_bad_beat,lucky_win,severe_lucky_win
2023,7,malle_dips_pouches,Ginger FC,76.1,67.48,malle_dips_pouches,Ginger FC,8.61999999999999,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2017,7,Dillon Panthers,Ur The Best Bellows,77.54,60.26,Dillon Panthers,Joe Mantegna,17.28000000000001,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2024,5,Buttermilk Puuump,Voldemort,79.26,79.04,Buttermilk Puuump,Voldemort,0.21999999999999886,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2019,10,The Big Gronkowski,malle_dips_pouches,79.38,79.32,The Big Gronkowski,malle_dips_pouches,0.060000000000002274,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2023,1,malle_dips_pouches,Uncle Rico,80.64,52.38,malle_dips_pouches,Uncle Rico,28.259999999999998,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2025,6,Joe Mantegna,Pop Lockett Drop it,81.36,76.74,Joe Mantegna,Pop Lockett Drop it,4.6200000000000045,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2019,4,Post Mahomes,Ginger FC,81.4,62.54,Post Mahomes,Ginger FC,18.860000000000007,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2021,9,Malle ❤️ 🐸,Big Sack Jack,82.98,75.24,Malle ❤️ 🐸,Big Sack Jack,7.740000000000009,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2018,12,Uncle Rico,Joe Mantegna,83.2,67.8,Uncle Rico,Joe Mantegna,15.400000000000006,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2019,8,The Big Gronkowski,Ginger FC,83.3,71.7,The Big Gronkowski,Ginger FC,11.599999999999994,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2018,1,The Big Gronkowski,Malle ❤️ 🐸,83.66,79.84,The Big Gronkowski,Malle ❤️ 🐸,3.819999999999993,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2025,11,malle_dips_pouches,Voldemort,85.7,81.54,malle_dips_pouches,Voldemort,4.159999999999997,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2023,14,Patty Primetimes,Uncle Rico,85.8,75.22,Patty Primetimes,Uncle Rico,10.579999999999998,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2020,12,The Big Gronkowski,Malle ❤️ 🐸,85.82,82.04,The Big Gronkowski,Malle ❤️ 🐸,3.779999999999987,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2025,14,Ginger FC,malle_dips_pouches,87.56,79.5,Ginger FC,malle_dips_pouches,8.060000000000002,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2022,2,Ginger FC,Post Mahomes,88.18,80.3,Ginger FC,Post Mahomes,7.88000000000001,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2022,13,ThreatLevelMidnight,Patty Primetimes,88.2,87.44,ThreatLevelMidnight,Patty Primetimes,0.7600000000000051,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2024,9,malle_dips_pouches,Buttermilk Puuump,88.58,77.7,malle_dips_pouches,Buttermilk Puuump,10.879999999999995,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2024,2,malle_dips_pouches,Patty Primetimes,89.0,83.86,malle_dips_pouches,Patty Primetimes,5.140000000000001,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2020,1,Uncle Rico,Voldemort,91.28,91.14,Uncle Rico,Voldemort,0.14000000000000057,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2025,13,Malle ❤️ 🐸,Voldemort,91.96,50.62,Malle ❤️ 🐸,Voldemort,41.339999999999996,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2022,14,Ginger FC,Pop Lockett Drop it,93.56,70.76,Ginger FC,Pop Lockett Drop it,22.799999999999997,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2018,5,The Big Gronkowski,PickUpYourBratsMalle,93.86,86.94,The Big Gronkowski,ThreatLevelMidnight,6.920000000000002,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2021,6,Patty Primetimes,Joe Mantegna,97.32,79.8,Patty Primetimes,Joe Mantegna,17.519999999999996,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2024,6,Malle ❤️ 🐸,The Big Gronkowski,98.36,62.22,Malle ❤️ 🐸,The Big Gronkowski,36.14,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2022,4,Post Mahomes,Pop Lockett Drop it,105.2,98.62,Post Mahomes,Pop Lockett Drop it,6.579999999999998,1,0,0,2.0,9.0,0.0,0.18181818181818182,10.0,12.0,-0.8181818181818181,0,0,0,1,1
2017,8,malle_dips_pouches,Dillon Panthers,76.22,64.16,malle_dips_pouches,Dillon Panthers,12.060000000000002,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2022,3,Post Mahomes,ThreatLevelMidnight,82.24,61.54,Post Mahomes,ThreatLevelMidnight,20.699999999999996,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2019,6,Malle ❤️ 🐸,ThreatLevelMidnight,83.62,81.62,Malle ❤️ 🐸,ThreatLevelMidnight,2.0,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2020,8,malle_dips_pouches,Uncle Rico,86.36,79.02,malle_dips_pouches,Uncle Rico,7.340000000000003,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2020,12,Post Mahomes,Patty Primetimes,87.02,81.08,Post Mahomes,Patty Primetimes,5.939999999999998,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2018,7,The Big Gronkowski,Post Mahomes,87.64,86.66,The Big Gronkowski,Post Mahomes,0.980000000000004,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2022,11,Big Sack Jack,Post Mahomes,89.8,77.48,Big Sack Jack,Post Mahomes,12.319999999999993,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2023,6,Uncle Rico,The Big Gronkowski,92.2,81.88,Uncle Rico,The Big Gronkowski,10.320000000000007,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2024,1,Malle ❤️ 🐸,Buttermilk Puuump,92.62,79.98,Malle ❤️ 🐸,Buttermilk Puuump,12.64,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2019,3,ThreatLevelMidnight,Big Sack Jack,93.12,85.64,ThreatLevelMidnight,Big Sack Jack,7.480000000000004,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2024,7,Patty Primetimes,Voldemort,94.04,89.92,Patty Primetimes,Voldemort,4.1200000000000045,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2025,2,Patty Primetimes,Post Mahomes,95.22,92.58,Patty Primetimes,Post Mahomes,2.6400000000000006,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2023,4,Joe Mantegna,Malle ❤️ 🐸,96.5,75.46,Joe Mantegna,Malle ❤️ 🐸,21.040000000000006,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2024,4,Malle ❤️ 🐸,malle_dips_pouches,96.82,68.38,Malle ❤️ 🐸,malle_dips_pouches,28.439999999999998,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2025,4,Ginger FC,The Big Gronkowski,97.52,90.42,Ginger FC,The Big Gronkowski,7.099999999999994,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2022,10,The Big Gronkowski,Patty Primetimes,98.18,88.04,The Big Gronkowski,Patty Primetimes,10.14,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2021,3,Voldemort,Malle ❤️ 🐸,99.62,94.08,Voldemort,Malle ❤️ 🐸,5.540000000000006,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2020,5,Post Mahomes,Uncle Rico,102.1,65.12,Post Mahomes,Uncle Rico,36.97999999999999,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2020,7,The Big Gronkowski,Ginger FC,103.5,101.02,The Big Gronkowski,Ginger FC,2.480000000000004,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2025,5,Patty Primetimes,The Big Gronkowski,107.12,66.12,Patty Primetimes,The Big Gronkowski,41.0,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2022,8,Voldemort,Joe Mantegna,107.72,87.82,Voldemort,Joe Mantegna,19.900000000000006,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2024,8,malle_dips_pouches,The Big Gronkowski,110.34,82.36,malle_dips_pouches,The Big Gronkowski,27.980000000000004,1,0,0,3.0,8.0,0.0,0.2727272727272727,9.0,12.0,-0.7272727272727273,0,0,0,1,0
2024,14,Post Mahomes,Ginger FC,103.32,99.04,Post Mahomes,Ginger FC,4.279999999999987,1,0,0,3.0,7.0,1.0,0.3181818181818182,8.0,12.0,-0.6818181818181819,0,0,0,1,0
2017,10,Pop Lockett Drop it,malle_dips_pouches,66.5,65.74,Pop Lockett Drop it,malle_dips_pouches,0.7600000000000051,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,3,PickUpYourBratsMalle,Ginger FC,76.72,66.76,ThreatLevelMidnight,Ginger FC,9.959999999999994,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,2,Ur The Best Bellows,Big Sack Jack,80.08,73.54,Joe Mantegna,Big Sack Jack,6.539999999999992,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2023,1,You Better Park It,Ginger FC,85.42,85.26,Buttermilk Puuump,Ginger FC,0.1599999999999966,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,13,malle_dips_pouches,Malle ❤️ 🐸,87.58,67.98,malle_dips_pouches,Malle ❤️ 🐸,19.599999999999994,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2019,4,Joe Mantegna,Malle ❤️ 🐸,87.9,73.12,Joe Mantegna,Malle ❤️ 🐸,14.780000000000001,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,8,Joe Mantegna,Pop Lockett Drop it,88.42,75.24,Joe Mantegna,Pop Lockett Drop it,13.180000000000007,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2024,10,Patty Primetimes,Ginger FC,89.68,79.74,Patty Primetimes,Ginger FC,9.940000000000012,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,4,Pop Lockett Drop it,Big Sack Jack,90.18,71.88,Pop Lockett Drop it,Big Sack Jack,18.30000000000001,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2022,11,Malle ❤️ 🐸,Patty Primetimes,90.2,84.96,Malle ❤️ 🐸,Patty Primetimes,5.240000000000009,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2020,10,Joe Mantegna,Ginger FC,90.62,76.12,Joe Mantegna,Ginger FC,14.5,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2023,11,You Better Park It,Patty Primetimes,91.06,90.8,Buttermilk Puuump,Patty Primetimes,0.2600000000000051,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2025,10,Voldemort,Buttermilk Puuump,91.12,87.94,Voldemort,Buttermilk Puuump,3.180000000000007,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,9,ThreatLevelMidnight,Pop Lockett Drop it,91.36,89.56,ThreatLevelMidnight,Pop Lockett Drop it,1.7999999999999972,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,9,PickUpYourBratsMalle,Dillon Panthers,92.16,79.04,ThreatLevelMidnight,Dillon Panthers,13.11999999999999,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,7,malle_dips_pouches,Uncle Rico,93.78,73.24,malle_dips_pouches,Uncle Rico,20.540000000000006,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2019,8,Patty Primetimes,Uncle Rico,94.16,69.9,Patty Primetimes,Uncle Rico,24.25999999999999,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2025,13,malle_dips_pouches,Buttermilk Puuump,95.0,94.94,malle_dips_pouches,Buttermilk Puuump,0.060000000000002274,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,6,Malle ❤️ 🐸,PickUpYourBratsMalle,95.06,92.92,Malle ❤️ 🐸,ThreatLevelMidnight,2.1400000000000006,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,12,Ginger FC,Dillon Panthers,95.26,92.24,Ginger FC,Dillon Panthers,3.0200000000000102,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2022,6,Post Mahomes,Malle ❤️ 🐸,95.36,75.0,Post Mahomes,Malle ❤️ 🐸,20.36,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,5,malle_dips_pouches,Ginger FC,95.54,88.24,malle_dips_pouches,Ginger FC,7.300000000000011,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,10,Malle ❤️ 🐸,malle_dips_pouches,95.6,91.32,Malle ❤️ 🐸,malle_dips_pouches,4.280000000000001,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,8,Ginger FC,The Big Gronkowski,95.94,83.2,Ginger FC,The Big Gronkowski,12.739999999999995,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,13,Big Sack Jack,Pop Lockett Drop it,96.36,65.36,Big Sack Jack,Pop Lockett Drop it,31.0,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,11,Ginger FC,Ur The Best Bellows,96.94,43.9,Ginger FC,Joe Mantegna,53.04,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2025,9,malle_dips_pouches,The Big Gronkowski,97.58,85.5,malle_dips_pouches,The Big Gronkowski,12.079999999999998,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2023,10,Post Mahomes,Ginger FC,98.3,74.94,Post Mahomes,Ginger FC,23.36,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,1,malle_dips_pouches,Pop Lockett Drop it,98.42,80.14,malle_dips_pouches,Pop Lockett Drop it,18.28,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,4,The Big Gronkowski,Dillon Panthers,98.5,93.18,The Big Gronkowski,Dillon Panthers,5.319999999999993,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2018,11,Uncle Rico,Voldemort,98.68,71.98,Uncle Rico,Voldemort,26.700000000000003,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2024,12,Voldemort,malle_dips_pouches,99.32,88.8,Voldemort,malle_dips_pouches,10.519999999999996,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2025,6,The Big Gronkowski,Voldemort,99.84,72.0,The Big Gronkowski,Voldemort,27.840000000000003,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2025,7,Voldemort,Patty Primetimes,100.34,79.18,Voldemort,Patty Primetimes,21.159999999999997,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2022,7,Post Mahomes,malle_dips_pouches,100.72,96.0,Post Mahomes,malle_dips_pouches,4.719999999999999,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,4,Joe Mantegna,Malle ❤️ 🐸,101.18,95.46,Joe Mantegna,Malle ❤️ 🐸,5.720000000000013,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,3,Big Sack Jack,Post Mahomes,101.4,85.74,Big Sack Jack,Post Mahomes,15.66000000000001,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2024,5,Joe Mantegna,Ginger FC,102.18,76.86,Joe Mantegna,Ginger FC,25.320000000000007,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2023,14,The Big Gronkowski,You Better Park It,103.74,87.34,The Big Gronkowski,Buttermilk Puuump,16.39999999999999,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2024,11,The Big Gronkowski,Joe Mantegna,105.24,90.86,The Big Gronkowski,Joe Mantegna,14.379999999999995,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2019,5,Voldemort,Joe Mantegna,105.44,64.86,Voldemort,Joe Mantegna,40.58,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2020,1,Patty Primetimes,Post Mahomes,105.7,100.4,Patty Primetimes,Post Mahomes,5.299999999999997,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2020,4,Voldemort,Patty Primetimes,105.78,80.72,Voldemort,Patty Primetimes,25.060000000000002,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2020,13,Uncle Rico,Joe Mantegna,107.28,87.98,Uncle Rico,Joe Mantegna,19.299999999999997,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2021,1,Joe Mantegna,malle_dips_pouches,107.28,98.48,Joe Mantegna,malle_dips_pouches,8.799999999999997,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2022,12,Joe Mantegna,Post Mahomes,108.76,92.06,Joe Mantegna,Post Mahomes,16.700000000000003,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2023,12,Pop Lockett Drop it,Patty Primetimes,110.66,97.62,Pop Lockett Drop it,Patty Primetimes,13.039999999999992,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2020,3,Big Sack Jack,Post Mahomes,121.8,113.4,Big Sack Jack,Post Mahomes,8.399999999999991,1,0,0,4.0,7.0,0.0,0.36363636363636365,8.0,12.0,-0.6363636363636364,0,0,0,1,0
2017,1,Ginger FC,Dillon Panthers,71.94,65.24,Ginger FC,Dillon Panthers,6.700000000000003,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,11,Pop Lockett Drop it,ThreatLevelMidnight,78.62,67.88,Pop Lockett Drop it,ThreatLevelMidnight,10.740000000000009,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,12,Ginger FC,Dillon Panthers,81.56,80.8,Ginger FC,Dillon Panthers,0.7600000000000051,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,8,Hello Harvard,Big Sack Jack,83.92,62.82,Hello Harvard,Big Sack Jack,21.1,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,5,Ginger FC,malle_dips_pouches,84.12,59.94,Ginger FC,malle_dips_pouches,24.180000000000007,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,9,Ginger FC,Malle ❤️ 🐸,85.72,68.86,Ginger FC,Malle ❤️ 🐸,16.86,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,13,Big Sack Jack,Patty Primetimes,86.14,81.9,Big Sack Jack,Patty Primetimes,4.239999999999995,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2022,3,Pop Lockett Drop it,Ginger FC,89.18,79.36,Pop Lockett Drop it,Ginger FC,9.820000000000007,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,6,Pop Lockett Drop it,Malle ❤️ 🐸,89.52,82.78,Pop Lockett Drop it,Malle ❤️ 🐸,6.739999999999995,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2020,8,Voldemort,Post Mahomes,89.52,74.84,Voldemort,Post Mahomes,14.679999999999993,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2023,9,malle_dips_pouches,Joe Mantegna,89.52,86.8,malle_dips_pouches,Joe Mantegna,2.719999999999999,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,2,malle_dips_pouches,Joe Mantegna,89.66,76.74,malle_dips_pouches,Joe Mantegna,12.920000000000002,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,4,The Big Gronkowski,Dillon Panthers,90.24,71.06,The Big Gronkowski,Dillon Panthers,19.179999999999993,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,7,Pop Lockett Drop it,Malle ❤️ 🐸,90.24,63.46,Pop Lockett Drop it,Malle ❤️ 🐸,26.779999999999994,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,6,Big Sack Jack,Ginger FC,92.36,87.2,Big Sack Jack,Ginger FC,5.159999999999997,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2019,12,Big Sack Jack,Joe Mantegna,93.0,81.64,Big Sack Jack,Joe Mantegna,11.36,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2018,3,malle_dips_pouches,Post Mahomes,93.16,72.76,malle_dips_pouches,Post Mahomes,20.39999999999999,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2017,7,malle_dips_pouches,Hello Harvard,94.48,81.8,malle_dips_pouches,Hello Harvard,12.680000000000007,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2024,1,ThreatLevelMidnight,The Big Gronkowski,95.38,94.86,ThreatLevelMidnight,The Big Gronkowski,0.519999999999996,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2025,9,Patty Primetimes,Buttermilk Puuump,98.52,88.62,Patty Primetimes,Buttermilk Puuump,9.899999999999991,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2022,9,Joe Mantegna,Big Sack Jack,100.3,91.84,Joe Mantegna,Big Sack Jack,8.459999999999994,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2023,4,ThreatLevelMidnight,Patty Primetimes,100.56,98.18,ThreatLevelMidnight,Patty Primetimes,2.3799999999999955,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2018,11,Pop Lockett Drop it,PickUpYourBratsMalle,100.74,81.08,Pop Lockett Drop it,ThreatLevelMidnight,19.659999999999997,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2021,12,Joe Mantegna,malle_dips_pouches,102.12,60.42,Joe Mantegna,malle_dips_pouches,41.7,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
2022,10,Big Sack Jack,Ginger FC,102.12,74.78,Big Sack Jack,Ginger FC,27.340000000000003,1,0,0,5.0,6.0,0.0,0.45454545454545453,7.0,12.0,-0.5454545454545454,0,0,0,1,0
