metric,source_column,higher_is_better,champion_mean,nonchampion_mean,raw_difference,favorable_standardized_gap,champion_n,nonchampion_n
Winning,win_pct,True,0.7216117216117217,0.4798534798534799,0.2417582417582418,1.378682501748808,9,99
Lineup Efficiency,season_efficiency_pct,True,91.39777777777778,88.57212121212119,2.825656565656587,1.0395727943108068,9,99
Scoring,points_per_game,True,113.81940170940172,103.83446886446887,9.984932844932842,0.9664434465802415,9,99
Bench Management,avg_weekly_points_left,False,10.786666666666667,13.329292929292931,-2.542626262626264,0.8144710720499461,9,99
Draft Value,avg_draft_value,True,-0.3258675252775418,-2.648833532040544,2.322966006763002,0.3135168320852802,9,99
Waiver Value,avg_waiver_value,True,9.82693916272748,11.9095145763425,-2.08257541361502,-0.1766912804011914,8,88
Waiver Positive Value,total_positive_value,True,86.57975139779576,108.93969857682447,-22.35994717902871,-0.3220890018761389,8,88
