year,fantasy_team,edge_position,player,starts,starter_points,player_edge_contribution,team_position_points,team_positional_edge,share_of_position_points,edge_contribution_per_start
2018,Ginger FC 🏆🏆,WR,DeAndre Hopkins,6,81.0,-11.456048039037407,261.70000000000005,-67.96181818181819,0.3095147115017195,-1.9093413398395678
2018,Ginger FC 🏆🏆,WR,Kenny Golladay,7,55.400000000000006,-16.39286816529818,261.70000000000005,-67.96181818181819,0.21169277799006495,-2.341838309328311
2018,Ginger FC 🏆🏆,WR,Devin Funchess,9,65.7,-28.9082467745684,261.70000000000005,-67.96181818181819,0.2510508215513947,-3.212027419396489
2018,Joe Mantegna,QB,Patrick Mahomes,11,337.54,79.27454545454546,379.38,69.84181818181818,0.8897147978280353,7.206776859504132
2018,Joe Mantegna,QB,Deshaun Watson,2,41.84,-9.432727272727274,379.38,69.84181818181818,0.11028520217196479,-4.716363636363637
2018,Joe Mantegna,RB,Giovani Bernard,2,36.2,10.935942402750916,345.0,-47.0690909090909,0.10492753623188407,5.467971201375458
2018,Joe Mantegna,RB,Alfred Morris,5,31.6,2.054026055910087,345.0,-47.0690909090909,0.09159420289855073,0.4108052111820174
2018,Joe Mantegna,RB,Jordan Howard,1,8.0,-0.9307917888563053,345.0,-47.0690909090909,0.02318840579710145,-0.9307917888563053
2018,Joe Mantegna,RB,Frank Gore,3,15.0,-8.850157639754112,345.0,-47.0690909090909,0.043478260869565216,-2.950052546584704
2018,Joe Mantegna,RB,Ito Smith,6,24.6,-12.329812496746916,345.0,-47.0690909090909,0.07130434782608697,-2.0549687494578195
2018,Joe Mantegna,RB,Saquon Barkley,12,229.6,-37.948297442394576,345.0,-47.0690909090909,0.6655072463768116,-3.162358120199548
2018,Joe Mantegna,TE,Zach Ertz,9,108.9,57.27848627339223,162.2,80.42727272727274,0.6713933415536376,6.3642762525991365
2018,Joe Mantegna,TE,George Kittle,5,37.9,12.038710842837768,162.2,80.42727272727274,0.2336621454993835,2.4077421685675535
2018,Joe Mantegna,TE,Jared Cook,2,15.4,11.11007561104273,162.2,80.42727272727274,0.09494451294697905,5.555037805521365
2018,Joe Mantegna,WR,Martavis Bryant,1,0.0,0.0,232.4,-99.92545454545451,0.0,0.0
2018,Joe Mantegna,WR,Corey Davis,5,41.1,-0.11791799571943173,232.4,-99.92545454545451,0.17685025817555938,-0.023583599143886348
2018,Joe Mantegna,WR,Jamison Crowder,2,6.9,-2.8345460500569972,232.4,-99.92545454545451,0.029690189328743545,-1.4172730250284986
2018,Joe Mantegna,WR,Marquez Valdes-Scantling,5,20.4,-11.120876244537971,232.4,-99.92545454545451,0.08777969018932874,-2.2241752489075943
2018,Joe Mantegna,WR,Keelan Cole Sr.,6,16.5,-35.03615421808769,232.4,-99.92545454545451,0.07099827882960413,-5.839359036347948
2018,Joe Mantegna,WR,Julio Jones,12,147.5,-50.81596003705243,232.4,-99.92545454545451,0.6346815834767642,-4.234663336421035
2018,Malle ❤️ 🐸,QB,Ben Roethlisberger,7,195.98,24.512727272727282,353.03999999999996,41.10727272727274,0.5551212327215047,3.5018181818181833
2018,Malle ❤️ 🐸,QB,Cam Newton,3,86.44,10.570909090909097,353.03999999999996,41.10727272727274,0.24484477679583053,3.5236363636363657
2018,Malle ❤️ 🐸,QB,Andrew Luck,3,70.62,6.0236363636363635,353.03999999999996,41.10727272727274,0.20003399048266488,2.007878787878788
2018,Malle ❤️ 🐸,RB,Kenyan Drake,8,52.8,2.222586606825178,325.9,-67.90545454545455,0.16201288738876957,0.27782332585314723
2018,Malle ❤️ 🐸,RB,Isaiah Crowell,2,9.8,-3.6656492263547222,325.9,-67.90545454545455,0.03007057379564284,-1.8328246131773611
2018,Malle ❤️ 🐸,RB,Tevin Coleman,11,110.4,-11.481634866995039,325.9,-67.90545454545455,0.3387542190856091,-1.0437849879086398
2018,Malle ❤️ 🐸,RB,David Johnson,12,152.9,-54.98075705892997,325.9,-67.90545454545455,0.46916231972997857,-4.581729754910831
2018,Malle ❤️ 🐸,TE,Eric Ebron,3,21.7,4.836363636363637,52.2,-39.57272727272726,0.41570881226053635,1.6121212121212123
2018,Malle ❤️ 🐸,TE,Ricky Seals-Jones,4,9.3,-20.66363636363636,52.2,-39.57272727272726,0.1781609195402299,-5.16590909090909
2018,Malle ❤️ 🐸,TE,Cameron Brate,6,21.2,-23.745454545454542,52.2,-39.57272727272726,0.4061302681992337,-3.957575757575757
2018,Malle ❤️ 🐸,WR,T.Y. Hilton,1,3.4,0.7631625703286941,271.4,-57.38000000000001,0.012527634487840826,0.7631625703286941
2018,Malle ❤️ 🐸,WR,Alshon Jeffery,6,48.4,0.5637375164767846,271.4,-57.38000000000001,0.17833456153279292,0.09395625274613077
2018,Malle ❤️ 🐸,WR,Sterling Shepard,7,40.0,-3.075185763786883,271.4,-57.38000000000001,0.14738393515106854,-0.4393122519695547
2018,Malle ❤️ 🐸,WR,Allen Robinson,4,27.700000000000003,-12.534919259288227,271.4,-57.38000000000001,0.10206337509211498,-3.1337298148220567
2018,Malle ❤️ 🐸,WR,Quincy Enunwa,2,5.8,-18.79321287408244,271.4,-57.38000000000001,0.02137067059690494,-9.39660643704122
2018,Malle ❤️ 🐸,WR,Mike Evans,12,146.1,-24.30358218964794,271.4,-57.38000000000001,0.5383198231392778,-2.025298515803995
2018,Pop Lockett Drop it,QB,Matt Ryan,10,280.34,31.598181818181807,340.26,27.165454545454534,0.8238993710691823,3.1598181818181805
2018,Pop Lockett Drop it,QB,Kirk Cousins,2,45.42,4.378181818181819,340.26,27.165454545454534,0.13348615764415447,2.1890909090909094
2018,Pop Lockett Drop it,QB,C.J. Beathard,1,14.5,-8.810909090909092,340.26,27.165454545454534,0.04261447128666314,-8.810909090909092
2018,Pop Lockett Drop it,RB,Kareem Hunt,11,204.2,61.19192665681547,491.2,112.42181818181817,0.4157166123778501,5.562902423346861
2018,Pop Lockett Drop it,RB,James White,7,108.1,48.32503264871933,491.2,112.42181818181817,0.22007328990228012,6.90357609267419
2018,Pop Lockett Drop it,RB,Adrian Peterson,12,147.3,11.719407755034705,491.2,112.42181818181817,0.2998778501628665,0.9766173129195588
2018,Pop Lockett Drop it,RB,Royce Freeman,2,19.799999999999997,7.05321724401479,491.2,112.42181818181817,0.04030944625407166,3.526608622007395
2018,Pop Lockett Drop it,RB,Theo Riddick,2,11.8,-15.867766122766122,491.2,112.42181818181817,0.0240228013029316,-7.933883061383061
2018,Pop Lockett Drop it,TE,Zach Ertz,2,23.4,12.327272727272728,90.9,2.645454545454541,0.2574257425742574,6.163636363636364
2018,Pop Lockett Drop it,TE,Ben Watson,1,10.3,4.363636363636364,90.9,2.645454545454541,0.11331133113311331,4.363636363636364
2018,Pop Lockett Drop it,TE,Jimmy Graham,10,57.2,-14.04545454545455,90.9,2.645454545454541,0.6292629262926293,-1.404545454545455
2018,Pop Lockett Drop it,WR,Golden Tate,9,94.4,11.678022963727631,346.84,24.918181818181807,0.2721716065044401,1.297558107080848
2018,Pop Lockett Drop it,WR,Odell Beckham Jr.,12,157.34,9.739767807452088,346.84,24.918181818181807,0.4536385653327183,0.811647317287674
2018,Pop Lockett Drop it,WR,Adam Thielen,2,27.3,7.2703736065512885,346.84,24.918181818181807,0.07871064467766117,3.6351868032756443
2018,Pop Lockett Drop it,WR,Josh Reynolds,1,14.0,2.4436363636363634,346.84,24.918181818181807,0.04036443316803137,2.4436363636363634
2018,Pop Lockett Drop it,WR,Nelson Agholor,2,17.4,2.0964033080424027,346.84,24.918181818181807,0.05016722408026756,1.0482016540212014
2018,Pop Lockett Drop it,WR,Josh Gordon,2,27.1,0.6660569516170926,346.84,24.918181818181807,0.07813400991811788,0.3330284758085463
2018,Pop Lockett Drop it,WR,Courtland Sutton,1,1.4,0.1855313700384122,346.84,24.918181818181807,0.004036443316803137,0.1855313700384122
2018,Pop Lockett Drop it,WR,Chris Godwin Jr.,1,4.0,-0.13565217391304304,346.84,24.918181818181807,0.011532695190866107,-0.13565217391304304
2018,Pop Lockett Drop it,WR,Robbie Chosen,1,3.9,-9.025958378970428,346.84,24.918181818181807,0.011244377811094454,-9.025958378970428
2018,Post Mahomes,QB,Cam Newton,7,185.18,24.601818181818192,331.96,18.1109090909091,0.5578382937703338,3.514545454545456
2018,Post Mahomes,QB,Andrew Luck,5,131.94,1.9490909090909128,331.96,18.1109090909091,0.3974575250030124,0.38981818181818256
2018,Post Mahomes,QB,Jameis Winston,1,14.84,-8.440000000000005,331.96,18.1109090909091,0.044704181226653816,-8.440000000000005
2018,Post Mahomes,RB,Joe Mixon,10,137.1,25.174292342399077,460.9,79.3672727272727,0.297461488392276,2.517429234239908
2018,Post Mahomes,RB,Ezekiel Elliott,12,209.2,25.114887731757268,460.9,79.3672727272727,0.4538945541332176,2.0929073109797725
2018,Post Mahomes,RB,Mark Ingram II,8,88.2,24.394317888488295,460.9,79.3672727272727,0.19136472119765677,3.049289736061037
2018,Post Mahomes,RB,Phillip Lindsay,3,22.5,4.498320219173522,460.9,79.3672727272727,0.04881753091776958,1.4994400730578406
2018,Post Mahomes,RB,Isaiah Crowell,1,3.9,0.18545454545454532,460.9,79.3672727272727,0.00846170535908006,0.18545454545454532
2018,Post Mahomes,TE,Kyle Rudolph,1,3.8,-1.3000000000000007,56.6,-34.77272727272728,0.06713780918727914,-1.3000000000000007
2018,Post Mahomes,TE,Evan Engram,8,38.7,-12.663636363636366,56.6,-34.77272727272728,0.6837455830388693,-1.5829545454545457
2018,Post Mahomes,TE,Vance McDonald,4,14.1,-20.809090909090912,56.6,-34.77272727272728,0.24911660777385158,-5.202272727272728
2018,Post Mahomes,WR,Michael Thomas,12,156.0,24.81172639534814,358.8,37.96545454545455,0.43478260869565216,2.0676438662790115
2018,Post Mahomes,WR,Sammy Watkins,3,30.799999999999997,15.041243323851784,358.8,37.96545454545455,0.0858416945373467,5.013747774617261
2018,Post Mahomes,WR,DeAndre Hopkins,6,73.8,3.592047142304735,358.8,37.96545454545455,0.20568561872909696,0.5986745237174559
2018,Post Mahomes,WR,T.Y. Hilton,4,41.4,2.7843344185751766,358.8,37.96545454545455,0.11538461538461538,0.6960836046437942
2018,Post Mahomes,WR,John Ross,1,9.9,2.0790311418685117,358.8,37.96545454545455,0.027591973244147156,2.0790311418685117
2018,Post Mahomes,WR,Kenny Golladay,3,34.5,0.985763290495246,358.8,37.96545454545455,0.09615384615384615,0.32858776349841534
2018,Post Mahomes,WR,Marquise Goodwin,1,0.0,0.0,358.8,37.96545454545455,0.0,0.0
2018,Post Mahomes,WR,Allen Robinson,1,12.4,-11.328691166989042,358.8,37.96545454545455,0.03455964325529543,-11.328691166989042
2018,The Big Gronkowski,QB,Philip Rivers,11,283.5,16.574545454545454,320.4,5.4999999999999964,0.8848314606741574,1.5067768595041322
2018,The Big Gronkowski,QB,Mitchell Trubisky,2,36.9,-11.074545454545458,320.4,5.4999999999999964,0.1151685393258427,-5.537272727272729
2018,The Big Gronkowski,RB,Jalen Richard,1,5.9,0.18353026284060756,329.6,-63.869090909090914,0.017900485436893203,0.18353026284060756
2018,The Big Gronkowski,RB,Corey Clement,3,10.2,-1.3899919613001404,329.6,-63.869090909090914,0.03094660194174757,-0.46333065376671345
2018,The Big Gronkowski,RB,Rex Burkhead,3,11.700000000000001,-3.084242827327162,329.6,-63.869090909090914,0.03549757281553398,-1.0280809424423873
2018,The Big Gronkowski,RB,Chris Ivory,2,7.0,-11.500340322328274,329.6,-63.869090909090914,0.0212378640776699,-5.750170161164137
2018,The Big Gronkowski,RB,Dalvin Cook,6,41.7,-11.540767107992684,329.6,-63.869090909090914,0.12651699029126215,-1.9234611846654472
2018,The Big Gronkowski,RB,Wendell Smallwood,4,36.5,-12.40213782869971,329.6,-63.869090909090914,0.11074029126213591,-3.1005344571749274
2018,The Big Gronkowski,RB,Christian McCaffrey,12,216.6,-24.13514112428355,329.6,-63.869090909090914,0.6571601941747572,-2.0112617603569625
2018,The Big Gronkowski,TE,Vance McDonald,1,8.7,3.8545454545454545,70.6,-19.500000000000004,0.12322946175637393,3.8545454545454545
2018,The Big Gronkowski,TE,David Njoku,12,61.9,-23.35454545454546,70.6,-19.500000000000004,0.8767705382436262,-1.9462121212121215
2018,The Big Gronkowski,WR,Calvin Ridley,9,67.2,12.440779900364456,329.79999999999995,6.329090909090926,0.20375985445724684,1.3823088778182728
2018,The Big Gronkowski,WR,Larry Fitzgerald,3,19.4,0.8755737628683886,329.79999999999995,6.329090909090926,0.05882352941176471,0.29185792095612956
2018,The Big Gronkowski,WR,Brandin Cooks,10,105.5,-2.628028087538998,329.79999999999995,6.329090909090926,0.3198908429351122,-0.2628028087538998
2018,The Big Gronkowski,WR,JuJu Smith-Schuster,12,137.7,-4.359234666602922,329.79999999999995,6.329090909090926,0.4175257731958763,-0.3632695555502435
2018,ThreatLevelMidnight,QB,Matt Ryan,2,35.32,-6.640000000000001,279.62,-38.98727272727272,0.12631428367069594,-3.3200000000000003
2018,ThreatLevelMidnight,QB,Andy Dalton,1,10.92,-14.516363636363637,279.62,-38.98727272727272,0.039053000500679495,-14.516363636363637
2018,ThreatLevelMidnight,QB,Kirk Cousins,10,233.38,-17.83090909090908,279.62,-38.98727272727272,0.8346327158286245,-1.7830909090909082
2018,ThreatLevelMidnight,RB,Melvin Gordon III,10,207.5,27.466178118627376,405.8,19.258181818181807,0.5113356333169049,2.7466178118627376
2018,ThreatLevelMidnight,RB,LeSean McCoy,5,39.2,6.054144890249939,405.8,19.258181818181807,0.09659931000492854,1.2108289780499877
2018,ThreatLevelMidnight,RB,James White,1,7.8,1.9698810535259135,405.8,19.258181818181807,0.01922129127649088,1.9698810535259135
2018,ThreatLevelMidnight,RB,Josh Adams,3,38.099999999999994,-1.3401590378079868,405.8,19.258181818181807,0.09388861508132083,-0.44671967926932893
2018,ThreatLevelMidnight,RB,Jalen Richard,1,6.4,-3.862705099778271,405.8,19.258181818181807,0.015771315919172007,-3.862705099778271
2018,ThreatLevelMidnight,RB,Jordan Howard,9,83.8,-4.967271647555675,405.8,19.258181818181807,0.20650566781665844,-0.5519190719506306
2018,ThreatLevelMidnight,RB,Austin Ekeler,3,23.0,-6.061886459079487,405.8,19.258181818181807,0.056678166584524396,-2.020628819693162
2018,ThreatLevelMidnight,TE,O.J. Howard,4,38.3,10.190909090909093,84.3,-4.554545454545453,0.4543297746144721,2.5477272727272733
2018,ThreatLevelMidnight,TE,Greg Olsen,1,3.3,-1.2636363636363637,84.3,-4.554545454545453,0.03914590747330961,-1.2636363636363637
2018,ThreatLevelMidnight,TE,Zach Ertz,1,1.5,-4.0,84.3,-4.554545454545453,0.017793594306049824,-4.0
2018,ThreatLevelMidnight,TE,Jared Cook,5,34.0,-4.136363636363637,84.3,-4.554545454545453,0.40332147093712933,-0.8272727272727274
2018,ThreatLevelMidnight,TE,C.J. Uzomah,2,7.199999999999999,-5.345454545454546,84.3,-4.554545454545453,0.08540925266903913,-2.672727272727273
2018,ThreatLevelMidnight,WR,Will Fuller V,5,50.2,17.419751566021255,337.1,14.292727272727292,0.14891723524176803,3.483950313204251
2018,ThreatLevelMidnight,WR,John Brown,8,61.1,15.720240055111322,337.1,14.292727272727292,0.18125185404924354,1.9650300068889153
2018,ThreatLevelMidnight,WR,Adam Thielen,10,145.3,4.738899707638453,337.1,14.292727272727292,0.4310293681400178,0.47388997076384526
2018,ThreatLevelMidnight,WR,Josh Gordon,2,18.8,1.5027367362630872,337.1,14.292727272727292,0.05576980124592109,0.7513683681315436
2018,ThreatLevelMidnight,WR,Corey Davis,3,33.8,-0.8303256690694092,337.1,14.292727272727292,0.10026698309107088,-0.2767752230231364
2018,ThreatLevelMidnight,WR,Christian Kirk,1,0.8,-2.3600577200577204,337.1,14.292727272727292,0.002373183031741323,-2.3600577200577204
2018,ThreatLevelMidnight,WR,DJ Moore,1,4.8,-3.0423272727272717,337.1,14.292727272727292,0.014239098190447937,-3.0423272727272717
2018,ThreatLevelMidnight,WR,Marvin Jones Jr.,3,22.3,-18.856190130452422,337.1,14.292727272727292,0.06615247700978938,-6.285396710150807
2018,Uncle Rico,QB,Aaron Rodgers,12,277.96,-14.905454545454548,279.4,-39.22727272727273,0.9948460987831067,-1.2421212121212124
2018,Uncle Rico,QB,Blake Bortles,1,1.44,-24.32181818181818,279.4,-39.22727272727273,0.005153901216893343,-24.32181818181818
2018,Uncle Rico,RB,Todd Gurley,12,282.9,35.0178070866532,445.9,63.003636363636375,0.6344471854675936,2.918150590554433
2018,Uncle Rico,RB,Aaron Jones Sr.,8,99.2,19.235568585408174,445.9,63.003636363636375,0.22247140614487554,2.4044460731760218
2018,Uncle Rico,RB,Chris Carson,9,53.6,7.662332232420596,445.9,63.003636363636375,0.12020632428795695,0.8513702480467329
2018,Uncle Rico,RB,Javorius Allen,2,10.2,1.0879284591544038,445.9,63.003636363636375,0.022875084099573895,0.5439642295772019
2018,Uncle Rico,TE,Kyle Rudolph,9,46.9,-19.2,49.0,-43.06363636363636,0.9571428571428571,-2.1333333333333333
2018,Uncle Rico,TE,Ben Watson,4,2.1,-23.863636363636367,49.0,-43.06363636363636,0.04285714285714286,-5.965909090909092
2018,Uncle Rico,WR,Tyler Boyd,8,86.2,-0.608979774681147,290.9,-36.10727272727271,0.29632176005500177,-0.07612247183514337
2018,Uncle Rico,WR,Doug Baldwin,6,18.2,-1.295174482237245,290.9,-36.10727272727271,0.0625644551392231,-0.2158624137062075
2018,Uncle Rico,WR,Kenny Stills,3,17.799999999999997,-6.223653079818973,290.9,-36.10727272727271,0.06118941216913028,-2.0745510266063243
2018,Uncle Rico,WR,Chris Hogan,5,31.6,-6.284376210681744,290.9,-36.10727272727271,0.10862839463733243,-1.2568752421363487
2018,Uncle Rico,WR,Keenan Allen,12,137.1,-21.695089179853596,290.9,-36.10727272727271,0.4712959779993125,-1.807924098321133
2018,Voldemort,QB,Lamar Jackson,1,16.5,-2.494545454545456,272.1,-47.19090909090909,0.060639470782800436,-2.494545454545456
2018,Voldemort,QB,Tom Brady,10,228.78,-19.07454545454545,272.1,-47.19090909090909,0.8407938257993384,-1.907454545454545
2018,Voldemort,QB,Ryan Fitzpatrick,2,26.82,-25.621818181818178,272.1,-47.19090909090909,0.09856670341786107,-12.810909090909089
2018,Voldemort,RB,James Conner,12,215.6,51.13651496141533,475.2,94.96727272727271,0.4537037037037037,4.261376246784611
2018,Voldemort,RB,Marlon Mack,5,85.1,12.969861556033353,475.2,94.96727272727271,0.17908249158249157,2.5939723112066706
2018,Voldemort,RB,Matt Breida,6,69.6,11.136101187415083,475.2,94.96727272727271,0.14646464646464646,1.8560168645691804
2018,Voldemort,RB,Marshawn Lynch,4,54.0,10.274709395248728,475.2,94.96727272727271,0.11363636363636363,2.568677348812182
2018,Voldemort,RB,Spencer Ware,1,11.2,3.5757075913776935,475.2,94.96727272727271,0.02356902356902357,3.5757075913776935
2018,Voldemort,RB,Devonta Freeman,2,9.1,3.1634578405351896,475.2,94.96727272727271,0.01914983164983165,1.5817289202675948
2018,Voldemort,RB,Gus Edwards,1,8.2,2.617928772258668,475.2,94.96727272727271,0.017255892255892254,2.617928772258668
2018,Voldemort,RB,T.J. Yeldon,1,7.1,1.8665644820295975,475.2,94.96727272727271,0.01494107744107744,1.8665644820295975
2018,Voldemort,RB,Mike Davis,1,2.6,-0.10142148760330591,475.2,94.96727272727271,0.005471380471380472,-0.10142148760330591
2018,Voldemort,RB,Doug Martin,2,12.7,-1.6721515714376172,475.2,94.96727272727271,0.026725589225589225,-0.8360757857188086
2018,Voldemort,TE,Greg Olsen,4,31.0,4.227272727272727,89.8,1.4454545454545396,0.3452115812917595,1.0568181818181817
2018,Voldemort,TE,Jordan Reed,3,20.8,3.0272727272727264,89.8,1.4454545454545396,0.2316258351893096,1.0090909090909088
2018,Voldemort,TE,Rob Gronkowski,5,35.699999999999996,1.8090909090909064,89.8,1.4454545454545396,0.3975501113585746,0.36181818181818126
2018,Voldemort,TE,Ben Watson,1,2.3,-7.61818181818182,89.8,1.4454545454545396,0.025612472160356347,-7.61818181818182
2018,Voldemort,WR,Taylor Gabriel,2,7.800000000000001,-0.11974949871501606,271.21999999999997,-57.57636363636364,0.028758941081041225,-0.05987474935750803
2018,Voldemort,WR,Courtland Sutton,1,5.7,-1.0532275416890788,271.21999999999997,-57.57636363636364,0.021016149251530124,-1.0532275416890788
2018,Voldemort,WR,Adam Humphries,1,12.1,-2.3312707182320445,271.21999999999997,-57.57636363636364,0.04461322911289728,-2.3312707182320445
2018,Voldemort,WR,Demaryius Thomas,3,16.5,-4.25386790909439,271.21999999999997,-57.57636363636364,0.060836221517587205,-1.4179559696981299
2018,Voldemort,WR,Julian Edelman,8,81.52,-10.331084553586994,271.21999999999997,-57.57636363636364,0.30056780473416417,-1.2913855691983742
2018,Voldemort,WR,DeSean Jackson,5,25.8,-17.4739161690183,271.21999999999997,-57.57636363636364,0.09512572819113636,-3.49478323380366
2018,Voldemort,WR,Stefon Diggs,10,121.8,-22.013247246027817,271.21999999999997,-57.57636363636364,0.4490819261116437,-2.201324724602782
2018,malle_dips_pouches,QB,Jared Goff,12,319.76,29.478181818181824,353.68,41.80545454545455,0.90409409635829,2.456515151515152
2018,malle_dips_pouches,QB,Baker Mayfield,1,33.92,12.327272727272732,353.68,41.80545454545455,0.09590590364171002,12.327272727272732
