acquisition_id,year,canonical_team,player,player_position,acquisition_type,acquisition_datetime,drop_datetime,acquisition_week,candidate_weeks,roster_weeks,stint_points,primary_eligible,roster_match,roster_capture_rate
A00525,2019,Post Mahomes,Jared Cook,TE,Free Agent,2019-09-27 13:32:00,2019-10-02 09:27:00,4,2,1,2.1,True,True,0.5
A00526,2019,Voldemort,Paul Richardson,,Free Agent,2019-09-27 13:42:00,2019-09-28 12:39:00,4,1,0,0.0,False,False,0.0
A00527,2019,Voldemort,Hunter Henry,TE,Free Agent,2019-09-27 20:57:00,,4,10,10,63.7,True,True,1.0
A00528,2019,Voldemort,Alexander Mattison,,Free Agent,2019-09-28 12:39:00,2019-10-02 07:09:00,4,2,1,1.3,False,True,0.5
A00529,2019,ThreatLevelMidnight,Vernon Davis,TE,Waiver,2019-09-28 02:59:00,2019-10-02 03:50:00,4,2,1,0.5,True,True,0.5
A00530,2019,ThreatLevelMidnight,Dontrelle Inman,,Free Agent,2019-09-29 11:17:00,,4,10,0,0.0,False,False,0.0
A00531,2019,Ginger FC,Jalen Richard,,Waiver,2019-09-05 03:43:00,2019-09-25 04:21:00,1,4,3,3.6999999999999997,False,True,0.75
A00532,2019,Ginger FC,Adrian Peterson,,Waiver,2019-09-05 03:43:00,2019-09-06 02:28:00,1,1,0,0.0,False,False,0.0
A00533,2019,ThreatLevelMidnight,Mecole Hardman Jr.,WR,Waiver,2019-09-05 03:43:00,2019-09-05 07:58:00,1,1,0,0.0,True,False,0.0
A00534,2019,Uncle Rico,Eagles,,Waiver,2019-09-05 03:43:00,2019-09-11 07:30:00,1,2,0,0.0,False,False,0.0
A00535,2019,ThreatLevelMidnight,Cowboys,,Free Agent,2019-09-05 07:58:00,2019-09-11 04:42:00,1,2,0,0.0,False,False,0.0
A00536,2019,Post Mahomes,Broncos,,Free Agent,2019-09-05 09:17:00,2019-09-18 14:51:00,1,3,0,0.0,False,False,0.0
A00537,2019,Ginger FC,Nyheim Miller-Hines,RB,Waiver,2019-09-06 02:28:00,2019-09-25 04:21:00,1,4,3,6.0,True,True,0.75
A00538,2019,Patty Primetimes,Brett Maher,,Free Agent,2019-09-08 14:28:00,,1,13,13,99.0,False,True,1.0
A00539,2019,Voldemort,Texans,,Free Agent,2019-09-09 11:55:00,2019-09-18 04:32:00,1,3,0,0.0,False,False,0.0
A00567,2020,ThreatLevelMidnight,Devontae Booker,,Free Agent,2020-12-04 11:49:00,2020-12-09 13:46:00,13,1,1,5.6,False,True,1.0
A00568,2020,Post Mahomes,Tyler Bass,,Free Agent,2020-12-04 15:18:00,,13,1,1,10.0,False,True,1.0
A00569,2020,Post Mahomes,Nelson Agholor,,Free Agent,2020-12-04 15:19:00,,13,1,1,5.8,False,True,1.0
A00570,2020,Big Sack Jack,Stephen Gostkowski,,Waiver,2020-12-04 03:35:00,,13,1,1,3.0,False,True,1.0
A00571,2020,Joe Mantegna,Carson Wentz,QB,Waiver,2020-12-04 03:35:00,2020-12-10 03:25:00,13,1,1,4.96,True,True,1.0
A00572,2020,Pop Lockett Drop it,Chiefs,,Waiver,2020-12-04 03:35:00,2020-12-16 02:59:00,13,1,0,0.0,False,False,0.0
A00573,2020,Post Mahomes,Cam Akers,RB,Waiver,2020-12-04 03:35:00,2020-12-22 13:05:00,13,1,1,15.9,True,True,1.0
A00574,2020,The Big Gronkowski,Michael Pittman Jr.,,Waiver,2020-12-04 03:35:00,,13,1,1,7.1,False,True,1.0
A00575,2020,The Big Gronkowski,Matt Ryan,QB,Waiver,2020-12-04 03:35:00,,13,1,1,14.92,True,True,1.0
A00576,2020,ThreatLevelMidnight,Devonta Freeman,RB,Waiver,2020-12-04 03:35:00,2020-12-21 10:59:00,13,1,1,0.0,True,True,1.0
A00577,2020,Uncle Rico,Jordan Akins,,Waiver,2020-12-04 03:35:00,2020-12-10 03:25:00,13,1,1,2.0,False,True,1.0
A00578,2020,Uncle Rico,Keke Coutee,,Waiver,2020-12-04 03:35:00,,13,1,1,18.1,False,True,1.0
A00579,2020,Uncle Rico,Bears,,Free Agent,2020-12-04 05:42:00,,13,1,0,0.0,False,False,0.0
A00580,2020,The Big Gronkowski,Kerryon Johnson,RB,Free Agent,2020-12-06 10:54:00,,13,1,1,2.1,True,True,1.0
A00581,2020,malle_dips_pouches,Robbie Gould,,Free Agent,2020-12-06 11:52:00,,13,1,1,7.0,False,True,1.0
A00582,2020,malle_dips_pouches,Vikings,,Free Agent,2020-12-06 11:52:00,,13,1,0,0.0,False,False,0.0
A00583,2020,Ginger FC,Justin Jackson,RB,Free Agent,2020-11-01 10:52:00,2020-11-14 13:21:00,8,3,2,15.7,True,True,0.6666666666666666
A00584,2020,ThreatLevelMidnight,Carson Wentz,QB,Free Agent,2020-11-11 10:30:00,2020-11-18 08:35:00,10,2,1,8.72,True,True,0.5
A00585,2020,Post Mahomes,Vikings,,Free Agent,2020-11-11 03:26:00,2020-11-24 11:13:00,10,3,0,0.0,False,False,0.0
A00586,2020,Ginger FC,Jason Myers,,Waiver,2020-11-11 05:04:00,2020-11-17 11:52:00,10,2,1,12.0,False,True,0.5
A00587,2020,Pop Lockett Drop it,Saints,,Waiver,2020-11-11 05:04:00,2020-11-22 09:09:00,10,2,0,0.0,False,False,0.0
A00588,2020,Pop Lockett Drop it,Kai Forbath,,Waiver,2020-11-11 05:04:00,2020-11-21 15:18:00,10,2,1,5.0,False,True,0.5
A00589,2020,Voldemort,Duke Johnson,RB,Waiver,2020-11-11 05:04:00,2020-12-19 22:52:00,10,4,4,32.1,True,True,1.0
A00590,2020,malle_dips_pouches,Eagles,,Waiver,2020-11-11 05:04:00,2020-12-06 11:52:00,10,4,0,0.0,False,False,0.0
A00591,2020,Voldemort,J.D. McKissic,RB,Free Agent,2020-11-11 05:05:00,,10,4,4,39.3,True,True,1.0
A00592,2020,ThreatLevelMidnight,Tua Tagovailoa,,Free Agent,2020-11-11 06:42:00,,10,4,0,0.0,False,False,0.0
A00593,2020,ThreatLevelMidnight,Raiders,,Free Agent,2020-11-11 06:42:00,2020-11-18 03:36:00,10,2,0,0.0,False,False,0.0
A00594,2020,Malle ❤️ 🐸,Mike Gesicki,TE,Free Agent,2020-11-12 18:30:00,,10,4,4,41.1,True,True,1.0
A00595,2020,Malle ❤️ 🐸,Jakobi Meyers,WR,Free Agent,2020-11-12 18:32:00,,10,4,4,30.86,True,True,1.0
A00596,2020,Big Sack Jack,Jordan Wilkins,,Free Agent,2020-11-12 18:40:00,,10,4,4,16.9,False,True,1.0
A00597,2020,Big Sack Jack,Philip Rivers,QB,Free Agent,2020-11-12 19:14:00,,10,4,4,92.74000000000001,True,True,1.0
A00598,2020,Ginger FC,DeeJay Dallas,RB,Free Agent,2020-11-14 13:21:00,2020-11-18 10:49:00,10,2,1,4.1,True,True,0.5
A00599,2020,Post Mahomes,Gus Edwards,,Waiver,2020-11-14 02:38:00,2020-11-24 11:12:00,10,3,2,8.4,False,True,0.6666666666666666
A00600,2020,Post Mahomes,Rex Burkhead,RB,Free Agent,2020-11-15 11:06:00,2020-11-24 11:11:00,10,3,2,22.8,True,True,0.6666666666666666
A00601,2020,Voldemort,Younghoe Koo,,Free Agent,2020-11-16 09:41:00,,10,4,4,46.0,False,True,1.0
A00602,2020,Ginger FC,La'Mical Perine,RB,Free Agent,2020-11-18 10:49:00,2020-11-24 08:05:00,11,2,1,9.3,True,True,0.5
A00603,2020,Malle ❤️ 🐸,Chargers,,Waiver,2020-11-18 03:36:00,2020-11-25 03:19:00,11,2,0,0.0,False,False,0.0
A00604,2020,ThreatLevelMidnight,Dolphins,,Waiver,2020-11-18 03:36:00,2020-12-09 13:48:00,11,3,0,0.0,False,False,0.0
A00605,2020,ThreatLevelMidnight,Salvon Ahmed,,Waiver,2020-11-18 03:36:00,2020-11-27 14:07:00,11,2,1,9.9,False,True,0.5
A00606,2020,Voldemort,Kalen Ballage,RB,Waiver,2020-11-18 03:36:00,2020-11-29 09:31:00,11,2,1,10.6,True,True,0.5
A00607,2020,malle_dips_pouches,Malcolm Brown,RB,Waiver,2020-11-18 03:36:00,,11,3,3,7.4,True,True,1.0
A00608,2020,Voldemort,Browns,,Free Agent,2020-11-18 05:06:00,,11,3,0,0.0,False,False,0.0
A00609,2020,Uncle Rico,Rams,,Free Agent,2020-11-18 06:52:00,2020-12-04 05:42:00,11,3,0,0.0,False,False,0.0
A00610,2020,Uncle Rico,Jameis Winston,,Free Agent,2020-11-18 07:09:00,2020-11-20 09:26:00,11,1,0,0.0,False,False,0.0
A00611,2020,Uncle Rico,Marquez Valdes-Scantling,,Free Agent,2020-11-18 07:10:00,2020-12-04 03:35:00,11,3,0,0.0,False,False,0.0
A00612,2020,malle_dips_pouches,Chris Boswell,,Free Agent,2020-11-18 19:26:00,2020-11-30 18:25:00,11,2,1,11.0,False,True,0.5
A00613,2020,ThreatLevelMidnight,Irv Smith Jr.,,Free Agent,2020-11-18 08:35:00,2020-11-22 08:21:00,11,1,0,0.0,False,False,0.0
A00614,2020,Post Mahomes,Carlos Hyde,RB,Free Agent,2020-11-18 09:49:00,2020-11-28 17:59:00,11,2,1,16.5,True,True,0.5
A00615,2020,ThreatLevelMidnight,Sammy Watkins,,Free Agent,2020-11-19 07:55:00,2020-12-09 21:18:00,11,3,3,11.3,False,True,1.0
A00616,2020,Voldemort,J.D. McKissic,RB,Free Agent,2020-11-02 06:29:00,2020-11-08 06:43:00,8,2,1,0.0,True,True,0.5
A00617,2020,Post Mahomes,Wayne Gallman,RB,Free Agent,2020-11-02 08:38:00,2020-11-03 08:42:00,8,2,1,12.7,True,True,0.5
A00618,2020,Uncle Rico,Taysom Hill,QB,Free Agent,2020-11-20 09:26:00,,11,3,3,70.32,True,True,1.0
A00619,2020,Pop Lockett Drop it,Michael Badgley,,Free Agent,2020-11-21 15:18:00,2020-11-25 03:19:00,11,2,1,11.0,False,True,0.5
A00620,2020,ThreatLevelMidnight,Dalton Schultz,TE,Free Agent,2020-11-22 08:21:00,2020-11-25 03:19:00,11,2,1,10.5,True,True,0.5
A00621,2020,Pop Lockett Drop it,Falcons,,Free Agent,2020-11-22 09:09:00,2020-11-25 03:19:00,11,2,0,0.0,False,False,0.0
A00622,2020,Pop Lockett Drop it,Bears,,Free Agent,2020-11-22 09:09:00,,11,3,0,0.0,False,False,0.0
A00623,2020,The Big Gronkowski,Cam Newton,QB,Free Agent,2020-11-22 09:19:00,2020-12-04 03:35:00,11,3,2,27.16,True,True,0.6666666666666666
A00624,2020,Ginger FC,Frank Gore,RB,Waiver,2020-11-25 03:19:00,,12,2,2,10.299999999999999,True,True,1.0
A00625,2020,Ginger FC,Irv Smith Jr.,,Waiver,2020-11-25 03:19:00,2020-11-27 12:56:00,12,1,0,0.0,False,False,0.0
A00626,2020,Malle ❤️ 🐸,Saints,,Waiver,2020-11-25 03:19:00,2020-12-16 15:00:00,12,2,0,0.0,False,False,0.0
A00627,2020,Pop Lockett Drop it,Rodrigo Blankenship,,Waiver,2020-11-25 03:19:00,,12,2,2,9.0,False,True,1.0
A00628,2020,Pop Lockett Drop it,Giants,,Waiver,2020-11-25 03:19:00,2020-12-04 03:35:00,12,2,0,0.0,False,False,0.0
A00629,2020,ThreatLevelMidnight,Ryan Tannehill,QB,Waiver,2020-11-25 03:19:00,,12,2,2,55.7,True,True,1.0
A00630,2020,Post Mahomes,Seahawks,,Free Agent,2020-11-25 03:53:00,2020-12-22 13:06:00,12,2,0,0.0,False,False,0.0
A00631,2020,Post Mahomes,Colts,,Free Agent,2020-11-25 03:53:00,,12,2,0,0.0,False,False,0.0
A00632,2020,Voldemort,Raiders,,Free Agent,2020-11-27 10:49:00,2020-12-10 03:25:00,12,2,0,0.0,False,False,0.0
A00633,2020,Ginger FC,Tyler Higbee,TE,Free Agent,2020-11-27 12:56:00,,12,2,0,0.0,True,False,0.0
A00634,2020,Ginger FC,Jimmy Graham,TE,Free Agent,2020-11-27 12:57:00,2020-12-10 10:58:00,12,2,2,4.7,True,True,1.0
A00635,2020,Uncle Rico,Gus Edwards,,Waiver,2020-11-27 02:22:00,2020-12-04 03:35:00,12,2,1,7.0,False,True,0.5
A00636,2020,ThreatLevelMidnight,Brian Hill,,Free Agent,2020-11-27 16:22:00,2020-11-29 14:55:00,12,1,0,0.0,False,False,0.0
A00637,2020,Post Mahomes,Royce Freeman,,Free Agent,2020-11-28 17:12:00,2020-11-29 16:26:00,12,1,0,0.0,False,False,0.0
A00638,2020,Post Mahomes,Kendall Hinton,,Free Agent,2020-11-28 17:59:00,2020-12-04 03:35:00,12,2,1,-0.78,False,True,0.5
A00639,2020,ThreatLevelMidnight,Derek Carr,QB,Free Agent,2020-11-29 11:22:00,2020-12-03 07:53:00,12,2,1,1.6,True,True,0.5
A00640,2020,Voldemort,Benny Snell Jr.,RB,Free Agent,2020-11-29 09:31:00,2020-12-20 11:09:00,12,2,2,12.8,True,True,1.0
A00641,2020,malle_dips_pouches,Jake Elliott,,Free Agent,2020-11-30 18:25:00,2020-12-06 11:52:00,12,2,1,4.0,False,True,0.5
A00642,2020,ThreatLevelMidnight,Jason Myers,,Free Agent,2020-11-30 08:09:00,,12,2,2,16.0,False,True,1.0
A00643,2020,Joe Mantegna,Trey Burton,TE,Waiver,2020-11-04 03:42:00,,9,5,5,27.8,True,True,1.0
A00644,2020,Patty Primetimes,Commanders,,Waiver,2020-11-04 03:42:00,,9,5,0,0.0,False,False,0.0
A00645,2020,Post Mahomes,Mike Williams,WR,Waiver,2020-11-04 03:42:00,,9,5,5,41.0,True,True,1.0
A00646,2020,ThreatLevelMidnight,Tyler Ervin,,Waiver,2020-11-04 03:42:00,2020-11-06 07:32:00,9,1,0,0.0,False,False,0.0
A00647,2020,ThreatLevelMidnight,Jordan Reed,TE,Waiver,2020-11-04 03:42:00,2020-12-24 17:28:00,9,5,5,23.0,True,True,1.0
A00648,2020,malle_dips_pouches,Texans,,Waiver,2020-11-04 03:42:00,2020-11-11 05:04:00,9,2,0,0.0,False,False,0.0
A00649,2020,ThreatLevelMidnight,Jordan Wilkins,,Free Agent,2020-11-04 16:24:00,2020-11-08 11:55:00,9,1,0,0.0,False,False,0.0
A00650,2020,Voldemort,Gus Edwards,,Free Agent,2020-11-04 05:16:00,2020-11-11 05:05:00,9,2,1,8.4,False,True,0.5
A00651,2020,Voldemort,Giants,,Free Agent,2020-11-04 05:16:00,2020-11-18 05:06:00,9,3,0,0.0,False,False,0.0
A00652,2020,Post Mahomes,Marvin Jones Jr.,WR,Free Agent,2020-11-04 06:06:00,,9,5,5,67.9,True,True,1.0
A00653,2020,Joe Mantegna,Mark Ingram II,RB,Free Agent,2020-11-04 18:12:00,2020-12-11 07:30:00,9,5,5,7.5,True,True,1.0
A00654,2020,ThreatLevelMidnight,Jerick McKinnon,RB,Free Agent,2020-11-04 06:39:00,2020-12-04 03:35:00,9,5,4,23.6,True,True,0.8
A00655,2020,ThreatLevelMidnight,Tim Patrick,,Free Agent,2020-11-04 06:41:00,2020-11-19 07:55:00,9,3,2,19.0,False,True,0.6666666666666666
A00656,2020,ThreatLevelMidnight,Colts,,Free Agent,2020-11-04 06:43:00,,9,5,0,0.0,False,False,0.0
A00657,2020,ThreatLevelMidnight,Dexter Williams,,Free Agent,2020-11-04 06:48:00,2020-11-05 07:45:00,9,1,0,0.0,False,False,0.0
A00658,2020,ThreatLevelMidnight,Cardinals,,Free Agent,2020-11-04 08:56:00,2020-11-11 06:42:00,9,2,0,0.0,False,False,0.0
A00659,2020,ThreatLevelMidnight,Trent Taylor,,Free Agent,2020-11-05 07:45:00,,9,5,0,0.0,False,False,0.0
A00660,2020,Joe Mantegna,Patrick Laird,,Free Agent,2020-11-05 20:46:00,2020-12-04 03:35:00,9,5,4,4.2,False,True,0.8
A00661,2020,ThreatLevelMidnight,Sony Michel,,Free Agent,2020-11-06 08:03:00,2020-11-18 03:36:00,9,3,2,0.0,False,True,0.6666666666666666
A00662,2020,ThreatLevelMidnight,Wayne Gallman,RB,Free Agent,2020-11-08 11:55:00,,9,5,5,62.8,True,True,1.0
A00663,2020,Voldemort,Tony Pollard,,Free Agent,2020-11-08 06:43:00,2020-11-10 18:33:00,9,2,1,6.3,False,True,0.5
A00664,2020,ThreatLevelMidnight,Brian Hill,,Free Agent,2020-10-01 12:52:00,2020-10-07 07:50:00,4,2,1,3.3,False,True,0.5
A00665,2020,Uncle Rico,Hunter Renfrow,WR,Free Agent,2020-10-01 06:57:00,2020-10-07 03:52:00,4,2,1,8.2,True,True,0.5
A00666,2020,Ginger FC,Seahawks,,Free Agent,2020-10-01 09:07:00,2020-10-07 03:52:00,4,2,0,0.0,False,False,0.0
A00667,2020,Post Mahomes,Nick Chubb,RB,Waiver,2020-10-10 02:37:00,,5,9,9,72.2,True,True,1.0
A00668,2020,Voldemort,Saints,,Free Agent,2020-10-10 18:20:00,2020-10-15 05:17:00,5,2,0,0.0,False,False,0.0
A00669,2020,malle_dips_pouches,Seahawks,,Free Agent,2020-10-11 11:40:00,2020-10-21 15:54:00,5,3,0,0.0,False,False,0.0
A00670,2020,Big Sack Jack,Chris Thompson,RB,Free Agent,2020-10-11 11:41:00,2020-10-18 02:41:00,5,2,1,5.7,True,True,0.5
A00671,2020,Voldemort,Justin Herbert,QB,Free Agent,2020-10-11 18:37:00,,5,9,9,221.52,True,True,1.0
A00672,2020,malle_dips_pouches,Kirk Cousins,QB,Free Agent,2020-10-15 22:37:00,,6,8,8,184.04,True,True,1.0
A00673,2020,ThreatLevelMidnight,Andy Dalton,QB,Free Agent,2020-10-15 13:50:00,2020-10-20 09:28:00,6,2,1,15.04,True,True,0.5
A00674,2020,The Big Gronkowski,Commanders,,Free Agent,2020-10-15 14:24:00,2020-10-28 03:57:00,6,3,0,0.0,False,False,0.0
A00675,2020,Ginger FC,Mike Gesicki,TE,Waiver,2020-10-15 05:17:00,2020-10-22 02:19:00,6,2,1,0.0,True,True,0.5
A00676,2020,Ginger FC,Ryan Fitzpatrick,QB,Waiver,2020-10-15 05:17:00,2020-10-21 03:40:00,6,2,1,24.04,True,True,0.5
A00677,2020,Pop Lockett Drop it,Dolphins,,Waiver,2020-10-15 05:17:00,2020-10-21 03:40:00,6,2,0,0.0,False,False,0.0
A00678,2020,The Big Gronkowski,Rodrigo Blankenship,,Waiver,2020-10-15 05:17:00,2020-10-21 15:09:00,6,2,1,8.0,False,True,0.5
A00679,2020,ThreatLevelMidnight,Alexander Mattison,RB,Waiver,2020-10-15 05:17:00,2020-10-20 09:28:00,6,2,1,3.5,True,True,0.5
A00680,2020,Voldemort,Giants,,Waiver,2020-10-15 05:17:00,2020-10-20 19:15:00,6,2,0,0.0,False,False,0.0
A00681,2020,Voldemort,Mason Crosby,,Waiver,2020-10-15 05:17:00,2020-10-28 07:58:00,6,3,2,9.0,False,True,0.6666666666666666
A00682,2020,Voldemort,Chase Claypool,WR,Waiver,2020-10-15 05:17:00,,6,8,8,84.60000000000001,True,True,1.0
A00683,2020,Voldemort,Ryan Tannehill,QB,Free Agent,2020-10-15 05:23:00,2020-11-16 09:41:00,6,5,4,99.80000000000001,True,True,0.8
A00684,2020,ThreatLevelMidnight,Panthers,,Free Agent,2020-10-15 06:14:00,2020-10-20 09:28:00,6,2,0,0.0,False,False,0.0
A00685,2020,Post Mahomes,Stephen Gostkowski,,Free Agent,2020-10-15 07:26:00,2020-10-21 03:33:00,6,2,1,4.0,False,True,0.5
A00686,2020,Patty Primetimes,Jamaal Williams,RB,Free Agent,2020-10-15 08:05:00,,6,8,8,71.0,True,True,1.0
A00687,2020,Patty Primetimes,Jason Sanders,,Free Agent,2020-10-15 08:06:00,2020-10-23 02:25:00,6,2,1,6.0,False,True,0.5
A00688,2020,Uncle Rico,Travis Fulgham,WR,Free Agent,2020-10-15 08:07:00,,6,8,2,26.3,True,True,0.25
A00689,2020,Joe Mantegna,Frank Gore,RB,Free Agent,2020-10-15 08:43:00,2020-10-28 03:57:00,6,3,2,15.0,True,True,0.6666666666666666
A00690,2020,malle_dips_pouches,Tyler Higbee,TE,Free Agent,2020-10-18 12:13:00,2020-10-21 03:40:00,6,2,1,7.1,True,True,0.5
A00691,2020,ThreatLevelMidnight,Chargers,,Free Agent,2020-10-18 14:23:00,2020-11-04 06:43:00,6,4,0,0.0,False,False,0.0
A00692,2020,Big Sack Jack,Cam Akers,RB,Waiver,2020-10-18 02:41:00,2020-10-25 11:55:00,6,2,1,0.0,True,True,0.5
A00693,2020,Voldemort,Bills,,Free Agent,2020-10-19 12:31:00,2020-11-04 05:16:00,6,4,0,0.0,False,False,0.0
A00694,2020,Voldemort,Mike Williams,WR,Free Agent,2020-10-19 18:59:00,2020-10-29 10:49:00,6,3,2,0.9,True,True,0.6666666666666666
A00695,2020,Voldemort,Marquez Valdes-Scantling,,Free Agent,2020-10-02 12:54:00,2020-10-06 07:02:00,4,2,0,0.0,False,False,0.0
A00696,2020,Uncle Rico,Cole Beasley,WR,Free Agent,2020-10-02 15:13:00,2020-10-07 03:52:00,4,2,1,10.7,True,True,0.5
A00697,2020,ThreatLevelMidnight,Carson Wentz,QB,Free Agent,2020-10-21 10:26:00,2020-11-04 06:48:00,7,3,2,47.379999999999995,True,True,0.6666666666666666
A00698,2020,The Big Gronkowski,Antonio Brown,WR,Free Agent,2020-10-21 15:09:00,,7,7,7,26.6,True,True,1.0
A00699,2020,ThreatLevelMidnight,Randy Bullock,,Free Agent,2020-10-21 15:13:00,2020-10-28 03:57:00,7,2,1,10.0,False,True,0.5
A00700,2020,Post Mahomes,Matt Prater,,Free Agent,2020-10-21 03:33:00,2020-12-07 12:56:00,7,7,6,49.0,False,True,0.8571428571428571
A00701,2020,Ginger FC,Brandin Cooks,,Waiver,2020-10-21 03:40:00,,7,7,7,62.7,False,True,1.0
A00702,2020,Pop Lockett Drop it,Eagles,,Waiver,2020-10-21 03:40:00,2020-10-28 09:46:00,7,2,0,0.0,False,False,0.0
A00703,2020,ThreatLevelMidnight,Tevin Coleman,,Waiver,2020-10-21 03:40:00,2020-11-04 06:39:00,7,3,2,2.0,False,True,0.6666666666666666
A00704,2020,ThreatLevelMidnight,JaMycal Hasty,,Waiver,2020-10-21 03:40:00,2020-10-21 10:26:00,7,1,0,0.0,False,False,0.0
A00705,2020,ThreatLevelMidnight,Giovani Bernard,RB,Waiver,2020-10-21 03:40:00,2020-12-13 18:47:00,7,7,7,63.400000000000006,True,True,1.0
A00706,2020,ThreatLevelMidnight,Justin Jackson,RB,Waiver,2020-10-21 03:40:00,2020-10-28 20:55:00,7,2,1,8.0,True,True,0.5
A00707,2020,Uncle Rico,Anthony Firkser,,Waiver,2020-10-21 03:40:00,2020-10-28 03:57:00,7,2,1,1.7,False,True,0.5
A00708,2020,Uncle Rico,Boston Scott,,Waiver,2020-10-21 03:40:00,2020-11-27 02:22:00,7,6,5,46.0,False,True,0.8333333333333334
A00709,2020,malle_dips_pouches,Joe Burrow,QB,Waiver,2020-10-21 03:40:00,2020-12-13 11:09:00,7,7,7,91.34,True,True,1.0
A00710,2020,malle_dips_pouches,Saints,,Free Agent,2020-10-21 15:54:00,2020-11-04 03:42:00,7,3,0,0.0,False,False,0.0
A00711,2020,Voldemort,J.D. McKissic,RB,Free Agent,2020-10-21 05:30:00,2020-10-28 15:57:00,7,2,2,6.1,True,True,1.0
A00712,2020,Uncle Rico,Graham Gano,,Free Agent,2020-10-21 06:43:00,2020-10-28 03:57:00,7,2,1,3.0,False,True,0.5
A00713,2020,Uncle Rico,Buccaneers,,Free Agent,2020-10-21 06:46:00,2020-11-18 06:52:00,7,5,0,0.0,False,False,0.0
A00714,2020,Malle ❤️ 🐸,Michael Badgley,,Free Agent,2020-10-22 13:23:00,2020-11-12 18:32:00,7,4,3,33.0,False,True,0.75
A00715,2020,Ginger FC,Cole Beasley,WR,Free Agent,2020-10-22 13:41:00,,7,7,7,81.7,True,True,1.0
A00716,2020,Ginger FC,Keelan Cole Sr.,,Free Agent,2020-10-22 13:42:00,,7,7,7,32.7,False,True,1.0
A00717,2020,Ginger FC,Mecole Hardman Jr.,,Waiver,2020-10-22 02:19:00,2020-10-22 13:41:00,7,1,0,0.0,False,False,0.0
A00718,2020,Patty Primetimes,Daniel Carlson,,Free Agent,2020-10-23 14:24:00,,7,7,7,62.0,False,True,1.0
A00719,2020,Voldemort,AJ Dillon,,Free Agent,2020-10-23 14:30:00,2020-10-26 05:24:00,7,1,0,0.0,False,False,0.0
A00720,2020,Pop Lockett Drop it,Jimmy Graham,TE,Free Agent,2020-10-23 17:07:00,2020-11-13 02:25:00,7,4,3,22.4,True,True,0.75
A00721,2020,Patty Primetimes,Rams,,Waiver,2020-10-24 02:44:00,2020-11-04 03:42:00,7,3,0,0.0,False,False,0.0
A00722,2020,Big Sack Jack,Cowboys,,Free Agent,2020-10-25 11:55:00,2020-10-28 21:22:00,7,2,0,0.0,False,False,0.0
A00723,2020,Voldemort,Rodrigo Blankenship,,Free Agent,2020-10-26 05:24:00,2020-11-18 03:36:00,7,5,4,19.0,False,True,0.8
A00724,2020,Post Mahomes,Gus Edwards,,Free Agent,2020-10-28 10:28:00,2020-10-30 09:41:00,8,1,0,0.0,False,False,0.0
A00725,2020,Post Mahomes,La'Mical Perine,RB,Free Agent,2020-10-28 10:32:00,2020-11-10 09:43:00,8,3,2,9.1,True,True,0.6666666666666666
A00726,2020,Ginger FC,Malcolm Brown,RB,Waiver,2020-10-28 03:57:00,2020-11-11 05:04:00,8,3,2,6.7,True,True,0.6666666666666666
A00727,2020,Joe Mantegna,Jake Elliott,,Waiver,2020-10-28 03:57:00,2020-11-04 18:12:00,8,2,1,1.0,False,True,0.5
A00728,2020,Joe Mantegna,Jimmy Garoppolo,QB,Waiver,2020-10-28 03:57:00,2020-11-04 03:42:00,8,2,1,2.76,True,True,0.5
A00729,2020,The Big Gronkowski,Packers,,Waiver,2020-10-28 03:57:00,,8,6,0,0.0,False,False,0.0
A00730,2020,ThreatLevelMidnight,Joey Slye,,Waiver,2020-10-28 03:57:00,2020-12-04 21:00:00,8,6,5,39.0,False,True,0.8333333333333334
A00731,2020,ThreatLevelMidnight,Teddy Bridgewater,QB,Waiver,2020-10-28 03:57:00,2020-10-29 22:19:00,8,1,0,0.0,True,False,0.0
A00732,2020,ThreatLevelMidnight,Richard Rodgers,,Waiver,2020-10-28 03:57:00,2020-10-31 14:10:00,8,1,0,0.0,False,False,0.0
A00733,2020,Uncle Rico,Jason Sanders,,Waiver,2020-10-28 03:57:00,,8,6,6,68.0,False,True,1.0
A00734,2020,Uncle Rico,Baker Mayfield,,Waiver,2020-10-28 03:57:00,2020-11-25 09:58:00,8,5,4,20.22,False,True,0.8
A00735,2020,Uncle Rico,JaMycal Hasty,,Waiver,2020-10-28 03:57:00,2020-11-18 07:09:00,8,4,3,13.799999999999999,False,True,0.75
A00736,2020,Voldemort,Rashard Higgins,,Free Agent,2020-10-28 15:57:00,2020-11-02 06:29:00,8,1,0,0.0,False,False,0.0
A00737,2020,malle_dips_pouches,Corey Davis,WR,Free Agent,2020-10-28 17:14:00,,8,6,6,84.0,True,True,1.0
A00738,2020,Uncle Rico,Nelson Agholor,,Free Agent,2020-10-28 06:35:00,2020-11-18 07:10:00,8,4,3,13.8,False,True,0.75
A00739,2020,Voldemort,DeeJay Dallas,RB,Free Agent,2020-10-28 07:59:00,2020-11-11 05:04:00,8,3,2,31.200000000000003,True,True,0.6666666666666666
A00740,2020,ThreatLevelMidnight,Carlos Hyde,RB,Free Agent,2020-10-28 20:55:00,2020-11-04 16:24:00,8,2,1,0.0,True,True,0.5
A00741,2020,Big Sack Jack,Ryan Succop,,Free Agent,2020-10-28 21:16:00,2020-12-04 03:35:00,8,6,5,48.0,False,True,0.8333333333333334
