acquisition_id,year,canonical_team,player,player_position,acquisition_type,acquisition_datetime,drop_datetime,acquisition_week,candidate_weeks,roster_weeks,stint_points,primary_eligible,roster_match,roster_capture_rate
A01049,2021,Pop Lockett Drop it,Derek Carr,QB,Free Agent,2021-10-07 13:47:00,2021-10-14 14:08:00,5,2,1,8.24,True,True,0.5
A01050,2021,Pop Lockett Drop it,Chargers,,Free Agent,2021-10-07 13:48:00,2021-10-14 14:10:00,5,2,0,0.0,False,False,0.0
A01051,2021,The Big Gronkowski,Brandon McManus,,Free Agent,2021-10-07 14:22:00,2021-11-16 06:18:00,5,7,6,41.0,False,True,0.8571428571428571
A01052,2021,The Big Gronkowski,Panthers,,Free Agent,2021-10-07 14:23:00,,5,10,0,0.0,False,False,0.0
A01053,2021,Joe Mantegna,A.J. Green,WR,Free Agent,2021-10-07 19:42:00,2021-11-23 05:37:00,5,8,7,44.5,True,True,0.875
A01054,2021,malle_dips_pouches,Elijah Moore,WR,Free Agent,2021-10-07 21:34:00,2021-10-21 18:46:00,5,3,2,0.0,True,True,0.6666666666666666
A01055,2021,Post Mahomes,Latavius Murray,RB,Waiver,2021-09-10 02:11:00,,1,14,4,33.1,True,True,0.2857142857142857
A01056,2021,Voldemort,Matt Breida,,Free Agent,2021-09-12 10:41:00,2021-09-15 06:26:00,1,2,1,0.4,False,True,0.5
A01057,2021,Uncle Rico,Sammy Watkins,WR,Free Agent,2021-09-12 14:08:00,2021-09-15 02:20:00,1,2,1,11.6,True,True,0.5
A01058,2021,Big Sack Jack,Tevin Coleman,RB,Waiver,2021-09-12 02:11:00,2021-09-19 03:20:00,1,2,1,2.4,True,True,0.5
A01059,2021,Joe Mantegna,Zach Pascal,WR,Waiver,2021-09-15 02:20:00,2021-10-01 21:42:00,2,3,2,16.4,True,True,0.6666666666666666
A01060,2021,Malle ❤️ 🐸,Mark Ingram II,RB,Waiver,2021-09-15 02:20:00,,2,13,13,76.10000000000001,True,True,1.0
A01061,2021,ThreatLevelMidnight,Elijah Mitchell,RB,Waiver,2021-09-15 02:20:00,,2,13,13,110.6,True,True,1.0
A01062,2021,Uncle Rico,Tim Patrick,WR,Waiver,2021-09-15 02:20:00,,2,13,13,91.0,True,True,1.0
A01063,2021,Voldemort,Christian Kirk,,Free Agent,2021-09-15 06:26:00,2021-12-08 15:45:00,2,13,13,103.22,False,True,1.0
A01064,2021,Pop Lockett Drop it,Cardinals,,Free Agent,2021-09-16 17:01:00,2021-09-29 02:20:00,2,3,0,0.0,False,False,0.0
A01065,2021,ThreatLevelMidnight,Jeff Wilson Jr.,,Free Agent,2021-09-16 09:15:00,2021-10-12 13:34:00,2,5,4,0.0,False,True,0.8
A01066,2021,Post Mahomes,Saints,,Free Agent,2021-09-16 09:24:00,2021-09-22 20:55:00,2,2,0,0.0,False,False,0.0
A01067,2021,Big Sack Jack,Kenny Gainwell,RB,Free Agent,2021-09-19 03:20:00,2021-11-28 11:52:00,2,11,10,55.5,True,True,0.9090909090909091
A01068,2021,Ginger FC,Cedrick Wilson Jr.,WR,Waiver,2021-09-22 02:18:00,2021-09-29 02:20:00,3,2,1,8.7,True,True,0.5
A01069,2021,Pop Lockett Drop it,DeVante Parker,WR,Waiver,2021-09-22 02:18:00,,3,12,12,43.099999999999994,True,True,1.0
A01070,2021,Voldemort,Cordarrelle Patterson,RB,Waiver,2021-09-22 02:18:00,,3,12,12,160.5,True,True,1.0
A01071,2021,Uncle Rico,Panthers,,Free Agent,2021-09-22 20:12:00,2021-09-29 06:55:00,3,2,0,0.0,False,False,0.0
A01072,2021,Post Mahomes,Zack Moss,RB,Free Agent,2021-09-22 20:54:00,2021-11-10 03:03:00,3,8,7,56.5,True,True,0.875
A01073,2021,Post Mahomes,Rondale Moore,WR,Free Agent,2021-09-22 20:55:00,2021-10-02 12:24:00,3,2,1,1.4,True,True,0.5
A01074,2021,Voldemort,Justin Fields,,Free Agent,2021-09-24 10:39:00,2021-09-29 02:20:00,3,2,1,3.92,False,True,0.5
A01075,2021,Ginger FC,Quintez Cephus,,Free Agent,2021-09-24 11:38:00,2021-10-01 18:39:00,3,2,1,1.3,False,True,0.5
A01076,2021,Ginger FC,Josh Gordon,,Waiver,2021-09-29 02:20:00,2021-10-22 11:37:00,4,4,3,1.6,False,True,0.75
A01077,2021,Ginger FC,T.Y. Hilton,,Waiver,2021-09-29 02:20:00,2021-11-03 11:22:00,4,6,5,12.6,False,True,0.8333333333333334
A01078,2021,Joe Mantegna,Hunter Renfrow,WR,Waiver,2021-09-29 02:20:00,,4,11,11,125.0,True,True,1.0
A01079,2021,Pop Lockett Drop it,Titans,,Waiver,2021-09-29 02:20:00,2021-10-07 13:48:00,4,2,0,0.0,False,False,0.0
A01080,2021,Uncle Rico,Peyton Barber,RB,Waiver,2021-09-29 02:20:00,2021-10-20 08:51:00,4,4,3,0.0,True,True,0.75
A01081,2021,Voldemort,Emmanuel Sanders,WR,Waiver,2021-09-29 02:20:00,2021-12-09 05:03:00,4,11,10,67.8,True,True,0.9090909090909091
A01082,2021,Joe Mantegna,Brandon Bolden,RB,Free Agent,2021-09-29 15:56:00,2021-10-20 02:20:00,4,4,3,13.899999999999999,True,True,0.75
A01083,2021,Voldemort,Saints,,Free Agent,2021-09-29 06:54:00,2021-10-13 02:21:00,4,3,0,0.0,False,False,0.0
A01084,2021,Uncle Rico,Bengals,,Free Agent,2021-09-29 06:55:00,2021-10-06 02:20:00,4,2,0,0.0,False,False,0.0
A01085,2021,ThreatLevelMidnight,Marlon Mack,,Free Agent,2021-09-30 08:35:00,2021-10-06 08:25:00,4,2,1,2.8,False,True,0.5
A01086,2021,Big Sack Jack,Zach Wilson,,Waiver,2021-09-05 02:09:00,2021-10-06 12:57:00,1,5,4,56.9,False,True,0.8
A01087,2021,Big Sack Jack,Sterling Shepard,WR,Waiver,2021-09-05 02:09:00,2021-11-28 11:54:00,1,12,11,53.5,True,True,0.9166666666666666
A01088,2021,Patty Primetimes,Nelson Agholor,,Waiver,2021-09-05 02:09:00,2021-10-01 15:15:00,1,4,3,22.0,False,True,0.75
A01089,2021,Voldemort,Hunter Henry,TE,Free Agent,2021-09-05 09:18:00,2021-09-22 02:18:00,1,3,2,9.8,True,True,0.6666666666666666
A01090,2021,ThreatLevelMidnight,Panthers,,Free Agent,2021-09-05 09:27:00,2021-09-14 12:50:00,1,2,0,0.0,False,False,0.0
A01091,2021,Voldemort,Ty'Son Williams,,Free Agent,2021-09-07 16:35:00,2021-10-13 04:48:00,1,6,5,32.5,False,True,0.8333333333333334
A01092,2021,Voldemort,Tony Jones,RB,Free Agent,2021-09-09 12:41:00,2021-09-24 10:39:00,1,3,2,6.5,True,True,0.6666666666666666
A01093,2021,Pop Lockett Drop it,Le'Veon Bell,,Free Agent,2021-09-09 14:59:00,2021-09-22 02:18:00,1,3,2,0.0,False,True,0.6666666666666666
A01094,2022,Ginger FC,Mike White,,Free Agent,2022-12-01 16:49:00,2022-12-06 13:00:00,13,2,1,19.46,False,True,0.5
A01095,2022,Joe Mantegna,Mack Hollins,,Free Agent,2022-12-01 18:29:00,2022-12-04 08:10:00,13,1,0,0.0,False,False,0.0
A01096,2022,ThreatLevelMidnight,Matt Breida,,Free Agent,2022-12-10 23:10:00,2022-12-13 22:15:00,14,1,1,2.5,False,True,1.0
A01097,2022,Ginger FC,Aaron Rodgers,QB,Waiver,2022-12-10 03:48:00,,14,1,1,0.0,True,True,1.0
A01098,2022,Joe Mantegna,James Cook III,,Waiver,2022-12-10 03:48:00,,14,1,1,2.0,False,True,1.0
A01099,2022,Pop Lockett Drop it,Gus Edwards,RB,Free Agent,2022-12-11 10:20:00,,14,1,1,6.6,True,True,1.0
A01100,2022,malle_dips_pouches,Tom Brady,QB,Free Agent,2022-12-11 11:33:00,,14,1,1,14.12,True,True,1.0
A01101,2022,Big Sack Jack,Chuba Hubbard,RB,Free Agent,2022-12-11 11:52:00,,14,1,1,17.4,True,True,1.0
A01102,2022,Pop Lockett Drop it,Chuba Hubbard,RB,Free Agent,2022-12-11 09:26:00,,14,1,0,0.0,True,False,0.0
A01111,2022,ThreatLevelMidnight,Tyler Conklin,TE,Free Agent,2022-12-02 11:54:00,2022-12-06 07:03:00,13,2,1,1.9,True,True,0.5
A01123,2022,Post Mahomes,Taysom Hill,TE,Free Agent,2022-12-03 05:25:00,,13,2,2,12.34,True,True,1.0
A01124,2022,Patty Primetimes,Jameson Williams,,Free Agent,2022-12-03 20:21:00,,13,2,2,10.6,False,True,1.0
A01125,2022,Patty Primetimes,JaMycal Hasty,,Free Agent,2022-12-03 20:21:00,,13,2,2,1.3,False,True,1.0
A01126,2022,malle_dips_pouches,Jason Myers,,Free Agent,2022-12-04 11:21:00,2022-12-24 11:35:00,13,2,2,16.0,False,True,1.0
A01127,2022,Joe Mantegna,Zay Jones,,Free Agent,2022-12-04 08:10:00,,13,2,2,20.3,False,True,1.0
A01128,2022,Ginger FC,Devin Duvernay,WR,Waiver,2022-12-07 02:34:00,2022-12-23 15:56:00,14,1,1,0.0,True,True,1.0
A01129,2022,Ginger FC,Cardinals,,Waiver,2022-12-07 02:34:00,2022-12-21 02:43:00,14,1,0,0.0,False,False,0.0
A01130,2022,Patty Primetimes,Greg Zuerlein,,Waiver,2022-12-07 02:34:00,,14,1,1,4.0,False,True,1.0
A01131,2022,Patty Primetimes,Van Jefferson,,Waiver,2022-12-07 02:34:00,,14,1,0,0.0,False,False,0.0
A01132,2022,ThreatLevelMidnight,James Cook III,,Waiver,2022-12-07 02:34:00,2022-12-07 15:24:00,14,1,0,0.0,False,False,0.0
A01133,2022,ThreatLevelMidnight,Tony Jones,RB,Free Agent,2022-12-07 15:24:00,,14,1,0,0.0,True,False,0.0
A01134,2022,Patty Primetimes,Isaiah McKenzie,,Free Agent,2022-12-07 08:25:00,,14,1,1,4.3,False,True,1.0
A01135,2022,Malle ❤️ 🐸,Titans,,Free Agent,2022-12-07 20:25:00,2022-12-15 15:00:00,14,1,0,0.0,False,False,0.0
A01136,2022,Malle ❤️ 🐸,Robert Woods,,Free Agent,2022-12-07 20:25:00,,14,1,1,7.4,False,True,1.0
A01137,2022,ThreatLevelMidnight,Travis Homer,,Free Agent,2022-12-07 21:07:00,2022-12-13 21:30:00,14,1,1,4.4,False,True,1.0
A01138,2022,Uncle Rico,Evan Engram,TE,Free Agent,2022-12-07 09:40:00,,14,1,1,33.7,True,True,1.0
A01139,2022,Pop Lockett Drop it,Vikings,,Free Agent,2022-12-08 22:41:00,2022-12-16 12:46:00,14,1,0,0.0,False,False,0.0
A01140,2022,Pop Lockett Drop it,Ryan Tannehill,QB,Free Agent,2022-12-08 12:08:00,,14,1,1,22.76,True,True,1.0
A01141,2022,Joe Mantegna,Bengals,,Free Agent,2022-12-08 20:28:00,,14,1,0,0.0,False,False,0.0
A01142,2022,Joe Mantegna,Michael Badgley,,Free Agent,2022-12-08 20:29:00,,14,1,1,12.0,False,True,1.0
A01143,2022,Joe Mantegna,Tony Jones,RB,Free Agent,2022-12-08 20:30:00,,14,1,1,0.7,True,True,1.0
A01144,2022,Joe Mantegna,DJ Chark,WR,Free Agent,2022-12-08 20:32:00,,14,1,1,18.4,True,True,1.0
A01145,2022,Patty Primetimes,Tyler Conklin,TE,Waiver,2022-12-09 02:25:00,,14,1,1,5.3,True,True,1.0
A01146,2022,ThreatLevelMidnight,Deshaun Watson,QB,Free Agent,2022-11-11 10:44:00,2022-11-12 07:13:00,10,1,0,0.0,True,False,0.0
A01147,2022,ThreatLevelMidnight,Evan Engram,TE,Free Agent,2022-11-12 07:13:00,2022-11-15 08:15:00,10,2,1,2.9,True,True,0.5
A01148,2022,malle_dips_pouches,Kenny Pickett,QB,Free Agent,2022-11-13 11:36:00,2022-11-20 11:17:00,10,2,1,19.06,True,True,0.5
A01149,2022,malle_dips_pouches,Steelers,,Free Agent,2022-11-13 11:39:00,,10,5,0,0.0,False,False,0.0
A01150,2022,Pop Lockett Drop it,Cameron Dicker,,Free Agent,2022-11-13 12:05:00,2022-11-16 02:37:00,10,2,1,12.0,False,True,0.5
A01151,2022,Big Sack Jack,Jake Elliott,,Free Agent,2022-11-13 13:02:00,2022-12-11 11:52:00,10,5,4,25.0,False,True,0.8
A01152,2022,Post Mahomes,Kenny Gainwell,,Free Agent,2022-11-14 14:02:00,2022-11-15 07:57:00,10,2,1,1.7,False,True,0.5
A01153,2022,Voldemort,Nick Folk,,Free Agent,2022-11-14 05:51:00,2022-11-20 11:51:00,10,2,1,0.0,False,True,0.5
A01154,2022,Pop Lockett Drop it,Bengals,,Free Agent,2022-11-16 10:22:00,2022-11-24 13:35:00,11,2,0,0.0,False,False,0.0
A01155,2022,Voldemort,Dontrell Hilliard,,Free Agent,2022-11-16 12:44:00,2022-11-18 18:46:00,11,1,0,0.0,False,False,0.0
A01156,2022,Ginger FC,Donovan Peoples-Jones,WR,Waiver,2022-11-16 02:37:00,,11,4,4,44.5,True,True,1.0
A01157,2022,Patty Primetimes,Deshaun Watson,QB,Waiver,2022-11-16 02:37:00,,11,4,4,25.68,True,True,1.0
A01158,2022,Pop Lockett Drop it,Allen Robinson,WR,Waiver,2022-11-16 02:37:00,,11,4,4,12.7,True,True,1.0
A01159,2022,Pop Lockett Drop it,Evan McPherson,,Waiver,2022-11-16 02:37:00,,11,4,4,41.0,False,True,1.0
A01160,2022,The Big Gronkowski,Ravens,,Waiver,2022-11-16 02:37:00,,11,4,0,0.0,False,False,0.0
A01161,2022,Uncle Rico,Jerick McKinnon,,Waiver,2022-11-16 02:37:00,,11,4,4,46.9,False,True,1.0
A01162,2022,Uncle Rico,DeAndre Carter,,Waiver,2022-11-16 02:37:00,,11,4,4,24.0,False,True,1.0
A01163,2022,Uncle Rico,Parris Campbell,,Waiver,2022-11-16 02:37:00,2022-12-07 09:40:00,11,4,3,18.1,False,True,0.75
A01164,2022,Uncle Rico,Cole Kmet,TE,Waiver,2022-11-16 02:37:00,,11,4,3,19.4,True,True,0.75
A01165,2022,Voldemort,Christian Watson,WR,Waiver,2022-11-16 02:37:00,,11,4,4,61.0,True,True,1.0
A01166,2022,Voldemort,Foster Moreau,,Free Agent,2022-11-16 03:45:00,,11,4,0,0.0,False,False,0.0
A01167,2022,ThreatLevelMidnight,Isaiah Likely,,Free Agent,2022-11-16 06:17:00,2022-11-23 02:31:00,11,2,1,0.6,False,True,0.5
A01168,2022,Uncle Rico,Robbie Gould,,Free Agent,2022-11-16 06:30:00,,11,4,4,39.0,False,True,1.0
A01169,2022,Post Mahomes,Davis Mills,,Free Agent,2022-11-16 07:12:00,2022-11-17 07:34:00,11,1,0,0.0,False,False,0.0
A01170,2022,Joe Mantegna,Foster Moreau,,Free Agent,2022-11-17 18:17:00,2022-12-08 20:32:00,11,4,3,18.3,False,True,0.75
A01171,2022,Joe Mantegna,Commanders,,Free Agent,2022-11-17 18:21:00,2022-12-08 20:28:00,11,4,0,0.0,False,False,0.0
A01172,2022,Post Mahomes,Russell Wilson,QB,Free Agent,2022-11-17 07:34:00,2022-11-22 08:52:00,11,2,1,10.68,True,True,0.5
A01173,2022,Voldemort,Chuba Hubbard,RB,Free Agent,2022-11-18 18:46:00,2022-11-20 14:46:00,11,1,0,0.0,True,False,0.0
A01174,2022,Joe Mantegna,Greg Dulcich,TE,Waiver,2022-11-19 02:17:00,,11,4,4,24.3,True,True,1.0
A01175,2022,Pop Lockett Drop it,Eno Benjamin,RB,Waiver,2022-11-19 02:17:00,2022-12-11 09:26:00,11,4,3,0.0,True,True,0.75
A01176,2022,ThreatLevelMidnight,Dak Prescott,QB,Free Agent,2022-11-02 10:17:00,,9,6,6,114.14,True,True,1.0
A01177,2022,Patty Primetimes,Chase McLaughlin,,Waiver,2022-11-02 02:34:00,2022-12-07 02:34:00,9,6,5,41.0,False,True,0.8333333333333334
A01178,2022,Pop Lockett Drop it,Vikings,,Waiver,2022-11-02 02:34:00,2022-11-09 02:35:00,9,2,0,0.0,False,False,0.0
A01179,2022,Pop Lockett Drop it,Matt Prater,,Waiver,2022-11-02 02:34:00,2022-11-13 12:05:00,9,2,1,3.0,False,True,0.5
A01180,2022,Pop Lockett Drop it,Caleb Huntley,RB,Waiver,2022-11-02 02:34:00,2022-11-09 02:35:00,9,2,1,3.4,True,True,0.5
A01181,2022,Pop Lockett Drop it,Justin Fields,QB,Waiver,2022-11-02 02:34:00,,9,6,6,139.98000000000002,True,True,1.0
A01182,2022,Voldemort,Bengals,,Free Agent,2022-11-02 04:34:00,2022-11-08 08:07:00,9,2,0,0.0,False,False,0.0
A01183,2022,Patty Primetimes,Jared Goff,QB,Free Agent,2022-11-02 06:09:00,,9,6,6,119.02000000000001,True,True,1.0
A01184,2022,ThreatLevelMidnight,Kenyan Drake,RB,Free Agent,2022-11-02 06:44:00,2022-11-23 04:14:00,9,4,3,30.2,True,True,0.75
A01185,2022,ThreatLevelMidnight,Isaiah Likely,,Free Agent,2022-11-02 06:44:00,2022-11-07 21:08:00,9,1,0,0.0,False,False,0.0
A01186,2022,ThreatLevelMidnight,Alexander Mattison,RB,Free Agent,2022-11-02 06:45:00,2022-11-30 14:50:00,9,5,0,0.0,True,False,0.0
A01187,2022,ThreatLevelMidnight,Deon Jackson,,Free Agent,2022-11-02 08:55:00,2022-11-10 16:27:00,9,2,1,4.6,False,True,0.5
A01188,2022,malle_dips_pouches,Jets,,Free Agent,2022-11-20 11:17:00,2022-12-11 11:33:00,11,4,0,0.0,False,False,0.0
A01189,2022,Voldemort,Cameron Dicker,,Free Agent,2022-11-20 11:51:00,2022-12-21 02:43:00,11,4,4,34.0,False,True,1.0
A01190,2022,Voldemort,Alexander Mattison,RB,Free Agent,2022-11-20 14:46:00,,11,4,0,0.0,True,False,0.0
A01191,2022,Voldemort,Tre' McKitty,,Free Agent,2022-11-20 18:28:00,,11,4,0,0.0,False,False,0.0
A01192,2022,Voldemort,Isaiah Spiller,,Free Agent,2022-11-20 19:19:00,2022-11-21 17:42:00,11,1,0,0.0,False,False,0.0
A01193,2022,The Big Gronkowski,Darius Slayton,WR,Free Agent,2022-11-20 08:00:00,,11,4,4,36.1,True,True,1.0
A01194,2022,Voldemort,Keaontay Ingram,,Free Agent,2022-11-21 17:42:00,2022-11-23 02:31:00,11,2,1,1.9,False,True,0.5
A01195,2022,Post Mahomes,Cam Akers,RB,Free Agent,2022-11-23 10:30:00,,12,3,3,31.0,True,True,1.0
A01196,2022,Ginger FC,Colts,,Free Agent,2022-11-23 12:04:00,2022-11-30 10:40:00,12,2,0,0.0,False,False,0.0
A01197,2022,Malle ❤️ 🐸,Dolphins,,Waiver,2022-11-23 02:31:00,2022-11-30 10:38:00,12,2,0,0.0,False,False,0.0
A01198,2022,ThreatLevelMidnight,Latavius Murray,,Waiver,2022-11-23 02:31:00,,12,3,3,23.0,False,True,1.0
A01199,2022,Voldemort,Samaje Perine,RB,Waiver,2022-11-23 02:31:00,2022-12-21 07:44:00,12,3,3,44.7,True,True,1.0
A01200,2022,ThreatLevelMidnight,Jameson Williams,,Free Agent,2022-11-23 04:14:00,2022-11-28 10:02:00,12,1,0,0.0,False,False,0.0
A01201,2022,ThreatLevelMidnight,Treylon Burks,,Free Agent,2022-11-23 04:14:00,,12,3,3,24.0,False,True,1.0
A01202,2022,Pop Lockett Drop it,Broncos,,Free Agent,2022-11-24 13:35:00,2022-11-30 03:20:00,12,2,0,0.0,False,False,0.0
A01203,2022,Voldemort,Taysom Hill,TE,Free Agent,2022-11-25 12:25:00,2022-11-30 03:20:00,12,2,1,2.5,True,True,0.5
A01204,2022,Pop Lockett Drop it,Tom Brady,QB,Free Agent,2022-11-27 10:44:00,2022-12-08 12:08:00,12,3,2,44.18,True,True,0.6666666666666666
A01205,2022,Voldemort,Deon Jackson,,Free Agent,2022-11-27 20:11:00,2022-11-29 17:55:00,12,2,1,0.0,False,True,0.5
A01206,2022,Post Mahomes,Jaylen Warren,,Free Agent,2022-11-28 11:16:00,2022-11-30 07:26:00,12,2,1,0.0,False,True,0.5
A01207,2022,Post Mahomes,Joshua Palmer,WR,Free Agent,2022-11-03 11:28:00,,9,6,6,72.0,True,True,1.0
A01208,2022,Patty Primetimes,Mecole Hardman Jr.,,Free Agent,2022-11-03 15:07:00,2022-12-03 20:21:00,9,5,4,16.9,False,True,0.8
A01209,2022,Malle ❤️ 🐸,Browns,,Free Agent,2022-11-30 10:38:00,2022-12-07 20:25:00,13,2,0,0.0,False,False,0.0
A01210,2022,Ginger FC,Packers,,Free Agent,2022-11-30 10:40:00,2022-12-07 02:34:00,13,2,0,0.0,False,False,0.0
A01211,2022,ThreatLevelMidnight,Jordan Mason,,Free Agent,2022-11-30 14:50:00,2022-12-14 12:04:00,13,2,2,10.7,False,True,1.0
A01212,2022,Patty Primetimes,Seahawks,,Waiver,2022-11-30 03:20:00,,13,2,0,0.0,False,False,0.0
A01213,2022,Pop Lockett Drop it,Chargers,,Waiver,2022-11-30 03:20:00,2022-12-08 22:41:00,13,2,0,0.0,False,False,0.0
A01214,2022,ThreatLevelMidnight,Alexander Mattison,RB,Waiver,2022-11-30 03:20:00,2022-11-30 14:50:00,13,1,0,0.0,True,False,0.0
A01215,2022,Voldemort,Bam Knight,,Waiver,2022-11-30 03:20:00,,13,2,2,29.0,False,True,1.0
A01216,2022,Post Mahomes,Hunter Henry,TE,Free Agent,2022-11-30 07:26:00,2022-12-03 05:25:00,13,1,0,0.0,True,False,0.0
A01217,2022,Pop Lockett Drop it,Dontrell Hilliard,,Free Agent,2022-11-04 08:20:00,2022-11-05 02:17:00,9,1,0,0.0,False,False,0.0
A01218,2022,Patty Primetimes,Colts,,Waiver,2022-11-05 02:17:00,2022-11-09 02:35:00,9,2,0,0.0,False,False,0.0
A01219,2022,Pop Lockett Drop it,Brian Robinson,RB,Waiver,2022-11-05 02:17:00,,9,6,6,56.7,True,True,1.0
A01220,2022,Voldemort,Alexander Mattison,RB,Free Agent,2022-11-05 08:38:00,2022-11-07 17:42:00,9,1,0,0.0,True,False,0.0
A01221,2022,malle_dips_pouches,Logan Thomas,TE,Free Agent,2022-11-06 09:47:00,2022-11-13 11:36:00,9,2,1,0.0,True,True,0.5
A01222,2022,Voldemort,Andy Dalton,,Free Agent,2022-11-07 17:42:00,2022-11-09 10:15:00,9,2,1,13.9,False,True,0.5
A01223,2022,Voldemort,Russell Wilson,QB,Free Agent,2022-11-09 10:15:00,2022-11-14 05:51:00,10,1,0,0.0,True,False,0.0
A01224,2022,Post Mahomes,Odell Beckham Jr.,,Free Agent,2022-11-09 12:11:00,2022-11-28 11:16:00,10,3,2,0.0,False,True,0.6666666666666666
A01225,2022,Post Mahomes,Brett Maher,,Free Agent,2022-11-09 12:11:00,,10,5,5,47.0,False,True,1.0
A01226,2022,Post Mahomes,Cole Kmet,TE,Free Agent,2022-11-09 12:12:00,2022-11-12 20:37:00,10,1,0,0.0,True,False,0.0
A01227,2022,Malle ❤️ 🐸,Graham Gano,,Waiver,2022-11-09 02:35:00,,10,5,5,29.0,False,True,1.0
A01228,2022,Patty Primetimes,Titans,,Waiver,2022-11-09 02:35:00,2022-11-30 03:20:00,10,4,0,0.0,False,False,0.0
A01229,2022,Pop Lockett Drop it,Jaylen Warren,,Waiver,2022-11-09 02:35:00,2022-11-19 02:17:00,10,2,1,9.2,False,True,0.5
A01230,2022,Pop Lockett Drop it,Saints,,Waiver,2022-11-09 02:35:00,2022-11-16 10:22:00,10,2,0,0.0,False,False,0.0
A01231,2022,Post Mahomes,Garrett Wilson,WR,Waiver,2022-11-09 02:35:00,,10,5,5,57.099999999999994,True,True,1.0
A01232,2022,Malle ❤️ 🐸,Matthew Stafford,QB,Free Agent,2022-11-09 16:16:00,2022-12-07 20:25:00,10,5,4,18.76,True,True,0.8
A01233,2022,Uncle Rico,Wan'Dale Robinson,,Free Agent,2022-11-09 07:07:00,2022-11-16 02:37:00,10,2,1,2.5,False,True,0.5
A01234,2022,ThreatLevelMidnight,Giants,,Free Agent,2022-11-09 07:23:00,2022-11-15 08:15:00,10,2,0,0.0,False,False,0.0
A01235,2022,ThreatLevelMidnight,David Njoku,TE,Free Agent,2022-11-09 07:26:00,,10,5,5,29.299999999999997,True,True,1.0
A01236,2022,Post Mahomes,Matt Prater,,Free Agent,2022-10-01 13:18:00,2022-10-04 10:03:00,4,2,1,8.0,False,True,0.5
A01237,2022,ThreatLevelMidnight,David Njoku,TE,Free Agent,2022-10-01 08:38:00,2022-10-25 09:05:00,4,5,4,36.9,True,True,0.8
A01238,2022,Voldemort,Skyy Moore,,Free Agent,2022-10-10 07:59:00,2022-10-13 18:50:00,5,2,1,2.5,False,True,0.5
A01239,2022,Post Mahomes,Harrison Butker,,Free Agent,2022-10-12 10:22:00,2022-10-26 07:55:00,6,3,2,17.0,False,True,0.6666666666666666
A01240,2022,Ginger FC,Graham Gano,,Waiver,2022-10-12 02:44:00,2022-10-19 02:38:00,6,2,1,6.0,False,True,0.5
A01241,2022,Pop Lockett Drop it,Jimmy Garoppolo,QB,Waiver,2022-10-12 02:44:00,2022-10-19 02:38:00,6,2,1,22.94,True,True,0.5
A01242,2022,Post Mahomes,Taysom Hill,TE,Waiver,2022-10-12 02:44:00,2022-11-09 12:11:00,6,5,4,23.06,True,True,0.8
A01243,2022,Post Mahomes,Kenneth Walker III,RB,Waiver,2022-10-12 02:44:00,,6,9,9,115.0,True,True,1.0
A01244,2022,ThreatLevelMidnight,Geno Smith,QB,Waiver,2022-10-12 02:44:00,,6,9,9,185.72,True,True,1.0
A01245,2022,Uncle Rico,Alec Pierce,,Waiver,2022-10-12 02:44:00,2022-11-09 07:07:00,6,5,4,28.4,False,True,0.8
A01246,2022,Uncle Rico,Eno Benjamin,RB,Waiver,2022-10-12 02:44:00,2022-11-16 02:37:00,6,6,5,39.0,True,True,0.8333333333333334
A01247,2022,ThreatLevelMidnight,Bears,,Free Agent,2022-10-12 03:20:00,,6,9,0,0.0,False,False,0.0
A01248,2022,ThreatLevelMidnight,Joshua Kelley,,Free Agent,2022-10-12 03:22:00,2022-10-18 17:04:00,6,2,1,0.0,False,True,0.5
A01249,2022,ThreatLevelMidnight,Jaylen Warren,,Free Agent,2022-10-12 03:22:00,2022-10-28 10:15:00,6,3,2,3.6,False,True,0.6666666666666666
A01250,2022,ThreatLevelMidnight,Patriots,,Free Agent,2022-10-12 03:34:00,,6,9,0,0.0,False,False,0.0
A01251,2022,Malle ❤️ 🐸,Browns,,Free Agent,2022-10-13 11:11:00,2022-10-20 08:52:00,6,2,0,0.0,False,False,0.0
A01252,2022,Malle ❤️ 🐸,Irv Smith Jr.,TE,Free Agent,2022-10-13 11:11:00,2022-11-09 02:35:00,6,5,4,13.5,True,True,0.8
A01253,2022,Joe Mantegna,Marquez Valdes-Scantling,,Free Agent,2022-10-13 06:03:00,2022-12-01 18:29:00,6,8,0,0.0,False,False,0.0
A01254,2022,Voldemort,Dak Prescott,QB,Free Agent,2022-10-13 18:50:00,2022-10-26 02:36:00,6,3,2,14.28,True,True,0.6666666666666666
A01255,2022,ThreatLevelMidnight,Deon Jackson,,Free Agent,2022-10-15 12:42:00,2022-10-19 14:22:00,6,2,1,23.1,False,True,0.5
A01256,2022,Post Mahomes,Bills,,Waiver,2022-10-16 02:13:00,,6,9,0,0.0,False,False,0.0
A01257,2022,malle_dips_pouches,Phillip Lindsay,,Free Agent,2022-10-16 07:40:00,2022-10-23 11:33:00,6,2,1,4.7,False,True,0.5
A01258,2022,Patty Primetimes,Garrett Wilson,WR,Free Agent,2022-10-16 09:47:00,2022-10-19 02:38:00,6,2,1,1.3,True,True,0.5
A01259,2022,Joe Mantegna,Cade Otton,TE,Free Agent,2022-10-19 13:51:00,2022-11-17 18:17:00,7,5,4,31.200000000000003,True,True,0.8
