acquisition_id,year,week,canonical_team,player,name_key,player_position,acquisition_type,acquisition_datetime,drop_datetime,calendar_week,roster_observed,fantasy_points,lineup_slot,primary_eligible
A00222,2017,13,Big Sack Jack,Chris Thompson,christhompson,RB,Waiver,2017-09-20 02:23:00,2017-12-07 18:21:00,3,True,0.0,BN,True
A00223,2017,3,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,0.3,BN,True
A00223,2017,4,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,0.9,TE,True
A00223,2017,5,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,4.1,TE,True
A00223,2017,6,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,0.0,BN,True
A00223,2017,7,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,11.4,BN,True
A00223,2017,8,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,3.1,BN,True
A00223,2017,9,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,0.5,BN,True
A00223,2017,10,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,5.9,BN,True
A00223,2017,11,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,0.7,TE,True
A00223,2017,12,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,4.4,TE,True
A00223,2017,13,Dillon Panthers,Jason Witten,jasonwitten,TE,Waiver,2017-09-20 02:23:00,,3,True,6.8,TE,True
A00224,2017,3,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,True,9.56,QB,True
A00224,2017,4,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,True,13.26,QB,True
A00224,2017,5,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,True,0.0,BN,True
A00224,2017,6,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,True,19.94,BN,True
A00224,2017,7,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,True,6.68,BN,True
A00224,2017,8,Ginger FC,Trevor Siemian,trevorsiemian,QB,Waiver,2017-09-20 02:23:00,2017-10-25 02:38:00,3,False,0.0,,True
A00225,2017,3,Pop Lockett Drop it,Marqise Lee,marqiselee,WR,Waiver,2017-09-20 02:23:00,2017-10-08 08:06:00,3,True,6.5,BN,True
A00225,2017,4,Pop Lockett Drop it,Marqise Lee,marqiselee,WR,Waiver,2017-09-20 02:23:00,2017-10-08 08:06:00,3,True,1.8,BN,True
A00225,2017,5,Pop Lockett Drop it,Marqise Lee,marqiselee,WR,Waiver,2017-09-20 02:23:00,2017-10-08 08:06:00,3,False,0.0,,True
A00226,2017,3,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,True,3.5,BN,True
A00226,2017,4,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,5,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,6,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,7,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,8,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,9,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,10,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,11,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,12,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00226,2017,13,Post Mahomes,Samaje Perine,samajeperine,RB,Waiver,2017-09-20 02:23:00,,3,False,0.0,,True
A00227,2017,3,ThreatLevelMidnight,Eagles,eagles,,Waiver,2017-09-20 02:23:00,2017-09-27 02:24:00,3,False,0.0,,False
A00227,2017,4,ThreatLevelMidnight,Eagles,eagles,,Waiver,2017-09-20 02:23:00,2017-09-27 02:24:00,3,False,0.0,,False
A00228,2017,3,Voldemort,Dolphins,dolphins,,Waiver,2017-09-20 02:23:00,2017-09-27 06:19:00,3,False,0.0,,False
A00228,2017,4,Voldemort,Dolphins,dolphins,,Waiver,2017-09-20 02:23:00,2017-09-27 06:19:00,3,False,0.0,,False
A00229,2017,3,Voldemort,J.J. Nelson,jjnelson,,Waiver,2017-09-20 02:23:00,2017-10-07 08:45:00,3,True,0.0,BN,False
A00229,2017,4,Voldemort,J.J. Nelson,jjnelson,,Waiver,2017-09-20 02:23:00,2017-10-07 08:45:00,3,True,3.4,BN,False
A00229,2017,5,Voldemort,J.J. Nelson,jjnelson,,Waiver,2017-09-20 02:23:00,2017-10-07 08:45:00,3,False,0.0,,False
A00230,2017,3,Post Mahomes,Evan Engram,evanengram,TE,Free Agent,2017-09-20 04:06:00,2017-09-27 04:34:00,3,True,4.5,BN,True
A00230,2017,4,Post Mahomes,Evan Engram,evanengram,TE,Free Agent,2017-09-20 04:06:00,2017-09-27 04:34:00,3,False,0.0,,True
A00231,2017,3,Post Mahomes,Rashard Higgins,rashardhiggins,,Free Agent,2017-09-20 04:06:00,2017-09-29 12:39:00,3,True,1.0,BN,False
A00231,2017,4,Post Mahomes,Rashard Higgins,rashardhiggins,,Free Agent,2017-09-20 04:06:00,2017-09-29 12:39:00,3,False,0.0,,False
A00232,2017,3,Hello Harvard,Chris Johnson,chrisjohnson,,Free Agent,2017-09-20 17:03:00,2017-10-04 03:02:00,3,True,2.1,W/R/T,False
A00232,2017,4,Hello Harvard,Chris Johnson,chrisjohnson,,Free Agent,2017-09-20 17:03:00,2017-10-04 03:02:00,3,True,6.3,BN,False
A00232,2017,5,Hello Harvard,Chris Johnson,chrisjohnson,,Free Agent,2017-09-20 17:03:00,2017-10-04 03:02:00,3,False,0.0,,False
A00233,2017,3,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,19.1,BN,True
A00233,2017,4,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,29.32,BN,True
A00233,2017,5,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,32.86,BN,True
A00233,2017,6,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,17.14,QB,True
A00233,2017,7,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,31.68,BN,True
A00233,2017,8,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,15.38,BN,True
A00233,2017,9,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,23.42,BN,True
A00233,2017,10,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,0.0,BN,True
A00233,2017,11,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,9.9,QB,True
A00233,2017,12,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,16.46,QB,True
A00233,2017,13,ThreatLevelMidnight,Alex Smith,alexsmith,QB,Free Agent,2017-09-20 17:42:00,,3,True,45.64,BN,True
A00234,2017,3,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,True,4.2,BN,True
A00234,2017,4,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,5,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,6,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,7,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,8,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,9,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,10,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,11,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,12,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00234,2017,13,Post Mahomes,Jermaine Kearse,jermainekearse,WR,Free Agent,2017-09-20 09:12:00,,3,False,0.0,,True
A00235,2017,3,Hello Harvard,Buccaneers,buccaneers,,Free Agent,2017-09-22 12:05:00,2017-09-28 10:05:00,3,False,0.0,,False
A00235,2017,4,Hello Harvard,Buccaneers,buccaneers,,Free Agent,2017-09-22 12:05:00,2017-09-28 10:05:00,3,False,0.0,,False
A00236,2017,3,Voldemort,Josh Gordon,joshgordon,WR,Free Agent,2017-09-22 09:29:00,2017-09-28 22:35:00,3,True,0.0,BN,True
A00236,2017,4,Voldemort,Josh Gordon,joshgordon,WR,Free Agent,2017-09-22 09:29:00,2017-09-28 22:35:00,3,False,0.0,,True
A00237,2017,3,malle_dips_pouches,Geronimo Allison,geronimoallison,,Free Agent,2017-09-23 18:35:00,2017-10-05 18:56:00,3,True,12.2,BN,False
A00237,2017,4,malle_dips_pouches,Geronimo Allison,geronimoallison,,Free Agent,2017-09-23 18:35:00,2017-10-05 18:56:00,3,True,0.0,BN,False
A00237,2017,5,malle_dips_pouches,Geronimo Allison,geronimoallison,,Free Agent,2017-09-23 18:35:00,2017-10-05 18:56:00,3,False,0.0,,False
A00238,2017,3,Voldemort,Jared Cook,jaredcook,TE,Free Agent,2017-09-23 19:12:00,2017-09-28 15:08:00,3,True,10.3,TE,True
A00238,2017,4,Voldemort,Jared Cook,jaredcook,TE,Free Agent,2017-09-23 19:12:00,2017-09-28 15:08:00,3,False,0.0,,True
A00239,2017,4,Dillon Panthers,Jaron Brown,jaronbrown,WR,Waiver,2017-09-27 02:24:00,2017-10-22 23:00:00,4,True,10.5,BN,True
A00239,2017,5,Dillon Panthers,Jaron Brown,jaronbrown,WR,Waiver,2017-09-27 02:24:00,2017-10-22 23:00:00,4,True,3.9,WR,True
A00239,2017,6,Dillon Panthers,Jaron Brown,jaronbrown,WR,Waiver,2017-09-27 02:24:00,2017-10-22 23:00:00,4,True,3.0,BN,True
A00239,2017,7,Dillon Panthers,Jaron Brown,jaronbrown,WR,Waiver,2017-09-27 02:24:00,2017-10-22 23:00:00,4,False,0.0,,True
A00240,2017,4,Hello Harvard,Ryan Succop,ryansuccop,,Waiver,2017-09-27 02:24:00,2017-10-25 17:10:00,4,True,2.0,K,False
A00240,2017,5,Hello Harvard,Ryan Succop,ryansuccop,,Waiver,2017-09-27 02:24:00,2017-10-25 17:10:00,4,True,5.0,K,False
A00240,2017,6,Hello Harvard,Ryan Succop,ryansuccop,,Waiver,2017-09-27 02:24:00,2017-10-25 17:10:00,4,True,21.0,K,False
A00240,2017,7,Hello Harvard,Ryan Succop,ryansuccop,,Waiver,2017-09-27 02:24:00,2017-10-25 17:10:00,4,True,15.0,K,False
A00240,2017,8,Hello Harvard,Ryan Succop,ryansuccop,,Waiver,2017-09-27 02:24:00,2017-10-25 17:10:00,4,False,0.0,,False
A00241,2017,4,Post Mahomes,Wendell Smallwood,wendellsmallwood,,Waiver,2017-09-27 02:24:00,2017-10-11 02:28:00,4,True,13.9,BN,False
A00241,2017,5,Post Mahomes,Wendell Smallwood,wendellsmallwood,,Waiver,2017-09-27 02:24:00,2017-10-11 02:28:00,4,True,0.0,BN,False
A00241,2017,6,Post Mahomes,Wendell Smallwood,wendellsmallwood,,Waiver,2017-09-27 02:24:00,2017-10-11 02:28:00,4,False,0.0,,False
A00242,2017,4,ThreatLevelMidnight,Bengals,bengals,,Waiver,2017-09-27 02:24:00,2017-10-04 03:02:00,4,False,0.0,,False
A00242,2017,5,ThreatLevelMidnight,Bengals,bengals,,Waiver,2017-09-27 02:24:00,2017-10-04 03:02:00,4,False,0.0,,False
A00243,2017,4,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,14.0,BN,True
A00243,2017,5,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,12.8,BN,True
A00243,2017,6,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,13.6,TE,True
A00243,2017,7,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,6.0,TE,True
A00243,2017,8,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,6.4,TE,True
A00243,2017,9,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,0.9,TE,True
A00243,2017,10,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,1.0,TE,True
A00243,2017,11,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,True,1.2,BN,True
A00243,2017,12,ThreatLevelMidnight,Cameron Brate,cameronbrate,TE,Waiver,2017-09-27 02:24:00,2017-11-24 10:59:00,4,False,0.0,,True
A00244,2017,4,Post Mahomes,Sterling Shepard,sterlingshepard,WR,Free Agent,2017-09-27 04:34:00,2017-10-04 03:02:00,4,True,5.4,BN,True
A00244,2017,5,Post Mahomes,Sterling Shepard,sterlingshepard,WR,Free Agent,2017-09-27 04:34:00,2017-10-04 03:02:00,4,False,0.0,,True
A00245,2017,4,Voldemort,Texans,texans,,Free Agent,2017-09-27 06:19:00,2017-10-25 06:45:00,4,False,0.0,,False
A00245,2017,5,Voldemort,Texans,texans,,Free Agent,2017-09-27 06:19:00,2017-10-25 06:45:00,4,False,0.0,,False
A00245,2017,6,Voldemort,Texans,texans,,Free Agent,2017-09-27 06:19:00,2017-10-25 06:45:00,4,False,0.0,,False
A00245,2017,7,Voldemort,Texans,texans,,Free Agent,2017-09-27 06:19:00,2017-10-25 06:45:00,4,False,0.0,,False
A00245,2017,8,Voldemort,Texans,texans,,Free Agent,2017-09-27 06:19:00,2017-10-25 06:45:00,4,False,0.0,,False
A00246,2017,4,Hello Harvard,Ben Watson,benwatson,TE,Free Agent,2017-09-28 10:05:00,2017-10-18 02:24:00,4,True,4.3,TE,True
A00246,2017,5,Hello Harvard,Ben Watson,benwatson,TE,Free Agent,2017-09-28 10:05:00,2017-10-18 02:24:00,4,True,0.2,TE,True
A00246,2017,6,Hello Harvard,Ben Watson,benwatson,TE,Free Agent,2017-09-28 10:05:00,2017-10-18 02:24:00,4,True,2.8,BN,True
A00246,2017,7,Hello Harvard,Ben Watson,benwatson,TE,Free Agent,2017-09-28 10:05:00,2017-10-18 02:24:00,4,False,0.0,,True
A00247,2017,4,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,15.6,BN,True
A00247,2017,5,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,0.0,BN,True
A00247,2017,6,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,8.7,BN,True
A00247,2017,7,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,10.7,BN,True
A00247,2017,8,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,13.6,BN,True
A00247,2017,9,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,True,25.2,RB,True
A00247,2017,10,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,False,0.0,,True
A00247,2017,11,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,False,0.0,,True
A00247,2017,12,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,False,0.0,,True
A00247,2017,13,Voldemort,Alvin Kamara,alvinkamara,RB,Free Agent,2017-09-28 22:35:00,,4,False,0.0,,True
A00248,2017,4,Pop Lockett Drop it,Zach Miller,zachmiller,TE,Free Agent,2017-09-28 12:06:00,2017-10-08 08:13:00,4,True,4.5,TE,True
A00248,2017,5,Pop Lockett Drop it,Zach Miller,zachmiller,TE,Free Agent,2017-09-28 12:06:00,2017-10-08 08:13:00,4,False,0.0,,True
A00249,2017,4,Voldemort,Vernon Davis,vernondavis,TE,Free Agent,2017-09-28 15:08:00,2017-10-04 03:02:00,4,True,8.9,BN,True
A00249,2017,5,Voldemort,Vernon Davis,vernondavis,TE,Free Agent,2017-09-28 15:08:00,2017-10-04 03:02:00,4,False,0.0,,True
A00250,2017,4,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,25.0,W/R/T,True
A00250,2017,5,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,3.3,RB,True
A00250,2017,6,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,0.0,BN,True
A00250,2017,7,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,8.3,BN,True
A00250,2017,8,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,6.1,RB,True
A00250,2017,9,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,7.4,BN,True
A00250,2017,10,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,1.6,BN,True
A00250,2017,11,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,0.0,BN,True
A00250,2017,12,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,4.6,BN,True
A00250,2017,13,Post Mahomes,Bilal Powell,bilalpowell,RB,Free Agent,2017-09-29 12:39:00,2017-12-06 02:20:00,4,True,11.0,BN,True
A00251,2017,1,Voldemort,Graham Gano,grahamgano,,Free Agent,2017-09-03 11:47:00,2017-09-07 12:59:00,1,False,0.0,,False
A00252,2017,4,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,6.2,BN,True
A00252,2017,5,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,0.0,BN,True
A00252,2017,6,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,14.2,BN,True
A00252,2017,7,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,12.0,TE,True
A00252,2017,8,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,0.0,BN,True
A00252,2017,9,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,13.0,TE,True
A00252,2017,10,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,9.1,TE,True
A00252,2017,11,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,0.9,TE,True
A00252,2017,12,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,1.8,TE,True
A00252,2017,13,The Big Gronkowski,Evan Engram,evanengram,TE,Waiver,2017-09-30 02:25:00,,4,True,15.9,BN,True
A00253,2017,4,Voldemort,Danny Woodhead,dannywoodhead,RB,Free Agent,2017-09-30 15:23:00,2017-10-18 04:25:00,4,True,0.0,IR,True
A00253,2017,5,Voldemort,Danny Woodhead,dannywoodhead,RB,Free Agent,2017-09-30 15:23:00,2017-10-18 04:25:00,4,True,0.0,IR,True
A00253,2017,6,Voldemort,Danny Woodhead,dannywoodhead,RB,Free Agent,2017-09-30 15:23:00,2017-10-18 04:25:00,4,True,0.0,IR,True
A00253,2017,7,Voldemort,Danny Woodhead,dannywoodhead,RB,Free Agent,2017-09-30 15:23:00,2017-10-18 04:25:00,4,False,0.0,,True
A00254,2017,1,ThreatLevelMidnight,Dwayne Allen,dwayneallen,,Free Agent,2017-09-06 19:42:00,2017-09-27 02:24:00,1,True,0.0,BN,False
A00254,2017,2,ThreatLevelMidnight,Dwayne Allen,dwayneallen,,Free Agent,2017-09-06 19:42:00,2017-09-27 02:24:00,1,True,0.0,BN,False
A00254,2017,3,ThreatLevelMidnight,Dwayne Allen,dwayneallen,,Free Agent,2017-09-06 19:42:00,2017-09-27 02:24:00,1,True,0.0,BN,False
A00254,2017,4,ThreatLevelMidnight,Dwayne Allen,dwayneallen,,Free Agent,2017-09-06 19:42:00,2017-09-27 02:24:00,1,False,0.0,,False
A00255,2017,1,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,2.0,BN,True
A00255,2017,2,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,5.2,BN,True
A00255,2017,3,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,11.7,BN,True
A00255,2017,4,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,4.7,BN,True
A00255,2017,5,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,0.0,BN,True
A00255,2017,6,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,2.1,BN,True
A00255,2017,7,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,2.2,BN,True
A00255,2017,8,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,2.4,BN,True
A00255,2017,9,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,2.4,RB,True
A00255,2017,10,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,3.8,BN,True
A00255,2017,11,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,0.7,BN,True
A00255,2017,12,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,1.0,BN,True
A00255,2017,13,Pop Lockett Drop it,Jamaal Charles,jamaalcharles,RB,Free Agent,2017-09-07 10:01:00,2017-12-06 21:34:00,1,True,5.1,BN,True
A00256,2017,1,Voldemort,Stephen Hauschka,stephenhauschka,,Free Agent,2017-09-07 12:59:00,2017-09-13 02:32:00,1,True,3.0,K,False
A00256,2017,2,Voldemort,Stephen Hauschka,stephenhauschka,,Free Agent,2017-09-07 12:59:00,2017-09-13 02:32:00,1,False,0.0,,False
A00257,2019,13,Post Mahomes,Mason Crosby,masoncrosby,,Free Agent,2019-12-01 10:16:00,2019-12-22 10:42:00,13,True,8.0,K,False
A00258,2019,13,Ginger FC,Jonnu Smith,jonnusmith,TE,Free Agent,2019-12-01 11:15:00,2019-12-04 10:46:00,13,True,0.0,TE,True
A00259,2019,13,Post Mahomes,Phillip Dorsett II,phillipdorsett,WR,Free Agent,2019-12-01 13:55:00,2019-12-03 09:24:00,13,True,1.5,WR,True
A00282,2019,13,Patty Primetimes,Dan Bailey,danbailey,,Free Agent,2019-12-02 12:33:00,,13,True,7.0,BN,False
A00310,2019,9,Pop Lockett Drop it,Nick Folk,nickfolk,,Waiver,2019-11-01 02:40:00,2019-11-06 04:16:00,9,True,8.0,K,False
A00310,2019,10,Pop Lockett Drop it,Nick Folk,nickfolk,,Waiver,2019-11-01 02:40:00,2019-11-06 04:16:00,9,False,0.0,,False
A00311,2019,10,Joe Mantegna,Daniel Jones,danieljones,QB,Free Agent,2019-11-10 10:48:00,,10,True,38.32,QB,True
A00311,2019,11,Joe Mantegna,Daniel Jones,danieljones,QB,Free Agent,2019-11-10 10:48:00,,10,True,0.0,BN,True
A00311,2019,12,Joe Mantegna,Daniel Jones,danieljones,QB,Free Agent,2019-11-10 10:48:00,,10,True,18.7,BN,True
A00311,2019,13,Joe Mantegna,Daniel Jones,danieljones,QB,Free Agent,2019-11-10 10:48:00,,10,True,13.2,BN,True
A00312,2019,10,Voldemort,Tony Pollard,tonypollard,,Free Agent,2019-11-10 13:35:00,2019-11-12 21:42:00,10,True,-0.4,BN,False
A00312,2019,11,Voldemort,Tony Pollard,tonypollard,,Free Agent,2019-11-10 13:35:00,2019-11-12 21:42:00,10,False,0.0,,False
A00313,2019,10,Post Mahomes,Ross Dwelley,rossdwelley,TE,Free Agent,2019-11-11 10:03:00,2019-11-13 10:38:00,10,True,2.4,TE,True
A00313,2019,11,Post Mahomes,Ross Dwelley,rossdwelley,TE,Free Agent,2019-11-11 10:03:00,2019-11-13 10:38:00,10,False,0.0,,True
A00314,2019,10,ThreatLevelMidnight,Dede Westbrook,dedewestbrook,WR,Free Agent,2019-11-11 15:33:00,2019-12-18 10:56:00,10,True,0.0,BN,True
A00314,2019,11,ThreatLevelMidnight,Dede Westbrook,dedewestbrook,WR,Free Agent,2019-11-11 15:33:00,2019-12-18 10:56:00,10,True,3.2,WR,True
A00314,2019,12,ThreatLevelMidnight,Dede Westbrook,dedewestbrook,WR,Free Agent,2019-11-11 15:33:00,2019-12-18 10:56:00,10,True,6.9,WR,True
