year,week,fantasy_team,opponent,score,opponent_score,canonical_team,canonical_opponent,margin,win,loss,tie,all_play_wins,all_play_losses,all_play_ties,expected_win_rate,weekly_score_rank,teams_that_week,bad_beat_value,bad_beat,severe_bad_beat,brutal_bad_beat,lucky_win,severe_lucky_win
2025,7,Post Mahomes,Uncle Rico,124.54,145.02,Post Mahomes,Uncle Rico,-20.480000000000004,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2025,4,Malle ❤️ 🐸,Buttermilk Puuump,123.26,144.62,Malle ❤️ 🐸,Buttermilk Puuump,-21.36,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2023,12,Malle ❤️ 🐸,ThreatLevelMidnight,121.8,125.36,Malle ❤️ 🐸,ThreatLevelMidnight,-3.5600000000000023,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2025,5,Post Mahomes,Buttermilk Puuump,120.02,122.32,Post Mahomes,Buttermilk Puuump,-2.299999999999997,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2021,6,The Big Gronkowski,Post Mahomes,119.74,171.26,The Big Gronkowski,Post Mahomes,-51.519999999999996,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2021,2,Post Mahomes,Ginger FC,119.6,129.6,Post Mahomes,Ginger FC,-10.0,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2021,13,Voldemort,The Big Gronkowski,118.42,149.1,Voldemort,The Big Gronkowski,-30.679999999999993,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2024,8,Joe Mantegna,Patty Primetimes,118.16,134.04,Joe Mantegna,Patty Primetimes,-15.879999999999995,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2024,9,Ginger FC,Uncle Rico,117.98,156.54,Ginger FC,Uncle Rico,-38.55999999999999,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2020,7,Joe Mantegna,ThreatLevelMidnight,116.72,137.46,Joe Mantegna,ThreatLevelMidnight,-20.74000000000001,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2023,10,The Big Gronkowski,Joe Mantegna,116.52,118.46,The Big Gronkowski,Joe Mantegna,-1.9399999999999977,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
2022,4,Uncle Rico,ThreatLevelMidnight,115.86,164.68,Uncle Rico,ThreatLevelMidnight,-48.82000000000001,0,1,0,6.0,5.0,0.0,0.5454545454545454,6.0,12.0,0.5454545454545454,1,0,0,0,0
