year,week,fantasy_team,opponent,decision_type,player,player_position,lineup_slot,fantasy_points
2017,7,Dillon Panthers,Ur The Best Bellows,Should Have Started,Jason Witten,TE,BN,11.4
2017,7,Hello Harvard,malle_dips_pouches,Should Have Benched,Ty Montgomery II,RB,RB,1.5
2017,7,Hello Harvard,malle_dips_pouches,Should Have Started,Adam Thielen,WR,BN,4.1
2017,7,Little Red Fournette,The Big Gronkowski,Should Have Benched,Demaryius Thomas,WR,WR,0.9
2017,7,Little Red Fournette,The Big Gronkowski,Should Have Started,Bilal Powell,RB,BN,8.3
2017,7,Malle ❤️ 🐸,PickUpYourBratsMalle,Should Have Benched,Chiefs - DEF,DEF,DEF,1.0
2017,7,Malle ❤️ 🐸,PickUpYourBratsMalle,Should Have Benched,Eric Decker,WR,W/R/T,0.0
2017,7,Malle ❤️ 🐸,PickUpYourBratsMalle,Should Have Started,Corey Davis,WR,BN,0.0
2017,7,Malle ❤️ 🐸,PickUpYourBratsMalle,Should Have Started,Packers - DEF,DEF,BN,7.0
2017,7,PickUpYourBratsMalle,Malle ❤️ 🐸,Should Have Benched,Matt Bryant,K,K,1.0
2017,7,PickUpYourBratsMalle,Malle ❤️ 🐸,Should Have Benched,Terrelle Pryor Sr.,WR,WR,1.4
2017,7,PickUpYourBratsMalle,Malle ❤️ 🐸,Should Have Started,Keenan Allen,WR,BN,4.1
2017,7,PickUpYourBratsMalle,Malle ❤️ 🐸,Should Have Started,Mason Crosby,K,BN,6.0
2017,7,Pop Lockett Drop it,Voldemort,Should Have Benched,Seahawks - DEF,DEF,DEF,7.0
2017,7,Pop Lockett Drop it,Voldemort,Should Have Benched,T.Y. Hilton,WR,W/R/T,2.7
2017,7,Pop Lockett Drop it,Voldemort,Should Have Started,Isaiah Crowell,RB,BN,7.1
2017,7,Pop Lockett Drop it,Voldemort,Should Have Started,Patriots - DEF,DEF,BN,7.0
2017,7,The Big Gronkowski,Little Red Fournette,Should Have Benched,Marshawn Lynch,RB,RB,0.9
2017,7,The Big Gronkowski,Little Red Fournette,Should Have Started,Delanie Walker,TE,BN,4.3
2017,7,Ur The Best Bellows,Dillon Panthers,Should Have Benched,Ameer Abdullah,RB,W/R/T,0.0
2017,7,Ur The Best Bellows,Dillon Panthers,Should Have Started,Rex Burkhead,RB,BN,4.2
2017,7,Voldemort,Pop Lockett Drop it,Should Have Benched,Melvin Gordon III,RB,RB,4.4
2017,7,Voldemort,Pop Lockett Drop it,Should Have Benched,Jordy Nelson,WR,WR,1.3
2017,7,Voldemort,Pop Lockett Drop it,Should Have Started,Alvin Kamara,RB,BN,10.7
2017,7,Voldemort,Pop Lockett Drop it,Should Have Started,DeSean Jackson,WR,BN,7.3
2017,7,malle_dips_pouches,Hello Harvard,Should Have Benched,LeGarrette Blount,RB,RB,2.9
2017,7,malle_dips_pouches,Hello Harvard,Should Have Benched,Tevin Coleman,RB,W/R/T,1.6
2017,7,malle_dips_pouches,Hello Harvard,Should Have Started,Allen Hurns,WR,BN,10.1
2017,7,malle_dips_pouches,Hello Harvard,Should Have Started,Jonathan Stewart,RB,BN,4.8
2017,8,Big Sack Jack,Hello Harvard,Should Have Benched,Brandin Cooks,WR,WR,2.6
2017,8,Big Sack Jack,Hello Harvard,Should Have Started,Marvin Jones Jr.,WR,BN,12.8
2017,8,Dillon Panthers,malle_dips_pouches,Should Have Benched,Nelson Agholor,WR,WR,2.6
2017,8,Dillon Panthers,malle_dips_pouches,Should Have Started,Jason Witten,TE,BN,3.1
2017,8,Hello Harvard,Big Sack Jack,Should Have Benched,Pierre Garcon,WR,WR,1.7
2017,8,Hello Harvard,Big Sack Jack,Should Have Started,Marlon Mack,RB,BN,12.3
2017,8,Little Red Fournette,Malle ❤️ 🐸,Should Have Benched,Doug Baldwin,WR,WR,5.4
2017,8,Little Red Fournette,Malle ❤️ 🐸,Should Have Started,Mohamed Sanu,WR,BN,13.4
2017,8,Malle ❤️ 🐸,Little Red Fournette,Should Have Benched,Carson Wentz,QB,QB,22.14
2017,8,Malle ❤️ 🐸,Little Red Fournette,Should Have Benched,Torrey Smith,WR,WR,0.0
2017,8,Malle ❤️ 🐸,Little Red Fournette,Should Have Started,Corey Davis,WR,BN,0.0
2017,8,Malle ❤️ 🐸,Little Red Fournette,Should Have Started,Russell Wilson,QB,BN,44.08
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Benched,Dak Prescott,QB,QB,7.32
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Benched,Antonio Brown,WR,WR,7.0
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Benched,Keenan Allen,WR,WR,6.1
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Started,Alex Smith,QB,BN,15.38
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Started,JuJu Smith-Schuster,WR,BN,25.3
2017,8,PickUpYourBratsMalle,Voldemort,Should Have Started,Tyler Lockett,WR,BN,11.9
2017,8,Pop Lockett Drop it,Ur The Best Bellows,Should Have Benched,T.Y. Hilton,WR,W/R/T,1.5
2017,8,Pop Lockett Drop it,Ur The Best Bellows,Should Have Started,Isaiah Crowell,RB,BN,15.8
2017,8,The Big Gronkowski,Ginger FC,Should Have Benched,Ben Roethlisberger,QB,QB,17.48
2017,8,The Big Gronkowski,Ginger FC,Should Have Benched,Matt Forte,FLEX,W/R/T,5.2
2017,8,The Big Gronkowski,Ginger FC,Should Have Started,Andy Dalton,QB,BN,22.72
2017,8,The Big Gronkowski,Ginger FC,Should Have Started,Golden Tate,WR,BN,6.6
2017,8,Ur The Best Bellows,Pop Lockett Drop it,Should Have Benched,Adrian Peterson,RB,RB,0.0
2017,8,Ur The Best Bellows,Pop Lockett Drop it,Should Have Benched,Sammy Watkins,WR,WR,0.0
2017,8,Ur The Best Bellows,Pop Lockett Drop it,Should Have Started,Donte Moncrief,WR,BN,0.0
2017,8,Ur The Best Bellows,Pop Lockett Drop it,Should Have Started,Rex Burkhead,RB,BN,8.3
2017,8,Voldemort,PickUpYourBratsMalle,Should Have Benched,Kareem Hunt,RB,RB,6.8
2017,8,Voldemort,PickUpYourBratsMalle,Should Have Started,Alvin Kamara,RB,BN,13.6
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Benched,Derek Carr,QB,QB,16.52
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Benched,Latavius Murray,RB,RB,4.7
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Benched,Julio Jones,WR,WR,7.4
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Started,Jamison Crowder,WR,BN,13.5
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Started,Tyrod Taylor,QB,BN,18.7
2017,8,malle_dips_pouches,Dillon Panthers,Should Have Started,Jonathan Stewart,RB,BN,9.4
2017,9,Big Sack Jack,malle_dips_pouches,Should Have Benched,Blair Walsh,K,K,0.0
2017,9,Big Sack Jack,malle_dips_pouches,Should Have Benched,Ed Dickson,TE,TE,0.0
2017,9,Big Sack Jack,malle_dips_pouches,Should Have Started,Chris Boswell,K,BN,0.0
2017,9,Big Sack Jack,malle_dips_pouches,Should Have Started,Hunter Henry,TE,BN,0.0
2017,9,Ginger FC,Malle ❤️ 🐸,Should Have Benched,Alex Collins,RB,W/R/T,4.6
2017,9,Ginger FC,Malle ❤️ 🐸,Should Have Started,Marqise Lee,WR,BN,13.5
2017,9,Hello Harvard,The Big Gronkowski,Should Have Benched,T.J. Yeldon,RB,RB,3.2
2017,9,Hello Harvard,The Big Gronkowski,Should Have Started,Ty Montgomery II,RB,BN,5.1
2017,9,Little Red Fournette,Voldemort,Should Have Benched,Aaron Jones Sr.,RB,RB,1.1
2017,9,Little Red Fournette,Voldemort,Should Have Benched,DeMarco Murray,RB,RB,4.1
2017,9,Little Red Fournette,Voldemort,Should Have Benched,Mike Evans,WR,WR,1.3
2017,9,Little Red Fournette,Voldemort,Should Have Started,Kenyan Drake,RB,BN,10.4
2017,9,Little Red Fournette,Voldemort,Should Have Started,Bilal Powell,RB,BN,7.4
2017,9,Little Red Fournette,Voldemort,Should Have Started,Devin Funchess,WR,BN,8.6
2017,9,Malle ❤️ 🐸,Ginger FC,Should Have Benched,Chiefs - DEF,DEF,DEF,0.0
2017,9,Malle ❤️ 🐸,Ginger FC,Should Have Benched,Torrey Smith,WR,WR,1.1
2017,9,Malle ❤️ 🐸,Ginger FC,Should Have Started,Corey Davis,WR,BN,2.8
2017,9,Malle ❤️ 🐸,Ginger FC,Should Have Started,Packers - DEF,DEF,BN,2.0
2017,9,Pop Lockett Drop it,Dillon Panthers,Should Have Benched,Sterling Shepard,WR,WR,7.0
2017,9,Pop Lockett Drop it,Dillon Panthers,Should Have Started,Alshon Jeffery,WR,BN,20.4
2017,9,The Big Gronkowski,Hello Harvard,Should Have Benched,Bills - DEF,DEF,DEF,0.0
2017,9,The Big Gronkowski,Hello Harvard,Should Have Benched,A.J. Green,WR,WR,0.6
2017,9,The Big Gronkowski,Hello Harvard,Should Have Started,Damien Williams,RB,BN,12.1
2017,9,The Big Gronkowski,Hello Harvard,Should Have Started,Steelers - DEF,DEF,BN,0.0
2017,9,Ur The Best Bellows,PickUpYourBratsMalle,Should Have Benched,Kelvin Benjamin,WR,WR,0.0
2017,9,Ur The Best Bellows,PickUpYourBratsMalle,Should Have Started,Randall Cobb,WR,BN,5.9
2017,9,malle_dips_pouches,Big Sack Jack,Should Have Benched,Derek Carr,QB,QB,16.7
2017,9,malle_dips_pouches,Big Sack Jack,Should Have Benched,Jonathan Stewart,RB,RB,-1.9
2017,9,malle_dips_pouches,Big Sack Jack,Should Have Started,Tyrod Taylor,QB,BN,30.9
2017,9,malle_dips_pouches,Big Sack Jack,Should Have Started,LeGarrette Blount,RB,BN,3.7
2017,10,Big Sack Jack,The Big Gronkowski,Should Have Benched,Doug Martin,RB,RB,5.1
2017,10,Big Sack Jack,The Big Gronkowski,Should Have Benched,Marvin Jones Jr.,WR,WR,2.2
2017,10,Big Sack Jack,The Big Gronkowski,Should Have Started,Robert Woods,WR,BN,29.1
2017,10,Big Sack Jack,The Big Gronkowski,Should Have Started,Stefon Diggs,WR,BN,13.8
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Benched,(Empty),RB,RB,0.0
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Benched,Derrick Henry,RB,RB,5.2
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Benched,Cooper Kupp,WR,W/R/T,4.7
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Benched,Dez Bryant,WR,WR,3.9
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Started,C.J. Anderson,RB,BN,5.5
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Started,Emmanuel Sanders,WR,BN,13.7
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Started,James White,RB,BN,7.8
2017,10,Dillon Panthers,PickUpYourBratsMalle,Should Have Started,Jason Witten,TE,BN,5.9
2017,10,Hello Harvard,Malle ❤️ 🐸,Should Have Benched,Jordan Howard,RB,RB,5.4
2017,10,Hello Harvard,Malle ❤️ 🐸,Should Have Started,Ty Montgomery II,RB,BN,12.8
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Benched,Leonard Fournette,RB,RB,4.6
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Benched,Aaron Jones Sr.,RB,W/R/T,1.2
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Benched,Doug Baldwin,WR,WR,9.5
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Started,Devin Funchess,WR,BN,21.2
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Started,Dion Lewis,RB,BN,17.5
2017,10,Little Red Fournette,Ur The Best Bellows,Should Have Started,Kenyan Drake,RB,BN,15.2
2017,10,Malle ❤️ 🐸,Hello Harvard,Should Have Benched,Willie Snead IV,WR,WR,0.0
2017,10,Malle ❤️ 🐸,Hello Harvard,Should Have Started,Vernon Davis,TE,BN,7.6
2017,10,PickUpYourBratsMalle,Dillon Panthers,Should Have Benched,Devonta Freeman,RB,RB,0.3
2017,10,PickUpYourBratsMalle,Dillon Panthers,Should Have Started,Tarik Cohen,RB,BN,1.1
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Seahawks - DEF,DEF,DEF,9.0
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,Eddie Lacy,RB,RB,0.0
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Benched,T.Y. Hilton,WR,W/R/T,2.3
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Duke Johnson,RB,BN,8.8
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Isaiah Crowell,RB,BN,15.5
2017,10,Pop Lockett Drop it,malle_dips_pouches,Should Have Started,Patriots - DEF,DEF,BN,13.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Benched,Jameis Winston,QB,QB,0.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Benched,Adrian Peterson,RB,RB,2.2
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Benched,Travis Kelce,TE,TE,0.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Benched,Kelvin Benjamin,WR,WR,4.2
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Started,Carson Palmer,QB,BN,0.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Started,Coby Fleener,TE,BN,0.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Started,Donte Moncrief,WR,BN,12.0
2017,10,Ur The Best Bellows,Little Red Fournette,Should Have Started,Rex Burkhead,RB,BN,12.3
2017,10,Voldemort,Ginger FC,Should Have Benched,Tom Brady,QB,QB,28.64
2017,10,Voldemort,Ginger FC,Should Have Started,Jared Goff,QB,BN,32.5
2017,10,malle_dips_pouches,Pop Lockett Drop it,Should Have Benched,Jermaine Kearse,WR,WR,3.5
2017,10,malle_dips_pouches,Pop Lockett Drop it,Should Have Started,Jamison Crowder,WR,BN,8.1
2017,11,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Saints - DEF,DEF,DEF,1.0
2017,11,Big Sack Jack,Malle ❤️ 🐸,Should Have Benched,Robert Woods,WR,WR,8.1
2017,11,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Marvin Jones Jr.,WR,BN,14.5
2017,11,Big Sack Jack,Malle ❤️ 🐸,Should Have Started,Vikings - DEF,DEF,BN,8.0
2017,11,Dillon Panthers,Little Red Fournette,Should Have Benched,James White,RB,RB,1.3
2017,11,Dillon Panthers,Little Red Fournette,Should Have Benched,Emmanuel Sanders,WR,WR,1.5
2017,11,Dillon Panthers,Little Red Fournette,Should Have Started,Cooper Kupp,WR,BN,4.4
2017,11,Dillon Panthers,Little Red Fournette,Should Have Started,Derrick Henry,RB,BN,3.2
2017,11,Hello Harvard,Voldemort,Should Have Benched,DeVante Parker,WR,W/R/T,2.6
2017,11,Hello Harvard,Voldemort,Should Have Started,Ted Ginn Jr.,WR,BN,7.5
2017,11,Little Red Fournette,Dillon Panthers,Should Have Benched,DeMarco Murray,RB,RB,4.7
2017,11,Little Red Fournette,Dillon Panthers,Should Have Started,Demaryius Thomas,WR,BN,12.4
2017,11,Malle ❤️ 🐸,Big Sack Jack,Should Have Benched,Eric Decker,WR,W/R/T,3.7
2017,11,Malle ❤️ 🐸,Big Sack Jack,Should Have Benched,Corey Davis,WR,WR,2.7
2017,11,Malle ❤️ 🐸,Big Sack Jack,Should Have Started,Torrey Smith,WR,BN,8.8
2017,11,Malle ❤️ 🐸,Big Sack Jack,Should Have Started,Tyler Lockett,WR,BN,3.7
2017,11,Pop Lockett Drop it,PickUpYourBratsMalle,Should Have Benched,C.J. Fiedorowicz,TE,TE,1.8
2017,11,Pop Lockett Drop it,PickUpYourBratsMalle,Should Have Benched,JuJu Smith-Schuster,WR,W/R/T,4.7
2017,11,Pop Lockett Drop it,PickUpYourBratsMalle,Should Have Started,Danny Amendola,WR,BN,12.6
2017,11,Pop Lockett Drop it,PickUpYourBratsMalle,Should Have Started,Jesse James,TE,BN,8.1
2017,11,Ur The Best Bellows,Ginger FC,Should Have Benched,Jameis Winston,QB,QB,0.0
2017,11,Ur The Best Bellows,Ginger FC,Should Have Benched,Christian McCaffrey,RB,RB,0.0
2017,11,Ur The Best Bellows,Ginger FC,Should Have Benched,Kelvin Benjamin,WR,WR,2.0
2017,11,Ur The Best Bellows,Ginger FC,Should Have Started,Carson Palmer,QB,BN,0.0
2017,11,Ur The Best Bellows,Ginger FC,Should Have Started,Coby Fleener,TE,BN,9.1
2017,11,Ur The Best Bellows,Ginger FC,Should Have Started,Randall Cobb,WR,BN,3.4
2017,11,Voldemort,Hello Harvard,Should Have Benched,Kareem Hunt,RB,RB,7.7
2017,11,Voldemort,Hello Harvard,Should Have Benched,Jerick McKinnon,RB,W/R/T,6.0
2017,11,Voldemort,Hello Harvard,Should Have Started,Alfred Morris,RB,BN,9.1
2017,11,Voldemort,Hello Harvard,Should Have Started,Jamaal Williams,RB,BN,9.5
2017,11,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Derek Carr,QB,QB,16.48
2017,11,malle_dips_pouches,The Big Gronkowski,Should Have Benched,Michael Crabtree,WR,WR,7.1
2017,11,malle_dips_pouches,The Big Gronkowski,Should Have Started,Jamison Crowder,WR,BN,7.6
2017,11,malle_dips_pouches,The Big Gronkowski,Should Have Started,Tyrod Taylor,QB,BN,20.12
2017,12,Big Sack Jack,Voldemort,Should Have Benched,Kirk Cousins,QB,QB,21.08
2017,12,Big Sack Jack,Voldemort,Should Have Benched,Tyreek Hill,WR,W/R/T,5.4
2017,12,Big Sack Jack,Voldemort,Should Have Started,Philip Rivers,QB,BN,34.86
2017,12,Big Sack Jack,Voldemort,Should Have Started,Stefon Diggs,WR,BN,7.5
2017,12,Dillon Panthers,Ginger FC,Should Have Benched,C.J. Anderson,RB,RB,1.2
2017,12,Dillon Panthers,Ginger FC,Should Have Benched,Dez Bryant,WR,WR,3.7
2017,12,Dillon Panthers,Ginger FC,Should Have Benched,Emmanuel Sanders,WR,WR,1.2
2017,12,Dillon Panthers,Ginger FC,Should Have Started,Derrick Henry,RB,BN,8.9
2017,12,Dillon Panthers,Ginger FC,Should Have Started,Nelson Agholor,WR,BN,15.2
2017,12,Dillon Panthers,Ginger FC,Should Have Started,Robbie Chosen,WR,BN,26.6
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Benched,Nick Novak,K,K,3.0
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Benched,Corey Clement,RB,RB,3.9
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Benched,Jordan Howard,RB,RB,1.9
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Benched,Michael Thomas,WR,WR,5.2
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Started,Danny Woodhead,RB,BN,4.5
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Started,Jake Elliott,K,BN,8.0
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Started,Joe Mixon,RB,BN,22.5
2017,12,Hello Harvard,Ur The Best Bellows,Should Have Started,Ted Ginn Jr.,WR,BN,7.1
2017,12,Little Red Fournette,Pop Lockett Drop it,Should Have Benched,Leonard Fournette,RB,RB,4.2
2017,12,Little Red Fournette,Pop Lockett Drop it,Should Have Benched,Doug Baldwin,WR,WR,2.0
2017,12,Little Red Fournette,Pop Lockett Drop it,Should Have Started,Devin Funchess,WR,BN,10.8
2017,12,Little Red Fournette,Pop Lockett Drop it,Should Have Started,Kenyan Drake,RB,BN,8.7
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Chiefs - DEF,DEF,DEF,3.0
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Josh Lambo,K,K,7.0
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Russell Wilson,QB,QB,28.62
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Benched,Eric Decker,WR,W/R/T,2.3
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Adam Vinatieri,K,BN,11.0
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Carson Wentz,QB,BN,29.98
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Packers - DEF,DEF,BN,6.0
2017,12,Malle ❤️ 🐸,The Big Gronkowski,Should Have Started,Torrey Smith,WR,BN,3.0
2017,12,Pop Lockett Drop it,Little Red Fournette,Should Have Benched,C.J. Fiedorowicz,TE,TE,3.7
2017,12,Pop Lockett Drop it,Little Red Fournette,Should Have Benched,T.Y. Hilton,WR,W/R/T,1.5
2017,12,Pop Lockett Drop it,Little Red Fournette,Should Have Started,Austin Hooper,TE,BN,3.8
2017,12,Pop Lockett Drop it,Little Red Fournette,Should Have Started,Eddie Lacy,RB,BN,6.1
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Steelers - DEF,DEF,DEF,3.0
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Evan Engram,TE,TE,1.8
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Benched,Golden Tate,WR,WR,2.0
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Bills - DEF,DEF,BN,8.0
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Frank Gore,RB,BN,13.9
2017,12,The Big Gronkowski,Malle ❤️ 🐸,Should Have Started,Mohamed Sanu,WR,BN,14.44
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Benched,Jameis Winston,QB,QB,0.0
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Benched,Ameer Abdullah,RB,W/R/T,4.3
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Benched,Kelvin Benjamin,WR,WR,0.0
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Started,Randall Cobb,WR,BN,11.8
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Started,Rex Burkhead,RB,BN,17.3
2017,12,Ur The Best Bellows,Hello Harvard,Should Have Started,Carson Palmer,QB,BN,0.0
2017,12,Voldemort,Big Sack Jack,Should Have Benched,Kareem Hunt,RB,RB,2.6
2017,12,Voldemort,Big Sack Jack,Should Have Benched,Jerick McKinnon,RB,W/R/T,5.4
2017,12,Voldemort,Big Sack Jack,Should Have Started,Marshawn Lynch,RB,BN,17.0
2017,12,Voldemort,Big Sack Jack,Should Have Started,Jamaal Williams,RB,BN,25.5
2017,12,malle_dips_pouches,PickUpYourBratsMalle,Should Have Benched,Todd Gurley,RB,RB,12.8
2017,12,malle_dips_pouches,PickUpYourBratsMalle,Should Have Benched,Michael Crabtree,WR,WR,0.0
2017,12,malle_dips_pouches,PickUpYourBratsMalle,Should Have Started,Jermaine Kearse,WR,BN,16.5
2017,12,malle_dips_pouches,PickUpYourBratsMalle,Should Have Started,Jamison Crowder,WR,BN,20.1
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Benched,Vikings - DEF,DEF,DEF,4.0
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Benched,Doug Martin,RB,RB,0.0
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Benched,Brandin Cooks,WR,WR,2.2
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Started,Chris Thompson,RB,BN,0.0
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Started,Saints - DEF,DEF,BN,4.0
2017,13,Big Sack Jack,Ur The Best Bellows,Should Have Started,Stefon Diggs,WR,BN,3.7
2017,13,Dillon Panthers,Hello Harvard,Should Have Benched,James White,RB,RB,5.0
2017,13,Dillon Panthers,Hello Harvard,Should Have Benched,Robbie Chosen,WR,WR,11.4
2017,13,Dillon Panthers,Hello Harvard,Should Have Started,Derrick Henry,RB,BN,16.9
2017,13,Dillon Panthers,Hello Harvard,Should Have Started,Nelson Agholor,WR,BN,20.1
2017,13,Ginger FC,Pop Lockett Drop it,Should Have Benched,Jay Ajayi,RB,RB,4.6
2017,13,Ginger FC,Pop Lockett Drop it,Should Have Started,Marqise Lee,WR,BN,14.6
2017,13,Hello Harvard,Dillon Panthers,Should Have Benched,Jordan Howard,RB,RB,3.3
2017,13,Hello Harvard,Dillon Panthers,Should Have Started,Corey Clement,RB,BN,3.7
2017,13,Little Red Fournette,PickUpYourBratsMalle,Should Have Benched,Dion Lewis,RB,RB,9.2
2017,13,Little Red Fournette,PickUpYourBratsMalle,Should Have Benched,Mike Evans,WR,WR,3.3
2017,13,Little Red Fournette,PickUpYourBratsMalle,Should Have Started,Bilal Powell,RB,BN,11.0
2017,13,Little Red Fournette,PickUpYourBratsMalle,Should Have Started,Devin Funchess,WR,BN,12.0
2017,13,Malle ❤️ 🐸,malle_dips_pouches,Should Have Benched,Chiefs - DEF,DEF,DEF,-4.0
2017,13,Malle ❤️ 🐸,malle_dips_pouches,Should Have Benched,Corey Davis,WR,WR,1.2
2017,13,Malle ❤️ 🐸,malle_dips_pouches,Should Have Started,Packers - DEF,DEF,BN,16.0
2017,13,Malle ❤️ 🐸,malle_dips_pouches,Should Have Started,Torrey Smith,WR,BN,2.9
2017,13,PickUpYourBratsMalle,Little Red Fournette,Should Have Benched,Dak Prescott,QB,QB,18.88
2017,13,PickUpYourBratsMalle,Little Red Fournette,Should Have Benched,Isaiah Crowell,RB,W/R/T,4.4
2017,13,PickUpYourBratsMalle,Little Red Fournette,Should Have Started,Aaron Jones Sr.,RB,BN,8.0
