year,week,fantasy_team,opponent,actual_score,yahoo_team_score,optimal_score,points_left_on_bench,lineup_efficiency_pct,avoidable_start_count,missed_start_count,should_have_benched,should_have_started
2020,1,Pop Lockett Drop it,Ginger FC,149.56,149.56,149.56,0.0,100.0,0,0,,
2020,1,Post Mahomes,Patty Primetimes,100.4,100.4,122.5,22.1,81.96,3,3,Carson Wentz (QB) | Hayden Hurst (TE) | DJ Moore (WR),Kyler Murray (QB) | Noah Fant (TE) | David Montgomery (RB)
2020,1,The Big Gronkowski,Malle ❤️ 🐸,85.4,85.4,117.2,31.8,72.87,4,4,James Conner (RB) | Darren Waller (TE) | Keenan Allen (WR) | Cooper Kupp (WR),Ronald Jones (RB) | Sterling Shepard (WR) | Darius Slayton (WR) | Jonnu Smith (TE)
2020,1,ThreatLevelMidnight,Big Sack Jack,135.8,135.8,158.2,22.4,85.84,3,3,Joe Mixon (RB) | Michael Gallup (WR) | A.J. Brown (WR),Marvin Jones Jr. (WR) | Mike Williams (WR) | Malcolm Brown (RB)
2020,1,Uncle Rico,Voldemort,91.28,91.28,113.48,22.2,80.44,2,2,Antonio Gibson (RB) | Michael Thomas (WR),D'Andre Swift (RB) | Jamison Crowder (WR)
2020,1,Voldemort,Uncle Rico,91.14,91.14,116.14,25.0,78.47,3,3,Mark Ingram II (RB) | Tyler Higbee (TE) | Terry McLaurin (WR),John Brown (WR) | T.J. Hockenson (TE) | Jerick McKinnon (RB)
2020,1,malle_dips_pouches,Joe Mantegna,115.36,115.36,117.36,2.0,98.3,1,1,Le'Veon Bell (RB),Jerry Jeudy (WR)
2020,2,Big Sack Jack,Pop Lockett Drop it,131.38,131.38,151.08,19.7,86.96,2,2,Dallas Goedert (TE) | Hollywood Brown (WR),Evan Engram (TE) | Julian Edelman (WR)
2020,2,Ginger FC,Post Mahomes,145.92,145.92,162.62,16.7,89.73,2,2,Cam Akers (RB) | Allen Lazard (WR),DeVante Parker (WR) | Chris Thompson (RB)
2020,2,Joe Mantegna,Uncle Rico,94.7,94.7,94.7,0.0,100.0,0,0,,
2020,2,Malle ❤️ 🐸,Patty Primetimes,151.48,151.48,169.94,18.46,89.14,3,3,Tom Brady (QB) | Latavius Murray (RB) | Adam Thielen (WR),Ben Roethlisberger (QB) | DeSean Jackson (WR) | Jordan Howard (RB)
2020,2,Patty Primetimes,Malle ❤️ 🐸,110.96,110.96,120.96,10.0,91.73,3,3,Lamar Jackson (QB) | Nyheim Miller-Hines (RB) | T.Y. Hilton (WR),Christian Kirk (WR) | J.K. Dobbins (RB) | Matthew Stafford (QB)
2020,2,Pop Lockett Drop it,Big Sack Jack,89.9,89.9,111.8,21.9,80.41,2,2,Julio Jones (WR) | Emmanuel Sanders (WR),Courtland Sutton (WR) | James Robinson (RB)
2020,2,Post Mahomes,Ginger FC,126.44,126.44,139.34,12.9,90.74,1,1,Saquon Barkley (RB),Noah Fant (TE)
2020,2,The Big Gronkowski,Voldemort,96.88,96.88,146.98,50.1,65.91,4,4,Drew Brees (QB) | Ronald Jones (RB) | Darius Slayton (WR) | Allen Robinson (WR),James Conner (RB) | Jared Goff (QB) | Jonnu Smith (TE) | Odell Beckham Jr. (WR)
2020,2,ThreatLevelMidnight,malle_dips_pouches,97.02,97.02,108.62,11.6,89.32,1,1,Davante Adams (WR),Tyler Boyd (WR)
2020,2,Uncle Rico,Joe Mantegna,112.2,112.2,139.6,27.4,80.37,2,2,Benny Snell Jr. (RB) | Zach Ertz (TE),D'Andre Swift (RB) | Mike Gesicki (TE)
2020,2,Voldemort,The Big Gronkowski,144.0,144.0,190.8,46.8,75.47,3,3,Kenyan Drake (RB) | T.J. Hockenson (TE) | Scotty Miller (WR),Tyler Higbee (TE) | John Brown (WR) | Leonard Fournette (RB)
2020,2,malle_dips_pouches,ThreatLevelMidnight,151.46,151.46,151.46,0.0,100.0,0,0,,
2020,3,Big Sack Jack,Post Mahomes,121.8,121.8,130.8,9.0,93.12,2,2,Dallas Goedert (TE) | Julian Edelman (WR),Evan Engram (TE) | Sammy Watkins (WR)
2020,3,Ginger FC,Patty Primetimes,122.0,122.0,150.1,28.1,81.28,3,3,Chris Thompson (RB) | DeVante Parker (WR) | Mike Evans (WR),Brandon Aiyuk (WR) | Allen Lazard (WR) | Sony Michel (RB)
2020,3,Joe Mantegna,The Big Gronkowski,112.36,112.36,113.96,1.6,98.6,1,1,Jarvis Landry (WR),Curtis Samuel (WR)
2020,3,Malle ❤️ 🐸,Voldemort,133.28,133.28,138.88,5.6,95.97,1,1,DeSean Jackson (WR),Preston Williams (WR)
2020,3,Patty Primetimes,Ginger FC,147.48,147.48,158.8,11.32,92.87,3,3,Lamar Jackson (QB) | Mark Andrews (TE) | Nyheim Miller-Hines (RB),Rob Gronkowski (TE) | Matthew Stafford (QB) | Adrian Peterson (RB)
2020,3,Pop Lockett Drop it,malle_dips_pouches,122.12,122.12,142.02,19.9,85.99,2,2,Josh Jacobs (RB) | Stefon Diggs (WR),Emmanuel Sanders (WR) | Justin Jefferson (WR)
2020,3,Post Mahomes,Big Sack Jack,113.4,113.4,113.4,0.0,100.0,0,0,,
2020,3,The Big Gronkowski,Joe Mantegna,160.22,160.22,166.44,6.22,96.26,2,2,Drew Brees (QB) | Darius Slayton (WR),Ronald Jones (RB) | Jared Goff (QB)
2020,3,ThreatLevelMidnight,Uncle Rico,119.62,119.62,130.52,10.9,91.65,1,1,Marvin Jones Jr. (WR),Tyler Boyd (WR)
2020,3,Uncle Rico,ThreatLevelMidnight,130.04,130.04,138.54,8.5,93.86,1,1,Diontae Johnson (WR),Corey Davis (WR)
2020,3,Voldemort,Malle ❤️ 🐸,123.38,123.38,123.68,0.3,99.76,1,1,Tyler Higbee (TE),T.J. Hockenson (TE)
2020,3,malle_dips_pouches,Pop Lockett Drop it,109.24,109.24,125.64,16.4,86.95,3,3,Ryan Tannehill (QB) | Hunter Henry (TE) | Robbie Chosen (WR),Eric Ebron (TE) | Derek Carr (QB) | Myles Gaskin (RB)
2020,4,Big Sack Jack,Ginger FC,97.8,97.8,123.54,25.74,79.16,2,2,Kirk Cousins (QB) | Sammy Watkins (WR),Patrick Mahomes (QB) | CeeDee Lamb (WR)
2020,4,Ginger FC,Big Sack Jack,108.4,108.4,114.4,6.0,94.76,2,2,Chris Thompson (RB) | DK Metcalf (WR),Brandon Aiyuk (WR) | Duke Johnson (RB)
2020,4,Joe Mantegna,Malle ❤️ 🐸,140.78,140.78,142.78,2.0,98.6,1,1,Jaguars - DEF (DEF),Patriots - DEF (DEF)
2020,4,Malle ❤️ 🐸,Joe Mantegna,126.66,126.66,147.46,20.8,85.89,1,1,Calvin Ridley (WR),Latavius Murray (RB)
2020,4,Patty Primetimes,Voldemort,80.72,80.72,98.22,17.5,82.18,3,3,Nick Chubb (RB) | Austin Ekeler (RB) | Carlos Hyde (RB),Nyheim Miller-Hines (RB) | Christian Kirk (WR) | Adrian Peterson (RB)
2020,4,Pop Lockett Drop it,Uncle Rico,120.48,120.48,123.98,3.5,97.18,1,1,Josh Jacobs (RB),Emmanuel Sanders (WR)
2020,4,Post Mahomes,malle_dips_pouches,102.72,102.72,105.82,3.1,97.07,2,2,Noah Fant (TE) | Robert Woods (WR),Hayden Hurst (TE) | Devonta Freeman (RB)
2020,4,The Big Gronkowski,ThreatLevelMidnight,150.1,150.1,156.94,6.84,95.64,1,1,Jared Goff (QB),Drew Brees (QB)
2020,4,ThreatLevelMidnight,The Big Gronkowski,119.1,119.1,119.4,0.3,99.75,1,1,Russell Gage Jr. (WR),Brian Hill (RB)
2020,4,Uncle Rico,Pop Lockett Drop it,105.22,105.22,117.12,11.9,89.84,1,1,Mike Gesicki (TE),Jamison Crowder (WR)
2020,4,Voldemort,Patty Primetimes,105.78,105.78,139.48,33.7,75.84,4,4,Darrell Henderson Jr. (RB) | Tyler Higbee (TE) | Kenyan Drake (RB) | M. Valdes-Scantling (WR),Terry McLaurin (WR) | T.J. Hockenson (TE) | Mark Ingram II (RB) | Jamaal Williams (RB)
2020,4,malle_dips_pouches,Post Mahomes,115.84,115.84,127.54,11.7,90.83,2,2,Myles Gaskin (RB) | DeAndre Hopkins (WR),Robbie Chosen (WR) | Jerry Jeudy (WR)
2020,5,Big Sack Jack,Patty Primetimes,155.5,155.5,155.5,0.0,100.0,0,0,,
2020,5,Ginger FC,malle_dips_pouches,125.78,125.78,130.38,4.6,96.47,1,1,Jerick McKinnon (RB),Cam Akers (RB)
2020,5,Joe Mantegna,Voldemort,113.56,113.56,125.36,11.8,90.59,2,2,DJ Chark (WR) | JuJu Smith-Schuster (WR),Jarvis Landry (WR) | Curtis Samuel (WR)
2020,5,Malle ❤️ 🐸,ThreatLevelMidnight,146.62,146.62,157.86,11.24,92.88,1,1,Tom Brady (QB),Ben Roethlisberger (QB)
2020,5,Patty Primetimes,Big Sack Jack,77.3,77.3,85.0,7.7,90.94,2,2,Malcolm Brown (RB) | Tyler Lockett (WR),Rob Gronkowski (TE) | Christian Kirk (WR)
2020,5,Pop Lockett Drop it,The Big Gronkowski,121.74,121.74,146.44,24.7,83.13,3,3,David Johnson (RB) | James Robinson (RB) | Will Fuller V (WR),Emmanuel Sanders (WR) | Henry Ruggs III (WR) | Darrell Henderson Jr. (RB)
2020,5,Post Mahomes,Uncle Rico,102.1,102.1,113.5,11.4,89.96,1,1,Joshua Kelley (RB),Devonta Freeman (RB)
2020,5,The Big Gronkowski,Pop Lockett Drop it,113.62,113.62,136.96,23.34,82.96,4,4,Drew Brees (QB) | Darren Waller (TE) | Odell Beckham Jr. (WR) | Cooper Kupp (WR),Darius Slayton (WR) | Ronald Jones (RB) | Jared Goff (QB) | Jonnu Smith (TE)
2020,5,ThreatLevelMidnight,Malle ❤️ 🐸,109.62,109.62,121.12,11.5,90.51,1,1,Tyler Boyd (WR),A.J. Brown (WR)
2020,5,Uncle Rico,Post Mahomes,65.12,65.12,90.82,25.7,71.7,2,2,Michael Thomas (WR) | Scotty Miller (WR),D'Ernest Johnson (RB) | Jamison Crowder (WR)
2020,5,Voldemort,Joe Mantegna,83.94,83.94,109.16,25.22,76.9,3,3,Dak Prescott (QB) | Justin Jefferson (WR) | Terry McLaurin (WR),Justin Herbert (QB) | Mark Ingram II (RB) | Mecole Hardman Jr. (WR)
2020,5,malle_dips_pouches,Ginger FC,104.98,104.98,127.58,22.6,82.29,2,2,Devin Singletary (RB) | Amari Cooper (WR),Myles Gaskin (RB) | Justin Jackson (RB)
2020,6,Big Sack Jack,malle_dips_pouches,79.82,79.82,79.82,0.0,100.0,0,0,,
2020,6,Ginger FC,Uncle Rico,71.94,71.94,72.04,0.1,99.86,2,2,Mike Gesicki (TE) | Mike Evans (WR),Jared Cook (TE) | Duke Johnson (RB)
2020,6,Joe Mantegna,Patty Primetimes,121.3,121.3,131.2,9.9,92.45,2,2,Todd Gurley (RB) | JuJu Smith-Schuster (WR),DJ Chark (WR) | Logan Thomas (TE)
2020,6,Malle ❤️ 🐸,Pop Lockett Drop it,112.44,112.44,112.44,0.0,100.0,0,0,,
2020,6,Patty Primetimes,Joe Mantegna,87.94,87.94,101.14,13.2,86.95,1,1,Mark Andrews (TE),Rob Gronkowski (TE)
2020,6,Pop Lockett Drop it,Malle ❤️ 🐸,119.3,119.3,156.72,37.42,76.12,3,3,Aaron Rodgers (QB) | Darrell Henderson Jr. (RB) | Stefon Diggs (WR),Gardner Minshew II (QB) | Julio Jones (WR) | Tee Higgins (WR)
2020,6,Post Mahomes,The Big Gronkowski,107.82,107.82,113.52,5.7,94.98,2,2,Devonta Freeman (RB) | DJ Moore (WR),A.J. Green (WR) | Phillip Lindsay (RB)
2020,6,The Big Gronkowski,Post Mahomes,89.42,89.42,98.62,9.2,90.67,2,2,Commanders - DEF (DEF) | Cooper Kupp (WR),Darius Slayton (WR) | 49ers - DEF (DEF)
2020,6,ThreatLevelMidnight,Voldemort,85.34,85.34,122.14,36.8,69.87,3,3,Andy Dalton (QB) | Alexander Mattison (RB) | Raheem Mostert (RB),Matt Ryan (QB) | Joe Mixon (RB) | Tyler Boyd (WR)
2020,6,Uncle Rico,Ginger FC,103.08,103.08,122.88,19.8,83.89,2,2,Robert Tonyan (TE) | Chris Godwin Jr. (WR),Zach Ertz (TE) | D'Andre Swift (RB)
2020,6,Voldemort,ThreatLevelMidnight,137.16,137.16,168.26,31.1,81.52,1,1,Tyreek Hill (WR),Justin Jefferson (WR)
2020,6,malle_dips_pouches,Big Sack Jack,108.42,108.42,115.12,6.7,94.18,1,1,DeAndre Hopkins (WR),Deebo Samuel Sr. (WR)
2020,7,Big Sack Jack,Uncle Rico,63.9,63.9,64.6,0.7,98.92,1,1,CeeDee Lamb (WR),James White (RB)
2020,7,Ginger FC,The Big Gronkowski,101.02,101.02,131.02,30.0,77.1,3,3,Jerick McKinnon (RB) | Mike Evans (WR) | DK Metcalf (WR),Brandon Aiyuk (WR) | Duke Johnson (RB) | Cole Beasley (WR)
2020,7,Joe Mantegna,ThreatLevelMidnight,116.72,116.72,134.16,17.44,87.0,3,3,George Kittle (TE) | DJ Chark (WR) | Jarvis Landry (WR),Curtis Samuel (WR) | Logan Thomas (TE) | Zack Moss (RB)
2020,7,Malle ❤️ 🐸,Post Mahomes,135.56,135.56,136.96,1.4,98.98,1,1,Latavius Murray (RB),Damien Harris (RB)
2020,7,Patty Primetimes,malle_dips_pouches,149.3,149.3,173.4,24.1,86.1,2,2,Noah Fant (TE) | Adrian Peterson (RB),Rob Gronkowski (TE) | Christian Kirk (WR)
2020,7,Pop Lockett Drop it,Voldemort,97.62,97.62,137.02,39.4,71.25,3,3,Darrell Henderson Jr. (RB) | Josh Jacobs (RB) | Stefon Diggs (WR),James Robinson (RB) | David Johnson (RB) | Tee Higgins (WR)
2020,7,Post Mahomes,Malle ❤️ 🐸,127.1,127.1,141.8,14.7,89.63,2,2,Devonta Freeman (RB) | Robert Woods (WR),Joshua Kelley (RB) | A.J. Green (WR)
2020,7,The Big Gronkowski,Ginger FC,103.5,103.5,113.58,10.08,91.13,3,3,49ers - DEF (DEF) | Jared Goff (QB) | Odell Beckham Jr. (WR),Drew Brees (QB) | Darius Slayton (WR) | Commanders - DEF (DEF)
2020,7,ThreatLevelMidnight,Joe Mantegna,137.46,137.46,162.7,25.24,84.49,2,2,Matt Ryan (QB) | Mike Davis (RB),Giovani Bernard (RB) | Carson Wentz (QB)
2020,7,Uncle Rico,Big Sack Jack,110.18,110.18,123.08,12.9,89.52,2,2,D'Andre Swift (RB) | Travis Fulgham (WR),Antonio Gibson (RB) | Boston Scott (RB)
2020,7,Voldemort,Pop Lockett Drop it,121.88,121.88,134.28,12.4,90.77,1,1,Chase Claypool (WR),Leonard Fournette (RB)
2020,7,malle_dips_pouches,Patty Primetimes,106.74,106.74,110.94,4.2,96.21,1,1,Hunter Henry (TE),Eric Ebron (TE)
2020,8,Big Sack Jack,The Big Gronkowski,113.74,113.74,133.74,20.0,85.05,2,2,Dallas Goedert (TE) | CeeDee Lamb (WR),Evan Engram (TE) | Mecole Hardman Jr. (WR)
2020,8,Ginger FC,Malle ❤️ 🐸,162.94,162.94,162.94,0.0,100.0,0,0,,
2020,8,Joe Mantegna,Pop Lockett Drop it,64.36,64.36,79.16,14.8,81.3,1,1,Clyde Edwards-Helaire (RB),Curtis Samuel (WR)
2020,8,Malle ❤️ 🐸,Ginger FC,96.56,96.56,115.16,18.6,83.85,2,2,Justin Tucker (K) | Latavius Murray (RB),Damien Harris (RB) | Michael Badgley (K)
2020,8,Patty Primetimes,ThreatLevelMidnight,88.16,88.16,129.84,41.68,67.9,3,3,Josh Allen (QB) | D'Andre Swift (RB) | Tyler Lockett (WR),Matthew Stafford (QB) | Phillip Lindsay (RB) | Nyheim Miller-Hines (RB)
2020,8,Pop Lockett Drop it,Joe Mantegna,102.84,102.84,102.84,0.0,100.0,0,0,,
2020,8,Post Mahomes,Voldemort,74.84,74.84,91.14,16.3,82.12,2,2,La'Mical Perine (RB) | Kenny Golladay (WR),Hayden Hurst (TE) | Wayne Gallman (RB)
2020,8,The Big Gronkowski,Big Sack Jack,133.3,133.3,149.5,16.2,89.16,2,2,Jared Goff (QB) | Ronald Jones (RB),Drew Brees (QB) | Sterling Shepard (WR)
2020,8,ThreatLevelMidnight,Patty Primetimes,107.22,107.22,111.54,4.32,96.13,1,1,Carson Wentz (QB),Matt Ryan (QB)
2020,8,Uncle Rico,malle_dips_pouches,79.02,79.02,79.02,0.0,100.0,1,1,Nelson Agholor (WR),Jamison Crowder (WR)
2020,8,Voldemort,Post Mahomes,89.52,89.52,113.72,24.2,78.72,2,2,Harrison Bryant (TE) | Justin Jefferson (WR),T.J. Hockenson (TE) | DeeJay Dallas (RB)
2020,8,malle_dips_pouches,Uncle Rico,86.36,86.36,106.56,20.2,81.04,3,3,Le'Veon Bell (RB) | Hunter Henry (TE) | Amari Cooper (WR),Devin Singletary (RB) | Jerry Jeudy (WR) | Eric Ebron (TE)
2020,9,Big Sack Jack,Malle ❤️ 🐸,113.68,113.68,122.68,9.0,92.66,2,2,Melvin Gordon III (RB) | Hollywood Brown (WR),James White (RB) | CeeDee Lamb (WR)
2020,9,Ginger FC,Voldemort,119.2,119.2,136.0,16.8,87.65,2,2,Justin Jackson (RB) | Mike Evans (WR),DeVante Parker (WR) | Brandin Cooks (WR)
2020,9,Joe Mantegna,Post Mahomes,118.34,118.34,131.54,13.2,89.97,1,1,Clyde Edwards-Helaire (RB),DJ Chark (WR)
2020,9,Malle ❤️ 🐸,Big Sack Jack,81.76,81.76,112.14,30.38,72.91,3,3,Justin Tucker (K) | Tom Brady (QB) | Latavius Murray (RB),Jordan Howard (RB) | Ben Roethlisberger (QB) | Michael Badgley (K)
2020,9,Patty Primetimes,Uncle Rico,51.94,51.94,90.6,38.66,57.33,4,4,Matthew Stafford (QB) | Phillip Lindsay (RB) | Rob Gronkowski (TE) | J.K. Dobbins (RB),Adrian Peterson (RB) | Noah Fant (TE) | Nyheim Miller-Hines (RB) | Josh Allen (QB)
2020,9,Pop Lockett Drop it,ThreatLevelMidnight,155.3,155.3,155.3,0.0,100.0,0,0,,
2020,9,Post Mahomes,Joe Mantegna,96.92,96.92,102.92,6.0,94.17,1,1,Mark Andrews (TE),Hayden Hurst (TE)
2020,9,The Big Gronkowski,malle_dips_pouches,116.08,116.08,127.38,11.3,91.13,2,2,James Conner (RB) | Antonio Brown (WR),Jonnu Smith (TE) | Sterling Shepard (WR)
2020,9,ThreatLevelMidnight,Pop Lockett Drop it,125.96,125.96,125.96,0.0,100.0,0,0,,
2020,9,Uncle Rico,Patty Primetimes,73.4,73.4,96.8,23.4,75.83,2,2,JaMycal Hasty (FLEX) | Michael Thomas (WR),Christian Kirk (WR) | Nelson Agholor (WR)
2020,9,Voldemort,Ginger FC,136.74,136.74,140.64,3.9,97.23,2,2,Leonard Fournette (RB) | Chase Claypool (WR),Jonathan Taylor (RB) | John Brown (WR)
2020,9,malle_dips_pouches,The Big Gronkowski,71.7,71.7,103.6,31.9,69.21,3,3,Hunter Henry (TE) | Corey Davis (WR) | DeAndre Hopkins (WR),Amari Cooper (WR) | Jerry Jeudy (WR) | Eric Ebron (TE)
2020,10,Big Sack Jack,Voldemort,64.62,64.62,64.62,0.0,100.0,0,0,,
2020,10,Ginger FC,Joe Mantegna,76.12,76.12,107.52,31.4,70.8,3,3,Brandin Cooks (WR) | DK Metcalf (WR) | Brandon Aiyuk (WR),Keelan Cole Sr. (WR) | Mike Evans (WR) | Cole Beasley (WR)
2020,10,Joe Mantegna,Ginger FC,90.62,90.62,92.32,1.7,98.16,1,1,Zack Moss (RB),Mark Ingram II (RB)
2020,10,Malle ❤️ 🐸,malle_dips_pouches,145.2,145.2,151.6,6.4,95.78,1,1,Latavius Murray (RB),Damien Harris (RB)
2020,10,Patty Primetimes,Pop Lockett Drop it,118.36,118.36,143.06,24.7,82.73,1,1,Travis Fulgham (WR),Nyheim Miller-Hines (RB)
2020,10,Pop Lockett Drop it,Patty Primetimes,121.5,121.5,136.4,14.9,89.08,1,1,Robbie Chosen (WR),Tee Higgins (WR)
2020,10,Post Mahomes,ThreatLevelMidnight,138.2,138.2,141.2,3.0,97.88,1,1,Mike Williams (WR),Gus Edwards (RB)
2020,10,The Big Gronkowski,Uncle Rico,88.24,88.24,103.08,14.84,85.6,6,6,Packers - DEF (DEF) | Drew Brees (QB) | James Conner (RB) | Darren Waller (TE) | Allen Robinson (WR) | Cooper Kupp (WR),49ers - DEF (DEF) | Antonio Brown (WR) | Jared Goff (QB) | Jonnu Smith (TE) | Darius Slayton (WR) | Sterling Shepard (WR)
2020,10,ThreatLevelMidnight,Post Mahomes,76.82,76.82,94.42,17.6,81.36,2,2,Mike Davis (RB) | A.J. Brown (WR),Wayne Gallman (RB) | Tim Patrick (WR)
2020,10,Uncle Rico,The Big Gronkowski,118.66,118.66,128.86,10.2,92.08,1,1,Michael Thomas (WR),Boston Scott (RB)
2020,10,Voldemort,Big Sack Jack,102.68,102.68,117.08,14.4,87.7,2,2,Leonard Fournette (RB) | Duke Johnson (RB),J.D. McKissic (RB) | Kenyan Drake (RB)
2020,10,malle_dips_pouches,Malle ❤️ 🐸,98.52,98.52,106.58,8.06,92.44,1,1,Joe Burrow (QB),Kirk Cousins (QB)
2020,11,Big Sack Jack,Joe Mantegna,126.32,126.32,142.82,16.5,88.45,2,2,Patrick Mahomes (QB) | Hollywood Brown (WR),Philip Rivers (QB) | CeeDee Lamb (WR)
2020,11,Ginger FC,ThreatLevelMidnight,105.38,105.38,109.98,4.6,95.82,1,1,Brandin Cooks (WR),DeVante Parker (WR)
2020,11,Joe Mantegna,Big Sack Jack,81.36,81.36,103.06,21.7,78.94,2,2,Logan Thomas (TE) | Todd Gurley (RB),Curtis Samuel (WR) | Trey Burton (TE)
2020,11,Malle ❤️ 🐸,Uncle Rico,134.34,134.34,135.24,0.9,99.33,1,1,Kareem Hunt (RB),Latavius Murray (RB)
2020,11,Patty Primetimes,The Big Gronkowski,75.52,75.52,103.42,27.9,73.02,4,4,Nyheim Miller-Hines (RB) | Adrian Peterson (RB) | Rob Gronkowski (TE) | Travis Fulgham (WR),Jamaal Williams (RB) | J.K. Dobbins (RB) | Noah Fant (TE) | Phillip Lindsay (RB)
2020,11,Pop Lockett Drop it,Post Mahomes,89.94,89.94,100.54,10.6,89.46,2,2,Julio Jones (WR) | Tee Higgins (WR),Will Fuller V (WR) | Emmanuel Sanders (WR)
2020,11,Post Mahomes,Pop Lockett Drop it,121.16,121.16,121.16,0.0,100.0,0,0,,
2020,11,The Big Gronkowski,Patty Primetimes,115.6,115.6,133.04,17.44,86.89,2,2,Cam Newton (QB) | Ronald Jones (RB),Jared Goff (QB) | Jonnu Smith (TE)
2020,11,ThreatLevelMidnight,Ginger FC,102.48,102.48,102.48,0.0,100.0,0,0,,
2020,11,Uncle Rico,Malle ❤️ 🐸,130.84,130.84,142.16,11.32,92.04,1,1,Robert Tonyan (TE),Taysom Hill (TE)
2020,11,Voldemort,malle_dips_pouches,137.44,137.44,154.44,17.0,88.99,3,3,Kalen Ballage (RB) | Duke Johnson (RB) | Terry McLaurin (WR),Justin Jefferson (WR) | Jonathan Taylor (RB) | Kenyan Drake (RB)
2020,11,malle_dips_pouches,Voldemort,94.62,94.62,122.46,27.84,77.27,3,3,Joe Burrow (QB) | Darrell Henderson Jr. (RB) | DeAndre Hopkins (WR),Kirk Cousins (QB) | Le'Veon Bell (RB) | Eric Ebron (TE)
2020,12,Big Sack Jack,ThreatLevelMidnight,106.58,106.58,129.98,23.4,82.0,2,2,Ezekiel Elliott (RB) | CeeDee Lamb (WR),Hollywood Brown (WR) | Evan Engram (TE)
2020,12,Ginger FC,Pop Lockett Drop it,112.7,112.7,117.6,4.9,95.83,1,1,Brandin Cooks (WR),DeVante Parker (WR)
2020,12,Joe Mantegna,malle_dips_pouches,121.34,121.34,126.24,4.9,96.12,2,2,Clyde Edwards-Helaire (RB) | Curtis Samuel (WR),Zack Moss (RB) | Trey Burton (TE)
2020,12,Malle ❤️ 🐸,The Big Gronkowski,82.04,82.04,121.4,39.36,67.58,3,3,Ben Roethlisberger (QB) | Alvin Kamara (RB) | Damien Harris (RB),Latavius Murray (RB) | Tom Brady (QB) | Mike Gesicki (TE)
2020,12,Patty Primetimes,Post Mahomes,81.08,81.08,109.9,28.82,73.78,3,3,Josh Allen (QB) | D'Andre Swift (RB) | Travis Fulgham (WR),Adrian Peterson (RB) | Matthew Stafford (QB) | Jamaal Williams (RB)
2020,12,Pop Lockett Drop it,Ginger FC,118.94,118.94,149.44,30.5,79.59,2,2,Josh Jacobs (RB) | Stefon Diggs (WR),Will Fuller V (WR) | Devin Singletary (RB)
2020,12,Post Mahomes,Patty Primetimes,87.02,87.02,110.6,23.58,78.68,1,1,Kendall Hinton (FLEX),David Montgomery (RB)
2020,12,The Big Gronkowski,Malle ❤️ 🐸,85.82,85.82,90.86,5.04,94.45,3,3,Packers - DEF (DEF) | Jared Goff (QB) | Darius Slayton (WR),Antonio Brown (WR) | Cam Newton (QB) | 49ers - DEF (DEF)
2020,12,ThreatLevelMidnight,Big Sack Jack,102.6,102.6,124.14,21.54,82.65,2,2,Joey Slye (K) | Derek Carr (QB),Ryan Tannehill (QB) | Jason Myers (K)
2020,12,Uncle Rico,Voldemort,171.52,171.52,173.02,1.5,99.13,1,1,Michael Thomas (WR),Diontae Johnson (WR)
2020,12,Voldemort,Uncle Rico,176.74,176.74,176.74,0.0,100.0,0,0,,
2020,12,malle_dips_pouches,Joe Mantegna,96.48,96.48,109.98,13.5,87.73,3,3,Darrell Henderson Jr. (RB) | Corey Davis (WR) | DeAndre Hopkins (WR),Le'Veon Bell (RB) | Eric Ebron (TE) | Deebo Samuel Sr. (WR)
2020,13,Big Sack Jack,Pop Lockett Drop it,80.12,80.12,92.8,12.68,86.34,2,2,Patrick Mahomes (QB) | James White (RB),Philip Rivers (QB) | Hollywood Brown (WR)
2020,13,Ginger FC,Post Mahomes,68.52,68.52,95.52,27.0,71.73,2,2,Brandin Cooks (WR) | DeVante Parker (WR),Brandon Aiyuk (WR) | Cole Beasley (WR)
2020,13,Joe Mantegna,Uncle Rico,87.98,87.98,110.08,22.1,79.92,2,2,Clyde Edwards-Helaire (RB) | Trey Burton (TE),Logan Thomas (TE) | Mark Ingram II (RB)
2020,13,Malle ❤️ 🐸,Patty Primetimes,120.0,120.0,139.6,19.6,85.96,2,2,Kareem Hunt (RB) | Jakobi Meyers (WR),Damien Harris (RB) | Mike Gesicki (TE)
2020,13,Patty Primetimes,Malle ❤️ 🐸,89.9,89.9,107.6,17.7,83.55,2,2,D'Andre Swift (RB) | Travis Fulgham (WR),DJ Moore (WR) | Adrian Peterson (RB)
2020,13,Pop Lockett Drop it,Big Sack Jack,115.6,115.6,115.6,0.0,100.0,0,0,,
2020,13,Post Mahomes,Ginger FC,139.62,139.62,142.62,3.0,97.9,1,1,Seahawks - DEF (DEF),Colts - DEF (DEF)
2020,13,The Big Gronkowski,Voldemort,118.32,118.32,129.54,11.22,91.34,1,1,Matt Ryan (QB),Jared Goff (QB)
2020,13,ThreatLevelMidnight,malle_dips_pouches,124.96,124.96,133.86,8.9,93.35,1,1,Raheem Mostert (RB),Tyler Boyd (WR)
2020,13,Uncle Rico,Joe Mantegna,107.28,107.28,140.76,33.48,76.21,2,2,Antonio Gibson (RB) | Robert Tonyan (TE),Taysom Hill (TE) | Jamison Crowder (WR)
2020,13,Voldemort,The Big Gronkowski,109.06,109.06,119.46,10.4,91.29,1,1,Terry McLaurin (WR),J.D. McKissic (RB)
