year,week,fantasy_team,opponent,actual_score,yahoo_team_score,optimal_score,points_left_on_bench,lineup_efficiency_pct,avoidable_start_count,missed_start_count,should_have_benched,should_have_started
2022,2,Malle ❤️ 🐸,Voldemort,124.82,124.82,128.12,3.3,97.42,1,1,Jamaal Williams (RB),J.D. McKissic (RB)
2022,2,Patty Primetimes,ThreatLevelMidnight,91.88,91.88,93.58,1.7,98.18,1,1,Travis Etienne Jr. (RB),Chris Olave (WR)
2022,2,Pop Lockett Drop it,Joe Mantegna,76.66,76.66,84.86,8.2,90.34,1,1,Donovan Peoples-Jones (WR),Dameon Pierce (RB)
2022,2,Post Mahomes,Ginger FC,80.3,80.3,99.1,18.8,81.03,3,3,Jonathan Taylor (RB) | Ezekiel Elliott (RB) | Brandin Cooks (WR),Tyler Higbee (TE) | Cam Akers (RB) | Drake London (WR)
2022,2,The Big Gronkowski,Big Sack Jack,109.84,109.84,146.54,36.7,74.96,3,3,Packers - DEF (DEF) | Jeff Wilson Jr. (RB) | JuJu Smith-Schuster (WR),Damien Harris (RB) | Buccaneers - DEF (DEF) | Tony Pollard (RB)
2022,2,ThreatLevelMidnight,Patty Primetimes,102.38,102.38,125.38,23.0,81.66,2,2,Rashaad Penny (RB) | Mike Evans (WR),Rashod Bateman (WR) | Allen Robinson (WR)
2022,2,Uncle Rico,malle_dips_pouches,95.5,95.5,113.0,17.5,84.51,2,2,Cordarrelle Patterson (RB) | Ja'Marr Chase (WR),Jakobi Meyers (WR) | Jahan Dotson (WR)
2022,2,Voldemort,Malle ❤️ 🐸,122.68,122.68,139.28,16.6,88.08,2,2,Joe Mixon (RB) | Justin Jefferson (WR),James Robinson (RB) | Curtis Samuel (WR)
2022,2,malle_dips_pouches,Uncle Rico,168.52,168.52,173.92,5.4,96.9,1,1,James Conner (RB),DeVonta Smith (WR)
2022,3,Big Sack Jack,Malle ❤️ 🐸,85.5,85.5,114.9,29.4,74.41,4,4,49ers - DEF (DEF) | AJ Dillon (RB) | Tyreek Hill (WR) | DJ Moore (WR),Nyheim Miller-Hines (RB) | Nico Collins (WR) | Chiefs - DEF (DEF) | Khalil Herbert (RB)
2022,3,Ginger FC,Pop Lockett Drop it,79.36,79.36,102.34,22.98,77.55,4,4,Kyler Murray (QB) | Alvin Kamara (RB) | Kareem Hunt (RB) | Jerry Jeudy (WR),Devin Duvernay (WR) | Rhamondre Stevenson (RB) | Tyler Lockett (WR) | Tua Tagovailoa (QB)
2022,3,Joe Mantegna,The Big Gronkowski,104.58,104.58,129.58,25.0,80.71,2,2,Aaron Jones Sr. (RB) | Darrell Henderson Jr. (RB),Russell Gage Jr. (WR) | Breece Hall (RB)
2022,3,Malle ❤️ 🐸,Big Sack Jack,132.7,132.7,145.9,13.2,90.95,1,1,Antonio Gibson (RB),Jamaal Williams (RB)
2022,3,Patty Primetimes,Uncle Rico,89.66,89.66,116.9,27.24,76.7,4,4,Matthew Stafford (QB) | Javonte Williams (RB) | Darren Waller (TE) | Michael Thomas (WR),Robert Tonyan (TE) | Travis Etienne Jr. (RB) | Aaron Rodgers (QB) | Chris Olave (WR)
2022,3,Pop Lockett Drop it,Ginger FC,89.18,89.18,110.48,21.3,80.72,2,2,Najee Harris (RB) | Donovan Peoples-Jones (WR),Dameon Pierce (RB) | Romeo Doubs (WR)
2022,3,Post Mahomes,ThreatLevelMidnight,82.24,82.24,102.64,20.4,80.12,3,3,Jonathan Taylor (RB) | Brandin Cooks (WR) | Gabe Davis (WR),Ezekiel Elliott (RB) | Allen Lazard (WR) | Drake London (WR)
2022,3,The Big Gronkowski,Joe Mantegna,95.3,95.3,102.8,7.5,92.7,3,3,Buccaneers - DEF (DEF) | Austin Ekeler (RB) | Jeff Wilson Jr. (RB),JuJu Smith-Schuster (WR) | Tony Pollard (RB) | Packers - DEF (DEF)
2022,3,ThreatLevelMidnight,Post Mahomes,61.54,61.54,73.44,11.9,83.8,1,1,Allen Robinson (WR),Chase Edmonds (RB)
2022,3,Uncle Rico,Patty Primetimes,114.08,114.08,114.08,-0.0,100.0,0,0,,
2022,3,Voldemort,malle_dips_pouches,82.0,82.0,95.0,13.0,86.32,2,2,David Montgomery (RB) | Justin Jefferson (WR),Curtis Samuel (WR) | Sterling Shepard (WR)
2022,3,malle_dips_pouches,Voldemort,157.92,157.92,183.02,25.1,86.29,2,2,James Conner (RB) | Jaylen Waddle (WR),DeVonta Smith (WR) | Tyler Boyd (WR)
2022,4,Big Sack Jack,malle_dips_pouches,120.68,120.68,121.48,0.8,99.34,1,1,AJ Dillon (RB),Nico Collins (WR)
2022,4,Ginger FC,The Big Gronkowski,113.98,113.98,137.58,23.6,82.85,2,2,Rams - DEF (DEF) | Alvin Kamara (RB),Jerry Jeudy (WR) | Carson Wentz (DEF)
2022,4,Joe Mantegna,Malle ❤️ 🐸,118.9,118.9,118.9,0.0,100.0,0,0,,
2022,4,Malle ❤️ 🐸,Joe Mantegna,114.66,114.66,152.26,37.6,75.31,2,2,James Robinson (RB) | Diontae Johnson (WR),J.K. Dobbins (RB) | Jamaal Williams (RB)
2022,4,Patty Primetimes,Voldemort,107.04,107.04,116.74,9.7,91.69,3,3,Colts - DEF (DEF) | Javonte Williams (RB) | Terry McLaurin (WR),Travis Etienne Jr. (RB) | Robert Tonyan (TE) | Falcons - DEF (DEF)
2022,4,Pop Lockett Drop it,Post Mahomes,98.62,98.62,119.82,21.2,82.31,2,2,Dalton Schultz (TE) | Michael Pittman Jr. (WR),Gerald Everett (TE) | Romeo Doubs (WR)
2022,4,Post Mahomes,Pop Lockett Drop it,105.2,105.2,142.3,37.1,73.93,3,3,Jonathan Taylor (RB) | Ezekiel Elliott (RB) | Drake London (WR),Brandin Cooks (WR) | Clyde Edwards-Helaire (RB) | Allen Lazard (WR)
2022,4,The Big Gronkowski,Ginger FC,130.82,130.82,145.42,14.6,89.96,2,2,George Kittle (TE) | JuJu Smith-Schuster (WR),Damien Harris (RB) | Hayden Hurst (TE)
2022,4,ThreatLevelMidnight,Uncle Rico,164.68,164.68,173.58,8.9,94.87,1,1,Rashod Bateman (WR),Rachaad White (RB)
2022,4,Uncle Rico,ThreatLevelMidnight,115.86,115.86,127.06,11.2,91.19,2,2,Kyle Pitts Sr. (TE) | Brandon Aiyuk (WR),Jahan Dotson (WR) | Taysom Hill (TE)
2022,4,Voldemort,Patty Primetimes,130.82,130.82,140.82,10.0,92.9,2,2,Craig Reynolds (RB) | Curtis Samuel (WR),Raheem Mostert (RB) | Darnell Mooney (WR)
2022,4,malle_dips_pouches,Big Sack Jack,102.36,102.36,121.48,19.12,84.26,3,3,Ravens - DEF (DEF) | Mark Andrews (TE) | Amari Cooper (WR),Tyler Boyd (WR) | Pat Freiermuth (TE) | Michael Gallup (DEF)
2022,5,Big Sack Jack,Patty Primetimes,101.58,101.58,115.54,13.96,87.92,3,3,Joe Burrow (QB) | Khalil Herbert (RB) | Amon-Ra St. Brown (WR),DJ Moore (WR) | Derek Carr (QB) | Nico Collins (WR)
2022,5,Ginger FC,Malle ❤️ 🐸,182.3,182.3,189.96,7.66,95.97,1,1,Kyler Murray (QB),Carson Wentz (QB)
2022,5,Joe Mantegna,malle_dips_pouches,111.52,111.52,117.48,5.96,94.93,2,2,Justin Herbert (QB) | Devin Singletary (RB),Chase Claypool (WR) | Marcus Mariota (QB)
2022,5,Malle ❤️ 🐸,Ginger FC,76.16,76.16,87.66,11.5,86.88,4,4,James Robinson (RB) | T.J. Hockenson (TE) | J.K. Dobbins (RB) | Adam Thielen (WR),Antonio Gibson (RB) | Cole Kmet (TE) | Diontae Johnson (WR) | J.D. McKissic (RB)
2022,5,Patty Primetimes,Big Sack Jack,107.38,107.38,120.08,12.7,89.42,2,2,Tyler Allgeier (RB) | Darren Waller (TE),Travis Etienne Jr. (RB) | Robert Tonyan (TE)
2022,5,Pop Lockett Drop it,ThreatLevelMidnight,109.16,109.16,123.76,14.6,88.2,2,2,Michael Pittman Jr. (WR) | Romeo Doubs (WR),Rondale Moore (WR) | Hollywood Brown (WR)
2022,5,Post Mahomes,The Big Gronkowski,80.84,80.84,91.44,10.6,88.41,2,2,A.J. Brown (WR) | Brandin Cooks (WR),Ezekiel Elliott (RB) | Allen Lazard (WR)
2022,5,The Big Gronkowski,Post Mahomes,119.14,119.14,148.94,29.8,79.99,4,4,Packers - DEF (DEF) | George Kittle (TE) | Damien Harris (RB) | Tee Higgins (WR),Tony Pollard (RB) | Buccaneers - DEF (DEF) | JuJu Smith-Schuster (WR) | Hayden Hurst (TE)
2022,5,ThreatLevelMidnight,Pop Lockett Drop it,75.16,75.16,80.76,5.6,93.07,1,1,Chase Edmonds (RB),Rachaad White (RB)
2022,5,Uncle Rico,Voldemort,106.48,106.48,112.18,5.7,94.92,1,1,Christian Kirk (WR),Brandon Aiyuk (WR)
2022,5,Voldemort,Uncle Rico,155.78,155.78,165.68,9.9,94.02,3,3,Joe Mixon (RB) | Deebo Samuel Sr. (WR) | Chris Godwin Jr. (WR),Josh Reynolds (WR) | David Montgomery (RB) | George Pickens (WR)
2022,5,malle_dips_pouches,Joe Mantegna,122.06,122.06,141.46,19.4,86.29,2,2,James Conner (RB) | Jaylen Waddle (WR),DeVonta Smith (WR) | Michael Carter (RB)
2022,6,Big Sack Jack,Uncle Rico,115.0,115.0,122.9,7.9,93.57,2,2,49ers - DEF (DEF) | AJ Dillon (RB),Hunter Henry (TE) | Chiefs - DEF (DEF)
2022,6,Ginger FC,malle_dips_pouches,111.08,111.08,115.28,4.2,96.36,1,1,Tyler Lockett (WR),Jerry Jeudy (WR)
2022,6,Joe Mantegna,Patty Primetimes,69.22,69.22,114.66,45.44,60.37,3,3,Justin Herbert (QB) | Aaron Jones Sr. (RB) | M. Valdes-Scantling (WR),Chase Claypool (WR) | Marcus Mariota (QB) | Devin Singletary (RB)
2022,6,Malle ❤️ 🐸,Post Mahomes,75.0,75.0,86.3,11.3,86.91,3,3,Browns - DEF (DEF) | Jalen Hurts (QB) | J.K. Dobbins (RB),Antonio Gibson (RB) | Trevor Lawrence (QB) | Jarvis Landry (DEF)
2022,6,Patty Primetimes,Joe Mantegna,67.14,67.14,73.72,6.58,91.07,2,2,Aaron Rodgers (QB) | Garrett Wilson (WR),Matthew Stafford (QB) | Latavius Murray (RB)
2022,6,Pop Lockett Drop it,The Big Gronkowski,87.74,87.74,90.64,2.9,96.8,1,1,Broncos - DEF (DEF),Rondale Moore (DEF)
2022,6,Post Mahomes,Malle ❤️ 🐸,95.36,95.36,108.66,13.3,87.76,2,2,Jaguars - DEF (DEF) | Tyler Higbee (TE),Drake London (WR) | Bills - DEF (DEF)
2022,6,The Big Gronkowski,Pop Lockett Drop it,102.3,102.3,108.0,5.7,94.72,1,1,Jeff Wilson Jr. (RB),Tony Pollard (RB)
2022,6,ThreatLevelMidnight,Voldemort,118.78,118.78,118.78,0.0,100.0,0,0,,
2022,6,Uncle Rico,Big Sack Jack,107.82,107.82,141.12,33.3,76.4,4,4,Eagles - DEF (DEF) | Eno Benjamin (RB) | Will Dissly (TE) | Jakobi Meyers (WR),Najee Harris (RB) | Kyle Pitts Sr. (TE) | Brandon Aiyuk (WR) | Alec Pierce (DEF)
2022,6,Voldemort,ThreatLevelMidnight,122.86,122.86,122.86,0.0,100.0,0,0,,
2022,6,malle_dips_pouches,Ginger FC,106.7,106.7,114.9,8.2,92.86,1,1,Phillip Lindsay (RB),DeVonta Smith (WR)
2022,7,Big Sack Jack,Voldemort,117.34,117.34,126.54,9.2,92.73,2,2,AJ Dillon (RB) | Amon-Ra St. Brown (WR),Nyheim Miller-Hines (RB) | Nico Collins (WR)
2022,7,Ginger FC,Patty Primetimes,109.46,109.46,118.96,9.5,92.01,1,1,Leonard Fournette (RB),Jerry Jeudy (WR)
2022,7,Joe Mantegna,Uncle Rico,110.22,110.22,119.02,8.8,92.61,1,1,Courtland Sutton (WR),M. Valdes-Scantling (WR)
2022,7,Malle ❤️ 🐸,Pop Lockett Drop it,80.5,80.5,95.7,15.2,84.12,1,1,James Robinson (RB),Antonio Gibson (RB)
2022,7,Patty Primetimes,Ginger FC,102.76,102.76,112.06,9.3,91.7,1,1,DK Metcalf (WR),Tyler Allgeier (RB)
2022,7,Pop Lockett Drop it,Malle ❤️ 🐸,81.52,81.52,86.42,4.9,94.33,1,1,Keenan Allen (WR),Hunter Renfrow (WR)
2022,7,Post Mahomes,malle_dips_pouches,100.72,100.72,103.02,2.3,97.77,1,1,Jonathan Taylor (RB),Chuba Hubbard (RB)
2022,7,The Big Gronkowski,ThreatLevelMidnight,122.92,122.92,129.22,6.3,95.12,1,1,Damien Harris (RB),Hayden Hurst (TE)
2022,7,ThreatLevelMidnight,The Big Gronkowski,88.6,88.6,112.8,24.2,78.55,2,2,Rachaad White (RB) | Rashod Bateman (WR),Gus Edwards (RB) | D'Onta Foreman (RB)
2022,7,Uncle Rico,Joe Mantegna,132.12,132.12,150.42,18.3,87.83,2,2,Najee Harris (RB) | Alec Pierce (WR),Eno Benjamin (RB) | Brandon Aiyuk (WR)
2022,7,Voldemort,Big Sack Jack,106.98,106.98,117.58,10.6,90.98,2,2,Chris Godwin Jr. (WR) | Deebo Samuel Sr. (WR),Curtis Samuel (WR) | George Pickens (WR)
2022,7,malle_dips_pouches,Post Mahomes,96.0,96.0,133.8,37.8,71.75,3,3,Christian McCaffrey (RB) | Mark Andrews (TE) | Michael Gallup (WR),Michael Carter (RB) | Tyler Boyd (WR) | Pat Freiermuth (TE)
2022,8,Big Sack Jack,ThreatLevelMidnight,128.28,128.28,138.88,10.6,92.37,2,2,AJ Dillon (RB) | Amon-Ra St. Brown (WR),Khalil Herbert (RB) | Nyheim Miller-Hines (RB)
2022,8,Ginger FC,Uncle Rico,142.54,142.54,144.14,1.6,98.89,1,1,Tyler Lockett (WR),Devin Duvernay (WR)
2022,8,Joe Mantegna,Voldemort,87.82,87.82,107.16,19.34,81.95,2,2,Courtland Sutton (WR) | Davante Adams (WR),Chase Claypool (WR) | Brandin Cooks (WR)
2022,8,Malle ❤️ 🐸,The Big Gronkowski,102.6,102.6,105.7,3.1,97.07,1,1,James Robinson (RB),Irv Smith Jr. (TE)
2022,8,Patty Primetimes,Post Mahomes,136.68,136.68,144.32,7.64,94.71,2,2,Matthew Stafford (QB) | Chris Olave (WR),Aaron Rodgers (QB) | DK Metcalf (WR)
2022,8,Pop Lockett Drop it,malle_dips_pouches,82.84,82.84,111.34,28.5,74.4,2,2,Gabe Davis (WR) | Hunter Renfrow (WR),Romeo Doubs (WR) | Rondale Moore (WR)
2022,8,Post Mahomes,Patty Primetimes,114.4,114.4,119.68,5.28,95.59,1,1,Tyler Higbee (TE),Taysom Hill (TE)
2022,8,The Big Gronkowski,Malle ❤️ 🐸,132.08,132.08,132.08,0.0,100.0,0,0,,
2022,8,ThreatLevelMidnight,Big Sack Jack,161.18,161.18,161.18,0.0,100.0,0,0,,
2022,8,Uncle Rico,Ginger FC,122.64,122.64,143.64,21.0,85.38,2,2,Eno Benjamin (RB) | Christian Kirk (WR),Jakobi Meyers (WR) | Kyle Pitts Sr. (TE)
2022,8,Voldemort,Joe Mantegna,107.72,107.72,110.02,2.3,97.91,1,1,Raheem Mostert (RB),Darnell Mooney (WR)
2022,8,malle_dips_pouches,Pop Lockett Drop it,143.58,143.58,151.38,7.8,94.85,2,2,Josh Jacobs (RB) | Mark Andrews (TE),Tyler Boyd (WR) | Pat Freiermuth (TE)
2022,9,Big Sack Jack,Joe Mantegna,91.84,91.84,96.66,4.82,95.01,2,2,Joe Burrow (QB) | DJ Moore (WR),Hunter Henry (TE) | Derek Carr (QB)
2022,9,Ginger FC,Voldemort,97.5,97.5,97.5,0.0,100.0,0,0,,
2022,9,Joe Mantegna,Big Sack Jack,100.3,100.3,111.1,10.8,90.28,2,2,Aaron Jones Sr. (RB) | M. Valdes-Scantling (WR),Chase Claypool (WR) | Cade Otton (TE)
2022,9,Malle ❤️ 🐸,ThreatLevelMidnight,96.52,96.52,96.52,0.0,100.0,0,0,,
2022,9,Patty Primetimes,Pop Lockett Drop it,113.54,113.54,125.04,11.5,90.8,2,2,Terry McLaurin (WR) | Chris Olave (WR),Tyler Allgeier (RB) | Mecole Hardman Jr. (WR)
2022,9,Pop Lockett Drop it,Patty Primetimes,90.92,90.92,90.92,0.0,100.0,0,0,,
2022,9,Post Mahomes,Uncle Rico,108.0,108.0,109.8,1.8,98.36,1,1,Tyler Higbee (TE),Drake London (WR)
2022,9,The Big Gronkowski,malle_dips_pouches,123.8,123.8,123.8,0.0,100.0,0,0,,
2022,9,ThreatLevelMidnight,Malle ❤️ 🐸,107.4,107.4,128.2,20.8,83.78,1,1,D'Onta Foreman (RB),Kenyan Drake (RB)
2022,9,Uncle Rico,Post Mahomes,102.74,102.74,103.14,0.4,99.61,1,1,Clyde Edwards-Helaire (RB),Alec Pierce (WR)
2022,9,Voldemort,Ginger FC,153.1,153.1,170.6,17.5,89.74,2,2,David Montgomery (RB) | Chris Godwin Jr. (WR),Curtis Samuel (WR) | Darnell Mooney (WR)
2022,9,malle_dips_pouches,The Big Gronkowski,82.72,82.72,94.62,11.9,87.42,2,2,Logan Thomas (TE) | DeVonta Smith (WR),Mark Andrews (TE) | Michael Carter (RB)
2022,10,Big Sack Jack,Ginger FC,102.12,102.12,110.62,8.5,92.32,2,2,Chiefs - DEF (DEF) | DJ Moore (WR),Nico Collins (WR) | 49ers - DEF (DEF)
2022,10,Ginger FC,Big Sack Jack,74.78,74.78,86.78,12.0,86.17,2,2,Kareem Hunt (RB) | Jerry Jeudy (WR),Devin Duvernay (WR) | Dalton Schultz (TE)
2022,10,Joe Mantegna,ThreatLevelMidnight,103.74,103.74,123.64,19.9,83.9,2,2,Justin Herbert (QB) | Chase Claypool (WR),M. Valdes-Scantling (WR) | Marcus Mariota (QB)
2022,10,Malle ❤️ 🐸,malle_dips_pouches,91.7,91.7,91.7,0.0,100.0,0,0,,
2022,10,Patty Primetimes,The Big Gronkowski,88.04,88.04,108.06,20.02,81.47,2,2,Jared Goff (QB) | Chris Olave (WR),Aaron Rodgers (QB) | Kadarius Toney (WR)
2022,10,Pop Lockett Drop it,Uncle Rico,135.88,135.88,136.28,0.4,99.71,1,1,Michael Pittman Jr. (WR),Jaylen Warren (RB)
2022,10,Post Mahomes,Voldemort,131.1,131.1,142.2,11.1,92.19,1,1,A.J. Brown (WR),Drake London (WR)
2022,10,The Big Gronkowski,Patty Primetimes,98.18,98.18,98.18,0.0,100.0,0,0,,
2022,10,ThreatLevelMidnight,Joe Mantegna,108.0,108.0,113.1,5.1,95.49,1,1,Miles Sanders (RB),Rachaad White (RB)
2022,10,Uncle Rico,Pop Lockett Drop it,126.04,126.04,131.94,5.9,95.53,2,2,Cordarrelle Patterson (RB) | Greg Dulcich (TE),Kyle Pitts Sr. (TE) | Isiah Pacheco (RB)
2022,10,Voldemort,Post Mahomes,98.4,98.4,117.1,18.7,84.03,2,2,David Montgomery (RB) | Deebo Samuel Sr. (WR),Raheem Mostert (RB) | George Pickens (WR)
2022,10,malle_dips_pouches,Malle ❤️ 🐸,110.36,110.36,116.56,6.2,94.68,1,1,Amari Cooper (WR),DeVonta Smith (WR)
2022,11,Big Sack Jack,Post Mahomes,89.8,89.8,97.9,8.1,91.73,1,1,Nyheim Miller-Hines (RB),Nico Collins (WR)
2022,11,Ginger FC,Joe Mantegna,126.34,126.34,131.54,5.2,96.05,1,1,Devin Duvernay (WR),Kareem Hunt (RB)
2022,11,Joe Mantegna,Ginger FC,120.5,120.5,136.5,16.0,88.28,2,2,Darrell Henderson Jr. (RB) | Chase Claypool (WR),Courtland Sutton (WR) | Brandin Cooks (WR)
2022,11,Malle ❤️ 🐸,Patty Primetimes,90.2,90.2,103.9,13.7,86.81,1,1,Adam Thielen (WR),Ezekiel Elliott (RB)
2022,11,Patty Primetimes,Malle ❤️ 🐸,84.96,84.96,101.54,16.58,83.67,2,2,Jared Goff (QB) | Kadarius Toney (WR),DK Metcalf (WR) | Aaron Rodgers (QB)
2022,11,Pop Lockett Drop it,Voldemort,76.72,76.72,94.42,17.7,81.25,3,3,Brian Robinson (RB) | Gabe Davis (WR) | Rondale Moore (WR),Melvin Gordon III (RB) | Allen Robinson (WR) | Keenan Allen (WR)
2022,11,Post Mahomes,Big Sack Jack,77.48,77.48,102.08,24.6,75.9,2,2,A.J. Brown (WR) | Garrett Wilson (WR),Joshua Palmer (WR) | Drake London (WR)
2022,11,The Big Gronkowski,Uncle Rico,156.2,156.2,187.42,31.22,83.34,1,1,Kirk Cousins (QB),Jimmy Garoppolo (QB)
2022,11,ThreatLevelMidnight,malle_dips_pouches,102.24,102.24,102.24,0.0,100.0,0,0,,
2022,11,Uncle Rico,The Big Gronkowski,101.76,101.76,122.86,21.1,82.83,1,1,Saquon Barkley (RB),Najee Harris (RB)
2022,11,Voldemort,Pop Lockett Drop it,114.38,114.38,128.88,14.5,88.75,2,2,Joe Mixon (RB) | Justin Jefferson (WR),D'Andre Swift (RB) | George Pickens (WR)
2022,11,malle_dips_pouches,ThreatLevelMidnight,122.26,122.26,130.46,8.2,93.71,2,2,Mark Andrews (TE) | Tyler Boyd (WR),Pat Freiermuth (TE) | DeVonta Smith (WR)
2022,12,Big Sack Jack,Pop Lockett Drop it,118.6,118.6,139.1,20.5,85.26,2,2,Joe Burrow (QB) | Nyheim Miller-Hines (RB),Derek Carr (QB) | Tyreek Hill (WR)
2022,12,Ginger FC,ThreatLevelMidnight,94.84,94.84,98.94,4.1,95.86,2,2,Donovan Peoples-Jones (WR) | Curtis Samuel (WR),Devin Duvernay (WR) | Kareem Hunt (RB)
2022,12,Joe Mantegna,Post Mahomes,108.76,108.76,108.76,0.0,100.0,0,0,,
2022,12,Malle ❤️ 🐸,Uncle Rico,129.12,129.12,133.12,4.0,97.0,1,1,Allen Lazard (WR),Diontae Johnson (WR)
2022,12,Patty Primetimes,malle_dips_pouches,72.0,72.0,83.2,11.2,86.54,2,2,Aaron Rodgers (QB) | Travis Etienne Jr. (RB),Jared Goff (QB) | Tyler Allgeier (RB)
2022,12,Pop Lockett Drop it,Big Sack Jack,112.84,112.84,114.64,1.8,98.43,1,1,Gabe Davis (WR),Hollywood Brown (WR)
2022,12,Post Mahomes,Joe Mantegna,92.06,92.06,112.86,20.8,81.57,1,1,Dameon Pierce (RB),Garrett Wilson (WR)
2022,12,The Big Gronkowski,Voldemort,112.46,112.46,120.56,8.1,93.28,3,3,Ravens - DEF (DEF) | George Kittle (TE) | JuJu Smith-Schuster (WR),Darius Slayton (WR) | Hayden Hurst (TE) | Buccaneers - DEF (DEF)
2022,12,ThreatLevelMidnight,Ginger FC,131.64,131.64,142.32,10.68,92.5,2,2,Dak Prescott (QB) | Mike Evans (WR),D'Onta Foreman (RB) | Geno Smith (QB)
2022,12,Uncle Rico,Malle ❤️ 🐸,86.9,86.9,95.0,8.1,91.47,2,2,Cordarrelle Patterson (RB) | Christian Kirk (WR),Isiah Pacheco (RB) | Jakobi Meyers (WR)
2022,12,Voldemort,The Big Gronkowski,144.76,144.76,157.96,13.2,91.64,1,1,Deebo Samuel Sr. (WR),Christian Watson (WR)
2022,12,malle_dips_pouches,Patty Primetimes,142.66,142.66,146.56,3.9,97.34,2,2,Jets - DEF (DEF) | Christian McCaffrey (RB),Michael Gallup (WR) | Steelers - DEF (DEF)
2022,13,Big Sack Jack,The Big Gronkowski,147.24,147.24,156.94,9.7,93.82,2,2,Justin Tucker (K) | Nyheim Miller-Hines (RB),Nico Collins (WR) | Jake Elliott (K)
2022,13,Ginger FC,Post Mahomes,106.5,106.5,113.4,6.9,93.92,1,1,Alvin Kamara (RB),Curtis Samuel (WR)
2022,13,Joe Mantegna,Pop Lockett Drop it,107.5,107.5,110.8,3.3,97.02,1,1,Courtland Sutton (WR),Chase Claypool (WR)
2022,13,Malle ❤️ 🐸,Voldemort,130.6,130.6,135.4,4.8,96.45,1,1,Adam Thielen (WR),Diontae Johnson (WR)
2022,13,Patty Primetimes,ThreatLevelMidnight,87.44,87.44,107.1,19.66,81.64,2,2,Deshaun Watson (QB) | Derrick Henry (RB),Jared Goff (QB) | Tyler Allgeier (RB)
2022,13,Pop Lockett Drop it,Joe Mantegna,102.76,102.76,103.64,0.88,99.15,1,1,Justin Fields (QB),Tom Brady (QB)
2022,13,Post Mahomes,Ginger FC,124.54,124.54,139.44,14.9,89.31,1,1,Kenneth Walker III (RB),Cam Akers (RB)
2022,13,The Big Gronkowski,Big Sack Jack,80.62,80.62,92.32,11.7,87.33,1,1,Jeff Wilson Jr. (RB),Darius Slayton (WR)
2022,13,ThreatLevelMidnight,Patty Primetimes,88.2,88.2,101.28,13.08,87.09,2,2,Dak Prescott (QB) | Gus Edwards (RB),Latavius Murray (RB) | Geno Smith (QB)
2022,13,Uncle Rico,malle_dips_pouches,128.12,128.12,131.42,3.3,97.49,1,1,Najee Harris (RB),Jerick McKinnon (RB)
2022,13,Voldemort,Malle ❤️ 🐸,134.72,134.72,143.52,8.8,93.87,1,1,Chris Godwin Jr. (WR),D'Andre Swift (RB)
2022,13,malle_dips_pouches,Uncle Rico,93.44,93.44,112.04,18.6,83.4,3,3,Mark Andrews (TE) | Amari Cooper (WR) | Jaylen Waddle (WR),Tyler Boyd (WR) | Pat Freiermuth (TE) | Michael Gallup (WR)
2022,14,Big Sack Jack,Malle ❤️ 🐸,113.26,113.26,118.86,5.6,95.29,2,2,49ers - DEF (DEF) | DJ Moore (WR),Nyheim Miller-Hines (RB) | Chiefs - DEF (DEF)
2022,14,Ginger FC,Pop Lockett Drop it,93.56,93.56,99.86,6.3,93.69,2,2,Rhamondre Stevenson (RB) | Tyler Lockett (WR),Kareem Hunt (RB) | Mike Williams (WR)
2022,14,Joe Mantegna,The Big Gronkowski,97.38,97.38,97.38,0.0,100.0,0,0,,
2022,14,Malle ❤️ 🐸,Big Sack Jack,94.98,94.98,118.32,23.34,80.27,3,3,Titans - DEF (DEF) | Jalen Hurts (QB) | Jamaal Williams (RB),Trevor Lawrence (QB) | J.K. Dobbins (RB) | J.D. McKissic (DEF)
2022,14,Patty Primetimes,Uncle Rico,95.9,95.9,102.2,6.3,93.84,1,1,Isaiah McKenzie (FLEX),Jameson Williams (WR)
2022,14,Pop Lockett Drop it,Ginger FC,70.76,70.76,70.76,0.0,100.0,0,0,,
2022,14,Post Mahomes,ThreatLevelMidnight,91.9,91.9,93.4,1.5,98.39,1,1,CeeDee Lamb (WR),Joshua Palmer (WR)
2022,14,The Big Gronkowski,Joe Mantegna,102.2,102.2,120.1,17.9,85.1,1,1,Tee Higgins (WR),JuJu Smith-Schuster (WR)
2022,14,ThreatLevelMidnight,Post Mahomes,119.06,119.06,134.76,15.7,88.35,3,3,Dak Prescott (QB) | Latavius Murray (RB) | Stefon Diggs (WR),Geno Smith (QB) | Mike Evans (WR) | Rachaad White (RB)
2022,14,Uncle Rico,Patty Primetimes,135.58,135.58,164.38,28.8,82.48,2,2,Saquon Barkley (RB) | Christian Kirk (WR),Brandon Aiyuk (WR) | Jerick McKinnon (RB)
2022,14,Voldemort,malle_dips_pouches,114.38,114.38,125.08,10.7,91.45,2,2,D'Andre Swift (RB) | Chris Godwin Jr. (WR),George Pickens (WR) | Bam Knight (RB)
2022,14,malle_dips_pouches,Voldemort,102.22,102.22,121.12,18.9,84.4,2,2,Mark Andrews (TE) | Jaylen Waddle (WR),DeVonta Smith (WR) | Pat Freiermuth (TE)
2023,1,Ginger FC,You Better Park It,85.26,85.26,90.26,5.0,94.46,1,1,Tee Higgins (WR),Rashod Bateman (WR)
2023,1,Joe Mantegna,Voldemort,127.86,127.86,148.16,20.3,86.3,2,2,James Cook III (RB) | Keenan Allen (WR),Breece Hall (RB) | Jakobi Meyers (WR)
