year,date,team,added_player,acquisition_type,dropped_player,raw_text
2020,"Dec 27, 7:44 pm",ThreatLevelMidnight,,,Jalen Reagor,"
	
Jalen Reagor Mia - WR Q
To Waivers
	
ThreatLevelMidnight
Dec 27, 7:44 pm"
2020,"Dec 27, 8:02 am",Voldemort,Russell Gage Jr.,Free Agent,Salvon Ahmed,"

	
Russell Gage Jr. SF - WR NA
Free Agent
Salvon Ahmed Chi - RB
To Waivers
	
Voldemort
Dec 27, 8:02 am"
2020,"Dec 26, 12:36 pm",Pop Lockett Drop it,Chiefs,Free Agent,Titans,"

	
Chiefs KC - DEF
Free Agent
Titans Ten - DEF
To Waivers
	
Pop Lockett Drop it
Dec 26, 12:36 pm"
2020,"Dec 24, 5:28 pm",ThreatLevelMidnight,Cole Kmet,Free Agent,Jordan Reed,"

	
Cole Kmet Chi - TE
Free Agent
Jordan Reed SF - TE NA
To Waivers
	
ThreatLevelMidnight
Dec 24, 5:28 pm"
2020,"Dec 24, 2:15 pm",Malle ❤️ 🐸,Texans,Free Agent,Jordan Howard,"

	
Texans Hou - DEF
Free Agent
Jordan Howard NO - RB NA
To Waivers
	
Malle ❤️ 🐸
Dec 24, 2:15 pm"
2020,"Dec 24, 7:48 am",ThreatLevelMidnight,Jalen Reagor,Free Agent,,"
	
Jalen Reagor Mia - WR Q
Free Agent
	
ThreatLevelMidnight
Dec 24, 7:48 am"
2020,"Dec 23, 9:25 pm",ThreatLevelMidnight,,,Tyler Boyd,"
	
Tyler Boyd Ten - WR NA
To Waivers
	
ThreatLevelMidnight
Dec 23, 9:25 pm"
2020,"Dec 23, 8:05 am",ThreatLevelMidnight,Saints,Free Agent,,"
	
Saints NO - DEF
Free Agent
	
ThreatLevelMidnight
Dec 23, 8:05 am"
2020,"Dec 23, 7:43 am",ThreatLevelMidnight,Giovani Bernard,Free Agent,,"
	
Giovani Bernard TB - RB NA
Free Agent
	
ThreatLevelMidnight
Dec 23, 7:43 am"
2020,"Dec 23, 3:25 am",Uncle Rico,Le'Veon Bell,Waiver,Sony Michel,"

	
Le'Veon Bell TB - RB NA
Waiver
Sony Michel LAC - RB NA
To Waivers
	
Uncle Rico
Dec 23, 3:25 am"
2020,"Dec 22, 2:23 pm",ThreatLevelMidnight,,,Raheem Mostert,"
	
Raheem Mostert LV - RB NA
To Waivers
	
ThreatLevelMidnight
Dec 22, 2:23 pm"
2020,"Dec 22, 1:06 pm",Post Mahomes,,,Seahawks,"
	
Seahawks Sea - DEF
To Waivers
	
Post Mahomes
Dec 22, 1:06 pm"
2020,"Dec 22, 1:05 pm",Post Mahomes,,,Cam Akers,"
	
Cam Akers Sea - RB NA
To Waivers
	
Post Mahomes
Dec 22, 1:05 pm"
2020,"Dec 22, 7:49 am",ThreatLevelMidnight,,,Joe Mixon,"
	
Joe Mixon Hou - RB NA
To Waivers
	
ThreatLevelMidnight
Dec 22, 7:49 am"
2020,"Dec 22, 7:15 am",ThreatLevelMidnight,,,Rams,"
	
Rams LAR - DEF
To Waivers
	
ThreatLevelMidnight
Dec 22, 7:15 am"
2020,"Dec 21, 10:59 am",ThreatLevelMidnight,,,Devonta Freeman,"
	
Devonta Freeman Bal - RB NA
To Waivers
	
ThreatLevelMidnight
Dec 21, 10:59 am"
2020,"Dec 20, 11:09 am",Voldemort,Tony Pollard,Free Agent,Benny Snell Jr.,"

	
Tony Pollard Ten - RB
Free Agent
Benny Snell Jr. Pit - RB NA
To Waivers
	
Voldemort
Dec 20, 11:09 am"
2020,"Dec 20, 10:16 am",Uncle Rico,Sony Michel,Free Agent,Michael Thomas,"

	
Sony Michel LAC - RB NA
Free Agent
Michael Thomas NO - WR NA
To Waivers
	
Uncle Rico
Dec 20, 10:16 am"
2020,"Dec 19, 10:52 pm",Voldemort,Salvon Ahmed,Free Agent,Duke Johnson,"

	
Salvon Ahmed Chi - RB
Free Agent
Duke Johnson Buf - RB NA
To Waivers
	
Voldemort
Dec 19, 10:52 pm"
2020,"Dec 19, 2:31 am",ThreatLevelMidnight,Will Fuller V,Waiver,,"
	
Will Fuller V Mia - WR SUSP
Waiver
	
ThreatLevelMidnight
Dec 19, 2:31 am"
