year,date,team,added_player,acquisition_type,dropped_player,raw_text
2017,"Dec 21, 2:28 pm",ThreatLevelMidnight,Mike Wallace,Free Agent,Kenny Stills,"

	
Mike Wallace Phi - WR NA
Free Agent
Kenny Stills NO - WR NA
To Waivers
	
PickUpYourBratsMalle
Dec 21, 2:28 pm"
2017,"Dec 20, 9:19 am",Post Mahomes,Panthers,Free Agent,Eagles,"

	
Panthers Car - DEF
Free Agent
Eagles Phi - DEF
To Waivers
	
Little Red Fournette
Dec 20, 9:19 am"
2017,"Dec 20, 7:11 am",Voldemort,Dan Bailey,Free Agent,Robbie Gould,"

	
Dan Bailey Min - K NA
Free Agent
Robbie Gould SF - K NA
To Waivers
	
Voldemort
Dec 20, 7:11 am"
2017,"Dec 20, 2:35 am",Ginger FC,Bears,Waiver,Taylor Gabriel,"

	
Bears Chi - DEF
Waiver
Taylor Gabriel Chi - WR NA
To Waivers
	
Ginger FC
Dec 20, 2:35 am"
2017,"Dec 20, 2:35 am",Ginger FC,Nick Foles,Waiver,Jordan Matthews,"

	
Nick Foles Ind - QB NA
Waiver
Jordan Matthews Car - WR NA
To Waivers
	
Ginger FC
Dec 20, 2:35 am"
2017,"Dec 20, 2:35 am",Post Mahomes,Martavis Bryant,Waiver,Alfred Morris,"

	
Martavis Bryant Was - WR NA
Waiver
Alfred Morris NYG - RB NA
To Waivers
	
Little Red Fournette
Dec 20, 2:35 am"
2017,"Dec 20, 2:35 am",Ginger FC,Chris Ivory,Waiver,Austin Ekeler,"

	
Chris Ivory Buf - RB NA
Waiver
Austin Ekeler Was - RB NA
To Waivers
	
Ginger FC
Dec 20, 2:35 am"
2017,"Dec 20, 2:35 am",Voldemort,Robbie Gould,Waiver,Ryan Succop,"

	
Robbie Gould SF - K NA
Waiver
Ryan Succop TB - K NA
To Waivers
	
Voldemort
Dec 20, 2:35 am"
2017,"Dec 13, 10:17 am",Voldemort,Commanders,Free Agent,DeSean Jackson,"

	
Commanders Was - DEF
Free Agent
DeSean Jackson Bal - WR NA
To Waivers
	
Voldemort
Dec 13, 10:17 am"
2017,"Dec 13, 9:34 am",Post Mahomes,Kerwynn Williams,Free Agent,Bengals,"

	
Kerwynn Williams Ari - RB NA
Free Agent
Bengals Cin - DEF
To Waivers
	
Little Red Fournette
Dec 13, 9:34 am"
2017,"Dec 13, 2:27 am",ThreatLevelMidnight,Jared Cook,Waiver,Tyler Kroft,"

	
Jared Cook LAC - TE NA
Waiver
Tyler Kroft Mia - TE NA
To Waivers
	
PickUpYourBratsMalle
Dec 13, 2:27 am"
2017,"Dec 13, 2:27 am",ThreatLevelMidnight,Theo Riddick,Waiver,Damien Williams,"

	
Theo Riddick LV - RB NA
Waiver
Damien Williams Ari - RB NA
To Waivers
	
PickUpYourBratsMalle
Dec 13, 2:27 am"
2017,"Dec 13, 2:27 am",ThreatLevelMidnight,Corey Coleman,Waiver,Aaron Jones Sr.,"

	
Corey Coleman KC - WR NA
Waiver
Aaron Jones Sr. Min - RB
To Waivers
	
PickUpYourBratsMalle
Dec 13, 2:27 am"
2017,"Dec 10, 12:43 pm",Ginger FC,Broncos,Free Agent,Titans,"

	
Broncos Den - DEF
Free Agent
Titans Ten - DEF
To Waivers
	
Ginger FC
Dec 10, 12:43 pm"
2017,"Dec 9, 2:14 pm",Pop Lockett Drop it,Giovani Bernard,Free Agent,Eddie Lacy,"

	
Giovani Bernard TB - RB NA
Free Agent
Eddie Lacy Sea - RB NA
To Waivers
	
Pop Lockett Drop it
Dec 9, 2:14 pm"
2017,"Dec 7, 6:21 pm",Big Sack Jack,Peyton Barber,Free Agent,Chris Thompson,"

	
Peyton Barber LV - RB NA
Free Agent
Chris Thompson SF - RB NA
To Waivers
	
Big Sack Jack
Dec 7, 6:21 pm"
2017,"Dec 6, 9:34 pm",Pop Lockett Drop it,Stephen Anderson,Free Agent,Jamaal Charles,"

	
Stephen Anderson LAC - TE NA
Free Agent
Jamaal Charles Jax - RB NA
To Waivers
	
Pop Lockett Drop it
Dec 6, 9:34 pm"
2017,"Dec 6, 11:52 am",ThreatLevelMidnight,Mike Davis,Free Agent,Jared Cook,"

	
Mike Davis Bal - RB NA
Free Agent
Jared Cook LAC - TE NA
To Waivers
	
PickUpYourBratsMalle
Dec 6, 11:52 am"
2017,"Dec 6, 9:14 am",Post Mahomes,Eagles,Free Agent,Orleans Darkwa,"

	
Eagles Phi - DEF
Free Agent
Orleans Darkwa NYG - RB NA
To Waivers
	
Little Red Fournette
Dec 6, 9:14 am"
2017,"Dec 6, 3:22 am",Post Mahomes,Bengals,Free Agent,Broncos,"

	
Bengals Cin - DEF
Free Agent
Broncos Den - DEF
To Waivers
	
Little Red Fournette
Dec 6, 3:22 am"
2017,"Dec 6, 2:20 am",ThreatLevelMidnight,Tyler Kroft,Waiver,Martavis Bryant,"

	
Tyler Kroft Mia - TE NA
Waiver
Martavis Bryant Was - WR NA
To Waivers
	
PickUpYourBratsMalle
Dec 6, 2:20 am"
2017,"Dec 6, 2:20 am",ThreatLevelMidnight,Dede Westbrook,Waiver,Jeremy Maclin,"

	
Dede Westbrook GB - WR NA
Waiver
Jeremy Maclin Bal - WR NA
To Waivers
	
PickUpYourBratsMalle
Dec 6, 2:20 am"
2017,"Dec 6, 2:20 am",Post Mahomes,Alfred Morris,Waiver,Bilal Powell,"

	
Alfred Morris NYG - RB NA
Waiver
Bilal Powell NYJ - RB NA
To Waivers
	
Little Red Fournette
Dec 6, 2:20 am"
2017,"Dec 3, 11:32 am",ThreatLevelMidnight,Martavis Bryant,Free Agent,Eagles,"

	
Martavis Bryant Was - WR NA
Free Agent
Eagles Phi - DEF
To Waivers
	
PickUpYourBratsMalle
Dec 3, 11:32 am"
2017,"Dec 3, 11:31 am",ThreatLevelMidnight,Kenny Stills,Free Agent,Corey Coleman,"

	
Kenny Stills NO - WR NA
Free Agent
Corey Coleman KC - WR NA
To Waivers
	
PickUpYourBratsMalle
Dec 3, 11:31 am"
2017,"Nov 30, 9:28 pm",ThreatLevelMidnight,Aaron Jones Sr.,Free Agent,Dede Westbrook,"

	
Aaron Jones Sr. Min - RB
Free Agent
Dede Westbrook GB - WR NA
To Waivers
	
PickUpYourBratsMalle
Nov 30, 9:28 pm"
2017,"Nov 30, 8:31 pm",ThreatLevelMidnight,Corey Coleman,Free Agent,Josh McCown,"

	
Corey Coleman KC - WR NA
Free Agent
Josh McCown Hou - QB NA
To Waivers
	
PickUpYourBratsMalle
Nov 30, 8:31 pm"
2017,"Nov 29, 6:21 pm",ThreatLevelMidnight,Josh McCown,Free Agent,,"

	
Josh McCown Hou - QB NA
Free Agent
Tyler Kroft Mia - TE NA
To Free Agent
	
PickUpYourBratsMalle
Nov 29, 6:21 pm"
2017,"Nov 29, 3:51 pm",ThreatLevelMidnight,Tyler Kroft,Free Agent,Kenny Stills,"

	
Tyler Kroft Mia - TE NA
Free Agent
Kenny Stills NO - WR NA
To Waivers
	
PickUpYourBratsMalle
Nov 29, 3:51 pm"
2017,"Nov 29, 12:14 pm",Hello Harvard,Ricky Seals-Jones,Free Agent,DeVante Parker,"

	
Ricky Seals-Jones Was - TE NA
Free Agent
DeVante Parker NE - WR NA
To Waivers
	
Hello Harvard
Nov 29, 12:14 pm"
2017,"Nov 29, 5:55 am",Voldemort,Ryan Succop,Free Agent,Kai Forbath,"

	
Ryan Succop TB - K NA
Free Agent
Kai Forbath LAR - K NA
To Waivers
	
Voldemort
Nov 29, 5:55 am"
2017,"Nov 29, 5:54 am",Voldemort,,,Alfred Morris,"
	
Alfred Morris NYG - RB NA
To Waivers
	
Voldemort
Nov 29, 5:54 am"
2017,"Nov 29, 4:30 am",Post Mahomes,Broncos,Free Agent,Bengals,"

	
Broncos Den - DEF
Free Agent
Bengals Cin - DEF
To Waivers
	
Little Red Fournette
Nov 29, 4:30 am"
2017,"Nov 29, 2:46 am",Ginger FC,Austin Ekeler,Waiver,Marlon Mack,"

	
Austin Ekeler Was - RB NA
Waiver
Marlon Mack Ari - RB NA
To Waivers
	
Ginger FC
Nov 29, 2:46 am"
2017,"Nov 29, 2:46 am",ThreatLevelMidnight,Dede Westbrook,Waiver,Devontae Booker,"

	
Dede Westbrook GB - WR NA
Waiver
Devontae Booker NYG - RB NA
To Waivers
	
PickUpYourBratsMalle
Nov 29, 2:46 am"
2017,"Nov 29, 2:46 am",Ginger FC,Case Keenum,Waiver,Eli Manning,"

	
Case Keenum Chi - QB
Waiver
Eli Manning NYG - QB NA
To Waivers
	
Ginger FC
Nov 29, 2:46 am"
2017,"Nov 29, 2:46 am",Hello Harvard,Josh Doctson,Waiver,Nick Novak,"

	
Josh Doctson Ari - WR NA
Waiver
Nick Novak LAC - K NA
To Waivers
	
Hello Harvard
Nov 29, 2:46 am"
2017,"Nov 25, 2:26 am",Pop Lockett Drop it,Austin Hooper,Waiver,Jesse James,"

	
Austin Hooper Atl - TE
Waiver
Jesse James LV - TE NA
To Waivers
	
Pop Lockett Drop it
Nov 25, 2:26 am"
2017,"Nov 24, 10:59 am",ThreatLevelMidnight,Devontae Booker,Free Agent,Cameron Brate,"

	
Devontae Booker NYG - RB NA
Free Agent
Cameron Brate TB - TE NA
To Waivers
	
PickUpYourBratsMalle
Nov 24, 10:59 am"
2017,"Nov 22, 11:42 am",Hello Harvard,Nick Novak,Free Agent,Ty Montgomery II,"

	
Nick Novak LAC - K NA
Free Agent
Ty Montgomery II NE - RB NA
To Waivers
	
Hello Harvard
Nov 22, 11:42 am"
2017,"Nov 22, 11:37 am",Hello Harvard,Vernon Davis,Free Agent,Austin Hooper,"

	
Vernon Davis Was - TE NA
Free Agent
Austin Hooper Atl - TE
To Waivers
	
Hello Harvard
Nov 22, 11:37 am"
2017,"Nov 22, 11:33 am",Hello Harvard,Corey Clement,Free Agent,Martavis Bryant,"

	
Corey Clement Ari - RB NA
Free Agent
Martavis Bryant Was - WR NA
To Waivers
	
Hello Harvard
Nov 22, 11:33 am"
2017,"Nov 22, 6:10 am",Voldemort,Patriots,Free Agent,Broncos,"

	
Patriots NE - DEF
Free Agent
Broncos Den - DEF
To Waivers
	
Voldemort
Nov 22, 6:10 am"
2017,"Nov 22, 6:08 am",Voldemort,Jack Doyle,Free Agent,Tyler Kroft,"

	
Jack Doyle Ind - TE NA
Free Agent
Tyler Kroft Mia - TE NA
To Waivers
	
Voldemort
Nov 22, 6:08 am"
2017,"Nov 22, 2:21 am",ThreatLevelMidnight,Kenny Stills,Waiver,Javorius Allen,"

	
Kenny Stills NO - WR NA
Waiver
Javorius Allen NYG - RB NA
To Waivers
	
PickUpYourBratsMalle
Nov 22, 2:21 am"
2017,"Nov 22, 2:21 am",The Big Gronkowski,Mohamed Sanu,Waiver,Paul Richardson,"

	
Mohamed Sanu Mia - WR NA
Waiver
Paul Richardson Was - WR NA
To Waivers
	
The Big Gronkowski
Nov 22, 2:21 am"
2017,"Nov 18, 2:17 am",Post Mahomes,Orleans Darkwa,Waiver,Aaron Jones Sr.,"

	
Orleans Darkwa NYG - RB NA
Waiver
Aaron Jones Sr. Min - RB
To Waivers
	
Little Red Fournette
Nov 18, 2:17 am"
2017,"Nov 17, 1:09 pm",ThreatLevelMidnight,Javorius Allen,Free Agent,Tarik Cohen,"

	
Javorius Allen NYG - RB NA
Free Agent
Tarik Cohen Car - RB NA
To Waivers
	
PickUpYourBratsMalle
Nov 17, 1:09 pm"
2017,"Nov 17, 8:34 am",Voldemort,Tyler Kroft,Free Agent,Jordan Reed,"

	
Tyler Kroft Mia - TE NA
Free Agent
Jordan Reed SF - TE NA
To Waivers
	
Voldemort
Nov 17, 8:34 am"
2017,"Nov 17, 8:04 am",Malle ❤️ 🐸,Josh Lambo,Free Agent,Vernon Davis,"

	
Josh Lambo Ten - K NA
Free Agent
Vernon Davis Was - TE NA
To Waivers
	
Malle ❤️ 🐸
Nov 17, 8:04 am"
2017,"Nov 16, 1:53 pm",Pop Lockett Drop it,C.J. Fiedorowicz,Free Agent,Ryan Succop,"

	
C.J. Fiedorowicz Hou - TE NA
Free Agent
Ryan Succop TB - K NA
To Waivers
	
Pop Lockett Drop it
Nov 16, 1:53 pm"
2017,"Nov 16, 12:29 pm",Hello Harvard,Martavis Bryant,Free Agent,Patrick Murray,"

	
Martavis Bryant Was - WR NA
Free Agent
Patrick Murray TB - K NA
To Waivers
	
Hello Harvard
Nov 16, 12:29 pm"
