year,date,team,added_player,acquisition_type,dropped_player,raw_text
2021,"Dec 30, 11:46 am",Post Mahomes,,,Eagles,"
	
Eagles Phi - DEF
To Waivers
	
Post Mahomes
Dec 30, 11:46 am"
2021,"Dec 29, 8:30 am",ThreatLevelMidnight,Taysom Hill,Free Agent,,"
	
Taysom Hill NO - QB NA
Free Agent
	
ThreatLevelMidnight
Dec 29, 8:30 am"
2021,"Dec 29, 2:14 am",ThreatLevelMidnight,Bears,Waiver,Seahawks,"

	
Bears Chi - DEF
Waiver
Seahawks Sea - DEF
To Waivers
	
ThreatLevelMidnight
Dec 29, 2:14 am"
2021,"Dec 29, 2:14 am",Pop Lockett Drop it,Foster Moreau,Waiver,Darnell Mooney,"

	
Foster Moreau Hou - TE
Waiver
Darnell Mooney NYG - WR
To Waivers
	
Pop Lockett Drop it
Dec 29, 2:14 am"
2021,"Dec 28, 5:47 pm",Voldemort,,,Kendrick Bourne,"
	
Kendrick Bourne Ari - WR
To Waivers
	
Voldemort
Dec 28, 5:47 pm"
2021,"Dec 28, 8:18 am",ThreatLevelMidnight,,,Noah Fant,"
	
Noah Fant NO - TE
To Waivers
	
ThreatLevelMidnight
Dec 28, 8:18 am"
2021,"Dec 26, 3:25 pm",Pop Lockett Drop it,Jaret Patterson,Free Agent,Russell Gage Jr.,"

	
Jaret Patterson LAC - RB
Free Agent
Russell Gage Jr. SF - WR NA
To Waivers
	
Pop Lockett Drop it
Dec 26, 3:25 pm"
2021,"Dec 26, 3:24 pm",Pop Lockett Drop it,Ben Roethlisberger,Free Agent,Teddy Bridgewater,"

	
Ben Roethlisberger Pit - QB NA
Free Agent
Teddy Bridgewater TB - QB NA
To Waivers
	
Pop Lockett Drop it
Dec 26, 3:24 pm"
2021,"Dec 26, 11:55 am",malle_dips_pouches,Tua Tagovailoa,Free Agent,,"

	
Tua Tagovailoa Atl - QB
Free Agent
Zach Wilson NO - QB
To Free Agent
	
malle_dips_pouches
Dec 26, 11:55 am"
2021,"Dec 26, 11:40 am",malle_dips_pouches,Zach Wilson,Free Agent,Justin Fields,"

	
Zach Wilson NO - QB
Free Agent
Justin Fields KC - QB
To Waivers
	
malle_dips_pouches
Dec 26, 11:40 am"
2021,"Dec 25, 9:10 am",Voldemort,Jordan Howard,Free Agent,,"
	
Jordan Howard NO - RB NA
Free Agent
	
Voldemort
Dec 25, 9:10 am"
2021,"Dec 25, 9:10 am",Voldemort,,,Calvin Ridley,"
	
Calvin Ridley Ten - WR SUSP
To Waivers
	
Voldemort
Dec 25, 9:10 am"
2021,"Dec 24, 10:17 am",Post Mahomes,Rashod Bateman,Free Agent,,"
	
Rashod Bateman Bal - WR
Free Agent
	
Post Mahomes
Dec 24, 10:17 am"
2021,"Dec 24, 10:15 am",Post Mahomes,,,Gabe Davis,"
	
Gabe Davis Buf - WR NA
To Waivers
	
Post Mahomes
Dec 24, 10:15 am"
2021,"Dec 23, 5:20 pm",Malle ❤️ 🐸,Falcons,Free Agent,Browns,"

	
Falcons Atl - DEF
Free Agent
Browns Cle - DEF
To Waivers
	
Malle ❤️ 🐸
Dec 23, 5:20 pm"
2021,"Dec 23, 11:59 am",ThreatLevelMidnight,Hunter Henry,Free Agent,Taysom Hill,"

	
Hunter Henry NE - TE
Free Agent
Taysom Hill NO - QB NA
To Waivers
	
ThreatLevelMidnight
Dec 23, 11:59 am"
2021,"Dec 23, 9:38 am",ThreatLevelMidnight,Greg Zuerlein,Free Agent,Tyler Bass,"

	
Greg Zuerlein NYJ - K NA
Free Agent
Tyler Bass Buf - K
To Waivers
	
ThreatLevelMidnight
Dec 23, 9:38 am"
2021,"Dec 23, 9:28 am",Post Mahomes,Saints,Free Agent,Rams,"

	
Saints NO - DEF
Free Agent
Rams LAR - DEF
To Waivers
	
Post Mahomes
Dec 23, 9:28 am"
2021,"Dec 23, 7:32 am",Post Mahomes,Gabe Davis,Free Agent,,"
	
Gabe Davis Buf - WR NA
Free Agent
	
Post Mahomes
Dec 23, 7:32 am"
2021,"Dec 23, 2:18 am",ThreatLevelMidnight,Amon-Ra St. Brown,Waiver,Chris Godwin Jr.,"

	
Amon-Ra St. Brown Det - WR
Waiver
Chris Godwin Jr. TB - WR Q
To Waivers
	
ThreatLevelMidnight
Dec 23, 2:18 am"
2021,"Dec 23, 2:18 am",Post Mahomes,Eagles,Waiver,Cardinals,"

	
Eagles Phi - DEF
Waiver
Cardinals Ari - DEF
To Waivers
	
Post Mahomes
Dec 23, 2:18 am"
2021,"Dec 23, 2:18 am",ThreatLevelMidnight,Justin Jackson,Waiver,Chuba Hubbard,"

	
Justin Jackson Det - RB NA
Waiver
Chuba Hubbard Car - RB
To Waivers
	
ThreatLevelMidnight
Dec 23, 2:18 am"
2021,"Dec 20, 4:21 am",Post Mahomes,,,Julio Jones,"
	
Julio Jones Phi - WR NA
To Waivers
	
Post Mahomes
Dec 20, 4:21 am"
2021,"Dec 19, 12:18 pm",malle_dips_pouches,C.J. Uzomah,Free Agent,Logan Thomas,"

	
C.J. Uzomah Phi - TE NA
Free Agent
Logan Thomas SF - TE NA
To Waivers
	
malle_dips_pouches
Dec 19, 12:18 pm"
2021,"Dec 19, 12:17 pm",malle_dips_pouches,Justin Fields,Free Agent,Taylor Heinicke,"

	
Justin Fields KC - QB
Free Agent
Taylor Heinicke LAC - QB NA
To Waivers
	
malle_dips_pouches
Dec 19, 12:17 pm"
2021,"Dec 18, 8:14 am",Voldemort,Jeff Wilson Jr.,Free Agent,Khalil Herbert,"

	
Jeff Wilson Jr. Mia - RB NA
Free Agent
Khalil Herbert SF - RB
To Waivers
	
Voldemort
Dec 18, 8:14 am"
2021,"Dec 16, 10:08 pm",ThreatLevelMidnight,Ronald Jones,Free Agent,Samaje Perine,"

	
Ronald Jones Dal - RB NA
Free Agent
Samaje Perine Cin - RB
To Waivers
	
ThreatLevelMidnight
Dec 16, 10:08 pm"
2021,"Dec 16, 7:00 pm",Joe Mantegna,49ers,Free Agent,Broncos,"

	
49ers SF - DEF
Free Agent
Broncos Den - DEF
To Waivers
	
Joe Mantegna
Dec 16, 7:00 pm"
2021,"Dec 16, 4:46 pm",Voldemort,Khalil Herbert,Free Agent,D'Ernest Johnson,"

	
Khalil Herbert SF - RB
Free Agent
D'Ernest Johnson Ten - RB
To Waivers
	
Voldemort
Dec 16, 4:46 pm"
2021,"Dec 15, 9:08 am",Post Mahomes,Cardinals,Free Agent,Packers,"

	
Cardinals Ari - DEF
Free Agent
Packers GB - DEF
To Waivers
	
Post Mahomes
Dec 15, 9:08 am"
2021,"Dec 15, 9:06 am",Post Mahomes,Rhamondre Stevenson,Free Agent,,"
	
Rhamondre Stevenson NE - RB
Free Agent
	
Post Mahomes
Dec 15, 9:06 am"
2021,"Dec 15, 3:03 am",Voldemort,D'Ernest Johnson,Waiver,Jeff Wilson Jr.,"

	
D'Ernest Johnson Ten - RB
Waiver
Jeff Wilson Jr. Mia - RB NA
To Waivers
	
Voldemort
Dec 15, 3:03 am"
2021,"Dec 15, 3:03 am",Ginger FC,Dolphins,Waiver,Saints,"

	
Dolphins Mia - DEF
Waiver
Saints NO - DEF
To Waivers
	
Ginger FC
Dec 15, 3:03 am"
2021,"Dec 15, 3:03 am",Voldemort,Jalen Hurts,Waiver,Greg Zuerlein,"

	
Jalen Hurts Phi - QB Q
Waiver
Greg Zuerlein NYJ - K NA
To Waivers
	
Voldemort
Dec 15, 3:03 am"
2021,"Dec 15, 3:03 am",Post Mahomes,Rashaad Penny,Waiver,Ameer Abdullah,"

	
Rashaad Penny Phi - RB NA
Waiver
Ameer Abdullah Jax - RB
To Waivers
	
Post Mahomes
Dec 15, 3:03 am"
2021,"Dec 14, 9:53 am",Post Mahomes,,,Dontrell Hilliard,"
	
Dontrell Hilliard Ten - RB NA
To Waivers
	
Post Mahomes
Dec 14, 9:53 am"
2021,"Dec 12, 4:47 pm",Voldemort,Christian Kirk,Free Agent,Elijah Moore,"

	
Christian Kirk SF - WR
Free Agent
Elijah Moore Phi - WR
To Waivers
	
Voldemort
Dec 12, 4:47 pm"
2021,"Dec 12, 2:54 pm",Big Sack Jack,Emmanuel Sanders,Free Agent,Kenny Golladay,"

	
Emmanuel Sanders Buf - WR NA
Free Agent
Kenny Golladay NYG - WR NA
To Waivers
	
Big Sack Jack
Dec 12, 2:54 pm"
2021,"Dec 12, 11:52 am",ThreatLevelMidnight,Samaje Perine,Free Agent,Rhamondre Stevenson,"

	
Samaje Perine Cin - RB
Free Agent
Rhamondre Stevenson NE - RB
To Waivers
	
ThreatLevelMidnight
Dec 12, 11:52 am"
2021,"Dec 12, 11:23 am",Joe Mantegna,Ty Johnson,Free Agent,,"

	
Ty Johnson Buf - RB
Free Agent
Christian Kirk SF - WR
To Free Agent
	
Joe Mantegna
Dec 12, 11:23 am"
2021,"Dec 12, 11:22 am",Joe Mantegna,Christian Kirk,Free Agent,Matt Breida,"

	
Christian Kirk SF - WR
Free Agent
Matt Breida SF - RB NA
To Waivers
	
Joe Mantegna
Dec 12, 11:22 am"
2021,"Dec 12, 11:17 am",Malle ❤️ 🐸,Jared Cook,Free Agent,Ryan Fitzpatrick,"

	
Jared Cook LAC - TE NA
Free Agent
Ryan Fitzpatrick Was - QB NA
To Waivers
	
Malle ❤️ 🐸
Dec 12, 11:17 am"
2021,"Dec 12, 11:16 am",Malle ❤️ 🐸,Marquez Valdes-Scantling,Free Agent,Jalen Hurts,"

	
Marquez Valdes-Scantling Dal - WR
Free Agent
Jalen Hurts Phi - QB Q
To Waivers
	
Malle ❤️ 🐸
Dec 12, 11:16 am"
2021,"Dec 12, 9:51 am",Pop Lockett Drop it,Jermar Jefferson,Free Agent,Tevin Coleman,"

	
Jermar Jefferson Min - RB
Free Agent
Tevin Coleman SF - RB NA
To Waivers
	
Pop Lockett Drop it
Dec 12, 9:51 am"
2021,"Dec 10, 6:28 pm",Voldemort,Jeff Wilson Jr.,Free Agent,Khalil Herbert,"

	
Jeff Wilson Jr. Mia - RB NA
Free Agent
Khalil Herbert SF - RB
To Waivers
	
Voldemort
Dec 10, 6:28 pm"
2021,"Dec 10, 3:31 pm",Malle ❤️ 🐸,Browns,Free Agent,Bears,"

	
Browns Cle - DEF
Free Agent
Bears Chi - DEF
To Waivers
	
Malle ❤️ 🐸
Dec 10, 3:31 pm"
2021,"Dec 9, 5:03 am",Voldemort,Khalil Herbert,Free Agent,Emmanuel Sanders,"

	
Khalil Herbert SF - RB
Free Agent
Emmanuel Sanders Buf - WR NA
To Waivers
	
Voldemort
Dec 9, 5:03 am"
2021,"Dec 8, 3:45 pm",Voldemort,Greg Zuerlein,Free Agent,Christian Kirk,"

	
Greg Zuerlein NYJ - K NA
Free Agent
Christian Kirk SF - WR
To Waivers
	
Voldemort
Dec 8, 3:45 pm"
2021,"Dec 8, 10:19 am",Patty Primetimes,Chargers,Free Agent,Tony Jones,"

	
Chargers LAC - DEF
Free Agent
Tony Jones Ari - RB NA
To Waivers
	
Patty Primetimes
Dec 8, 10:19 am"
2021,"Dec 8, 10:18 am",Patty Primetimes,Pat Freiermuth,Free Agent,Hunter Henry,"

	
Pat Freiermuth Pit - TE
Free Agent
Hunter Henry NE - TE
To Waivers
	
Patty Primetimes
Dec 8, 10:18 am"
2021,"Dec 8, 10:17 am",Ginger FC,Saints,Free Agent,Cardinals,"

	
Saints NO - DEF
Free Agent
Cardinals Ari - DEF
To Waivers
	
Ginger FC
Dec 8, 10:17 am"
2021,"Dec 8, 9:16 am",Post Mahomes,Ameer Abdullah,Free Agent,Rashod Bateman,"

	
Ameer Abdullah Jax - RB
Free Agent
Rashod Bateman Bal - WR
To Waivers
	
Post Mahomes
Dec 8, 9:16 am"
2021,"Dec 8, 7:07 am",ThreatLevelMidnight,Seahawks,Free Agent,,"
	
Seahawks Sea - DEF
Free Agent
	
ThreatLevelMidnight
Dec 8, 7:07 am"
2021,"Dec 8, 2:16 am",Joe Mantegna,Matt Breida,Waiver,Jared Cook,"

	
Matt Breida SF - RB NA
Waiver
Jared Cook LAC - TE NA
To Waivers
	
Joe Mantegna
Dec 8, 2:16 am"
2021,"Dec 8, 2:16 am",Joe Mantegna,David Johnson,Waiver,Nyheim Miller-Hines,"

	
David Johnson NO - RB NA
Waiver
Nyheim Miller-Hines LAC - RB NA
To Waivers
	
Joe Mantegna
Dec 8, 2:16 am"
2021,"Dec 8, 2:16 am",Pop Lockett Drop it,Titans,Waiver,Vikings,"

	
Titans Ten - DEF
Waiver
Vikings Min - DEF
To Waivers
	
Pop Lockett Drop it
Dec 8, 2:16 am"
2021,"Dec 8, 2:16 am",Joe Mantegna,Broncos,Waiver,Eagles,"

	
Broncos Den - DEF
Waiver
Eagles Phi - DEF
To Waivers
	
Joe Mantegna
Dec 8, 2:16 am"
2021,"Dec 8, 2:16 am",Pop Lockett Drop it,Teddy Bridgewater,Waiver,Mac Jones,"

	
Teddy Bridgewater TB - QB NA
Waiver
Mac Jones SF - QB
To Waivers
	
Pop Lockett Drop it
Dec 8, 2:16 am"
2021,"Dec 7, 7:03 am",ThreatLevelMidnight,,,Colts,"
	
Colts Ind - DEF
To Waivers
	
ThreatLevelMidnight
Dec 7, 7:03 am"
2021,"Dec 6, 3:21 pm",Post Mahomes,Julio Jones,Free Agent,,"
	
Julio Jones Phi - WR NA
Free Agent
	
Post Mahomes
Dec 6, 3:21 pm"
2021,"Dec 6, 3:20 pm",Post Mahomes,,,Dolphins,"
	
Dolphins Mia - DEF
To Waivers
	
Post Mahomes
Dec 6, 3:20 pm"
2021,"Dec 6, 3:20 pm",Post Mahomes,Packers,Free Agent,,"
	
Packers GB - DEF
Free Agent
	
Post Mahomes
Dec 6, 3:20 pm"
2021,"Dec 5, 2:39 pm",Post Mahomes,Dontrell Hilliard,Free Agent,,"
	
Dontrell Hilliard Ten - RB NA
Free Agent
	
Post Mahomes
Dec 5, 2:39 pm"
2021,"Dec 5, 11:45 am",Big Sack Jack,Kenyan Drake,Free Agent,Baker Mayfield,"

	
Kenyan Drake Bal - RB NA
Free Agent
Baker Mayfield TB - QB Q
To Waivers
	
Big Sack Jack
Dec 5, 11:45 am"
2021,"Dec 5, 10:03 am",Uncle Rico,Ravens,Free Agent,49ers,"

	
Ravens Bal - DEF
Free Agent
49ers SF - DEF
To Waivers
	
Uncle Rico
Dec 5, 10:03 am"
2021,"Dec 5, 10:02 am",Uncle Rico,Boston Scott,Free Agent,David Johnson,"

	
Boston Scott Pit - RB NA
Free Agent
David Johnson NO - RB NA
To Waivers
	
Uncle Rico
Dec 5, 10:02 am"
2021,"Dec 5, 10:01 am",Uncle Rico,A.J. Green,Free Agent,Christian McCaffrey,"

	
A.J. Green Ari - WR NA
Free Agent
Christian McCaffrey SF - RB Q
To Waivers
	
Uncle Rico
Dec 5, 10:01 am"
2021,"Dec 4, 2:12 am",Joe Mantegna,Nyheim Miller-Hines,Waiver,Michael Badgley,"

	
Nyheim Miller-Hines LAC - RB NA
Waiver
Michael Badgley Ind - K NA
To Waivers
	
Joe Mantegna
Dec 4, 2:12 am"
2021,"Dec 1, 6:07 pm",Malle ❤️ 🐸,Raiders,Free Agent,Jaguars,"

	
Raiders LV - DEF
Free Agent
Jaguars Jax - DEF
To Waivers
	
Malle ❤️ 🐸
Dec 1, 6:07 pm"
2021,"Dec 1, 5:34 pm",Pop Lockett Drop it,Russell Gage Jr.,Free Agent,Pat Freiermuth,"

	
Russell Gage Jr. SF - WR NA
Free Agent
Pat Freiermuth Pit - TE
To Waivers
	
Pop Lockett Drop it
Dec 1, 5:34 pm"
2021,"Dec 1, 12:41 pm",The Big Gronkowski,Chiefs,Free Agent,Nyheim Miller-Hines,"

	
Chiefs KC - DEF
Free Agent
Nyheim Miller-Hines LAC - RB NA
To Waivers
	
The Big Gronkowski
Dec 1, 12:41 pm"
2021,"Dec 1, 7:55 am",ThreatLevelMidnight,Taysom Hill,Free Agent,Kadarius Toney,"

	
Taysom Hill NO - QB NA
Free Agent
Kadarius Toney Cle - WR NA
To Waivers
	
ThreatLevelMidnight
Dec 1, 7:55 am"
2021,"Dec 1, 6:56 am",ThreatLevelMidnight,Colts,Free Agent,Bengals,"

	
Colts Ind - DEF
Free Agent
Bengals Cin - DEF
To Waivers
	
ThreatLevelMidnight
Dec 1, 6:56 am"
2021,"Dec 1, 3:48 am",Post Mahomes,Matt Gay,Free Agent,Evan McPherson,"

	
Matt Gay LV - K
Free Agent
Evan McPherson Cin - K
To Waivers
	
Post Mahomes
Dec 1, 3:48 am"
2021,"Dec 1, 3:25 am",Ginger FC,Van Jefferson,Waiver,Devontae Booker,"

	
Van Jefferson Was - WR
Waiver
Devontae Booker NYG - RB NA
To Waivers
	
Ginger FC
Dec 1, 3:25 am"
2021,"Dec 1, 3:25 am",Pop Lockett Drop it,Vikings,Waiver,Ravens,"

	
Vikings Min - DEF
Waiver
Ravens Bal - DEF
To Waivers
	
Pop Lockett Drop it
Dec 1, 3:25 am"
2021,"Dec 1, 3:25 am",Ginger FC,Cardinals,Waiver,Texans,"

	
Cardinals Ari - DEF
Waiver
Texans Hou - DEF
To Waivers
	
Ginger FC
Dec 1, 3:25 am"
2021,"Dec 1, 3:25 am",Voldemort,Kendrick Bourne,Waiver,Jeff Wilson Jr.,"

	
Kendrick Bourne Ari - WR
Waiver
Jeff Wilson Jr. Mia - RB NA
To Waivers
	
Voldemort
Dec 1, 3:25 am"
2021,"Nov 30, 9:50 am",Post Mahomes,,,Cedrick Wilson Jr.,"
	
Cedrick Wilson Jr. Det - WR
To Waivers
	
Post Mahomes
Nov 30, 9:50 am"
2021,"Nov 30, 9:50 am",Post Mahomes,,,Cam Newton,"
	
Cam Newton Car - QB NA
To Waivers
	
Post Mahomes
Nov 30, 9:50 am"
2021,"Nov 28, 11:54 am",Big Sack Jack,Kenny Golladay,Free Agent,Sterling Shepard,"

	
Kenny Golladay NYG - WR NA
Free Agent
Sterling Shepard Hou - WR Q
To Waivers
	
Big Sack Jack
Nov 28, 11:54 am"
2021,"Nov 28, 11:53 am",Big Sack Jack,Steelers,Free Agent,Cardinals,"

	
Steelers Pit - DEF
Free Agent
Cardinals Ari - DEF
To Waivers
	
Big Sack Jack
Nov 28, 11:53 am"
2021,"Nov 28, 11:52 am",Big Sack Jack,Baker Mayfield,Free Agent,Kenny Gainwell,"

	
Baker Mayfield TB - QB Q
Free Agent
Kenny Gainwell TB - RB
To Waivers
	
Big Sack Jack
Nov 28, 11:52 am"
2021,"Nov 28, 10:49 am",malle_dips_pouches,Taylor Heinicke,Free Agent,,"
	
Taylor Heinicke LAC - QB NA
Free Agent
	
malle_dips_pouches
Nov 28, 10:49 am"
2021,"Nov 28, 10:49 am",malle_dips_pouches,,,C.J. Uzomah,"
	
C.J. Uzomah Phi - TE NA
To Waivers
	
malle_dips_pouches
Nov 28, 10:49 am"
2021,"Nov 28, 10:49 am",malle_dips_pouches,,,Zack Moss,"
	
Zack Moss Cin - RB NA
To Waivers
	
malle_dips_pouches
Nov 28, 10:49 am"
2021,"Nov 28, 10:36 am",Uncle Rico,J.D. McKissic,Free Agent,Brandon Bolden,"

	
J.D. McKissic Was - RB NA
Free Agent
Brandon Bolden LV - RB NA
To Waivers
	
Uncle Rico
Nov 28, 10:36 am"
2021,"Nov 28, 9:49 am",Post Mahomes,Cam Newton,Free Agent,Tua Tagovailoa,"

	
Cam Newton Car - QB NA
Free Agent
Tua Tagovailoa Atl - QB
To Waivers
	
Post Mahomes
Nov 28, 9:49 am"
2021,"Nov 26, 2:00 pm",Malle ❤️ 🐸,Jaguars,Free Agent,Greg Zuerlein,"

	
Jaguars Jax - DEF
Free Agent
Greg Zuerlein NYJ - K NA
To Waivers
	
Malle ❤️ 🐸
Nov 26, 2:00 pm"
2021,"Nov 25, 6:08 pm",Patty Primetimes,Tony Jones,Free Agent,Jeremy McNichols,"

	
Tony Jones Ari - RB NA
Free Agent
Jeremy McNichols Was - RB
To Waivers
	
Patty Primetimes
Nov 25, 6:08 pm"
2021,"Nov 25, 10:24 am",Post Mahomes,Cedrick Wilson Jr.,Free Agent,Kenny Golladay,"

	
Cedrick Wilson Jr. Det - WR
Free Agent
Kenny Golladay NYG - WR NA
To Waivers
	
Post Mahomes
Nov 25, 10:24 am"
2021,"Nov 25, 9:40 am",Pop Lockett Drop it,Tevin Coleman,Free Agent,Kenyan Drake,"

	
Tevin Coleman SF - RB NA
Free Agent
Kenyan Drake Bal - RB NA
To Waivers
	
Pop Lockett Drop it
Nov 25, 9:40 am"
2021,"Nov 25, 8:35 am",Patty Primetimes,Rex Burkhead,Free Agent,Chris Carson,"

	
Rex Burkhead Hou - RB NA
Free Agent
Chris Carson Sea - RB NA
To Waivers
	
Patty Primetimes
Nov 25, 8:35 am"
2021,"Nov 24, 1:34 pm",ThreatLevelMidnight,Alexander Mattison,Free Agent,J.D. McKissic,"

	
Alexander Mattison Mia - RB NA
Free Agent
J.D. McKissic Was - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 24, 1:34 pm"
2021,"Nov 24, 1:34 pm",ThreatLevelMidnight,Sony Michel,Free Agent,,"
	
Sony Michel LAC - RB NA
Free Agent
	
ThreatLevelMidnight
Nov 24, 1:34 pm"
2021,"Nov 24, 1:33 pm",ThreatLevelMidnight,,,Dan Arnold,"
	
Dan Arnold Jax - TE NA
To Waivers
	
ThreatLevelMidnight
Nov 24, 1:33 pm"
2021,"Nov 24, 6:49 am",Post Mahomes,Rams,Free Agent,,"
	
Rams LAR - DEF
Free Agent
	
Post Mahomes
Nov 24, 6:49 am"
2021,"Nov 24, 6:49 am",Post Mahomes,Evan McPherson,Free Agent,Randy Bullock,"

	
Evan McPherson Cin - K
Free Agent
Randy Bullock NYG - K NA
To Waivers
	
Post Mahomes
Nov 24, 6:49 am"
2021,"Nov 24, 6:31 am",Uncle Rico,David Johnson,Free Agent,Randall Cobb,"

	
David Johnson NO - RB NA
Free Agent
Randall Cobb NYJ - WR NA
To Waivers
	
Uncle Rico
Nov 24, 6:31 am"
2021,"Nov 24, 6:20 am",Uncle Rico,Jakobi Meyers,Free Agent,Bryan Edwards,"

	
Jakobi Meyers Jax - WR
Free Agent
Bryan Edwards KC - WR NA
To Waivers
	
Uncle Rico
Nov 24, 6:20 am"
2021,"Nov 24, 2:51 am",ThreatLevelMidnight,Bengals,Free Agent,,"
	
Bengals Cin - DEF
Free Agent
	
ThreatLevelMidnight
Nov 24, 2:51 am"
2021,"Nov 24, 2:21 am",Pop Lockett Drop it,Pat Freiermuth,Waiver,Ty Johnson,"

	
Pat Freiermuth Pit - TE
Waiver
Ty Johnson Buf - RB
To Waivers
	
Pop Lockett Drop it
Nov 24, 2:21 am"
2021,"Nov 24, 2:21 am",Ginger FC,Texans,Waiver,Titans,"

	
Texans Hou - DEF
Waiver
Titans Ten - DEF
To Waivers
	
Ginger FC
Nov 24, 2:21 am"
2021,"Nov 24, 2:21 am",Voldemort,Elijah Moore,Waiver,D'Ernest Johnson,"

	
Elijah Moore Phi - WR
Waiver
D'Ernest Johnson Ten - RB
To Waivers
	
Voldemort
Nov 24, 2:21 am"
2021,"Nov 24, 2:21 am",Joe Mantegna,Michael Badgley,Waiver,,"
	
Michael Badgley Ind - K NA
Waiver
	
Joe Mantegna
Nov 24, 2:21 am"
2021,"Nov 24, 2:21 am",Malle ❤️ 🐸,Bears,Waiver,Chargers,"

	
Bears Chi - DEF
Waiver
Chargers LAC - DEF
To Waivers
	
Malle ❤️ 🐸
Nov 24, 2:21 am"
2021,"Nov 23, 12:00 pm",ThreatLevelMidnight,,,Browns,"
	
Browns Cle - DEF
To Waivers
	
ThreatLevelMidnight
Nov 23, 12:00 pm"
2021,"Nov 23, 5:37 am",Joe Mantegna,,,Adrian Peterson,"
	
Adrian Peterson Sea - RB NA
To Waivers
	
Joe Mantegna
Nov 23, 5:37 am"
2021,"Nov 23, 5:37 am",Joe Mantegna,,,A.J. Green,"
	
A.J. Green Ari - WR NA
To Waivers
	
Joe Mantegna
Nov 23, 5:37 am"
2021,"Nov 21, 11:34 am",malle_dips_pouches,C.J. Uzomah,Free Agent,Mo Alie-Cox,"

	
C.J. Uzomah Phi - TE NA
Free Agent
Mo Alie-Cox Ind - TE
To Waivers
	
malle_dips_pouches
Nov 21, 11:34 am"
2021,"Nov 21, 10:55 am",Uncle Rico,Jimmy Garoppolo,Free Agent,Van Jefferson,"

	
Jimmy Garoppolo LAR - QB NA
Free Agent
Van Jefferson Was - WR
To Waivers
	
Uncle Rico
Nov 21, 10:55 am"
2021,"Nov 21, 10:40 am",Post Mahomes,Tua Tagovailoa,Free Agent,Elijah Moore,"

	
Tua Tagovailoa Atl - QB
Free Agent
Elijah Moore Phi - WR
To Waivers
	
Post Mahomes
Nov 21, 10:40 am"
2021,"Nov 21, 10:14 am",ThreatLevelMidnight,J.D. McKissic,Free Agent,Alexander Mattison,"

	
J.D. McKissic Was - RB NA
Free Agent
Alexander Mattison Mia - RB NA
To Waivers
	
ThreatLevelMidnight
Nov 21, 10:14 am"
