year,week,target_team_1,target_team_1_score,target_team_2,target_team_2_score,yahoo_team_id,source_url,table_index,row_index,lineup_slot,player,fantasy_points_best_effort,is_starter,is_bench,is_ir,raw_row_text
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,1,QB,Sam Darnold,23.87,True,False,False,Sam Darnold | 21.84 | 11.76 | QB | QB | QB | 29.20 | 23.87 | Ryan Tannehill
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,2,WR,Ja'Marr Chase,15.56,True,False,False,Ja'Marr Chase | 15.35 | 11.60 | WR | WR | WR | 26.50 | 15.56 | A.J. Brown
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,3,WR,Allen Robinson,14.88,True,False,False,Allen Robinson | 9.47 | 3.60 | WR | WR | WR | 2.90 | 14.88 | Mike Williams
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,4,RB,Derrick Henry ,16.71,True,False,False,Derrick Henry  | 18.91 | 6.80 | RB | RB | RB | 20.50 | 16.71 | Aaron Jones Sr.
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,5,RB,Khalil Herbert,18.61,True,False,False,Khalil Herbert | 13.00 | 7.80 | RB | RB | RB | 5.60 | 18.61 | D'Andre Swift
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,6,TE,Robert Tonyan,5.4,True,False,False,Robert Tonyan | 8.22 | 6.40 | TE | TE | TE | 0.00 | 5.40 | Mo Alie-Cox
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,7,W/R/T,Randall Cobb,12.29,True,False,False,Randall Cobb | 10.38 | 15.00 | W/R/T | W/R/T | W/R/T | 5.90 | 12.29 | Jerry Jeudy 
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,8,K,Graham Gano,6.76,True,False,False,Graham Gano | 8.26 | 5.00 | K | K | K | 5.00 | 6.76 | Jason Sanders
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,1,9,DEF,49ers - DEF,8.91,True,False,False,49ers - DEF | 8.33 | 6.00 | DEF | DEF | DEF | 12.00 | 8.91 | Bills - DEF
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,1,BN,Antonio Brown,11.19,False,True,False,Antonio Brown | 0.00 | 0.00 | BN | BN | BN | 6.00 | 11.19 | Marvin Jones Jr.
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,2,BN,Tim Patrick,11.89,False,True,False,Tim Patrick | 8.08 | 7.90 | BN | BN | BN | 14.20 | 11.89 | James Conner
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,3,BN,Mark Andrews,9.75,False,True,False,Mark Andrews | 0.00 | – | BN | BN | BN | 17.24 | 9.75 | Tyler Boyd
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,4,BN,Lamar Jackson,6.67,False,True,False,Lamar Jackson | 0.00 | – | BN | BN | BN | 9.40 | 6.67 | D'Ernest Johnson
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,5,BN,Latavius Murray,0.0,False,True,False,Latavius Murray | 0.00 | 0.00 | BN | BN | BN | 0.00 | 0.00 | Logan Thomas
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,6,BN,Deshaun Watson,0.16,False,True,False,Deshaun Watson | 0.00 | 0.00 | BN | BN | BN | 7.00 | 0.16 | Giants - DEF
2021,8,Uncle Rico,73.96,malle_dips_pouches,107.6,10,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=10,2,7,IR,Christian McCaffrey,0.0,False,False,True,Christian McCaffrey | 0.00 | 0.00 | IR | IR | IR | 0.00 | 0.00 | Kareem Hunt
