year,week,target_team_1,target_team_1_score,target_team_2,target_team_2_score,yahoo_team_id,source_url,table_index,row_index,lineup_slot,player,fantasy_points_best_effort,is_starter,is_bench,is_ir,raw_row_text
2022,12,malle_dips_pouches,142.66,Patty Primetimes,72.0,10,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=12&mid1=10,2,7,IR,(Empty),0.0,False,False,True,(Empty) | 0.00 | – | IR | IR | IR | 0.00 | 0.00 | Michael Thomas Final L 0-13 @ SF
