year,week,target_team_1,target_team_1_score,target_team_2,target_team_2_score,yahoo_team_id,source_url,table_index,row_index,lineup_slot,player,fantasy_points_best_effort,is_starter,is_bench,is_ir,raw_row_text
2023,5,malle_dips_pouches,112.96,Patty Primetimes,110.92,10,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=5&mid1=10,2,1,BN,Amari Cooper  Final L 20-25 vs Jax,25.35,False,True,False,"Amari Cooper  Final L 20-25 vs Jax | 0.00 | 0.00 | BN | BN | BN | 22.92 | 25.35 | Tua TagovailoaVideo Forecast Final W 21-19 vs Hou | 308 Pass Yds, 2 Pass TD, 2 Int"
