year,week,table_index,row_index,side,fantasy_team,opponent,matchup_id,matchup_number,team_score,opponent_score,player,player_position,lineup_slot,is_starter,is_bench,is_ir,projected_points,fantasy_points,stat_summary,raw_player_text,raw_position,raw_cells,player_key,player_id,nfl_team,source
2026,1,,1,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Dak Prescott,QB,QB,True,False,False,,19.4,,Dak Prescott,QB,,470.p.29369,29369,Dal,yahoo_fantasy_api
2026,1,,2,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,De'Von Achane,RB,RB,True,False,False,,8.6,,De'Von Achane,RB,,470.p.40118,40118,Mia,yahoo_fantasy_api
2026,1,,3,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Breece Hall,RB,RB,True,False,False,,18.8,,Breece Hall,RB,,470.p.33991,33991,NYJ,yahoo_fantasy_api
2026,1,,4,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,George Pickens,WR,WR,True,False,False,,4.3,,George Pickens,WR,,470.p.34007,34007,Dal,yahoo_fantasy_api
2026,1,,5,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Luther Burden III,WR,WR,True,False,False,,7.0,,Luther Burden III,WR,,470.p.41824,41824,Chi,yahoo_fantasy_api
2026,1,,6,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Mark Andrews,TE,TE,True,False,False,,6.9,,Mark Andrews,TE,,470.p.31056,31056,Bal,yahoo_fantasy_api
2026,1,,7,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Terry McLaurin,WR,W/R/T,True,False,False,,2.4,,Terry McLaurin,WR,,470.p.31908,31908,Was,yahoo_fantasy_api
2026,1,,8,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Rico Dowdle,RB,BN,False,True,False,,3.1,,Rico Dowdle,RB,,470.p.33100,33100,Pit,yahoo_fantasy_api
2026,1,,9,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Alec Pierce,WR,BN,False,True,False,,8.1,,Alec Pierce,WR,,470.p.34008,34008,Ind,yahoo_fantasy_api
2026,1,,10,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Jakobi Meyers,WR,BN,False,True,False,,11.2,,Jakobi Meyers,WR,,470.p.32231,32231,Jax,yahoo_fantasy_api
2026,1,,11,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Hunter Henry,TE,BN,False,True,False,,4.1,,Hunter Henry,TE,,470.p.29269,29269,NE,yahoo_fantasy_api
2026,1,,12,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Deebo Samuel Sr.,WR,BN,False,True,False,,15.0,,Deebo Samuel Sr.,WR,,470.p.31868,31868,SF,yahoo_fantasy_api
2026,1,,13,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Malik Willis,QB,BN,False,True,False,,17.7,,Malik Willis,QB,,470.p.34042,34042,Mia,yahoo_fantasy_api
2026,1,,14,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Harrison Mevis,K,K,True,False,False,,1.0,,Harrison Mevis,K,,470.p.41312,41312,LAR,yahoo_fantasy_api
2026,1,,15,api,Buttermilk Puuump,Post Mahomes,2026-W01-05,5,71.4,98.36,Broncos,DEF,DEF,True,False,False,,3.0,,Broncos,DEF,,470.p.100007,100007,Den,yahoo_fantasy_api
2026,1,,1,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Bo Nix,QB,QB,True,False,False,,8.44,,Bo Nix,QB,,470.p.40875,40875,Den,yahoo_fantasy_api
2026,1,,2,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Derrick Henry,RB,RB,True,False,False,,34.8,,Derrick Henry,RB,,470.p.29279,29279,Bal,yahoo_fantasy_api
2026,1,,3,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,David Montgomery,RB,RB,True,False,False,,27.4,,David Montgomery,RB,,470.p.31905,31905,Hou,yahoo_fantasy_api
2026,1,,4,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Justin Jefferson,WR,WR,True,False,False,,27.2,,Justin Jefferson,WR,,470.p.32692,32692,Min,yahoo_fantasy_api
2026,1,,5,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Tetairoa McMillan,WR,WR,True,False,False,,8.0,,Tetairoa McMillan,WR,,470.p.41793,41793,Car,yahoo_fantasy_api
2026,1,,6,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Dalton Kincaid,TE,TE,True,False,False,,15.5,,Dalton Kincaid,TE,,470.p.40048,40048,Buf,yahoo_fantasy_api
2026,1,,7,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Chris Olave,WR,W/R/T,True,False,False,,23.2,,Chris Olave,WR,,470.p.33966,33966,NO,yahoo_fantasy_api
2026,1,,8,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Parker Washington,WR,BN,False,True,False,,16.8,,Parker Washington,WR,,470.p.40234,40234,Jax,yahoo_fantasy_api
2026,1,,9,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Jordan Mason,RB,BN,False,True,False,,11.9,,Jordan Mason,RB,,470.p.34320,34320,Min,yahoo_fantasy_api
2026,1,,10,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,J.K. Dobbins,RB,BN,False,True,False,,3.6,,J.K. Dobbins,RB,,470.p.32725,32725,Den,yahoo_fantasy_api
2026,1,,11,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Tyjae Spears,RB,BN,False,True,False,,3.4,,Tyjae Spears,RB,,470.p.40119,40119,Ten,yahoo_fantasy_api
2026,1,,12,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Denzel Boston,WR,BN,False,True,False,,12.9,,Denzel Boston,WR,,470.p.42661,42661,Cle,yahoo_fantasy_api
2026,1,,13,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Jalen McMillan,WR,BN,False,True,False,,0.0,,Jalen McMillan,WR,,470.p.40954,40954,TB,yahoo_fantasy_api
2026,1,,14,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Jake Bates,K,K,True,False,False,,7.0,,Jake Bates,K,,470.p.40835,40835,Det,yahoo_fantasy_api
2026,1,,15,api,Ginger FC 🏆🏆,Malle ❤️ 🐸,2026-W01-02,2,164.54,120.52,Jaguars,DEF,DEF,True,False,False,,13.0,,Jaguars,DEF,,470.p.100030,100030,Jax,yahoo_fantasy_api
2026,1,,1,api,Joe Mantegna,malle_dips_pouches,2026-W01-04,4,111.76,149.44,Caleb Williams,QB,QB,True,False,False,,41.26,,Caleb Williams,QB,,470.p.40900,40900,Chi,yahoo_fantasy_api
2026,1,,2,api,Joe Mantegna,malle_dips_pouches,2026-W01-04,4,111.76,149.44,Jadarian Price,RB,RB,True,False,False,,6.8,,Jadarian Price,RB,,470.p.42654,42654,Sea,yahoo_fantasy_api
2026,1,,3,api,Joe Mantegna,malle_dips_pouches,2026-W01-04,4,111.76,149.44,Rhamondre Stevenson,RB,RB,True,False,False,,12.0,,Rhamondre Stevenson,RB,,470.p.33508,33508,NE,yahoo_fantasy_api
2026,1,,4,api,Joe Mantegna,malle_dips_pouches,2026-W01-04,4,111.76,149.44,DeVonta Smith,WR,WR,True,False,False,,6.8,,DeVonta Smith,WR,,470.p.33398,33398,Phi,yahoo_fantasy_api
