year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2023,1,2023-W01-M01,1,8,Ginger FC,You Better Park It,85.26,85.42,30,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=1&mid1=8
2023,1,2023-W01-M02,2,2,Malle ❤️ 🐸,ThreatLevelMidnight,97.9,124.34,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=1&mid1=2
2023,1,2023-W01-M03,3,6,Pop Lockett Drop it,Patty Primetimes,91.34,121.34,30,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=1&mid1=6
2023,1,2023-W01-M04,4,1,The Big Gronkowski,Post Mahomes,148.36,114.34,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=1&mid1=1
2023,1,2023-W01-M05,5,,Uncle Rico,malle_dips_pouches,52.38,80.64,,,
2023,1,2023-W01-M06,6,3,Voldemort,Joe Mantegna,75.96,127.86,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=1&mid1=3
2023,2,2023-W02-M01,1,4,Joe Mantegna,You Better Park It,110.0,98.0,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=4
2023,2,2023-W02-M02,2,2,Malle ❤️ 🐸,Patty Primetimes,125.42,79.66,30,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=2
2023,2,2023-W02-M03,3,6,Pop Lockett Drop it,Ginger FC,103.24,107.16,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=6
2023,2,2023-W02-M04,4,7,Post Mahomes,malle_dips_pouches,127.96,101.86,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=7
2023,2,2023-W02-M05,5,1,The Big Gronkowski,Voldemort,119.7,116.28,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=1
2023,2,2023-W02-M06,6,5,Uncle Rico,ThreatLevelMidnight,76.78,112.14,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=2&mid1=5
2023,3,2023-W03-M01,1,4,Joe Mantegna,Pop Lockett Drop it,134.32,102.0,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=4
2023,3,2023-W03-M02,2,2,Malle ❤️ 🐸,Ginger FC,127.68,55.28,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=2
2023,3,2023-W03-M03,3,1,The Big Gronkowski,You Better Park It,105.5,127.76,30,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=1
2023,3,2023-W03-M04,4,5,ThreatLevelMidnight,malle_dips_pouches,121.06,125.22,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=5
2023,3,2023-W03-M05,5,,Uncle Rico,Patty Primetimes,116.06,122.66,,,
2023,3,2023-W03-M06,6,3,Voldemort,Post Mahomes,129.08,139.88,32,2,https://football.fantasysports.yahoo.com/2023/f1/684195/matchup?week=3&mid1=3
