year,week,table_index,row_index,side,fantasy_team,opponent,matchup_id,matchup_number,team_score,opponent_score,player,player_position,lineup_slot,is_starter,is_bench,is_ir,projected_points,fantasy_points,stat_summary,raw_player_text,raw_position,raw_cells,player_key,player_id,nfl_team,source
2018,1,,1,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Matthew Stafford,QB,QB,True,False,False,,14.04,,Matthew Stafford,QB,,380.p.9265,9265,LAR,yahoo_fantasy_api
2018,1,,2,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Tyreek Hill,WR,WR,True,False,False,,35.3,,Tyreek Hill,WR,,380.p.29399,29399,Mia,yahoo_fantasy_api
2018,1,,3,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Jarvis Landry,WR,WR,True,False,False,,10.6,,Jarvis Landry,WR,,380.p.27591,27591,NO,yahoo_fantasy_api
2018,1,,4,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Alvin Kamara,RB,RB,True,False,False,,34.1,,Alvin Kamara,RB,,380.p.30180,30180,NO,yahoo_fantasy_api
2018,1,,5,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Derrick Henry,RB,RB,True,False,False,,3.1,,Derrick Henry,RB,,380.p.29279,29279,Bal,yahoo_fantasy_api
2018,1,,6,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Travis Kelce,TE,TE,True,False,False,,0.6,,Travis Kelce,TE,,380.p.26686,26686,KC,yahoo_fantasy_api
2018,1,,7,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Robert Woods,WR,W/R/T,True,False,False,,4.3,,Robert Woods,WR,,380.p.26664,26664,Pit,yahoo_fantasy_api
2018,1,,8,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Sony Michel,RB,BN,False,True,False,,0.0,,Sony Michel,RB,,380.p.31001,31001,LAC,yahoo_fantasy_api
2018,1,,9,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Jordy Nelson,WR,BN,False,True,False,,2.3,,Jordy Nelson,WR,,380.p.8813,8813,LV,yahoo_fantasy_api
2018,1,,10,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Latavius Murray,RB,BN,False,True,False,,4.2,,Latavius Murray,RB,,380.p.26804,26804,Buf,yahoo_fantasy_api
2018,1,,11,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Mike Williams,WR,BN,False,True,False,,8.1,,Mike Williams,WR,,380.p.30120,30120,Pit,yahoo_fantasy_api
2018,1,,12,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,LeGarrette Blount,RB,BN,False,True,False,,-0.3,,LeGarrette Blount,RB,,380.p.24318,24318,Det,yahoo_fantasy_api
2018,1,,13,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Derek Carr,QB,BN,False,True,False,,9.22,,Derek Carr,QB,,380.p.27564,27564,NO,yahoo_fantasy_api
2018,1,,14,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Chris Boswell,K,K,True,False,False,,3.0,,Chris Boswell,K,,380.p.28188,28188,Pit,yahoo_fantasy_api
2018,1,,15,api,Big Sack Jack,Voldemort,2018-W01-02,2,123.04,121.58,Vikings,DEF,DEF,True,False,False,,18.0,,Vikings,DEF,,380.p.100016,100016,Min,yahoo_fantasy_api
2018,1,,1,api,Dillon Panthers,Ginger FC 🏆🏆,2018-W01-04,4,122.46,127.62,Drew Brees,QB,QB,True,False,False,,37.56,,Drew Brees,QB,,380.p.5479,5479,NO,yahoo_fantasy_api
2018,1,,2,api,Dillon Panthers,Ginger FC 🏆🏆,2018-W01-04,4,122.46,127.62,Antonio Brown,WR,WR,True,False,False,,15.3,,Antonio Brown,WR,,380.p.24171,24171,TB,yahoo_fantasy_api
