year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2019,1,2019-W01-M01,1,4,Joe Mantegna,Big Sack Jack,105.82,79.54,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=4
2019,1,2019-W01-M02,2,2,Malle ❤️ 🐸,The Big Gronkowski,108.76,128.42,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=2
2019,1,2019-W01-M03,3,5,Patty Primetimes,Ginger FC,117.1,98.8,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=5
2019,1,2019-W01-M04,4,6,ThreatLevelMidnight,Post Mahomes,78.14,123.82,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=6
2019,1,2019-W01-M05,5,7,Uncle Rico,Pop Lockett Drop it,92.76,115.3,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=7
2019,1,2019-W01-M06,6,3,Voldemort,malle_dips_pouches,130.52,70.6,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=3
2019,2,2019-W02-M01,1,4,Joe Mantegna,malle_dips_pouches,76.74,89.66,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=4
2019,2,2019-W02-M02,2,5,Patty Primetimes,Big Sack Jack,122.38,115.66,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=5
2019,2,2019-W02-M03,3,7,Pop Lockett Drop it,Post Mahomes,117.5,76.06,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=7
2019,2,2019-W02-M04,4,1,The Big Gronkowski,Voldemort,72.32,96.92,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=1
2019,2,2019-W02-M05,5,6,ThreatLevelMidnight,Ginger FC,106.22,74.8,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=6
2019,2,2019-W02-M06,6,2,Uncle Rico,Malle ❤️ 🐸,84.12,96.4,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=2
2019,3,2019-W03-M01,1,2,Malle ❤️ 🐸,Voldemort,77.84,132.06,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=2
2019,3,2019-W03-M02,2,5,Patty Primetimes,malle_dips_pouches,106.18,103.2,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=5
2019,3,2019-W03-M03,3,7,Pop Lockett Drop it,Ginger FC,117.34,93.1,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=7
