year,week,table_index,row_index,side,fantasy_team,opponent,matchup_id,player,player_position,lineup_slot,is_starter,is_bench,is_ir,projected_points,fantasy_points,stat_summary,raw_player_text,raw_position,raw_cells,matchup_number,yahoo_team_id_used,team_score,opponent_score
2021,3,1,0,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Matthew Stafford,QB,QB,True,False,False,24.41,37.52,,Matthew Stafford,QB,"["""", ""Matthew Stafford"", ""24.41"", ""37.52"", ""QB"", ""QB"", ""QB"", ""38.84"", ""25.92"", ""Justin Herbert"", """"]",1,1,132.82,111.14
2021,3,1,0,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Justin Herbert,QB,QB,True,False,False,25.92,38.84,,Justin Herbert,QB,"["""", ""Matthew Stafford"", ""24.41"", ""37.52"", ""QB"", ""QB"", ""QB"", ""38.84"", ""25.92"", ""Justin Herbert"", """"]",1,1,111.14,132.82
2021,3,1,1,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Cooper Kupp,WR,WR,True,False,False,14.71,26.1,,Cooper Kupp,WR,"["""", ""Cooper Kupp"", ""14.71"", ""26.10"", ""WR"", ""WR"", ""WR"", ""8.20"", ""13.83"", ""Terry McLaurin"", """"]",1,1,132.82,111.14
2021,3,1,1,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Terry McLaurin,WR,WR,True,False,False,13.83,8.2,,Terry McLaurin,WR,"["""", ""Cooper Kupp"", ""14.71"", ""26.10"", ""WR"", ""WR"", ""WR"", ""8.20"", ""13.83"", ""Terry McLaurin"", """"]",1,1,111.14,132.82
2021,3,1,2,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Tyler Lockett,WR,WR,True,False,False,14.31,5.1,,Tyler Lockett,WR,"["""", ""Tyler Lockett"", ""14.31"", ""5.10"", ""WR"", ""WR"", ""WR"", ""4.10"", ""8.96"", ""Zach Pascal"", """"]",1,1,132.82,111.14
2021,3,1,2,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Zach Pascal,WR,WR,True,False,False,8.96,4.1,,Zach Pascal,WR,"["""", ""Tyler Lockett"", ""14.31"", ""5.10"", ""WR"", ""WR"", ""WR"", ""4.10"", ""8.96"", ""Zach Pascal"", """"]",1,1,111.14,132.82
2021,3,1,3,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Antonio Gibson,RB,RB,True,False,False,13.68,16.9,,Antonio Gibson,RB,"["""", ""Antonio Gibson"", ""13.68"", ""16.90"", ""RB"", ""RB"", ""RB"", ""8.90"", ""11.61"", ""Myles Gaskin"", """"]",1,1,132.82,111.14
2021,3,1,3,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Myles Gaskin,RB,RB,True,False,False,11.61,8.9,,Myles Gaskin,RB,"["""", ""Antonio Gibson"", ""13.68"", ""16.90"", ""RB"", ""RB"", ""RB"", ""8.90"", ""11.61"", ""Myles Gaskin"", """"]",1,1,111.14,132.82
2021,3,1,4,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Najee Harris,RB,RB,True,False,False,15.78,21.2,,Najee Harris,RB,"["""", ""Najee Harris"", ""15.78"", ""21.20"", ""RB"", ""RB"", ""RB"", ""7.00"", ""14.34"", ""Miles Sanders "", """"]",1,1,132.82,111.14
2021,3,1,4,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Miles Sanders,RB,RB,True,False,False,14.34,7.0,,Miles Sanders ,RB,"["""", ""Najee Harris"", ""15.78"", ""21.20"", ""RB"", ""RB"", ""RB"", ""7.00"", ""14.34"", ""Miles Sanders "", """"]",1,1,111.14,132.82
2021,3,1,5,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Darren Waller,TE,TE,True,False,False,13.68,7.9,,Darren Waller ,TE,"["""", ""Darren Waller "", ""13.68"", ""7.90"", ""TE"", ""TE"", ""TE"", ""13.60"", ""12.05"", ""George Kittle"", """"]",1,1,132.82,111.14
2021,3,1,5,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,George Kittle,TE,TE,True,False,False,12.05,13.6,,George Kittle,TE,"["""", ""Darren Waller "", ""13.68"", ""7.90"", ""TE"", ""TE"", ""TE"", ""13.60"", ""12.05"", ""George Kittle"", """"]",1,1,111.14,132.82
2021,3,1,6,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Chase Claypool,,W/R/T,True,False,False,12.73,14.1,,Chase Claypool,W/R/T,"["""", ""Chase Claypool"", ""12.73"", ""14.10"", ""W/R/T"", ""W/R/T"", ""W/R/T"", ""5.50"", ""8.88"", ""Will Fuller V"", """"]",1,1,132.82,111.14
2021,3,1,6,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Will Fuller V,,W/R/T,True,False,False,8.88,5.5,,Will Fuller V,W/R/T,"["""", ""Chase Claypool"", ""12.73"", ""14.10"", ""W/R/T"", ""W/R/T"", ""W/R/T"", ""5.50"", ""8.88"", ""Will Fuller V"", """"]",1,1,111.14,132.82
2021,3,1,7,left,Joe Mantegna,The Big Gronkowski,2021-W03-M01,Robbie Gould,K,K,True,False,False,8.68,4.0,,Robbie Gould,K,"["""", ""Robbie Gould"", ""8.68"", ""4.00"", ""K"", ""K"", ""K"", ""6.00"", ""9.47"", ""Harrison Butker"", """"]",1,1,132.82,111.14
2021,3,1,7,right,The Big Gronkowski,Joe Mantegna,2021-W03-M01,Harrison Butker,K,K,True,False,False,9.47,6.0,,Harrison Butker,K,"["""", ""Robbie Gould"", ""8.68"", ""4.00"", ""K"", ""K"", ""K"", ""6.00"", ""9.47"", ""Harrison Butker"", """"]",1,1,111.14,132.82
