year,week,table_index,row_index,side,fantasy_team,opponent,matchup_id,player,player_position,lineup_slot,is_starter,is_bench,is_ir,projected_points,fantasy_points,stat_summary,raw_player_text,raw_position,raw_cells,matchup_number,yahoo_team_id_used,team_score,opponent_score
2020,4,1,0,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Jared Goff,QB,QB,True,False,False,24.14,13.7,,Jared Goff,QB,"["""", ""Jared Goff"", ""24.14"", ""13.70"", ""QB"", ""QB"", ""QB"", ""12.40"", ""23.26"", ""Matt Ryan"", """"]",1,1,150.1,119.1
2020,4,1,0,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Matt Ryan,QB,QB,True,False,False,23.26,12.4,,Matt Ryan,QB,"["""", ""Jared Goff"", ""24.14"", ""13.70"", ""QB"", ""QB"", ""QB"", ""12.40"", ""23.26"", ""Matt Ryan"", """"]",1,1,119.1,150.1
2020,4,1,1,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Allen Robinson,WR,WR,True,False,False,14.19,19.6,,Allen Robinson,WR,"["""", ""Allen Robinson"", ""14.19"", ""19.60"", ""WR"", ""WR"", ""WR"", ""12.90"", ""12.57"", ""Tyler Boyd"", """"]",1,1,150.1,119.1
2020,4,1,1,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Tyler Boyd,WR,WR,True,False,False,12.57,12.9,,Tyler Boyd,WR,"["""", ""Allen Robinson"", ""14.19"", ""19.60"", ""WR"", ""WR"", ""WR"", ""12.90"", ""12.57"", ""Tyler Boyd"", """"]",1,1,119.1,150.1
2020,4,1,2,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Cooper Kupp,WR,WR,True,False,False,14.33,15.2,,Cooper Kupp,WR,"["""", ""Cooper Kupp"", ""14.33"", ""15.20"", ""WR"", ""WR"", ""WR"", ""3.00"", ""9.63"", ""Russell Gage Jr."", """"]",1,1,150.1,119.1
2020,4,1,2,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Russell Gage Jr.,WR,WR,True,False,False,9.63,3.0,,Russell Gage Jr.,WR,"["""", ""Cooper Kupp"", ""14.33"", ""15.20"", ""WR"", ""WR"", ""WR"", ""3.00"", ""9.63"", ""Russell Gage Jr."", """"]",1,1,119.1,150.1
2020,4,1,3,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Dalvin Cook,RB,RB,True,False,False,17.64,27.6,,Dalvin Cook,RB,"["""", ""Dalvin Cook"", ""17.64"", ""27.60"", ""RB"", ""RB"", ""RB"", ""39.10"", ""14.66"", ""Joe Mixon"", """"]",1,1,150.1,119.1
2020,4,1,3,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Joe Mixon,RB,RB,True,False,False,14.66,39.1,,Joe Mixon,RB,"["""", ""Dalvin Cook"", ""17.64"", ""27.60"", ""RB"", ""RB"", ""RB"", ""39.10"", ""14.66"", ""Joe Mixon"", """"]",1,1,119.1,150.1
2020,4,1,4,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Ronald Jones,RB,RB,True,False,False,13.2,15.8,,Ronald Jones,RB,"["""", ""Ronald Jones"", ""13.20"", ""15.80"", ""RB"", ""RB"", ""RB"", ""19.60"", ""13.75"", ""Mike Davis"", """"]",1,1,150.1,119.1
2020,4,1,4,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Mike Davis,RB,RB,True,False,False,13.75,19.6,,Mike Davis,RB,"["""", ""Ronald Jones"", ""13.20"", ""15.80"", ""RB"", ""RB"", ""RB"", ""19.60"", ""13.75"", ""Mike Davis"", """"]",1,1,119.1,150.1
2020,4,1,5,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Darren Waller,TE,TE,True,False,False,12.87,11.3,,Darren Waller,TE,"["""", ""Darren Waller"", ""12.87"", ""11.30"", ""TE"", ""TE"", ""TE"", ""15.20"", ""8.59"", ""Dalton Schultz"", """"]",1,1,150.1,119.1
2020,4,1,5,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Dalton Schultz,TE,TE,True,False,False,8.59,15.2,,Dalton Schultz,TE,"["""", ""Darren Waller"", ""12.87"", ""11.30"", ""TE"", ""TE"", ""TE"", ""15.20"", ""8.59"", ""Dalton Schultz"", """"]",1,1,119.1,150.1
2020,4,1,6,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Odell Beckham Jr.,,W/R/T,True,False,False,13.13,35.9,,Odell Beckham Jr.,W/R/T,"["""", ""Odell Beckham Jr."", ""13.13"", ""35.90"", ""W/R/T"", ""W/R/T"", ""W/R/T"", ""3.90"", ""12.28"", ""Michael Gallup"", """"]",1,1,150.1,119.1
2020,4,1,6,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Michael Gallup,,W/R/T,True,False,False,12.28,3.9,,Michael Gallup,W/R/T,"["""", ""Odell Beckham Jr."", ""13.13"", ""35.90"", ""W/R/T"", ""W/R/T"", ""W/R/T"", ""3.90"", ""12.28"", ""Michael Gallup"", """"]",1,1,119.1,150.1
2020,4,1,7,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,Wil Lutz,K,K,True,False,False,9.86,5.0,,Wil Lutz,K,"["""", ""Wil Lutz"", ""9.86"", ""5.00"", ""K"", ""K"", ""K"", ""7.00"", ""9.14"", ""Joey Slye"", """"]",1,1,150.1,119.1
2020,4,1,7,right,The Big Gronkowski,ThreatLevelMidnight,2020-W04-M01,Joey Slye,K,K,True,False,False,9.14,7.0,,Joey Slye,K,"["""", ""Wil Lutz"", ""9.86"", ""5.00"", ""K"", ""K"", ""K"", ""7.00"", ""9.14"", ""Joey Slye"", """"]",1,1,119.1,150.1
2020,4,1,8,left,ThreatLevelMidnight,The Big Gronkowski,2020-W04-M01,49ers - DEF,DEF,DEF,True,False,False,8.67,6.0,,49ers - DEF,DEF,"["""", ""49ers - DEF"", ""8.67"", ""6.00"", ""DEF"", ""DEF"", ""DEF"", ""6.00"", ""9.12"", ""Buccaneers - DEF"", """"]",1,1,150.1,119.1
