year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2022,1,2022-W01-M01,1,4,Joe Mantegna,Post Mahomes,118.46,96.58,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=1&mid1=4
2022,1,2022-W01-M02,2,6,Pop Lockett Drop it,Big Sack Jack,100.0,105.02,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=1&mid1=6
2022,1,2022-W01-M03,3,1,The Big Gronkowski,Voldemort,99.18,156.38,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=1&mid1=1
2022,1,2022-W01-M04,4,5,ThreatLevelMidnight,Ginger FC,66.36,126.72,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=1&mid1=5
2022,1,2022-W01-M05,5,2,Uncle Rico,Malle ❤️ 🐸,138.4,104.82,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=1&mid1=2
2022,1,2022-W01-M06,6,,malle_dips_pouches,Patty Primetimes,106.32,104.7,,,
2022,2,2022-W02-M01,1,4,Joe Mantegna,Pop Lockett Drop it,121.86,76.66,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=4
2022,2,2022-W02-M02,2,2,Malle ❤️ 🐸,Voldemort,124.82,122.68,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=2
2022,2,2022-W02-M03,3,7,Post Mahomes,Ginger FC,80.3,88.18,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=7
2022,2,2022-W02-M04,4,1,The Big Gronkowski,Big Sack Jack,109.84,145.66,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=1
2022,2,2022-W02-M05,5,5,ThreatLevelMidnight,Patty Primetimes,102.38,91.88,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=2&mid1=5
2022,2,2022-W02-M06,6,,Uncle Rico,malle_dips_pouches,95.5,168.52,,,
2022,3,2022-W03-M01,1,2,Malle ❤️ 🐸,Big Sack Jack,132.7,85.5,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=2
2022,3,2022-W03-M02,2,6,Pop Lockett Drop it,Ginger FC,89.18,79.36,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=6
2022,3,2022-W03-M03,3,1,The Big Gronkowski,Joe Mantegna,95.3,104.58,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=1
2022,3,2022-W03-M04,4,5,ThreatLevelMidnight,Post Mahomes,61.54,82.24,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=5
2022,3,2022-W03-M05,5,,Uncle Rico,Patty Primetimes,114.08,89.66,,,
2022,3,2022-W03-M06,6,3,Voldemort,malle_dips_pouches,82.0,157.92,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=3&mid1=3
2022,4,2022-W04-M01,1,9,Big Sack Jack,malle_dips_pouches,120.68,102.36,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=9
2022,4,2022-W04-M02,2,2,Malle ❤️ 🐸,Joe Mantegna,114.66,118.9,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=2
2022,4,2022-W04-M03,3,6,Pop Lockett Drop it,Post Mahomes,98.62,105.2,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=6
2022,4,2022-W04-M04,4,1,The Big Gronkowski,Ginger FC,130.82,113.98,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=1
2022,4,2022-W04-M05,5,5,Uncle Rico,ThreatLevelMidnight,115.86,164.68,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=5
2022,4,2022-W04-M06,6,3,Voldemort,Patty Primetimes,130.82,107.04,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=4&mid1=3
2022,5,2022-W05-M01,1,9,Big Sack Jack,Patty Primetimes,101.58,107.38,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=9
2022,5,2022-W05-M02,2,4,Joe Mantegna,malle_dips_pouches,111.52,122.06,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=4
2022,5,2022-W05-M03,3,2,Malle ❤️ 🐸,Ginger FC,76.16,182.3,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=2
2022,5,2022-W05-M04,4,1,The Big Gronkowski,Post Mahomes,119.14,80.84,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=1
2022,5,2022-W05-M05,5,5,ThreatLevelMidnight,Pop Lockett Drop it,75.16,109.16,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=5
2022,5,2022-W05-M06,6,3,Uncle Rico,Voldemort,106.48,155.78,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=5&mid1=3
2022,6,2022-W06-M01,1,8,Ginger FC,malle_dips_pouches,111.08,106.7,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=8
2022,6,2022-W06-M02,2,4,Joe Mantegna,Patty Primetimes,69.22,67.14,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=4
2022,6,2022-W06-M03,3,2,Malle ❤️ 🐸,Post Mahomes,75.0,95.36,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=2
2022,6,2022-W06-M04,4,1,The Big Gronkowski,Pop Lockett Drop it,102.3,87.74,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=1
2022,6,2022-W06-M05,5,9,Uncle Rico,Big Sack Jack,107.82,115.0,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=9
2022,6,2022-W06-M06,6,3,Voldemort,ThreatLevelMidnight,122.86,118.78,32,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=6&mid1=3
2022,7,2022-W07-M01,1,8,Ginger FC,Patty Primetimes,109.46,102.76,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=7&mid1=8
2022,7,2022-W07-M02,2,2,Malle ❤️ 🐸,Pop Lockett Drop it,80.5,81.52,30,2,https://football.fantasysports.yahoo.com/2022/f1/854563/matchup?week=7&mid1=2
