year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2019,1,2019-W01-M01,1,2,Malle ❤️ 🐸,The Big Gronkowski,108.76,128.42,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=2
2019,1,2019-W01-M02,2,3,malle_dips_pouches,Voldemort,130.52,70.6,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=3
2019,1,2019-W01-M03,3,4,Week 1 Recap (Won),Joe Mantegna,105.82,79.54,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=4
2019,1,2019-W01-M04,4,5,Patty Primetimes,Ginger FC,117.1,98.8,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=5
2019,1,2019-W01-M05,5,6,ThreatLevelMidnight,Post Mahomes,78.14,123.82,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=6
2019,1,2019-W01-M06,6,7,Pop Lockett Drop it,Uncle Rico,92.76,115.3,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=1&mid1=7
2019,2,2019-W02-M01,1,1,The Big Gronkowski,Voldemort,72.32,96.92,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=1
2019,2,2019-W02-M02,2,2,Malle ❤️ 🐸,Uncle Rico,84.12,96.4,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=2
2019,2,2019-W02-M03,3,4,malle_dips_pouches,Joe Mantegna,76.74,89.66,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=4
2019,2,2019-W02-M04,4,5,Week 2 Recap (Won),Patty Primetimes,122.38,115.66,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=5
2019,2,2019-W02-M05,5,6,ThreatLevelMidnight,Ginger FC,106.22,74.8,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=6
2019,2,2019-W02-M06,6,7,Pop Lockett Drop it,Post Mahomes,117.5,76.06,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=2&mid1=7
2019,3,2019-W03-M01,1,1,Joe Mantegna,The Big Gronkowski,135.98,102.96,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=1
2019,3,2019-W03-M02,2,2,Malle ❤️ 🐸,Voldemort,77.84,132.06,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=2
2019,3,2019-W03-M03,3,5,malle_dips_pouches,Patty Primetimes,106.18,103.2,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=5
2019,3,2019-W03-M04,4,6,Week 3 Recap (Won),ThreatLevelMidnight,93.12,85.64,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=6
2019,3,2019-W03-M05,5,7,Pop Lockett Drop it,Ginger FC,117.34,93.1,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=7
2019,3,2019-W03-M06,6,8,Post Mahomes,Uncle Rico,101.02,139.34,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=3&mid1=8
2019,4,2019-W04-M01,1,1,Patty Primetimes,The Big Gronkowski,89.2,130.98,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=1
2019,4,2019-W04-M02,2,2,Joe Mantegna,Malle ❤️ 🐸,73.12,87.9,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=2
2019,4,2019-W04-M03,3,3,Voldemort,Uncle Rico,81.42,93.6,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=3
2019,4,2019-W04-M04,4,6,malle_dips_pouches,ThreatLevelMidnight,104.1,93.68,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=6
2019,4,2019-W04-M05,5,7,Week 4 Recap (Won),Pop Lockett Drop it,110.4,107.7,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=7
2019,4,2019-W04-M06,6,8,Post Mahomes,Ginger FC,81.4,62.54,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=4&mid1=8
2019,5,2019-W05-M01,1,1,ThreatLevelMidnight,The Big Gronkowski,86.56,120.44,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=1
2019,5,2019-W05-M02,2,2,Patty Primetimes,Malle ❤️ 🐸,130.52,105.54,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=2
2019,5,2019-W05-M03,3,3,Joe Mantegna,Voldemort,105.44,64.86,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=3
2019,5,2019-W05-M04,4,7,malle_dips_pouches,Pop Lockett Drop it,131.92,68.32,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=7
2019,5,2019-W05-M05,5,8,Week 5 Recap (Won),Post Mahomes,153.04,134.12,32,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=8
2019,5,2019-W05-M06,6,9,Uncle Rico,Ginger FC,90.36,115.46,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=5&mid1=9
2019,6,2019-W06-M01,1,1,The Big Gronkowski,Pop Lockett Drop it,55.0,100.0,30,2,https://football.fantasysports.yahoo.com/2019/f1/322794/matchup?week=6&mid1=1
