year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2021,1,2021-W01-M01,1,1,Malle ❤️ 🐸,The Big Gronkowski,139.34,140.56,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=1
2021,1,2021-W01-M02,2,3,Voldemort,Uncle Rico,102.4,127.66,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=3
2021,1,2021-W01-M03,3,4,malle_dips_pouches,Joe Mantegna,107.28,98.48,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=4
2021,1,2021-W01-M04,4,5,Week 1 Recap (Won),ThreatLevelMidnight,138.26,129.38,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=5
2021,1,2021-W01-M05,5,6,Pop Lockett Drop it,Ginger FC,103.44,120.32,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=6
2021,1,2021-W01-M06,6,7,Patty Primetimes,Post Mahomes,109.06,103.1,34,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=1&mid1=7
2021,2,2021-W02-M01,1,1,The Big Gronkowski,Voldemort,137.42,92.88,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=1
2021,2,2021-W02-M02,2,2,Patty Primetimes,Malle ❤️ 🐸,127.84,91.36,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=2
2021,2,2021-W02-M03,3,4,Joe Mantegna,Uncle Rico,146.36,96.42,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=4
2021,2,2021-W02-M04,4,5,malle_dips_pouches,ThreatLevelMidnight,108.52,121.28,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=5
2021,2,2021-W02-M05,5,6,Week 2 Recap (Won),Pop Lockett Drop it,116.82,109.02,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=6
2021,2,2021-W02-M06,6,7,Post Mahomes,Ginger FC,119.6,129.6,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=2&mid1=7
2021,3,2021-W03-M01,1,1,Joe Mantegna,The Big Gronkowski,132.82,111.14,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=1
2021,3,2021-W03-M02,2,2,Malle ❤️ 🐸,Voldemort,94.08,99.62,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=2
2021,3,2021-W03-M03,3,5,ThreatLevelMidnight,Uncle Rico,114.18,122.22,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=5
2021,3,2021-W03-M04,4,6,malle_dips_pouches,Pop Lockett Drop it,110.64,123.88,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=6
2021,3,2021-W03-M05,5,7,Week 3 Recap (Lost),Post Mahomes,85.74,101.4,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=7
2021,3,2021-W03-M06,6,8,Patty Primetimes,Ginger FC,93.44,119.02,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=3&mid1=8
2021,4,2021-W04-M01,1,1,ThreatLevelMidnight,The Big Gronkowski,92.3,115.96,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=1
2021,4,2021-W04-M02,2,2,Joe Mantegna,Malle ❤️ 🐸,95.46,101.18,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=2
2021,4,2021-W04-M03,3,3,Patty Primetimes,Voldemort,142.82,108.62,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=3
2021,4,2021-W04-M04,4,6,Pop Lockett Drop it,Uncle Rico,83.94,89.7,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=6
2021,4,2021-W04-M05,5,7,malle_dips_pouches,Post Mahomes,129.72,105.64,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=7
2021,4,2021-W04-M06,6,8,Week 4 Recap (Won),Ginger FC,143.62,131.22,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=4&mid1=8
2021,5,2021-W05-M01,1,1,The Big Gronkowski,Pop Lockett Drop it,104.3,124.24,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=1
2021,5,2021-W05-M02,2,2,Malle ❤️ 🐸,ThreatLevelMidnight,122.94,102.78,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=2
2021,5,2021-W05-M03,3,3,Joe Mantegna,Voldemort,142.98,101.52,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=3
2021,5,2021-W05-M04,4,7,Post Mahomes,Uncle Rico,191.08,103.96,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=7
2021,5,2021-W05-M05,5,8,malle_dips_pouches,Ginger FC,160.66,96.48,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=8
2021,5,2021-W05-M06,6,9,Week 5 Recap (Lost),Big Sack Jack,114.88,126.7,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=5&mid1=9
2021,6,2021-W06-M01,1,1,The Big Gronkowski,Post Mahomes,119.74,171.26,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=1
2021,6,2021-W06-M02,2,2,Malle ❤️ 🐸,Pop Lockett Drop it,118.08,93.26,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=2
2021,6,2021-W06-M03,3,3,ThreatLevelMidnight,Voldemort,105.0,121.68,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=3
2021,6,2021-W06-M04,4,4,Patty Primetimes,Joe Mantegna,79.8,97.32,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=4
2021,6,2021-W06-M05,5,8,Uncle Rico,Ginger FC,142.68,120.6,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=8
2021,6,2021-W06-M06,6,9,Week 6 Recap (Won),Big Sack Jack,127.48,101.84,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=6&mid1=9
2021,7,2021-W07-M01,1,1,The Big Gronkowski,Ginger FC,96.36,140.66,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=1
2021,7,2021-W07-M02,2,2,Malle ❤️ 🐸,Post Mahomes,126.74,89.44,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=2
2021,7,2021-W07-M03,3,3,Pop Lockett Drop it,Voldemort,113.68,100.14,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=3
2021,7,2021-W07-M04,4,4,Joe Mantegna,ThreatLevelMidnight,100.28,119.04,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=4
2021,7,2021-W07-M05,5,9,Uncle Rico,Big Sack Jack,117.88,94.44,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=9
2021,7,2021-W07-M06,6,10,malle_dips_pouches,Patty Primetimes,137.2,119.92,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=7&mid1=10
2021,8,2021-W08-M01,1,1,Week 8 Recap (Won),The Big Gronkowski,148.6,69.1,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=1
2021,8,2021-W08-M02,2,2,Malle ❤️ 🐸,Ginger FC,134.2,85.86,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=2
2021,8,2021-W08-M03,3,3,Voldemort,Post Mahomes,99.38,100.36,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=3
2021,8,2021-W08-M04,4,4,Joe Mantegna,Pop Lockett Drop it,88.42,75.24,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=4
2021,8,2021-W08-M05,5,5,Patty Primetimes,ThreatLevelMidnight,129.0,99.76,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=5
2021,8,2021-W08-M06,6,9,Week 8 Recap (Lost),Big Sack Jack,69.1,148.6,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=8&mid1=9
2021,9,2021-W09-M01,1,1,malle_dips_pouches,The Big Gronkowski,111.76,100.82,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=1
2021,9,2021-W09-M02,2,2,Week 9 Recap (Won),Malle ❤️ 🐸,82.98,75.24,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=2
2021,9,2021-W09-M03,3,3,Voldemort,Ginger FC,126.58,72.1,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=3
2021,9,2021-W09-M04,4,4,Joe Mantegna,Post Mahomes,126.14,94.0,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=4
2021,9,2021-W09-M05,5,5,ThreatLevelMidnight,Pop Lockett Drop it,91.36,89.56,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=5
2021,9,2021-W09-M06,6,9,Week 9 Recap (Lost),Big Sack Jack,75.24,82.98,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=9&mid1=9
2021,10,2021-W10-M01,1,1,The Big Gronkowski,Uncle Rico,98.42,103.92,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=1
2021,10,2021-W10-M02,2,2,malle_dips_pouches,Malle ❤️ 🐸,95.6,91.32,34,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=2
2021,10,2021-W10-M03,3,3,Week 10 Recap (Won),Voldemort,126.64,99.64,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=3
2021,10,2021-W10-M04,4,4,Joe Mantegna,Ginger FC,100.6,79.26,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=4
2021,10,2021-W10-M05,5,5,ThreatLevelMidnight,Post Mahomes,66.84,126.34,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=5
2021,10,2021-W10-M06,6,6,Patty Primetimes,Pop Lockett Drop it,112.12,73.84,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=10&mid1=6
2021,11,2021-W11-M01,1,1,Patty Primetimes,The Big Gronkowski,96.52,103.96,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=1
2021,11,2021-W11-M02,2,2,Malle ❤️ 🐸,Uncle Rico,96.64,110.18,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=2
2021,11,2021-W11-M03,3,3,malle_dips_pouches,Voldemort,127.64,93.42,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=3
2021,11,2021-W11-M04,4,4,Week 11 Recap (Won),Joe Mantegna,161.38,71.4,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=4
2021,11,2021-W11-M05,5,5,ThreatLevelMidnight,Ginger FC,107.08,94.8,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=5
2021,11,2021-W11-M06,6,6,Pop Lockett Drop it,Post Mahomes,132.38,106.12,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=11&mid1=6
2021,12,2021-W12-M01,1,1,Malle ❤️ 🐸,The Big Gronkowski,116.28,94.34,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=1
2021,12,2021-W12-M02,2,3,Voldemort,Uncle Rico,90.7,150.86,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=3
2021,12,2021-W12-M03,3,4,malle_dips_pouches,Joe Mantegna,102.12,60.42,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=4
2021,12,2021-W12-M04,4,5,Week 12 Recap (Won),ThreatLevelMidnight,140.18,88.68,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=5
2021,12,2021-W12-M05,5,6,Pop Lockett Drop it,Ginger FC,141.4,130.38,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=6
2021,12,2021-W12-M06,6,7,Patty Primetimes,Post Mahomes,103.78,89.0,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=12&mid1=7
2021,13,2021-W13-M01,1,1,The Big Gronkowski,Voldemort,149.1,118.42,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=1
2021,13,2021-W13-M02,2,2,Patty Primetimes,Malle ❤️ 🐸,130.02,80.3,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=2
2021,13,2021-W13-M03,3,4,Joe Mantegna,Uncle Rico,49.72,144.18,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=4
2021,13,2021-W13-M04,4,5,malle_dips_pouches,ThreatLevelMidnight,137.36,88.64,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=5
2021,13,2021-W13-M05,5,6,Week 13 Recap (Lost),Pop Lockett Drop it,65.36,96.36,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=6
2021,13,2021-W13-M06,6,7,Post Mahomes,Ginger FC,138.32,117.96,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=13&mid1=7
2021,14,2021-W14-M01,1,1,Joe Mantegna,The Big Gronkowski,148.08,153.3,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=1
2021,14,2021-W14-M02,2,2,Malle ❤️ 🐸,Voldemort,113.22,108.84,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=2
2021,14,2021-W14-M03,3,5,ThreatLevelMidnight,Uncle Rico,95.08,118.0,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=5
2021,14,2021-W14-M04,4,6,malle_dips_pouches,Pop Lockett Drop it,88.76,47.68,30,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=6
2021,14,2021-W14-M05,5,7,Week 14 Recap (Won),Post Mahomes,115.22,97.62,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=7
2021,14,2021-W14-M06,6,8,Patty Primetimes,Ginger FC,136.14,138.52,32,2,https://football.fantasysports.yahoo.com/2021/f1/410355/matchup?week=14&mid1=8
