year,week,table_index,row_index,side,fantasy_team,opponent,matchup_id,player,player_position,lineup_slot,is_starter,is_bench,is_ir,projected_points,fantasy_points,stat_summary,raw_player_text,raw_position,raw_cells,matchup_number,yahoo_team_id_used,team_score,opponent_score
2017,8,1,0,left,The Big Gronkowski,Ginger FC,2017-W08-M01,Ben Roethlisberger,QB,QB,True,False,False,20.37,17.48,,Ben Roethlisberger,QB,"["""", ""Ben Roethlisberger"", ""20.37"", ""17.48"", ""QB"", ""QB"", ""QB"", ""43.78"", ""20.22"", ""Deshaun Watson"", """"]",1,1,89.58,125.78
2017,8,1,0,right,Ginger FC,The Big Gronkowski,2017-W08-M01,Deshaun Watson,QB,QB,True,False,False,20.22,43.78,,Deshaun Watson,QB,"["""", ""Ben Roethlisberger"", ""20.37"", ""17.48"", ""QB"", ""QB"", ""QB"", ""43.78"", ""20.22"", ""Deshaun Watson"", """"]",1,1,125.78,89.58
2017,8,1,1,left,The Big Gronkowski,Ginger FC,2017-W08-M01,A.J. Green,WR,WR,True,False,False,14.16,8.7,,A.J. Green,WR,"["""", ""A.J. Green"", ""14.16"", ""8.70"", ""WR"", ""WR"", ""WR"", ""28.40"", ""9.73"", ""DeAndre Hopkins"", """"]",1,1,89.58,125.78
2017,8,1,1,right,Ginger FC,The Big Gronkowski,2017-W08-M01,DeAndre Hopkins,WR,WR,True,False,False,9.73,28.4,,DeAndre Hopkins,WR,"["""", ""A.J. Green"", ""14.16"", ""8.70"", ""WR"", ""WR"", ""WR"", ""28.40"", ""9.73"", ""DeAndre Hopkins"", """"]",1,1,125.78,89.58
2017,8,1,2,left,The Big Gronkowski,Ginger FC,2017-W08-M01,Ted Ginn Jr.,WR,WR,True,False,False,6.58,6.8,,Ted Ginn Jr.,WR,"["""", ""Ted Ginn Jr."", ""6.58"", ""6.80"", ""WR"", ""WR"", ""WR"", ""2.10"", ""6.87"", ""Jordan Matthews"", """"]",1,1,89.58,125.78
2017,8,1,2,right,Ginger FC,The Big Gronkowski,2017-W08-M01,Jordan Matthews,WR,WR,True,False,False,6.87,2.1,,Jordan Matthews,WR,"["""", ""Ted Ginn Jr."", ""6.58"", ""6.80"", ""WR"", ""WR"", ""WR"", ""2.10"", ""6.87"", ""Jordan Matthews"", """"]",1,1,125.78,89.58
2017,8,1,3,left,The Big Gronkowski,Ginger FC,2017-W08-M01,Ezekiel Elliott,RB,RB,True,False,False,15.96,25.4,,Ezekiel Elliott,RB,"["""", ""Ezekiel Elliott"", ""15.96"", ""25.40"", ""RB"", ""RB"", ""RB"", ""4.70"", ""8.90"", ""Carlos Hyde"", """"]",1,1,89.58,125.78
2017,8,1,3,right,Ginger FC,The Big Gronkowski,2017-W08-M01,Carlos Hyde,RB,RB,True,False,False,8.9,4.7,,Carlos Hyde,RB,"["""", ""Ezekiel Elliott"", ""15.96"", ""25.40"", ""RB"", ""RB"", ""RB"", ""4.70"", ""8.90"", ""Carlos Hyde"", """"]",1,1,125.78,89.58
2017,8,1,4,left,The Big Gronkowski,Ginger FC,2017-W08-M01,Mike Gillislee,RB,RB,True,False,False,5.09,3.4,,Mike Gillislee,RB,"["""", ""Mike Gillislee"", ""5.09"", ""3.40"", ""RB"", ""RB"", ""RB"", ""4.10"", ""10.17"", ""Jay Ajayi"", """"]",1,1,89.58,125.78
2017,8,1,4,right,Ginger FC,The Big Gronkowski,2017-W08-M01,Jay Ajayi,RB,RB,True,False,False,10.17,4.1,,Jay Ajayi,RB,"["""", ""Mike Gillislee"", ""5.09"", ""3.40"", ""RB"", ""RB"", ""RB"", ""4.10"", ""10.17"", ""Jay Ajayi"", """"]",1,1,125.78,89.58
2017,8,1,5,left,The Big Gronkowski,Ginger FC,2017-W08-M01,O.J. Howard,TE,TE,True,False,False,4.67,1.6,,O.J. Howard,TE,"["""", ""O.J. Howard"", ""4.67"", ""1.60"", ""TE"", ""TE"", ""TE"", ""9.40"", ""11.06"", ""Zach Ertz"", """"]",1,1,89.58,125.78
2017,8,1,5,right,Ginger FC,The Big Gronkowski,2017-W08-M01,Zach Ertz,TE,TE,True,False,False,11.06,9.4,,Zach Ertz,TE,"["""", ""O.J. Howard"", ""4.67"", ""1.60"", ""TE"", ""TE"", ""TE"", ""9.40"", ""11.06"", ""Zach Ertz"", """"]",1,1,125.78,89.58
