year,week,matchup_id,matchup_number,yahoo_team_id_used,left_team,right_team,left_score,right_score,player_records,roster_tables,url
2025,1,2025-W01-M01,1,1,The Big Gronkowski,Post Mahomes,72.68,125.82,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=1
2025,1,2025-W01-M02,2,2,Patty Primetimes,Malle ❤️ 🐸,74.72,140.36,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=2
2025,1,2025-W01-M03,3,3,Voldemort,Uncle Rico,93.92,117.12,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=3
2025,1,2025-W01-M04,4,4,Joe Mantegna,ThreatLevelMidnight,83.04,100.88,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=4
2025,1,2025-W01-M05,5,6,malle_dips_pouches,Pop Lockett Drop it,119.26,89.68,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=6
2025,1,2025-W01-M06,6,8,Buttermilk Puuump,Ginger FC,102.82,93.7,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=1&mid1=8
2025,2,2025-W02-M01,1,1,ThreatLevelMidnight,The Big Gronkowski,95.74,101.2,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=1
2025,2,2025-W02-M02,2,2,Malle ❤️ 🐸,Voldemort,79.4,111.0,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=2
2025,2,2025-W02-M03,3,4,Joe Mantegna,Ginger FC,157.44,98.98,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=4
2025,2,2025-W02-M04,4,6,Pop Lockett Drop it,Uncle Rico,97.24,130.4,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=6
2025,2,2025-W02-M05,5,7,Patty Primetimes,Post Mahomes,92.58,95.22,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=7
2025,2,2025-W02-M06,6,9,malle_dips_pouches,Buttermilk Puuump,88.74,134.16,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=2&mid1=9
2025,3,2025-W03-M01,1,1,Joe Mantegna,The Big Gronkowski,107.84,78.32,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=1
2025,3,2025-W03-M02,2,2,Malle ❤️ 🐸,Pop Lockett Drop it,90.98,117.02,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=2
2025,3,2025-W03-M03,3,3,Voldemort,Post Mahomes,84.06,137.56,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=3
2025,3,2025-W03-M04,4,5,Patty Primetimes,ThreatLevelMidnight,105.82,115.02,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=5
2025,3,2025-W03-M05,5,8,malle_dips_pouches,Ginger FC,103.6,79.84,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=8
2025,3,2025-W03-M06,6,10,Buttermilk Puuump,Uncle Rico,141.02,76.28,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=3&mid1=10
2025,4,2025-W04-M01,1,1,The Big Gronkowski,Ginger FC,90.42,97.52,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=1
2025,4,2025-W04-M02,2,2,Malle ❤️ 🐸,Buttermilk Puuump,123.26,144.62,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=2
2025,4,2025-W04-M03,3,3,ThreatLevelMidnight,Voldemort,125.1,144.26,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=3
2025,4,2025-W04-M04,4,4,Patty Primetimes,Joe Mantegna,94.24,131.86,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=4
2025,4,2025-W04-M05,5,6,Pop Lockett Drop it,Post Mahomes,93.58,123.5,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=6
2025,4,2025-W04-M06,6,9,malle_dips_pouches,Uncle Rico,103.58,110.4,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=4&mid1=9
2025,5,2025-W05-M01,1,1,Patty Primetimes,The Big Gronkowski,66.12,107.12,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=5&mid1=1
2025,5,2025-W05-M02,2,2,malle_dips_pouches,Malle ❤️ 🐸,89.34,119.1,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=5&mid1=2
2025,5,2025-W05-M03,3,3,Joe Mantegna,Voldemort,121.9,122.88,32,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=5&mid1=3
2025,5,2025-W05-M04,4,5,ThreatLevelMidnight,Pop Lockett Drop it,141.46,118.46,30,2,https://football.fantasysports.yahoo.com/2025/f1/637567/matchup?week=5&mid1=5
