year,week,team_1,team_1_record,score_1,projected_1,team_2,team_2_record,score_2,projected_2,winner,loser,margin,league_id
2017,10,Little Red Fournette,8-5-0 | 3rd,95.56,97.01,Ur The Best Bellows,5-8-0 | 12th,60.0,53.04,Little Red Fournette,Ur The Best Bellows,35.56,1121308
2017,10,The Big Gronkowski,5-8-0 | 7th,110.94,87.46,Big Sack Jack,7-6-0 | 6th,98.78,87.51,The Big Gronkowski,Big Sack Jack,12.16,1121308
2017,10,Malle ❤️ 🐸,3-10-0 | 11th,55.72,81.93,Hello Harvard,5-8-0 | 10th,119.86,90.02,Hello Harvard,Malle ❤️ 🐸,64.14,1121308
2017,10,Voldemort,9-4-0 | 2nd,82.44,97.69,Ginger FC,10-3-0 | 1st,95.86,82.58,Ginger FC,Voldemort,13.42,1121308
2017,10,Dillon Panthers,4-9-0 | 8th,110.66,77.79,PickUpYourBratsMalle,6-7-0 | 9th,60.34,97.0,Dillon Panthers,PickUpYourBratsMalle,50.32,1121308
2017,10,Pop Lockett Drop it,9-4-0 | 4th,66.5,78.24,malle_dips_pouches,7-6-0 | 5th,65.74,96.8,Pop Lockett Drop it,malle_dips_pouches,0.76,1121308
