year,week,team_1,team_1_record,score_1,projected_1,team_2,team_2_record,score_2,projected_2,winner,loser,margin,league_id
2017,4,PickUpYourBratsMalle,6-7-0 | 9th,104.88,105.29,Hello Harvard,5-8-0 | 10th,73.06,102.53,PickUpYourBratsMalle,Hello Harvard,31.82,1121308
2017,4,Pop Lockett Drop it,9-4-0 | 4th,90.18,105.47,Big Sack Jack,7-6-0 | 6th,71.88,98.01,Pop Lockett Drop it,Big Sack Jack,18.3,1121308
2017,4,The Big Gronkowski,5-8-0 | 7th,90.24,107.48,Dillon Panthers,4-9-0 | 8th,71.06,104.85,The Big Gronkowski,Dillon Panthers,19.18,1121308
2017,4,Voldemort,9-4-0 | 2nd,107.68,114.66,malle_dips_pouches,7-6-0 | 5th,96.12,98.67,Voldemort,malle_dips_pouches,11.56,1121308
2017,5,Ginger FC,10-3-0 | 1st,84.12,105.89,malle_dips_pouches,7-6-0 | 5th,59.94,87.15,Ginger FC,malle_dips_pouches,24.18,1121308
2017,5,Little Red Fournette,8-5-0 | 3rd,115.64,96.86,Hello Harvard,5-8-0 | 10th,60.76,81.55,Little Red Fournette,Hello Harvard,54.88,1121308
2017,5,Malle ❤️ 🐸,3-10-0 | 11th,100.16,85.1,Dillon Panthers,4-9-0 | 8th,72.54,92.71,Malle ❤️ 🐸,Dillon Panthers,27.62,1121308
2017,5,PickUpYourBratsMalle,6-7-0 | 9th,89.64,102.23,Big Sack Jack,7-6-0 | 6th,92.12,91.44,Big Sack Jack,PickUpYourBratsMalle,2.48,1121308
2017,5,The Big Gronkowski,5-8-0 | 7th,80.48,105.98,Pop Lockett Drop it,9-4-0 | 4th,89.9,90.52,Pop Lockett Drop it,The Big Gronkowski,9.42,1121308
2017,5,Voldemort,9-4-0 | 2nd,89.12,107.39,Ur The Best Bellows,5-8-0 | 12th,79.76,100.71,Voldemort,Ur The Best Bellows,9.36,1121308
2017,6,Ginger FC,10-3-0 | 1st,121.7,107.7,Hello Harvard,5-8-0 | 10th,88.48,94.83,Ginger FC,Hello Harvard,33.22,1121308
2017,6,Little Red Fournette,8-5-0 | 3rd,100.64,105.41,Big Sack Jack,7-6-0 | 6th,108.7,91.67,Big Sack Jack,Little Red Fournette,8.06,1121308
2017,6,Malle ❤️ 🐸,3-10-0 | 11th,82.78,81.0,Pop Lockett Drop it,9-4-0 | 4th,89.52,101.4,Pop Lockett Drop it,Malle ❤️ 🐸,6.74,1121308
2017,6,The Big Gronkowski,5-8-0 | 7th,72.98,89.3,PickUpYourBratsMalle,6-7-0 | 9th,105.74,102.23,PickUpYourBratsMalle,The Big Gronkowski,32.76,1121308
2017,6,Ur The Best Bellows,5-8-0 | 12th,75.34,91.06,malle_dips_pouches,7-6-0 | 5th,105.84,100.9,malle_dips_pouches,Ur The Best Bellows,30.5,1121308
2017,6,Voldemort,9-4-0 | 2nd,107.38,115.58,Dillon Panthers,4-9-0 | 8th,60.32,96.17,Voldemort,Dillon Panthers,47.06,1121308
2017,7,Ginger FC,10-3-0 | 1st,67.42,97.38,Big Sack Jack,7-6-0 | 6th,132.32,98.48,Big Sack Jack,Ginger FC,64.9,1121308
2017,7,Hello Harvard,5-8-0 | 10th,81.8,88.4,malle_dips_pouches,7-6-0 | 5th,94.48,99.32,malle_dips_pouches,Hello Harvard,12.68,1121308
2017,7,Little Red Fournette,8-5-0 | 3rd,108.54,98.06,The Big Gronkowski,5-8-0 | 7th,98.46,100.74,Little Red Fournette,The Big Gronkowski,10.08,1121308
2017,7,Malle ❤️ 🐸,3-10-0 | 11th,114.42,88.52,PickUpYourBratsMalle,6-7-0 | 9th,79.56,96.79,Malle ❤️ 🐸,PickUpYourBratsMalle,34.86,1121308
2017,7,Ur The Best Bellows,5-8-0 | 12th,60.26,70.32,Dillon Panthers,4-9-0 | 8th,77.54,94.4,Dillon Panthers,Ur The Best Bellows,17.28,1121308
2017,7,Voldemort,9-4-0 | 2nd,98.06,109.2,Pop Lockett Drop it,9-4-0 | 4th,98.72,101.06,Pop Lockett Drop it,Voldemort,0.66,1121308
2017,8,Dillon Panthers,4-9-0 | 8th,64.16,94.85,malle_dips_pouches,7-6-0 | 5th,76.22,92.72,malle_dips_pouches,Dillon Panthers,12.06,1121308
2017,8,Hello Harvard,5-8-0 | 10th,83.92,83.85,Big Sack Jack,7-6-0 | 6th,62.82,99.91,Hello Harvard,Big Sack Jack,21.1,1121308
2017,8,Little Red Fournette,8-5-0 | 3rd,81.16,96.01,Malle ❤️ 🐸,3-10-0 | 11th,96.44,88.91,Malle ❤️ 🐸,Little Red Fournette,15.28,1121308
2017,8,The Big Gronkowski,5-8-0 | 7th,89.58,90.92,Ginger FC,10-3-0 | 1st,125.78,90.75,Ginger FC,The Big Gronkowski,36.2,1121308
2017,8,Ur The Best Bellows,5-8-0 | 12th,61.9,68.7,Pop Lockett Drop it,9-4-0 | 4th,86.96,96.03,Pop Lockett Drop it,Ur The Best Bellows,25.06,1121308
2017,8,Voldemort,9-4-0 | 2nd,126.62,107.5,PickUpYourBratsMalle,6-7-0 | 9th,113.12,98.02,Voldemort,PickUpYourBratsMalle,13.5,1121308
2017,9,Big Sack Jack,7-6-0 | 6th,73.98,84.84,malle_dips_pouches,7-6-0 | 5th,90.3,91.48,malle_dips_pouches,Big Sack Jack,16.32,1121308
2017,9,Dillon Panthers,4-9-0 | 8th,89.58,88.66,Pop Lockett Drop it,9-4-0 | 4th,107.52,84.15,Pop Lockett Drop it,Dillon Panthers,17.94,1121308
2017,9,Little Red Fournette,8-5-0 | 3rd,83.92,102.01,Voldemort,9-4-0 | 2nd,98.54,95.03,Voldemort,Little Red Fournette,14.62,1121308
2017,9,Malle ❤️ 🐸,3-10-0 | 11th,68.86,82.96,Ginger FC,10-3-0 | 1st,85.72,77.1,Ginger FC,Malle ❤️ 🐸,16.86,1121308
2017,9,The Big Gronkowski,5-8-0 | 7th,78.14,91.61,Hello Harvard,5-8-0 | 10th,87.84,85.88,Hello Harvard,The Big Gronkowski,9.7,1121308
2017,9,Ur The Best Bellows,5-8-0 | 12th,95.28,83.63,PickUpYourBratsMalle,6-7-0 | 9th,70.96,87.67,Ur The Best Bellows,PickUpYourBratsMalle,24.32,1121308
2017,10,Dillon Panthers,4-9-0 | 8th,110.66,77.79,PickUpYourBratsMalle,6-7-0 | 9th,60.34,97.0,Dillon Panthers,PickUpYourBratsMalle,50.32,1121308
2017,10,Little Red Fournette,8-5-0 | 3rd,95.56,97.01,Ur The Best Bellows,5-8-0 | 12th,60.0,53.04,Little Red Fournette,Ur The Best Bellows,35.56,1121308
2017,10,Malle ❤️ 🐸,3-10-0 | 11th,55.72,81.93,Hello Harvard,5-8-0 | 10th,119.86,90.02,Hello Harvard,Malle ❤️ 🐸,64.14,1121308
2017,10,Pop Lockett Drop it,9-4-0 | 4th,66.5,78.24,malle_dips_pouches,7-6-0 | 5th,65.74,96.8,Pop Lockett Drop it,malle_dips_pouches,0.76,1121308
2017,10,The Big Gronkowski,5-8-0 | 7th,110.94,87.46,Big Sack Jack,7-6-0 | 6th,98.78,87.51,The Big Gronkowski,Big Sack Jack,12.16,1121308
2017,10,Voldemort,9-4-0 | 2nd,82.44,97.69,Ginger FC,10-3-0 | 1st,95.86,82.58,Ginger FC,Voldemort,13.42,1121308
2017,11,Little Red Fournette,8-5-0 | 3rd,117.9,98.95,Dillon Panthers,4-9-0 | 8th,59.16,79.73,Little Red Fournette,Dillon Panthers,58.74,1121308
2017,11,Malle ❤️ 🐸,3-10-0 | 11th,94.52,82.37,Big Sack Jack,7-6-0 | 6th,122.68,98.18,Big Sack Jack,Malle ❤️ 🐸,28.16,1121308
2017,11,Pop Lockett Drop it,9-4-0 | 4th,91.6,91.06,PickUpYourBratsMalle,6-7-0 | 9th,112.6,85.49,PickUpYourBratsMalle,Pop Lockett Drop it,21.0,1121308
2017,11,The Big Gronkowski,5-8-0 | 7th,126.06,91.82,malle_dips_pouches,7-6-0 | 5th,116.38,108.93,The Big Gronkowski,malle_dips_pouches,9.68,1121308
2017,11,Ur The Best Bellows,5-8-0 | 12th,43.9,57.24,Ginger FC,10-3-0 | 1st,96.94,86.52,Ginger FC,Ur The Best Bellows,53.04,1121308
2017,11,Voldemort,9-4-0 | 2nd,97.3,105.18,Hello Harvard,5-8-0 | 10th,101.56,94.88,Hello Harvard,Voldemort,4.26,1121308
2017,12,Dillon Panthers,4-9-0 | 8th,80.8,75.49,Ginger FC,10-3-0 | 1st,81.56,97.94,Ginger FC,Dillon Panthers,0.76,1121308
2017,12,Little Red Fournette,8-5-0 | 3rd,76.24,107.28,Pop Lockett Drop it,9-4-0 | 4th,88.18,103.51,Pop Lockett Drop it,Little Red Fournette,11.94,1121308
2017,12,PickUpYourBratsMalle,6-7-0 | 9th,103.76,96.09,malle_dips_pouches,7-6-0 | 5th,152.72,107.2,malle_dips_pouches,PickUpYourBratsMalle,48.96,1121308
2017,12,The Big Gronkowski,5-8-0 | 7th,122.64,101.36,Malle ❤️ 🐸,3-10-0 | 11th,77.92,88.34,The Big Gronkowski,Malle ❤️ 🐸,44.72,1121308
2017,12,Ur The Best Bellows,5-8-0 | 12th,65.0,62.34,Hello Harvard,5-8-0 | 10th,60.7,89.31,Ur The Best Bellows,Hello Harvard,4.3,1121308
2017,12,Voldemort,9-4-0 | 2nd,91.48,109.35,Big Sack Jack,7-6-0 | 6th,99.28,102.38,Big Sack Jack,Voldemort,7.8,1121308
2017,13,Dillon Panthers,4-9-0 | 8th,130.86,82.72,Hello Harvard,5-8-0 | 10th,69.48,97.11,Dillon Panthers,Hello Harvard,61.38,1121308
2017,13,Little Red Fournette,8-5-0 | 3rd,100.96,103.07,PickUpYourBratsMalle,6-7-0 | 9th,97.58,94.86,Little Red Fournette,PickUpYourBratsMalle,3.38,1121308
2017,13,Malle ❤️ 🐸,3-10-0 | 11th,67.98,82.48,malle_dips_pouches,7-6-0 | 5th,87.58,103.15,malle_dips_pouches,Malle ❤️ 🐸,19.6,1121308
2017,13,Pop Lockett Drop it,9-4-0 | 4th,85.92,93.34,Ginger FC,10-3-0 | 1st,103.18,97.31,Ginger FC,Pop Lockett Drop it,17.26,1121308
2017,13,The Big Gronkowski,5-8-0 | 7th,92.2,96.04,Voldemort,9-4-0 | 2nd,94.12,102.25,Voldemort,The Big Gronkowski,1.92,1121308
2017,13,Ur The Best Bellows,5-8-0 | 12th,69.7,65.34,Big Sack Jack,7-6-0 | 6th,102.56,87.87,Big Sack Jack,Ur The Best Bellows,32.86,1121308
