year,week,team_1,team_1_record,score_1,projected_1,team_2,team_2_record,score_2,projected_2,winner,loser,margin,league_id
2017,9,Little Red Fournette,8-5-0 | 3rd,83.92,102.01,Voldemort,9-4-0 | 2nd,98.54,95.03,Voldemort,Little Red Fournette,14.62,1121308
2017,9,The Big Gronkowski,5-8-0 | 7th,78.14,91.61,Hello Harvard,5-8-0 | 10th,87.84,85.88,Hello Harvard,The Big Gronkowski,9.7,1121308
2017,9,Malle ❤️ 🐸,3-10-0 | 11th,68.86,82.96,Ginger FC,10-3-0 | 1st,85.72,77.1,Ginger FC,Malle ❤️ 🐸,16.86,1121308
2017,9,Ur The Best Bellows,5-8-0 | 12th,95.28,83.63,PickUpYourBratsMalle,6-7-0 | 9th,70.96,87.67,Ur The Best Bellows,PickUpYourBratsMalle,24.32,1121308
2017,9,Dillon Panthers,4-9-0 | 8th,89.58,88.66,Pop Lockett Drop it,9-4-0 | 4th,107.52,84.15,Pop Lockett Drop it,Dillon Panthers,17.94,1121308
2017,9,Big Sack Jack,7-6-0 | 6th,73.98,84.84,malle_dips_pouches,7-6-0 | 5th,90.3,91.48,malle_dips_pouches,Big Sack Jack,16.32,1121308
