year,week,team_1,team_1_record,score_1,projected_1,team_2,team_2_record,score_2,projected_2,winner,loser,margin,league_id
2017,3,Little Red Fournette,8-5-0 | 3rd,113.8,94.87,malle_dips_pouches,7-6-0 | 5th,88.42,104.25,Little Red Fournette,malle_dips_pouches,25.38,1121308
2017,3,The Big Gronkowski,5-8-0 | 7th,71.3,109.81,Ur The Best Bellows,5-8-0 | 12th,105.22,96.56,Ur The Best Bellows,The Big Gronkowski,33.92,1121308
2017,3,Malle ❤️ 🐸,3-10-0 | 11th,84.34,95.94,Voldemort,9-4-0 | 2nd,141.02,108.86,Voldemort,Malle ❤️ 🐸,56.68,1121308
2017,3,Dillon Panthers,4-9-0 | 8th,84.42,106.67,Big Sack Jack,7-6-0 | 6th,98.98,96.87,Big Sack Jack,Dillon Panthers,14.56,1121308
2017,3,Pop Lockett Drop it,9-4-0 | 4th,71.26,96.6,Hello Harvard,5-8-0 | 10th,69.86,94.21,Pop Lockett Drop it,Hello Harvard,1.4,1121308
2017,3,PickUpYourBratsMalle,6-7-0 | 9th,76.72,103.31,Ginger FC,10-3-0 | 1st,66.76,105.47,PickUpYourBratsMalle,Ginger FC,9.96,1121308
